version,n,gap,ci_lo,ci_hi,rate_light,rate_medium,rate_dark,version_gap_std,mde_std,v1v2_agreement_pct,dark_disagree_pct,verdict
v1_scale,16012,0.05815317340794296,0.04314665771727619,0.07293264934326979,0.15409413281753706,0.12432254885859748,0.0959409594095941,0.01508277881768818,0.03,47.88575180564675,35.31561043215321,KILL — gap 版本间标准差=0.0151 < MDE(0.03) → label 分布对版本稳健 → 传播效应天然弱 → 降平淡 audit
v2_centaur,15504,0.09258342273346386,0.07802420776229961,0.10638376749858156,0.16050795103535065,0.11593317033414834,0.06792452830188679,0.01508277881768818,0.03,47.88575180564675,35.31561043215321,KILL — gap 版本间标准差=0.0151 < MDE(0.03) → label 分布对版本稳健 → 传播效应天然弱 → 降平淡 audit
v3_ITA,16574,0.08697107465313038,0.07707979379392603,0.0970852864120349,0.0893751647772212,,0.17634623943035158,0.01508277881768818,0.03,47.88575180564675,35.31561043215321,KILL — gap 版本间标准差=0.0151 < MDE(0.03) → label 分布对版本稳健 → 传播效应天然弱 → 降平淡 audit
