seed,jobid,epoch,train_loss
43,1436782,70,4.887455111458188
43,1436782,71,5.24807471036911
43,1436782,72,4.815997329625216
43,1436782,73,4.713683377612721
43,1436782,74,5.357641274278814
43,1436782,75,5.217786583033475
43,1436782,76,5.544355403293263
43,1436782,77,4.7145984606309375
43,1436782,78,5.79023032838648
43,1436782,79,4.533545591614463
43,1436782,80,4.968972623348236
43,1436782,81,5.29617486681257
43,1436782,82,5.492946451360529
43,1436782,83,5.543250246481462
43,1436782,84,5.152092402631586
43,1436782,85,5.306079664013603
43,1436782,86,4.735954842784188
43,1436782,87,5.304301310669292
43,1436782,88,5.0600445595654575
43,1436782,89,5.0360931428996
43,1436782,90,4.520138122818687
43,1436782,91,5.283092970197851
43,1436782,92,4.804454857652837
43,1436782,93,5.17077240076932
43,1436782,94,5.180720719424161
43,1436782,95,6.046122843568975
43,1436782,96,5.7751524881883105
43,1436782,97,5.459655609997836
43,1436782,98,5.6733111197298225
43,1436782,99,5.076975681565025
43,1436782,100,4.831342269073833
43,1436782,101,4.706307422031056
43,1436782,102,4.288456536474682
43,1436782,103,4.313754244284197
44,1436783,1,3.3370133204893633
44,1436783,2,4.953938430005854
44,1436783,3,4.639079494909807
44,1436783,4,5.701098680496216
44,1436783,5,4.610641820864244
44,1436783,6,4.555124326185747
44,1436783,7,5.493769060481679
44,1436783,8,4.459809259934858
44,1436783,9,4.440339386463165
44,1436783,10,4.478705471212214
44,1436783,11,4.920974639329043
44,1436783,12,6.12578821182251
44,1436783,13,4.923243625597521
44,1436783,14,5.448836434971202
44,1436783,15,5.86852552777245
44,1436783,16,5.190081130374562
44,1436783,17,4.585077058701288
44,1436783,18,5.0989859320900655
44,1436783,19,5.379190423271873
44,1436783,20,4.963932476260445
44,1436783,21,5.05685535886071
44,1436783,22,5.571317596869036
44,1436783,23,4.4400577328421855
44,1436783,24,4.982880299741572
44,1436783,25,4.7517383315346455
44,1436783,26,4.266659595749595
44,1436783,27,4.647126447586786
45,1436784,1,4.514575866135684
45,1436784,2,4.943321878259832
45,1436784,3,4.8976626287807115
45,1436784,4,5.863756131042134
45,1436784,5,4.92982233654369
45,1436784,6,5.164078582416881
45,1436784,7,4.59047546711835
45,1436784,8,4.5609054294499485
45,1436784,9,5.085538777438077
45,1436784,10,4.500349949706685
45,1436784,11,5.043946970592845
45,1436784,12,5.389478965239092
45,1436784,13,4.954185605049133
45,1436784,14,4.4019409959966485
45,1436784,15,5.786084960807454
45,1436784,16,4.607630274512551
45,1436784,17,4.497471489689567
45,1436784,18,6.086638320576061
46,1436785,1,1.292232952334664
46,1436785,2,1.1904973062601956
46,1436785,3,1.4544893963770433
46,1436785,4,1.0193064917217602
46,1436785,5,1.4416492581367493
46,1436785,6,0.8524274555119601
46,1436785,7,1.17032128572464
46,1436785,8,0.8538438867438923
46,1436785,9,0.8751812387596477
46,1436785,10,0.7921231199394573
46,1436785,11,0.8592682480812073
46,1436785,12,0.8876744928685102
46,1436785,13,0.7592217299071226
46,1436785,14,0.8238371868025173
46,1436785,15,0.9588141278787092
46,1436785,16,0.7749781798232686
46,1436785,17,0.7893674075603485
46,1436785,18,0.8328263705426996
46,1436785,19,0.6835063113407656
46,1436785,20,0.8307041512294249
46,1436785,21,0.7164076187393882
46,1436785,22,0.7025706605477766
46,1436785,23,0.7480512498454615
46,1436785,24,0.9088797013867985
46,1436785,25,0.7688437456434424
46,1436785,26,0.7060225890441374
46,1436785,27,0.7010299996896223
46,1436785,28,0.6955872096798636
46,1436785,29,0.6626094484871085
46,1436785,30,0.5815814286470413
46,1436785,31,0.7871369970115748
46,1436785,32,0.7031952223994515
46,1436785,33,0.8689811148426749
46,1436785,34,0.765521147034385
46,1436785,35,0.6646972994009653
46,1436785,36,0.6192793182351373
46,1436785,37,0.6681074378165331
46,1436785,38,0.7764096625826575
46,1436785,39,0.7638584429567511
46,1436785,40,0.6178836558352817
46,1436785,41,0.656241537495093
46,1436785,42,0.6620585579763759
46,1436785,43,0.700665606693788
46,1436785,44,0.7386713569814508
46,1436785,45,0.6141178174452349
46,1436785,46,0.5750997709957036
46,1436785,47,0.5972299751910296
46,1436785,48,0.514466711065986
46,1436785,49,0.5717043402520093
46,1436785,50,2.6769227236509323
46,1436785,51,0.5827196409756487
46,1436785,52,0.5946461693807081
46,1436785,53,0.5765062116441273
46,1436785,54,0.6880781569264152
46,1436785,55,0.6242836004211789
46,1436785,56,0.5644759671254591
46,1436785,57,0.6622748510404066
46,1436785,58,0.5810581256042827
46,1436785,59,0.6810157949274237
46,1436785,60,0.5706372179768302
46,1436785,61,0.6879010214046999
46,1436785,62,0.5551192238926888
46,1436785,63,0.5461308388482957
46,1436785,64,0.6100551865317605
46,1436785,65,0.5673059238628908
46,1436785,66,0.643872199410742
46,1436785,67,0.6500442143190991
46,1436785,68,0.5542486811226065
46,1436785,69,0.5671129097992723
46,1436785,70,0.5325946103442799
46,1436785,71,0.5282299654050306
46,1436785,72,0.5722304474223744
46,1436785,73,0.5402334901419553
46,1436785,74,0.555981960486282
46,1436785,75,0.48587653650478885
46,1436785,76,0.5050617056814107
46,1436785,77,0.5693084377456795
46,1436785,78,0.4853533980521289
46,1436785,79,0.5128585642034357
46,1436785,80,0.5451989329674027
46,1436785,81,0.5665178671479225
46,1436785,82,0.4745122180098579
46,1436785,83,0.4663045670498501
46,1436785,84,0.612589527937499
46,1436785,85,0.485092940784636
46,1436785,86,0.5429306863383814
46,1436785,87,0.6135978353294459
46,1436785,88,0.43788485567678104
46,1436785,89,0.5112316527149894
46,1436785,90,0.5498167100277814
46,1436785,91,0.5637126887838045
46,1436785,92,0.620058533820239
46,1436785,93,0.5963664149696176
46,1436785,94,0.5294310067381177
46,1436785,95,0.49544256857850333
46,1436785,96,0.5548349517312917
46,1436785,97,0.39435970376838336
46,1436785,98,0.4469621120528741
46,1436785,99,0.5781774053519423
46,1436785,100,0.5591867963473002
46,1436785,101,0.6337937482378699
46,1436785,102,0.4944000325419686
46,1436785,103,0.49561396918513556
46,1436785,104,0.5622044483369047
46,1436785,105,0.44223428212783555
46,1436785,106,0.4549400166354396
46,1436785,107,0.47775072875348007
46,1436785,108,0.4404125447300347
46,1436785,109,0.49812114103273913
46,1436785,110,0.45564382861961017
46,1436785,111,0.4018590761856599
46,1436785,112,0.4553995809771798
46,1436785,113,0.4157863340594552
46,1436785,114,0.4328450255773284
46,1436785,115,0.46846436912363226
46,1436785,116,0.45938885686072434
46,1436785,117,0.3558917363936251
46,1436785,118,0.4675800434567712
46,1436785,119,0.5277858044613492
46,1436785,120,0.513780889524655
46,1436785,121,0.4904082105918364
46,1436785,122,4.4829031974077225
46,1436785,123,5.860129313035444
46,1436785,124,5.817588936198842
46,1436785,125,5.555411219596863
46,1436785,126,4.880435764789581
46,1436785,127,4.483888160098683
46,1436785,128,6.755186427723277
46,1436785,129,4.845820361917669
46,1436785,130,4.280375052582134
46,1436785,131,5.299409356984225
46,1436785,132,4.592014101418582
46,1436785,133,4.86460848829963
46,1436785,134,4.8394915515726264
46,1436785,135,5.6388277574018995
46,1436785,136,4.45877958427776
46,1436785,137,5.121529904278842
46,1436785,138,4.926992546428334
46,1436785,139,4.2501221244985405
46,1436785,140,5.278915090994402
46,1436785,141,4.426468897949565
46,1436785,142,4.181718826293945
46,1436785,143,4.865147872404619
46,1436785,144,4.158045459877361
46,1436785,145,4.1661677739836955
46,1436785,146,4.8145764090798115
46,1436785,147,4.85631368376992
46,1436785,148,5.942493343895132
46,1436785,149,4.985826633193276
46,1436785,150,4.277815997600555
46,1436785,151,4.696158024397763
46,1436785,152,5.671702179041776
46,1436785,153,4.99040687084198
46,1436785,154,5.485569390383634
46,1436785,155,4.738723976271493
46,1436785,156,5.6660146496512676
46,1436785,157,4.979470773176714
46,1436785,158,5.370549938895485
46,1436785,159,5.1696360598910935
46,1436785,160,5.9744449203664605
46,1436785,161,5.211744210936806
46,1436785,162,5.288774333216927
46,1436785,163,4.9657511494376445
46,1436785,164,4.442590773105621
46,1436785,165,5.768262125196911
46,1436785,166,4.732596679167314
46,1436785,167,4.767466946081682
46,1436785,168,4.8833466226404365
46,1436785,169,4.100231181491505
46,1436785,170,5.634241602637551
47,1437000,1,4.1720537570389835
47,1437000,2,5.114488005638123
47,1437000,3,3.9904581633481113
47,1437000,4,5.2008407874540845
47,1437000,5,4.965594486756758
47,1437000,6,4.4429561495780945
47,1437000,7,4.481139681556008
47,1437000,8,4.86455862088637
47,1437000,9,5.156839040192691
47,1437000,10,5.708261316472834
47,1437000,11,5.066902274435217
48,1437001,1,4.2638432411920455
48,1437001,2,5.172133857553655
48,1437001,3,4.751941529187289
48,1437001,4,5.455430583520369
48,1437001,5,4.6522074937820435
48,1437001,6,5.559444655071605
48,1437001,7,4.9217013770883735
48,1437001,8,4.754580909555608
48,1437001,9,5.231729447841644
48,1437001,10,5.45596858588132
48,1437001,11,5.016066442836415
48,1437001,12,5.025631655346263
48,1437001,13,5.4324786771427505
48,1437001,14,4.150783641771837
48,1437001,15,5.488960406996987
48,1437001,16,5.823070439425382
49,1437002,1,3.8491468267007307
49,1437002,2,5.141384081407026
49,1437002,3,5.179480498487299
49,1437002,4,4.346360640092329
49,1437002,5,5.2797787460413845
49,1437002,6,4.8920897245407104
49,1437002,7,4.880939023061232
49,1437002,8,5.590819781476801
49,1437002,9,5.6691841374744065
49,1437002,10,5.090110898017883
49,1437002,11,5.6970604828425815
49,1437002,12,4.891642877033779
49,1437002,13,5.860499831763181
49,1437002,14,4.68179942261089
49,1437002,15,4.92315321077
49,1437002,16,4.3977496082132514
49,1437002,17,4.975652196190574
49,1437002,18,4.950355356389826
50,1437003,1,4.420626363971016
50,1437003,2,4.858835068616
50,1437003,3,4.723814964294434
50,1437003,4,4.908798161007109
50,1437003,5,4.823326858607206
50,1437003,6,4.86887298930775
50,1437003,7,5.15062170678919
50,1437003,8,4.88693365725604
50,1437003,9,5.1123668523061845
50,1437003,10,4.673958984288302
