steps,pid,dice,seed,git_commit
64,220,0.10351133346557617,42,9d844b58
64,221,0.1473754644393921,42,9d844b58
64,222,0.15434449911117554,42,9d844b58
64,223,0.08754026889801025,42,9d844b58
64,224,0.09797465801239014,42,9d844b58
64,225,0.09153616428375244,42,9d844b58
64,226,0.08664202690124512,42,9d844b58
64,227,0.09565597772598267,42,9d844b58
64,228,0.13163000345230103,42,9d844b58
64,229,0.14592254161834717,42,9d844b58
64,230,0.1377115249633789,42,9d844b58
64,231,0.1575191617012024,42,9d844b58
64,232,0.11565911769866943,42,9d844b58
64,233,0.11944019794464111,42,9d844b58
64,234,0.10469251871109009,42,9d844b58
64,235,0.13005894422531128,42,9d844b58
64,236,0.17390012741088867,42,9d844b58
64,237,0.1506296992301941,42,9d844b58
64,238,0.1361464262008667,42,9d844b58
64,239,0.1150243878364563,42,9d844b58
64,240,0.13318473100662231,42,9d844b58
64,241,0.09804779291152954,42,9d844b58
64,242,0.11559855937957764,42,9d844b58
64,243,0.09434926509857178,42,9d844b58
64,244,0.11202555894851685,42,9d844b58
64,245,0.11815869808197021,42,9d844b58
64,246,0.13731884956359863,42,9d844b58
64,247,0.126853346824646,42,9d844b58
64,248,0.118050217628479,42,9d844b58
64,249,0.1563262939453125,42,9d844b58
64,250,0.13094466924667358,42,9d844b58
64,251,0.14088475704193115,42,9d844b58
64,252,0.13658064603805542,42,9d844b58
64,253,0.11704415082931519,42,9d844b58
64,254,0.1329716444015503,42,9d844b58
64,255,0.13157397508621216,42,9d844b58
64,256,0.1290684938430786,42,9d844b58
64,257,0.10674428939819336,42,9d844b58
64,258,0.17723393440246582,42,9d844b58
64,259,0.12973278760910034,42,9d844b58
