perturb_type,level,pid,dice,seed,commit
translate,10px,199,0.722043,42,9d844b58
translate,10px,200,0.826412,42,9d844b58
translate,10px,201,0.777687,42,9d844b58
translate,10px,202,0.783161,42,9d844b58
translate,10px,203,0.815852,42,9d844b58
translate,10px,204,0.829407,42,9d844b58
translate,10px,205,0.75381,42,9d844b58
translate,10px,206,0.791539,42,9d844b58
translate,10px,207,0.716632,42,9d844b58
translate,10px,208,0.78287,42,9d844b58
translate,10px,209,0.778815,42,9d844b58
translate,10px,210,0.789494,42,9d844b58
translate,10px,211,0.796909,42,9d844b58
translate,10px,212,0.756629,42,9d844b58
translate,10px,213,0.687857,42,9d844b58
translate,10px,214,0.518886,42,9d844b58
translate,10px,215,0.792706,42,9d844b58
translate,10px,216,0.769879,42,9d844b58
translate,10px,217,0.774833,42,9d844b58
translate,10px,218,0.774186,42,9d844b58
translate,10px,219,0.777217,42,9d844b58
translate,10px,220,0.776298,42,9d844b58
translate,10px,221,0.797014,42,9d844b58
translate,10px,222,0.810243,42,9d844b58
translate,10px,223,0.774395,42,9d844b58
translate,10px,224,0.838971,42,9d844b58
translate,10px,225,0.805771,42,9d844b58
translate,10px,226,0.748952,42,9d844b58
translate,10px,227,0.752373,42,9d844b58
translate,10px,228,0.80157,42,9d844b58
translate,10px,229,0.682503,42,9d844b58
translate,10px,230,0.764915,42,9d844b58
translate,10px,231,0.751336,42,9d844b58
translate,10px,232,0.790341,42,9d844b58
translate,10px,233,0.73982,42,9d844b58
translate,10px,234,0.74129,42,9d844b58
translate,10px,235,0.846337,42,9d844b58
translate,10px,236,0.825397,42,9d844b58
translate,10px,237,0.810323,42,9d844b58
translate,10px,238,0.791026,42,9d844b58
translate,10px,239,0.79525,42,9d844b58
translate,10px,240,0.785239,42,9d844b58
translate,10px,241,0.790802,42,9d844b58
translate,10px,242,0.71791,42,9d844b58
translate,10px,243,0.792879,42,9d844b58
translate,10px,244,0.823683,42,9d844b58
translate,10px,245,0.800298,42,9d844b58
translate,10px,246,0.811808,42,9d844b58
translate,10px,247,0.711222,42,9d844b58
translate,10px,248,0.709783,42,9d844b58
translate,10px,249,0.817448,42,9d844b58
translate,10px,250,0.800307,42,9d844b58
translate,10px,251,0.822074,42,9d844b58
translate,10px,252,0.775955,42,9d844b58
translate,10px,253,0.798489,42,9d844b58
translate,10px,254,0.805161,42,9d844b58
translate,10px,255,0.824573,42,9d844b58
translate,10px,256,0.748806,42,9d844b58
translate,10px,257,0.749251,42,9d844b58
translate,10px,258,0.802435,42,9d844b58
translate,10px,259,0.808707,42,9d844b58
noise,std0.00,182,0.853999,42,9d844b58
noise,std0.00,183,0.854921,42,9d844b58
noise,std0.00,184,0.863057,42,9d844b58
noise,std0.00,185,0.874162,42,9d844b58
noise,std0.00,186,0.87048,42,9d844b58
noise,std0.00,187,0.866604,42,9d844b58
noise,std0.00,188,0.854696,42,9d844b58
noise,std0.00,189,0.770599,42,9d844b58
noise,std0.00,190,0.850628,42,9d844b58
noise,std0.00,191,0.86491,42,9d844b58
noise,std0.00,192,0.884413,42,9d844b58
noise,std0.00,193,0.898581,42,9d844b58
noise,std0.00,194,0.873051,42,9d844b58
noise,std0.00,195,0.869078,42,9d844b58
noise,std0.00,196,0.816382,42,9d844b58
noise,std0.00,197,0.912813,42,9d844b58
noise,std0.00,198,0.829806,42,9d844b58
noise,std0.00,199,0.801271,42,9d844b58
noise,std0.00,200,0.879289,42,9d844b58
noise,std0.00,201,0.845727,42,9d844b58
noise,std0.00,202,0.851574,42,9d844b58
noise,std0.00,203,0.844946,42,9d844b58
noise,std0.00,204,0.85745,42,9d844b58
noise,std0.00,205,0.877347,42,9d844b58
noise,std0.00,206,0.875387,42,9d844b58
noise,std0.00,207,0.865972,42,9d844b58
noise,std0.00,208,0.870396,42,9d844b58
noise,std0.00,209,0.871431,42,9d844b58
noise,std0.00,210,0.86375,42,9d844b58
noise,std0.00,211,0.900782,42,9d844b58
noise,std0.00,212,0.896981,42,9d844b58
noise,std0.00,213,0.793885,42,9d844b58
noise,std0.00,214,0.677895,42,9d844b58
noise,std0.00,215,0.869148,42,9d844b58
noise,std0.00,216,0.882078,42,9d844b58
noise,std0.00,217,0.833949,42,9d844b58
noise,std0.00,218,0.833953,42,9d844b58
noise,std0.00,219,0.832506,42,9d844b58
noise,std0.00,220,0.815622,42,9d844b58
noise,std0.00,221,0.876114,42,9d844b58
noise,std0.00,222,0.873393,42,9d844b58
noise,std0.00,223,0.871451,42,9d844b58
noise,std0.00,224,0.859162,42,9d844b58
noise,std0.00,225,0.86018,42,9d844b58
noise,std0.00,226,0.864581,42,9d844b58
noise,std0.00,227,0.850656,42,9d844b58
noise,std0.00,228,0.862289,42,9d844b58
noise,std0.00,229,0.88962,42,9d844b58
noise,std0.00,230,0.890923,42,9d844b58
noise,std0.00,231,0.85361,42,9d844b58
noise,std0.00,232,0.880395,42,9d844b58
noise,std0.00,233,0.864131,42,9d844b58
noise,std0.00,234,0.880048,42,9d844b58
noise,std0.00,235,0.867057,42,9d844b58
noise,std0.00,236,0.853124,42,9d844b58
noise,std0.00,237,0.870276,42,9d844b58
noise,std0.00,238,0.848378,42,9d844b58
noise,std0.00,239,0.885095,42,9d844b58
noise,std0.00,240,0.909431,42,9d844b58
noise,std0.00,241,0.884917,42,9d844b58
noise,std0.00,242,0.857403,42,9d844b58
noise,std0.00,243,0.876913,42,9d844b58
noise,std0.00,244,0.896897,42,9d844b58
noise,std0.00,245,0.908384,42,9d844b58
noise,std0.00,246,0.896208,42,9d844b58
noise,std0.00,247,0.858887,42,9d844b58
noise,std0.00,248,0.868287,42,9d844b58
noise,std0.00,249,0.880524,42,9d844b58
noise,std0.00,250,0.899462,42,9d844b58
noise,std0.00,251,0.899576,42,9d844b58
noise,std0.00,252,0.88289,42,9d844b58
noise,std0.00,253,0.892338,42,9d844b58
noise,std0.00,254,0.90096,42,9d844b58
noise,std0.00,255,0.866317,42,9d844b58
noise,std0.00,256,0.881195,42,9d844b58
noise,std0.00,257,0.867671,42,9d844b58
noise,std0.00,258,0.882916,42,9d844b58
noise,std0.00,259,0.891704,42,9d844b58
noise,std0.05,182,0.853668,42,9d844b58
noise,std0.05,183,0.850837,42,9d844b58
noise,std0.05,184,0.844842,42,9d844b58
noise,std0.05,185,0.871118,42,9d844b58
noise,std0.05,186,0.868501,42,9d844b58
noise,std0.05,187,0.865784,42,9d844b58
noise,std0.05,188,0.850832,42,9d844b58
noise,std0.05,189,0.736908,42,9d844b58
noise,std0.05,190,0.845757,42,9d844b58
noise,std0.05,191,0.859182,42,9d844b58
noise,std0.05,192,0.879395,42,9d844b58
noise,std0.05,193,0.892505,42,9d844b58
noise,std0.05,194,0.867725,42,9d844b58
noise,std0.05,195,0.867812,42,9d844b58
noise,std0.05,196,0.806127,42,9d844b58
noise,std0.05,197,0.907376,42,9d844b58
noise,std0.05,198,0.825915,42,9d844b58
noise,std0.05,199,0.787619,42,9d844b58
noise,std0.05,200,0.878224,42,9d844b58
noise,std0.05,201,0.846246,42,9d844b58
noise,std0.05,202,0.852848,42,9d844b58
noise,std0.05,203,0.842725,42,9d844b58
noise,std0.05,204,0.853117,42,9d844b58
noise,std0.05,205,0.879726,42,9d844b58
noise,std0.05,206,0.878663,42,9d844b58
noise,std0.05,207,0.860438,42,9d844b58
noise,std0.05,208,0.860599,42,9d844b58
noise,std0.05,209,0.872019,42,9d844b58
noise,std0.05,210,0.852328,42,9d844b58
noise,std0.05,211,0.892284,42,9d844b58
noise,std0.05,212,0.893414,42,9d844b58
noise,std0.05,213,0.780725,42,9d844b58
noise,std0.05,214,0.65919,42,9d844b58
noise,std0.05,215,0.865319,42,9d844b58
noise,std0.05,216,0.879214,42,9d844b58
noise,std0.05,217,0.83957,42,9d844b58
noise,std0.05,218,0.830372,42,9d844b58
noise,std0.05,219,0.822496,42,9d844b58
noise,std0.05,220,0.80964,42,9d844b58
noise,std0.05,221,0.871938,42,9d844b58
noise,std0.05,222,0.871106,42,9d844b58
noise,std0.05,223,0.869535,42,9d844b58
noise,std0.05,224,0.864585,42,9d844b58
noise,std0.05,225,0.856668,42,9d844b58
noise,std0.05,226,0.863593,42,9d844b58
noise,std0.05,227,0.848777,42,9d844b58
noise,std0.05,228,0.860193,42,9d844b58
noise,std0.05,229,0.883909,42,9d844b58
noise,std0.05,230,0.882248,42,9d844b58
noise,std0.05,231,0.849074,42,9d844b58
noise,std0.05,232,0.875136,42,9d844b58
noise,std0.05,233,0.826005,42,9d844b58
noise,std0.05,234,0.875693,42,9d844b58
noise,std0.05,235,0.860784,42,9d844b58
noise,std0.05,236,0.848705,42,9d844b58
noise,std0.05,237,0.868154,42,9d844b58
noise,std0.05,238,0.846404,42,9d844b58
noise,std0.05,239,0.88182,42,9d844b58
noise,std0.05,240,0.899088,42,9d844b58
noise,std0.05,241,0.879085,42,9d844b58
noise,std0.05,242,0.853949,42,9d844b58
noise,std0.05,243,0.871381,42,9d844b58
noise,std0.05,244,0.893325,42,9d844b58
noise,std0.05,245,0.904967,42,9d844b58
noise,std0.05,246,0.891743,42,9d844b58
noise,std0.05,247,0.853242,42,9d844b58
noise,std0.05,248,0.859802,42,9d844b58
noise,std0.05,249,0.879786,42,9d844b58
noise,std0.05,250,0.897606,42,9d844b58
noise,std0.05,251,0.897606,42,9d844b58
noise,std0.05,252,0.881725,42,9d844b58
noise,std0.05,253,0.881842,42,9d844b58
noise,std0.05,254,0.894591,42,9d844b58
noise,std0.05,255,0.860588,42,9d844b58
noise,std0.05,256,0.876894,42,9d844b58
noise,std0.05,257,0.856592,42,9d844b58
noise,std0.05,258,0.879649,42,9d844b58
noise,std0.05,259,0.878927,42,9d844b58
noise,std0.10,182,0.845997,42,9d844b58
noise,std0.10,183,0.835294,42,9d844b58
noise,std0.10,184,0.802155,42,9d844b58
noise,std0.10,185,0.841176,42,9d844b58
noise,std0.10,186,0.857217,42,9d844b58
noise,std0.10,187,0.847354,42,9d844b58
noise,std0.10,188,0.836333,42,9d844b58
noise,std0.10,189,0.680436,42,9d844b58
noise,std0.10,190,0.836997,42,9d844b58
noise,std0.10,191,0.837187,42,9d844b58
noise,std0.10,192,0.845343,42,9d844b58
noise,std0.10,193,0.853615,42,9d844b58
noise,std0.10,194,0.846964,42,9d844b58
noise,std0.10,195,0.848484,42,9d844b58
noise,std0.10,196,0.767788,42,9d844b58
noise,std0.10,197,0.881302,42,9d844b58
noise,std0.10,198,0.803188,42,9d844b58
noise,std0.10,199,0.763092,42,9d844b58
noise,std0.10,200,0.848239,42,9d844b58
noise,std0.10,201,0.836074,42,9d844b58
noise,std0.10,202,0.834356,42,9d844b58
noise,std0.10,203,0.827716,42,9d844b58
noise,std0.10,204,0.810018,42,9d844b58
noise,std0.10,205,0.866768,42,9d844b58
noise,std0.10,206,0.871168,42,9d844b58
noise,std0.10,207,0.840014,42,9d844b58
noise,std0.10,208,0.810638,42,9d844b58
noise,std0.10,209,0.831554,42,9d844b58
noise,std0.10,210,0.819954,42,9d844b58
noise,std0.10,211,0.868985,42,9d844b58
noise,std0.10,212,0.84843,42,9d844b58
noise,std0.10,213,0.750126,42,9d844b58
noise,std0.10,214,0.556306,42,9d844b58
noise,std0.10,215,0.853873,42,9d844b58
noise,std0.10,216,0.860001,42,9d844b58
noise,std0.10,217,0.801962,42,9d844b58
noise,std0.10,218,0.804412,42,9d844b58
noise,std0.10,219,0.797971,42,9d844b58
noise,std0.10,220,0.796601,42,9d844b58
noise,std0.10,221,0.85904,42,9d844b58
noise,std0.10,222,0.848743,42,9d844b58
noise,std0.10,223,0.85152,42,9d844b58
noise,std0.10,224,0.854786,42,9d844b58
noise,std0.10,225,0.841943,42,9d844b58
noise,std0.10,226,0.824122,42,9d844b58
noise,std0.10,227,0.83047,42,9d844b58
noise,std0.10,228,0.846972,42,9d844b58
noise,std0.10,229,0.863182,42,9d844b58
noise,std0.10,230,0.838724,42,9d844b58
noise,std0.10,231,0.829315,42,9d844b58
noise,std0.10,232,0.852725,42,9d844b58
noise,std0.10,233,0.820703,42,9d844b58
noise,std0.10,234,0.852546,42,9d844b58
noise,std0.10,235,0.847242,42,9d844b58
noise,std0.10,236,0.841702,42,9d844b58
noise,std0.10,237,0.866248,42,9d844b58
noise,std0.10,238,0.82892,42,9d844b58
noise,std0.10,239,0.860193,42,9d844b58
noise,std0.10,240,0.872848,42,9d844b58
noise,std0.10,241,0.86586,42,9d844b58
noise,std0.10,242,0.799792,42,9d844b58
noise,std0.10,243,0.84845,42,9d844b58
noise,std0.10,244,0.873831,42,9d844b58
noise,std0.10,245,0.887137,42,9d844b58
noise,std0.10,246,0.869657,42,9d844b58
noise,std0.10,247,0.827084,42,9d844b58
noise,std0.10,248,0.836278,42,9d844b58
noise,std0.10,249,0.862811,42,9d844b58
noise,std0.10,250,0.870973,42,9d844b58
noise,std0.10,251,0.879297,42,9d844b58
noise,std0.10,252,0.8446,42,9d844b58
noise,std0.10,253,0.857846,42,9d844b58
noise,std0.10,254,0.868635,42,9d844b58
noise,std0.10,255,0.83717,42,9d844b58
noise,std0.10,256,0.857781,42,9d844b58
noise,std0.10,257,0.776688,42,9d844b58
noise,std0.10,258,0.866838,42,9d844b58
noise,std0.10,259,0.853542,42,9d844b58
noise,std0.20,182,0.663103,42,9d844b58
noise,std0.20,183,0.566992,42,9d844b58
noise,std0.20,184,0.476455,42,9d844b58
noise,std0.20,185,0.601029,42,9d844b58
noise,std0.20,186,0.677299,42,9d844b58
noise,std0.20,187,0.644949,42,9d844b58
noise,std0.20,188,0.600341,42,9d844b58
noise,std0.20,189,0.402328,42,9d844b58
noise,std0.20,190,0.59614,42,9d844b58
noise,std0.20,191,0.551069,42,9d844b58
noise,std0.20,192,0.576527,42,9d844b58
noise,std0.20,193,0.632808,42,9d844b58
noise,std0.20,194,0.62552,42,9d844b58
noise,std0.20,195,0.597906,42,9d844b58
noise,std0.20,196,0.434401,42,9d844b58
noise,std0.20,197,0.655801,42,9d844b58
noise,std0.20,198,0.561587,42,9d844b58
noise,std0.20,199,0.542398,42,9d844b58
noise,std0.20,200,0.595349,42,9d844b58
noise,std0.20,201,0.671591,42,9d844b58
noise,std0.20,202,0.650833,42,9d844b58
noise,std0.20,203,0.55285,42,9d844b58
noise,std0.20,204,0.54019,42,9d844b58
noise,std0.20,205,0.649128,42,9d844b58
noise,std0.20,206,0.692026,42,9d844b58
noise,std0.20,207,0.50881,42,9d844b58
noise,std0.20,208,0.523484,42,9d844b58
noise,std0.20,209,0.498747,42,9d844b58
noise,std0.20,210,0.588053,42,9d844b58
noise,std0.20,211,0.557581,42,9d844b58
noise,std0.20,212,0.486166,42,9d844b58
noise,std0.20,213,0.460602,42,9d844b58
noise,std0.20,214,0.24236,42,9d844b58
noise,std0.20,215,0.635843,42,9d844b58
noise,std0.20,216,0.670525,42,9d844b58
noise,std0.20,217,0.528317,42,9d844b58
noise,std0.20,218,0.453325,42,9d844b58
noise,std0.20,219,0.540794,42,9d844b58
noise,std0.20,220,0.49823,42,9d844b58
noise,std0.20,221,0.656136,42,9d844b58
noise,std0.20,222,0.624545,42,9d844b58
noise,std0.20,223,0.597783,42,9d844b58
noise,std0.20,224,0.646155,42,9d844b58
noise,std0.20,225,0.614815,42,9d844b58
noise,std0.20,226,0.393547,42,9d844b58
noise,std0.20,227,0.600565,42,9d844b58
noise,std0.20,228,0.647395,42,9d844b58
noise,std0.20,229,0.479651,42,9d844b58
noise,std0.20,230,0.523254,42,9d844b58
noise,std0.20,231,0.52002,42,9d844b58
noise,std0.20,232,0.599658,42,9d844b58
noise,std0.20,233,0.572508,42,9d844b58
noise,std0.20,234,0.611114,42,9d844b58
noise,std0.20,235,0.659992,42,9d844b58
noise,std0.20,236,0.627576,42,9d844b58
noise,std0.20,237,0.698147,42,9d844b58
noise,std0.20,238,0.526507,42,9d844b58
noise,std0.20,239,0.611014,42,9d844b58
noise,std0.20,240,0.602129,42,9d844b58
noise,std0.20,241,0.625006,42,9d844b58
noise,std0.20,242,0.540822,42,9d844b58
noise,std0.20,243,0.556715,42,9d844b58
noise,std0.20,244,0.692654,42,9d844b58
noise,std0.20,245,0.676715,42,9d844b58
noise,std0.20,246,0.637251,42,9d844b58
noise,std0.20,247,0.546371,42,9d844b58
noise,std0.20,248,0.575311,42,9d844b58
noise,std0.20,249,0.657628,42,9d844b58
noise,std0.20,250,0.614874,42,9d844b58
noise,std0.20,251,0.632404,42,9d844b58
noise,std0.20,252,0.595027,42,9d844b58
noise,std0.20,253,0.609344,42,9d844b58
noise,std0.20,254,0.608971,42,9d844b58
noise,std0.20,255,0.578715,42,9d844b58
noise,std0.20,256,0.524479,42,9d844b58
noise,std0.20,257,0.299163,42,9d844b58
noise,std0.20,258,0.642354,42,9d844b58
noise,std0.20,259,0.597165,42,9d844b58
noise,std0.40,182,0.0255,42,9d844b58
noise,std0.40,183,0.039329,42,9d844b58
noise,std0.40,184,0.024991,42,9d844b58
noise,std0.40,185,0.022878,42,9d844b58
noise,std0.40,186,0.063817,42,9d844b58
noise,std0.40,187,0.039578,42,9d844b58
noise,std0.40,188,0.044248,42,9d844b58
noise,std0.40,189,0.022211,42,9d844b58
noise,std0.40,190,0.04314,42,9d844b58
noise,std0.40,191,0.047078,42,9d844b58
noise,std0.40,192,0.011974,42,9d844b58
noise,std0.40,193,0.045438,42,9d844b58
noise,std0.40,194,0.084692,42,9d844b58
noise,std0.40,195,0.053751,42,9d844b58
noise,std0.40,196,0.023595,42,9d844b58
noise,std0.40,197,0.045706,42,9d844b58
noise,std0.40,198,0.033034,42,9d844b58
noise,std0.40,199,0.07013,42,9d844b58
noise,std0.40,200,0.060716,42,9d844b58
noise,std0.40,201,0.069028,42,9d844b58
noise,std0.40,202,0.067191,42,9d844b58
noise,std0.40,203,0.01866,42,9d844b58
noise,std0.40,204,0.034253,42,9d844b58
noise,std0.40,205,0.096429,42,9d844b58
noise,std0.40,206,0.068025,42,9d844b58
noise,std0.40,207,0.048558,42,9d844b58
noise,std0.40,208,0.043182,42,9d844b58
noise,std0.40,209,0.058737,42,9d844b58
noise,std0.40,210,0.048883,42,9d844b58
noise,std0.40,211,0.023031,42,9d844b58
noise,std0.40,212,0.023518,42,9d844b58
noise,std0.40,213,0.027426,42,9d844b58
noise,std0.40,214,0.002766,42,9d844b58
noise,std0.40,215,0.041838,42,9d844b58
noise,std0.40,216,0.04228,42,9d844b58
noise,std0.40,217,0.015306,42,9d844b58
noise,std0.40,218,0.046776,42,9d844b58
noise,std0.40,219,0.041445,42,9d844b58
noise,std0.40,220,0.017723,42,9d844b58
noise,std0.40,221,0.080132,42,9d844b58
noise,std0.40,222,0.053299,42,9d844b58
noise,std0.40,223,0.03887,42,9d844b58
noise,std0.40,224,0.065512,42,9d844b58
noise,std0.40,225,0.083608,42,9d844b58
noise,std0.40,226,0.018169,42,9d844b58
noise,std0.40,227,0.07537,42,9d844b58
noise,std0.40,228,0.088401,42,9d844b58
noise,std0.40,229,0.018996,42,9d844b58
noise,std0.40,230,0.009436,42,9d844b58
noise,std0.40,231,0.026487,42,9d844b58
noise,std0.40,232,0.047606,42,9d844b58
noise,std0.40,233,0.01275,42,9d844b58
noise,std0.40,234,0.034648,42,9d844b58
noise,std0.40,235,0.0818,42,9d844b58
noise,std0.40,236,0.030556,42,9d844b58
noise,std0.40,237,0.104612,42,9d844b58
noise,std0.40,238,0.034714,42,9d844b58
noise,std0.40,239,0.034986,42,9d844b58
noise,std0.40,240,0.049018,42,9d844b58
noise,std0.40,241,0.049085,42,9d844b58
noise,std0.40,242,0.046593,42,9d844b58
noise,std0.40,243,0.052456,42,9d844b58
noise,std0.40,244,0.037418,42,9d844b58
noise,std0.40,245,0.057647,42,9d844b58
noise,std0.40,246,0.0542,42,9d844b58
noise,std0.40,247,0.023942,42,9d844b58
noise,std0.40,248,0.050914,42,9d844b58
noise,std0.40,249,0.077196,42,9d844b58
noise,std0.40,250,0.072852,42,9d844b58
noise,std0.40,251,0.036851,42,9d844b58
noise,std0.40,252,0.053213,42,9d844b58
noise,std0.40,253,0.070682,42,9d844b58
noise,std0.40,254,0.064875,42,9d844b58
noise,std0.40,255,0.04985,42,9d844b58
noise,std0.40,256,0.014352,42,9d844b58
noise,std0.40,257,0.015482,42,9d844b58
noise,std0.40,258,0.069076,42,9d844b58
noise,std0.40,259,0.055355,42,9d844b58
bias_field,coef0.0,182,0.851194,42,9d844b58
bias_field,coef0.0,183,0.855086,42,9d844b58
bias_field,coef0.0,184,0.872945,42,9d844b58
bias_field,coef0.0,185,0.877042,42,9d844b58
bias_field,coef0.0,186,0.869239,42,9d844b58
bias_field,coef0.0,187,0.865997,42,9d844b58
bias_field,coef0.0,188,0.849957,42,9d844b58
bias_field,coef0.0,189,0.764019,42,9d844b58
bias_field,coef0.0,190,0.847909,42,9d844b58
bias_field,coef0.0,191,0.864672,42,9d844b58
bias_field,coef0.0,192,0.886524,42,9d844b58
bias_field,coef0.0,193,0.900006,42,9d844b58
bias_field,coef0.0,194,0.872769,42,9d844b58
bias_field,coef0.0,195,0.873999,42,9d844b58
bias_field,coef0.0,196,0.809609,42,9d844b58
bias_field,coef0.0,197,0.912518,42,9d844b58
bias_field,coef0.0,198,0.83327,42,9d844b58
bias_field,coef0.0,199,0.795826,42,9d844b58
bias_field,coef0.0,200,0.880612,42,9d844b58
bias_field,coef0.0,201,0.843914,42,9d844b58
bias_field,coef0.0,202,0.85322,42,9d844b58
bias_field,coef0.0,203,0.843,42,9d844b58
bias_field,coef0.0,204,0.858646,42,9d844b58
bias_field,coef0.0,205,0.878,42,9d844b58
bias_field,coef0.0,206,0.875806,42,9d844b58
bias_field,coef0.0,207,0.865468,42,9d844b58
bias_field,coef0.0,208,0.871231,42,9d844b58
bias_field,coef0.0,209,0.877326,42,9d844b58
bias_field,coef0.0,210,0.860844,42,9d844b58
bias_field,coef0.0,211,0.902715,42,9d844b58
bias_field,coef0.0,212,0.904295,42,9d844b58
bias_field,coef0.0,213,0.79788,42,9d844b58
bias_field,coef0.0,214,0.677996,42,9d844b58
bias_field,coef0.0,215,0.86802,42,9d844b58
bias_field,coef0.0,216,0.883462,42,9d844b58
bias_field,coef0.0,217,0.83482,42,9d844b58
bias_field,coef0.0,218,0.832904,42,9d844b58
bias_field,coef0.0,219,0.832715,42,9d844b58
bias_field,coef0.0,220,0.813457,42,9d844b58
bias_field,coef0.0,221,0.875818,42,9d844b58
bias_field,coef0.0,222,0.870941,42,9d844b58
bias_field,coef0.0,223,0.87092,42,9d844b58
bias_field,coef0.0,224,0.861827,42,9d844b58
bias_field,coef0.0,225,0.860516,42,9d844b58
bias_field,coef0.0,226,0.863445,42,9d844b58
bias_field,coef0.0,227,0.851756,42,9d844b58
bias_field,coef0.0,228,0.864311,42,9d844b58
bias_field,coef0.0,229,0.891773,42,9d844b58
bias_field,coef0.0,230,0.88473,42,9d844b58
bias_field,coef0.0,231,0.854113,42,9d844b58
bias_field,coef0.0,232,0.882113,42,9d844b58
bias_field,coef0.0,233,0.864313,42,9d844b58
bias_field,coef0.0,234,0.876519,42,9d844b58
bias_field,coef0.0,235,0.865215,42,9d844b58
bias_field,coef0.0,236,0.852939,42,9d844b58
bias_field,coef0.0,237,0.87291,42,9d844b58
bias_field,coef0.0,238,0.850442,42,9d844b58
bias_field,coef0.0,239,0.885274,42,9d844b58
bias_field,coef0.0,240,0.905413,42,9d844b58
bias_field,coef0.0,241,0.885188,42,9d844b58
bias_field,coef0.0,242,0.86386,42,9d844b58
bias_field,coef0.0,243,0.876548,42,9d844b58
bias_field,coef0.0,244,0.896418,42,9d844b58
bias_field,coef0.0,245,0.906423,42,9d844b58
bias_field,coef0.0,246,0.895464,42,9d844b58
bias_field,coef0.0,247,0.860299,42,9d844b58
bias_field,coef0.0,248,0.861316,42,9d844b58
bias_field,coef0.0,249,0.880179,42,9d844b58
bias_field,coef0.0,250,0.899938,42,9d844b58
bias_field,coef0.0,251,0.903394,42,9d844b58
bias_field,coef0.0,252,0.876903,42,9d844b58
bias_field,coef0.0,253,0.894619,42,9d844b58
bias_field,coef0.0,254,0.902705,42,9d844b58
bias_field,coef0.0,255,0.860946,42,9d844b58
bias_field,coef0.0,256,0.880671,42,9d844b58
bias_field,coef0.0,257,0.866375,42,9d844b58
bias_field,coef0.0,258,0.881732,42,9d844b58
bias_field,coef0.0,259,0.890453,42,9d844b58
bias_field,coef0.1,182,0.852749,42,9d844b58
bias_field,coef0.1,183,0.853232,42,9d844b58
bias_field,coef0.1,184,0.85229,42,9d844b58
bias_field,coef0.1,185,0.873026,42,9d844b58
bias_field,coef0.1,186,0.863901,42,9d844b58
bias_field,coef0.1,187,0.867744,42,9d844b58
bias_field,coef0.1,188,0.845367,42,9d844b58
bias_field,coef0.1,189,0.749916,42,9d844b58
bias_field,coef0.1,190,0.844863,42,9d844b58
bias_field,coef0.1,191,0.85879,42,9d844b58
bias_field,coef0.1,192,0.878604,42,9d844b58
bias_field,coef0.1,193,0.890814,42,9d844b58
bias_field,coef0.1,194,0.874404,42,9d844b58
bias_field,coef0.1,195,0.866326,42,9d844b58
bias_field,coef0.1,196,0.807625,42,9d844b58
bias_field,coef0.1,197,0.911787,42,9d844b58
bias_field,coef0.1,198,0.837621,42,9d844b58
bias_field,coef0.1,199,0.803922,42,9d844b58
bias_field,coef0.1,200,0.87688,42,9d844b58
bias_field,coef0.1,201,0.84661,42,9d844b58
bias_field,coef0.1,202,0.8465,42,9d844b58
bias_field,coef0.1,203,0.843421,42,9d844b58
bias_field,coef0.1,204,0.857167,42,9d844b58
bias_field,coef0.1,205,0.879017,42,9d844b58
bias_field,coef0.1,206,0.870454,42,9d844b58
bias_field,coef0.1,207,0.862987,42,9d844b58
bias_field,coef0.1,208,0.873781,42,9d844b58
bias_field,coef0.1,209,0.865052,42,9d844b58
bias_field,coef0.1,210,0.852683,42,9d844b58
bias_field,coef0.1,211,0.893624,42,9d844b58
bias_field,coef0.1,212,0.901007,42,9d844b58
bias_field,coef0.1,213,0.793464,42,9d844b58
bias_field,coef0.1,214,0.667936,42,9d844b58
bias_field,coef0.1,215,0.868872,42,9d844b58
bias_field,coef0.1,216,0.883417,42,9d844b58
bias_field,coef0.1,217,0.835809,42,9d844b58
bias_field,coef0.1,218,0.83495,42,9d844b58
bias_field,coef0.1,219,0.824165,42,9d844b58
bias_field,coef0.1,220,0.814293,42,9d844b58
bias_field,coef0.1,221,0.876036,42,9d844b58
bias_field,coef0.1,222,0.869722,42,9d844b58
bias_field,coef0.1,223,0.869755,42,9d844b58
bias_field,coef0.1,224,0.852591,42,9d844b58
bias_field,coef0.1,225,0.857204,42,9d844b58
bias_field,coef0.1,226,0.865763,42,9d844b58
bias_field,coef0.1,227,0.845327,42,9d844b58
bias_field,coef0.1,228,0.859447,42,9d844b58
bias_field,coef0.1,229,0.890423,42,9d844b58
bias_field,coef0.1,230,0.887902,42,9d844b58
bias_field,coef0.1,231,0.853025,42,9d844b58
bias_field,coef0.1,232,0.876961,42,9d844b58
bias_field,coef0.1,233,0.857497,42,9d844b58
bias_field,coef0.1,234,0.876324,42,9d844b58
bias_field,coef0.1,235,0.866742,42,9d844b58
bias_field,coef0.1,236,0.855438,42,9d844b58
bias_field,coef0.1,237,0.870956,42,9d844b58
bias_field,coef0.1,238,0.853545,42,9d844b58
bias_field,coef0.1,239,0.884788,42,9d844b58
bias_field,coef0.1,240,0.910477,42,9d844b58
bias_field,coef0.1,241,0.882296,42,9d844b58
bias_field,coef0.1,242,0.8593,42,9d844b58
bias_field,coef0.1,243,0.878438,42,9d844b58
bias_field,coef0.1,244,0.892722,42,9d844b58
bias_field,coef0.1,245,0.906355,42,9d844b58
bias_field,coef0.1,246,0.896639,42,9d844b58
