pair,subset,method,rank,auroc
smoke_NIH_vs_VinDr,raw,ODIN,1,1.0
smoke_NIH_vs_VinDr,raw,Energy,2,1.0
smoke_NIH_vs_VinDr,raw,MDS,3,1.0
smoke_NIH_vs_VinDr,raw,ViM,4,1.0
smoke_NIH_vs_VinDr,raw,GradNorm,5,1.0
smoke_NIH_vs_VinDr,raw,Residual,6,1.0
smoke_NIH_vs_VinDr,raw,DICE,7,1.0
smoke_NIH_vs_VinDr,raw,ASH,8,1.0
smoke_NIH_vs_VinDr,raw,NNGuide,9,0.9688
smoke_NIH_vs_VinDr,raw,MSP,10,0.9375
smoke_NIH_vs_VinDr,raw,KNN,11,0.4688
smoke_NIH_vs_VinDr,raw,SHE,12,0.25
smoke_NIH_vs_VinDr,raw,fDBD,13,0.0
