bb_idx,MT_NeoTImmuML,WT_NeoTImmuML
0,0.1676568512267708,0.1438235140325676
1,0.1676568512267708,0.1438235140325676
2,0.1676568512267708,0.1438235140325676
3,0.1676568512267708,0.1438235140325676
4,0.1676568512267708,0.1438235140325676
5,0.1676568512267708,0.1438235140325676
6,0.2409523342043576,0.1627744592965728
7,0.2409523342043576,0.1627744592965728
8,0.2409523342043576,0.1627744592965728
9,0.2409523342043576,0.1627744592965728
10,0.2409523342043576,0.1627744592965728
11,0.2409523342043576,0.1627744592965728
12,0.5253400341810661,0.5174940100020938
13,0.5253400341810661,0.5174940100020938
14,0.5253400341810661,0.5174940100020938
15,0.5253400341810661,0.5174940100020938
16,0.5253400341810661,0.5174940100020938
17,0.5253400341810661,0.5174940100020938
18,0.6566660835942706,0.6924063619039702
19,0.6566660835942706,0.6924063619039702
20,0.6566660835942706,0.6924063619039702
21,0.6566660835942706,0.6924063619039702
22,0.6566660835942706,0.6924063619039702
23,0.6566660835942706,0.6924063619039702
24,0.1328724075902028,0.1773026954938235
25,0.1328724075902028,0.1773026954938235
26,0.1328724075902028,0.1773026954938235
27,0.1328724075902028,0.1773026954938235
28,0.1328724075902028,0.1773026954938235
29,0.1328724075902028,0.1773026954938235
30,0.4239484650456562,0.2521702673619689
31,0.4239484650456562,0.2521702673619689
32,0.4239484650456562,0.2521702673619689
33,0.4239484650456562,0.2521702673619689
34,0.4239484650456562,0.2521702673619689
35,0.4239484650456562,0.2521702673619689
36,0.6542402623060961,0.4242402808342291
37,0.6542402623060961,0.4242402808342291
38,0.6542402623060961,0.4242402808342291
39,0.6542402623060961,0.4242402808342291
40,0.6542402623060961,0.4242402808342291
41,0.6542402623060961,0.4242402808342291
42,0.2995186826489593,0.3081172271950048
43,0.2995186826489593,0.3081172271950048
44,0.2995186826489593,0.3081172271950048
45,0.2995186826489593,0.3081172271950048
46,0.2995186826489593,0.3081172271950048
47,0.2995186826489593,0.3081172271950048
48,0.325638311530779,0.2631995232522575
49,0.325638311530779,0.2631995232522575
50,0.325638311530779,0.2631995232522575
51,0.325638311530779,0.2631995232522575
52,0.325638311530779,0.2631995232522575
53,0.325638311530779,0.2631995232522575
54,0.6705569790796863,0.5619814964467514
55,0.6705569790796863,0.5619814964467514
56,0.6705569790796863,0.5619814964467514
57,0.6705569790796863,0.5619814964467514
58,0.6705569790796863,0.5619814964467514
59,0.6705569790796863,0.5619814964467514
60,0.3845160828696618,0.3318515962557797
61,0.3845160828696618,0.3318515962557797
62,0.3845160828696618,0.3318515962557797
63,0.3845160828696618,0.3318515962557797
64,0.3845160828696618,0.3318515962557797
65,0.3845160828696618,0.3318515962557797
66,0.1990315851820311,0.1565547283265095
