bb_idx,MT_MUNIS,WT_MUNIS
0,0.0085591524839401,0.0040682055987417
1,0.9841512441635132,0.9453457593917848
2,0.009725360199809,0.0049901800230145
3,0.2768712639808655,0.0721696615219116
4,0.0028740176931023,0.0033213552087545
5,0.0055576371960341,0.0063780406489968
6,0.0249596145004034,0.0025730077177286
7,0.9945354461669922,0.9739936590194702
8,0.0072309947572648,0.0011230388190597
9,0.6942407488822937,0.264717161655426
10,0.006639911327511,0.0004659053520299
11,0.0119518786668777,0.0032098270021378
12,0.022668158635497,0.0252097602933645
13,0.9848653674125672,0.9710477590560912
14,0.0020765680819749,0.002607551170513
15,0.2712139189243316,0.1928175538778305
16,0.0272459890693426,0.016280272975564
17,0.0207897499203681,0.0247744917869567
18,0.0038598463870584,0.0113067897036671
19,0.0824455991387367,0.0578398928046226
20,0.0046261204406619,0.0089516472071409
21,0.0538888983428478,0.0636535137891769
22,0.0372421666979789,0.0604104772210121
23,0.1491099148988723,0.292784571647644
24,0.0019063191721215,0.0022064629010856
25,0.0148343741893768,0.0139049338176846
26,0.0027898638509213,0.0018751414027065
27,0.5024350881576538,0.5324016809463501
28,0.0027793438639491,0.0023390739224851
29,0.0073583549819886,0.0158737916499376
30,0.1636306345462799,0.043374590575695
31,0.078701727092266,0.0789768099784851
32,0.1711809933185577,0.0305357761681079
33,0.2995421886444092,0.1051018685102462
34,0.9822549819946288,0.2290306538343429
35,0.7216486930847168,0.1674382984638214
36,0.1682557016611099,0.3320862352848053
37,0.0202238205820322,0.0222396552562713
38,0.0293341521173715,0.0778876170516014
39,0.9956402778625488,0.9962952733039856
40,0.0504830591380596,0.0907340794801712
41,0.0429208204150199,0.0923083424568176
42,0.0669112056493759,0.0160208921879529
43,0.0142394378781318,0.0042109475471079
44,0.9592124819755554,0.9587600827217102
45,0.3361975252628326,0.3952309489250183
46,0.3794547915458679,0.1550037562847137
47,0.1003016233444213,0.0582099631428718
48,0.0151811959221959,0.0047884965315461
49,0.7476494908332825,0.7432395219802856
50,0.0165969282388687,0.0036050849594175
51,0.9799795150756836,0.9820932149887084
52,0.004320225212723,0.0008908159798011
53,0.0135978367179632,0.002761950250715
54,0.0250828508287668,0.0361137948930263
55,0.0014317914610728,0.0017276419093832
56,0.9722296595573424,0.9887439608573914
57,0.0827028602361679,0.1630330383777618
58,0.0234482605010271,0.0631434246897697
59,0.0114081567153334,0.0373101867735385
60,0.0934059172868728,0.1061059385538101
61,0.1999727040529251,0.4056929647922516
62,0.1146719232201576,0.0727960467338562
63,0.4821445047855377,0.2751553058624267
64,0.9861202239990234,0.7817262411117554
65,0.9895559549331664,0.8584326505661011
66,0.992174744606018,0.3869658708572387
67,0.0372008122503757,0.0040555903688073
68,0.0025123264640569,0.0042961202561855
69,0.2386964261531829,0.2682960033416748
70,0.0054811751469969,0.0044353934936225
71,0.2582184374332428,0.2303589135408401
72,0.5381405353546143,0.4731387495994568
73,0.0052082762122154,0.0054588252678513
74,0.0164419338107109,0.0144414585083723
75,0.310663491487503,0.2168306559324264
76,0.0189542099833488,0.0193996094167232
77,0.0147528974339365,0.0165781769901514
78,0.0506093017756938,0.0146871106699109
79,0.980255126953125,0.9353905916213988
80,0.8553912043571472,0.5888611078262329
81,0.1526180952787399,0.0035511378664523
82,0.0059945695102214,0.0006765433354303
83,0.0281759798526763,0.0015582831110805
84,0.9932467341423036,0.1277259737253189
85,0.9117423295974731,0.0062636793591082
86,0.2421070784330368,0.0091897109523415
87,0.159199520945549,0.1099727302789688
88,0.9767311215400696,0.9838355779647828
89,0.9950436353683472,0.9942302703857422
90,0.0142436502501368,0.0076901875436306
91,0.7703844904899597,0.575289249420166
92,0.1910556852817535,0.0578860454261302
93,0.8462627530097961,0.976286768913269
94,0.0073201670311391,0.0180871076881885
95,0.0049941334873437,0.0100880432873964
96,0.7420892715454102,0.0251198355108499
97,0.0108598517253994,0.0013285448076203
98,0.0412140674889087,0.002118265023455
99,0.5608122944831848,0.3497679829597473
100,0.4018150269985199,0.3391006886959076
101,0.4858426451683044,0.4128733575344085
102,0.0286160744726657,0.0078848004341125
103,0.3515812754631042,0.044114626944065
104,0.397671103477478,0.0810031741857528
105,0.9885764122009276,0.986154854297638
106,0.3870665729045868,0.1949743330478668
107,0.13731250166893,0.2872554659843445
108,0.9137147068977356,0.704680860042572
109,0.1506234109401703,0.6330897212028503
110,0.182682991027832,0.9932945370674132
111,0.0279788672924041,0.0440113134682178
112,0.9644775390625,0.9507433176040648
113,0.1437932550907135,0.1599939614534378
114,0.5535111427307129,0.6231459975242615
115,0.9929059743881226,0.9687412977218628
116,0.714996337890625,0.4513662457466125
117,0.9957382082939148,0.9511698484420776
118,0.02478270791471,0.0231459494680166
119,0.0177486725151538,0.0128289591521024
120,0.0595249235630035,0.1301602572202682
121,0.918803870677948,0.973953127861023
122,0.4519945085048675,0.5450356602668762
123,0.0012077663559466,0.0007962167146615
124,0.6587852835655212,0.7286217212677002
125,0.0037875734269618,0.0054130000062286
126,0.5689800977706909,0.5278121829032898
127,0.0058796154335141,0.0042388588190078
128,0.0507399663329124,0.0987240821123123
129,0.0038931637536734,0.0066369948908686
130,0.4863432049751282,0.1443859934806823
131,0.0048722848296165,0.0082918051630258
132,0.2718432545661926,0.1375665366649627
133,0.0314405150711536,0.2274954319000244
134,0.0383300483226776,0.6472259163856506
135,0.8870277404785156,0.3387007713317871
136,0.1848866194486618,0.0332550220191478
137,0.0135916974395513,0.0051913792267441
138,0.4065790176391601,0.7999591827392578
139,0.154351145029068,0.055291723459959
140,0.2374767959117889,0.0654205903410911
141,0.9508264660835266,0.6752554178237915
142,0.005452069453895,0.0053237816318869
143,0.0148302288725972,0.0255758352577686
144,0.006157980300486,0.0033636044245213
145,0.0146337794139981,0.0084002865478396
146,0.0117112817242741,0.0068809492513537
147,0.4709779322147369,0.4217113554477691
148,0.0275423191487789,0.0288810245692729
149,0.0055172652937471,0.0074524306692183
150,0.0427941642701625,0.028054779395461
151,0.2288922816514969,0.2899474501609802
152,0.2156991213560104,0.1683312058448791
153,0.3907098174095154,0.5510372519493103
154,0.057253174483776,0.0768093392252922
155,0.0169808007776737,0.0145684536546468
156,0.0243009440600872,0.052013099193573
157,0.161526158452034,0.2972007989883423
158,0.0223345719277858,0.0385049320757389
159,0.0062462859787046,0.0056224227882921
160,0.0068482696078717,0.0061797006055712
161,0.0071785002946853,0.0044811177067458
162,0.9759384989738464,0.9793552160263062
163,0.0419420190155506,0.0315486676990985
164,0.0284545384347438,0.0245352499186992
165,0.1135205030441284,0.0380426719784736
166,0.0034727696329355,0.0052815931849181
167,0.0511687286198139,0.0021862229332327
168,0.0006966353394091,0.0011142690200358
169,0.0034310042392462,0.0019510124111548
170,0.0256683491170406,0.005142405629158
171,0.2314609587192535,0.1461863815784454
172,0.0021685822866857,0.0104729365557432
173,0.002180699026212,0.002624265383929
174,0.0042174253612756,0.0044176173396408
175,0.0579966083168983,0.0089425770565867
176,0.0019409933593124,0.0005845189443789
177,0.0056440788321197,0.0008729333057999
178,0.0106900949031114,0.0013315373798832
179,0.4245954155921936,0.1067655310034751
180,0.2421700656414032,0.3628884553909302
181,0.0238161124289035,0.0129130957648158
