bb_idx,MT_ImmuneApp,WT_ImmuneApp
0,6.109476089477539e-06,8.285045623779297e-06
1,0.0003628625418059,7.033348083496094e-06
2,7.063150405883789e-06,1.9633118881756677e-06
3,1.0251998901367188e-05,4.202127456665039e-06
4,1.4173913314152742e-06,2.712011337280273e-06
5,9.03010368347168e-06,1.6368662727472838e-06
6,0.0005839467048645,0.0001996755599975
7,0.636581540107727,6.026897244737484e-05
8,7.718801498413086e-06,1.1920928955078125e-06
9,0.0003982186317443,2.306699752807617e-05
10,0.000777393579483,0.0012589991092681
11,7.37138634576695e-07,3.278255462646485e-07
12,0.4957405924797058,0.7254998683929443
13,0.9993279576301576,0.9991452693939208
14,0.9999998211860656,0.9999985694885254
15,0.999997615814209,0.9646102786064148
16,0.9996356964111328,0.9988166093826294
17,0.6159116625785828,0.0001032650470733
18,0.1013469025492668,0.7185916304588318
19,0.0013968348503112,6.411672075046226e-05
20,0.038799375295639,0.8712220788002014
21,0.9864999055862428,0.2176737934350967
22,0.0147508084774017,0.0035727322101593
23,0.0091961920261383,7.18331357347779e-05
24,7.662177085876465e-05,0.0022948682308197
25,5.4445630667032674e-05,0.0241703391075134
26,2.3245811462402344e-06,1.6987323760986328e-06
27,0.0001573693298269,7.866388477850705e-05
28,0.0007714707753621,6.668535934295505e-05
29,0.0001852214336395,0.0004218518733978
30,4.529953002929688e-06,3.948807716369629e-05
31,1.7970800399780273e-05,0.0001485206303186
32,4.0531158447265625e-05,0.0010671317577362
33,1.4901161193847656e-07,1.9073486328125e-06
34,8.672475814819336e-06,1.5104376416275045e-06
35,1.7959275737666758e-06,1.3283310806855297e-07
36,2.7179718017578125e-05,7.581710815429688e-05
37,0.0007758438587188,9.834766387939451e-06
38,2.5153160095214844e-05,0.0046101808547973
39,0.9999179840087892,0.9995923042297364
40,4.086448097950779e-05,3.3974647521972656e-06
41,2.7418136596679688e-06,2.6226043701171875e-06
42,0.0001250803470611,0.0003445744514465
43,0.0048988834023475,0.0023951716721057
44,0.8817598223686218,0.9997961521148682
45,0.0001000879565253,0.0001226961612701
46,0.0022060174960643,0.0005257129669189
47,0.0004154925991315,0.0002703070640563
48,0.0005487203598022,0.0098641514778137
49,4.908442497253418e-05,0.0003568232059478
50,0.0004202127456665,0.0001502931118011
51,0.0376437604427337,0.9966509938240052
52,0.001348465681076,9.685754776000977e-06
53,2.4616718292236328e-05,2.845628159775515e-06
54,2.679228782653809e-05,7.113814353942871e-05
55,0.0002588629722595,0.019212007522583
56,0.9283697605133056,0.9527099132537842
57,0.0002395376795902,0.034223586320877
58,9.420514106750488e-05,0.0001264122402062
59,0.0002049551112577,6.721628597006202e-05
60,0.8986791372299194,0.2725507616996765
61,0.0001473426818847,0.0002144873142242
62,0.0339839160442352,0.0002823770046234
63,0.99915874004364,0.0112069929018616
64,0.0270127058029174,2.250075340270996e-05
65,0.8330076932907104,1.2010335922241213e-05
66,0.9982075691223145,5.391269223764539e-05
67,0.0033693313598632,0.0536065101623535
68,0.0003820359706878,0.5725457668304443
69,2.452731132507324e-05,0.0015671551227569
70,3.1560659408569336e-05,0.0001195073127746
71,1.519918441772461e-06,2.244114875793457e-05
72,0.9999173879623412,0.9994367957115172
73,0.0029104757122695,0.001947671175003
74,9.250640869140624e-05,8.32676887512207e-05
75,0.0018035173416137,0.9028003215789796
76,0.0003438889980316,0.000422411627369
77,2.1319379811757244e-05,3.105401992797852e-05
78,1.0639429092407228e-05,8.493661880493164e-06
79,0.0049512684345245,0.9501793384552002
80,0.0070821461267769,0.0100768208503723
81,6.198883056640625e-06,8.401274681091309e-05
82,0.0002638697624206,0.0018722116947174
83,0.0007179677486419,0.0083649139851331
84,0.9997718334197998,7.152557373046875e-06
85,0.0522885024547576,0.0205552577972412
86,0.0001006535239866,0.0003257095813751
87,7.513165473937988e-05,4.917383193969727e-06
88,0.9999006390571594,0.1223024129867553
89,6.365776062011719e-05,0.5783853530883789
90,0.0006534159183502,4.667043685913086e-05
91,0.9904659986495972,0.8682576417922974
92,0.0023433566093444,0.0029164254665374
93,0.0065905367955565,0.0046591162681579
94,0.0113128721714019,2.22623348236084e-05
95,6.515037966892123e-06,1.0579824447631836e-05
96,1.5602980738549377e-06,1.4603137969970703e-06
97,4.38690185546875e-05,0.005288153886795
98,3.17692756652832e-05,0.9938094019889832
99,7.301568984985351e-06,1.5497207641601562e-06
100,0.4238740801811218,0.0008383989334106
101,0.0164404176175594,0.0015306015266105
102,9.08970832824707e-06,4.827976226806641e-06
103,0.0057547679170966,0.9978822469711304
104,0.0518452227115631,0.8246554136276245
105,0.9999209642410278,0.9997794032096864
106,0.0006050765514373,0.0082308948040008
107,0.0009629130363464,3.284575723228045e-05
108,1.4824654499534518e-06,1.2516975402832031e-06
109,0.0016385912895202,2.5600194931030277e-05
110,0.0005265827057883,0.9841412901878356
111,0.0006932914257049,0.0042723747901618
112,0.1579033136367797,0.9764543771743774
113,0.8267945647239685,0.8424701690673828
114,4.315376281738281e-05,0.0001056492328643
115,0.99112868309021,0.0003638723574113
116,0.123439997434616,0.0002664923667907
117,0.248855710029602,0.6124348044395447
118,0.1510378867387771,0.1681669354438781
119,6.104534259065986e-05,0.0003613619192037
120,2.157688140869141e-05,7.510185241699219e-06
121,0.7763264775276184,0.3572264909744262
122,0.9999908804893494,0.999996781349182
123,0.0003683269023895,0.0015524625778198
124,0.0001182854175567,0.9877457022666932
125,0.2410770654678344,0.0035179853439331
126,2.723932266235352e-05,1.2755393981933594e-05
127,0.0300896763801574,0.0547869205474853
128,1.6003847122192383e-05,1.6093254089355469e-06
129,0.0027143955230712,0.1261529326438903
130,0.0062366724014282,0.0007237195968627
131,7.924437522888184e-05,0.0573184490203857
132,0.9999873042106628,0.000813603401184
133,0.0535895526409149,3.0249357223510746e-05
134,0.0002052783966064,0.7265415787696838
135,1.0132789611816406e-06,2.342462539672852e-05
136,5.397200584411621e-05,0.0340805053710937
137,5.602836608886719e-06,1.0669231414794922e-05
138,0.0001952350139617,0.9556860327720642
139,8.642673492431641e-07,0.862699031829834
140,2.5898218154907227e-05,7.12275505065918e-06
141,1.2516975402832031e-06,5.245208740234375e-06
142,0.0003006160259246,0.0061311423778533
143,5.900859832763672e-06,1.4275312423706056e-05
144,4.351139068603516e-06,8.344650268554688e-07
145,9.298324584960938e-06,5.066394805908203e-07
146,0.135238915681839,0.5290147066116333
147,9.85264778137207e-05,7.897615432739258e-05
148,5.900859832763672e-06,1.475214958190918e-05
149,4.932284355163574e-05,0.0001798272132873
150,0.0011455118656158,0.0076434910297393
151,1.4007091522216797e-06,2.619624137878418e-05
152,1.4930963516235352e-05,6.216764450073242e-05
153,8.940696716308595e-08,0.0
154,2.726912498474121e-05,1.6748905181884766e-05
155,0.0001287162303924,4.264712333679199e-05
156,9.524822235107422e-05,0.0001067817211151
157,1.323223114013672e-05,2.3603439331054688e-05
158,2.98917293548584e-05,0.0005663931369781
159,5.960464477539064e-08,1.0132789611816406e-06
160,2.205371856689453e-06,0.0023785298690199
161,1.1920928955078125e-06,5.960464477539063e-06
162,7.539987564086914e-06,1.0222196578979492e-05
163,3.1113624572753906e-05,0.0163086354732513
164,2.3543834686279297e-06,7.778406143188477e-06
165,1.1920928955078125e-07,1.5795230865478516e-06
166,0.0001626312732696,6.854534149169922e-07
167,5.4717063903808594e-05,0.0003012120723724
168,3.248453140258789e-06,1.8388032913208008e-05
169,2.297759056091309e-05,1.4901161193847656e-07
170,3.635883331298828e-06,1.430511474609375e-06
171,4.363059997558594e-05,0.0013665854930877
172,0.0005103349685668,5.02169132232666e-05
173,0.0007412135601043,0.0002877712249755
174,7.241964340209961e-06,1.5050172805786133e-05
175,2.980232238769531e-07,5.960464477539064e-08
176,3.5762786865234375e-07,3.0994415283203125e-06
177,1.341104507446289e-06,4.172325134277344e-07
178,1.2218952178955078e-06,6.556510925292969e-07
179,0.0004837810993194,0.0010023415088653
180,0.0022332668304443,0.0008419752120971
181,0.0001033544540405,3.781914710998535e-05
182,0.9083461761474608,1.6093254089355469e-06
183,1.6510486602783203e-05,8.818937203614041e-06
184,3.612041473388672e-05,0.0003168582916259
185,7.581710815429688e-05,9.804964065551758e-06
186,0.0005578994750976,0.0183161795139312
187,0.8671196699142456,0.003685712814331
188,0.886235237121582,0.0005494356155395
189,0.869928240776062,0.0009799599647521
190,0.9999886751174928,0.999739408493042
191,0.971042275428772,0.1463428735733032
192,2.6017427444458008e-05,1.1593103408813477e-05
193,2.9802322387695312e-06,2.712011337280273e-06
194,1.1444091796875e-05,8.612871170043945e-06
195,5.91576099395752e-05,0.0002101215650327
196,0.9986422061920166,0.979149580001831
197,0.0006777644157409,6.720423698425293e-05
198,0.9999539852142334,0.9984560608863832
199,0.1292610913515091,0.9998719692230223
200,0.0027622580528259,0.999829649925232
201,8.165836334228516e-06,8.910894393920898e-06
202,0.4143730700016022,0.9994734525680542
203,0.0074312686920166,0.0352295897901058
204,0.9983155727386476,0.0245675444602966
205,0.001298293704167,5.7697296142578125e-05
206,0.0003674030303955,0.0058878664858639
207,0.5760908722877502,0.0007416550070047
208,2.548098564147949e-05,3.6329030990600586e-05
209,1.2040138244628906e-05,1.3846770343661774e-05
210,7.545948028564453e-05,1.7403526726411656e-05
211,0.0055643320083618,9.933114051818848e-05
212,0.0002366115804761,3.796815872192383e-05
213,0.9958652257919312,0.0415027998387813
214,0.7050305604934692,0.5413329601287842
215,1.0,1.0
216,0.997341811656952,0.0273481905460357
217,0.999968647956848,0.988032341003418
218,0.0115808891132473,0.000151127576828
219,0.9984986782073976,0.9658395051956176
220,0.0102310478687286,0.9527837634086608
221,0.0017339645419269,0.3461829721927643
222,3.522634506225586e-05,2.2202730178833008e-05
223,1.0,0.9999897480010986
224,0.4475916922092438,0.9999819993972778
225,0.9868071675300598,0.8181218504905701
226,0.0023280370514839,0.0008899867534637
227,0.8099594712257385,0.9997962117195128
228,0.0555291771888732,0.9996243715286256
229,0.9999947547912598,0.9999919533729552
230,0.0005193352699279,0.0497467517852783
231,0.0034028678201138,0.9993299245834352
232,0.9999773502349854,0.9999980926513672
233,7.033348083496094e-06,0.0001366425567539
234,0.0022900700569152,0.0007380247116088
235,0.0009455680847167,0.001533955335617
236,5.313754081726074e-05,6.589293479919434e-05
237,1.3113021850585938e-06,7.450580596923828e-06
238,3.069639205932617e-06,1.5452101251867134e-06
239,5.012750625610352e-05,5.066394805908203e-06
240,0.0007095634937286,0.0001325905323028
241,1.0,1.0
242,6.020069122314453e-05,4.628300666809082e-05
243,0.1928465068340301,0.9998408555984496
244,0.9999986886978148,0.9998732805252076
245,0.1080085635185241,0.9997198581695556
246,1.809000968933105e-05,8.404254913330078e-06
247,6.556510925292969e-06,5.78761100769043e-05
248,0.1974371075630188,0.0101647479459643
249,1.4605247997678816e-06,2.4586915969848636e-05
250,0.1210203468799591,0.0705671608448028
251,1.913309097290039e-05,0.061923112720251
252,0.8235905766487122,0.779203474521637
253,0.999992847442627,0.9999980926513672
254,0.0157295931130647,0.4944053292274475
255,0.5734364986419678,0.4172903299331665
256,0.1174284517765045,0.9225281476974488
257,0.9823100566864014,7.748603820800781e-06
258,0.8852130770683289,0.8172093629837036
259,1.965203955478501e-05,4.574656486511231e-05
260,0.9840875864028932,0.0040817260742187
261,0.8765131831169128,0.9982223510742188
262,1.7076730728149414e-05,0.0003749728202819
263,0.0001583397388458,0.000487595796585
264,0.0008407831192016,0.1532135903835296
265,9.715557098388672e-06,0.0001419484615325
266,9.837746620178224e-05,0.000425785779953
267,0.0003428757190704,0.0008517205715179
268,4.410743713378906e-06,1.2755393981933594e-05
269,0.9177207946777344,0.0513112843036651
270,0.0004439949989318,0.0029169619083404
271,0.935000777244568,0.99993634223938
272,3.886222839355469e-05,0.0018937289714813
273,0.0471463501453399,0.0011330583365634
274,1.7344951629638672e-05,1.4952776837162672e-05
275,0.0037860572338104,0.00012868642807
276,0.0007245540618896,0.0018799901008605
277,0.0014955401420593,0.9956140518188475
278,0.0007245242595672,0.0011482363333925
279,4.476308822631836e-05,5.543231964111328e-06
280,8.237361907958984e-05,0.0001236200332641
281,0.0470580458641052,0.0018325448036193
282,5.811452865600586e-06,6.109476089477539e-06
283,4.9561262130737305e-05,3.170967102050781e-05
284,0.029229998588562,0.0062895715236663
285,0.9999995231628418,0.999962329864502
286,9.227556438418104e-05,0.0176678597927093
287,1.0,1.0
288,0.9999361634254456,0.6293071508407593
289,0.3212180733680725,0.609642505645752
290,0.0023519396781921,0.0245311856269836
291,4.26173210144043e-06,1.3142824172973633e-05
292,3.2454729080200195e-05,3.2395124435424805e-05
293,0.2572816610336303,0.487413227558136
294,0.0056151449680328,1.4632940292358398e-05
295,0.0001149475574493,0.0082686841487884
296,0.0005345344543457,0.8827403783798218
297,0.0236749351024627,0.0014581680297851
298,0.0171386301517486,0.0001131892204284
299,0.00372114777565,8.547306060791016e-05
300,0.0002850710588973,2.5957822799682617e-05
301,1.0,0.9927459955215454
302,9.387731552124023e-06,0.0003274083137512
303,0.9999454021453856,0.091042935848236
304,1.0,0.9999850988388062
305,0.9998886585235596,0.9976437091827391
306,0.0003193616867065,0.0146877467632293
307,0.0059976577758789,0.6609118580818176
