bb_idx,MT_HLAthena,WT_HLAthena
0,3.90322632332543e-05,2.27798984697615e-05
1,0.616599282353289,0.307027170910603
2,9.32130116770994e-05,0.0004000230065259
3,0.0005301314740146,0.00041794666613
4,7.70225887556819e-05,3.42492827479409e-05
5,0.0002128036260965,0.0001968975456073
6,0.0007098272250601,0.0002032967616211
7,0.844857247008218,0.283259382783177
8,0.0011171128108925,0.0004495634463508
9,0.0352564398438618,0.0122837570176974
10,0.0003259798930337,6.11241965842958e-05
11,0.0023934157806643,0.0025638228734098
12,0.0056295864864902,0.0078266729443688
13,0.972455226050483,0.989342047108544
14,0.000404546189377,0.0004273206498889
15,0.0389057721412327,0.0337699862824391
16,0.113488699200874,0.0506178412793411
17,0.0030400193109023,0.0029137936974058
18,0.0002421822106659,9.28721311808939e-05
19,0.44965769228422,0.155955750757777
20,1.76461905222938e-05,1.64386635025579e-05
21,0.001293994995467,0.0002839008851007
22,0.0001301005166328,3.25280562922753e-05
23,0.0003897308219961,0.0001277741755257
24,0.0001663090974797,0.0001915874515343
25,0.0037884980542266,0.0034341059366065
26,3.21215586206433e-05,5.28114974873854e-05
27,0.132541890959773,0.0632985168408292
28,2.77243131019647e-05,3.10845305130098e-05
29,0.0005283169409338,0.0009270535140252
30,0.0065247034016162,0.0001419852912425
31,0.012354721762434,0.0041028410475784
32,0.0113200037660944,6.59687060029847e-05
33,0.0142167376193053,0.0002004205545128
34,0.916023099422455,0.0163152767878879
35,0.0584839049421539,0.004084566822138
36,0.122192676842678,0.187633413247143
37,0.0205306174559003,0.0713504322872015
38,0.188599027403527,0.348614998513626
39,0.99912697341707,0.998929675420125
40,0.0042967654771119,0.0284882778961522
41,0.0069933185523837,0.096195089326203
42,0.0011506043994409,0.0032763157086366
43,0.0040900596770118,0.0214011223671858
44,0.975005177656809,0.992457873291439
45,0.0034439847486282,0.012452952331983
46,0.0133660522981599,0.0290083836764097
47,0.0096844408555752,0.0296160416312988
48,0.0002344913113931,0.0003807901006881
49,0.0721437144338981,0.284334513969305
50,0.0015234369761388,0.0011153946085553
51,0.909343906905916,0.972587984138065
52,0.0009457750533872,0.0003212168641116
53,0.0013847195496307,0.0013202341586369
54,0.0069818200517854,0.0017620146290533
55,0.0025082334748983,0.0002937368152995
56,0.937180540296766,0.751105291313595
57,0.210410899086855,0.0589003123941236
58,0.0196676266804894,0.0048699797601835
59,0.009922923057891,0.0118288451636009
60,0.0344067074525406,0.0502323288554584
61,0.0655350671169193,0.396268894109461
62,0.0538211795695437,0.0525915494841886
63,0.0595922117587179,0.0945457733287993
64,0.784221785101626,0.281602721002936
65,0.740286349919107,0.266090134303603
66,0.922803501288096,0.0824485230736577
67,0.0006143459662982,0.0006242516165226
68,0.0006110842077077,0.0032454828880064
69,0.0068017734191143,0.0484448986155232
70,0.0028053338477826,0.0019273122508735
71,0.269719120430657,0.1767361427321
72,0.923109190331565,0.835853846702311
73,0.0319302226516331,0.0480787471132418
74,0.0063283657869962,0.0194257758533543
75,0.113781051861992,0.251949951621484
76,0.0327243994636875,0.0417562539171841
77,0.0174466624944721,0.0194947240222973
78,0.00218074255861,0.0013660212908083
79,0.991459594832526,0.968574300077226
80,0.988400257958306,0.987573471334245
81,0.0063875423719158,0.0002465129449272
82,0.0002025976935602,6.35380171338826e-06
83,0.000369630129799,1.1392128105368e-05
