epoch,loss,elapsed_s
1,0.2385476759993113,7.3
2,0.02563862780538889,16.5
3,0.018512980525310224,23.6
4,0.01635103364689992,29.4
5,0.015100749854284983,38.3
6,0.014566610681896026,47.3
7,0.013970051275996062,56.0
8,0.013765648566186428,64.8
9,0.013357309925441558,73.7
10,0.012951494423815837,83.0
11,0.012958154870340457,92.0
12,0.012747102273771396,101.4
13,0.012680819501670507,113.2
14,0.012351228669285775,123.9
15,0.012230348959565162,133.1
16,0.012483701955240506,140.6
17,0.011985766873336755,149.2
18,0.011978491195119345,158.2
19,0.011689408911535373,166.4
20,0.011752193636046007,174.1
21,0.011866371648815962,181.0
22,0.011453900471902811,188.1
23,0.011686765932692932,195.2
24,0.011366336620770967,202.1
25,0.011410910521562283,210.3
26,0.011546274618460582,217.8
27,0.011201079089481097,225.7
28,0.01154907771314566,233.1
29,0.011166649440733286,239.7
30,0.01110718005265181,245.9
31,0.011237112447046317,252.2
32,0.011062333288674172,258.3
33,0.010956453890181505,265.5
34,0.011008939433556337,273.0
35,0.010873513539823201,278.7
36,0.010769674339546608,284.7
37,0.010939896278656446,290.4
38,0.011052597414415615,296.6
39,0.010852921926058256,303.5
40,0.010705493304591912,310.3
41,0.01068134458305744,317.2
42,0.010764625983742566,325.7
43,0.010534238972916053,333.5
44,0.01060618064724482,343.2
45,0.010575966264765996,355.0
46,0.010792293915381798,366.4
47,0.010586390672967984,378.5
48,0.010677176871551917,390.4
49,0.010540816488747414,402.1
50,0.010422889358149124,413.1
51,0.01052513883377497,423.0
52,0.010285418724211362,433.1
53,0.010427107733602708,443.8
54,0.01027310024946928,455.0
55,0.01042830882450709,465.6
56,0.010269157803402497,474.9
57,0.01039336770772934,484.8
58,0.010286226037603157,494.6
59,0.010278509929776192,505.4
60,0.010515202008760893,516.5
61,0.010396665950807241,527.4
62,0.010258148596263849,538.4
63,0.010250856025287738,549.9
64,0.010179032657582026,560.4
65,0.010464848219775237,571.7
66,0.010230723009086572,582.2
67,0.0102494669218476,592.8
68,0.010126057224204907,603.7
69,0.010136730395830594,614.8
70,0.009936932460046732,625.1
71,0.010018176499467629,635.7
72,0.009991346758145553,645.4
73,0.010169729418479479,655.2
74,0.010287941648409916,666.6
75,0.009968408354772971,676.5
76,0.010058603407098696,685.1
77,0.009987430976560482,694.7
78,0.009791010732834156,705.4
79,0.009953120092932994,714.9
80,0.010044429336602871,724.8
81,0.010095244531448071,732.8
82,0.010022944985673977,742.1
83,0.009815085937197392,751.4
84,0.00979934512422635,760.1
85,0.009847133234143258,769.0
86,0.009862239243319401,776.9
87,0.009832907267487966,782.5
88,0.009875842370092869,788.0
89,0.009891096674478971,793.5
90,0.009929124366205471,799.1
91,0.010066870241784133,804.8
92,0.009964245027647568,810.8
93,0.009770527467704737,817.4
94,0.009819158854392858,824.2
95,0.009922218867219411,832.3
96,0.009894629911734508,842.4
97,0.009887359420267436,849.8
98,0.009688261437874574,858.4
99,0.009718952571543364,864.5
