run_id,model,atlas,dataset,seed,test_acc,test_auc,fid_pos,fid_neg
run-01-braingb-gcn-cc200,gcn,cc200,ABIDE,0,0.5373141410945903,0.5226175650477409,,
run-01-braingb-gcn-cc200,gcn,cc200,ABIDE,0,0.5740821018062398,0.5944204930928031,,
