arm,config,k,Q,full_k,L_f,stability_margin,anytime_gain,k_early
scp_nca,a2_scp_nca_vits_nih10k_S4.yaml,1,0.8495903611183167,4,1.9399421269819126,-0.9399421269819126,0.9269421696653632,2
scp_nca,a2_scp_nca_vits_nih10k_S4.yaml,2,0.9269421696662903,4,1.9399421269819126,-0.9399421269819126,0.9269421696653632,2
scp_nca,a2_scp_nca_vits_nih10k_S4.yaml,4,1.0,4,1.9399421269819126,-0.9399421269819126,0.9269421696653632,2
