bb_idx,MT_HLAthena,WT_HLAthena
0,0.0002693965762853,2.5195064764565e-05
1,0.000887552539241,0.0002140117615567
2,0.0011164960710497,0.001966699802306
3,0.0002126930402885,7.2641060845719e-05
4,0.0028708147516024,0.00304182771409
5,0.0004766265123028,0.0003224625185751
6,0.0018796995982992,0.0012058736294697
7,0.0003562260969234,0.0002117286301496
8,0.006372458816971,0.0042403868024419
9,1.05494036877133e-05,3.33046593453259e-05
10,0.0019169519647928,0.0012686556697013
11,0.0014147652907313,0.0001205656674652
12,0.0024388447293821,0.0019790380591201
13,0.0002906664425407,6.96139365917898e-05
14,0.0102794547725934,0.0062364782525106
15,0.000150502740224,0.0001157034596162
16,0.0001497146866264,9.34879265690617e-05
17,0.185690043840764,0.266449756366718
18,0.0016424268813106,0.0018850370665215
19,6.90555778875199e-05,3.65456319482806e-05
20,0.0135171987215775,0.0143020694967062
21,0.0004905270321156,0.0009159436175827
22,0.005274974288659,0.0058414106614388
23,0.0001793397532139,0.0005209258458114
24,0.0014486492741462,0.0019302459392381
25,0.0168654076402971,0.0358421037036654
26,0.315285095303423,0.0377137746044253
27,0.0020702022891302,0.0004456294579394
28,0.0003898283181952,0.0004399774787123
29,0.0002143967224762,0.0848193417148044
30,0.402841817691094,0.269402975873608
31,0.0053871966420299,0.000745134410635
32,3.65608403664751e-05,0.0003228152808338
33,0.0002045917905483,0.0001568639638027
34,0.0007765270815828,0.000155430640106
35,8.63922561274812e-05,3.14101790285839e-05
36,0.0003865412143881,0.0007291451278738
37,0.0007085676815626,0.0016990410628649
38,0.0007055243666486,0.0013450236601263
39,0.0003239958668888,0.0005814960217508
40,0.0006820093916132,0.0007028198507353
41,0.0257644845839119,0.0406163716521607
42,0.0465326856236465,0.149689320697346
43,0.0142591784375024,0.0394982112278942
44,0.0001383593877615,0.00021127443305
45,0.0001246221033404,0.0001822593344567
46,0.0007403087488967,0.0008454892025907
47,0.0030789587071947,0.0047209723802464
48,0.0001763571589218,0.0005897646004388
49,0.0609440138033177,0.140604864138489
50,0.0329581770783585,0.0456929335466864
51,0.0071841284300565,0.0103585980749914
52,0.0011631917963515,0.0014203828199899
53,1.10608090679858e-05,1.18046413615908e-05
54,0.0001626642665583,0.0002989538513924
55,0.000125275239161,0.0001809054640189
56,6.59906734047095e-05,6.24890957931119e-05
57,0.110433132165862,0.0411357294923315
58,0.0003950516479487,0.0005125445639729
59,0.001860691410533,0.0031021154538005
60,0.0002604277672435,0.0001149480111062
61,9.69936605817641e-05,0.0001077043959639
62,0.0003952880200765,0.0003806710097242
63,3.78688570241694e-05,2.6101886455562e-05
64,0.0009635263259989,0.0036604248973086
65,8.1772213340672e-05,0.0001355948234176
66,0.0245316121217911,0.0420004082334344
67,0.000396888888153,0.0002369971277378
68,0.0002458529922156,0.0004144847023953
69,0.0037184547678407,0.0017645951233185
70,0.0118469935863282,0.009323542531173
71,0.0051360999297034,0.0054383623751012
72,0.0002693965762853,2.5195064764565e-05
73,0.000887552539241,0.0002140117615567
74,0.0011164960710497,0.001966699802306
75,0.0002126930402885,7.2641060845719e-05
76,0.0028708147516024,0.00304182771409
77,0.0004766265123028,0.0003224625185751
78,0.0018796995982992,0.0012058736294697
79,0.0003562260969234,0.0002117286301496
80,0.006372458816971,0.0042403868024419
81,1.05494036877133e-05,3.33046593453259e-05
82,0.0019169519647928,0.0012686556697013
83,0.0014147652907313,0.0001205656674652
84,0.0024388447293821,0.0019790380591201
85,0.0002906664425407,6.96139365917898e-05
86,0.0102794547725934,0.0062364782525106
87,0.000150502740224,0.0001157034596162
88,0.0001497146866264,9.34879265690617e-05
89,0.185690043840764,0.266449756366718
90,0.0016424268813106,0.0018850370665215
91,6.90555778875199e-05,3.65456319482806e-05
92,0.0135171987215775,0.0143020694967062
93,0.0004905270321156,0.0009159436175827
94,0.005274974288659,0.0058414106614388
95,0.0001793397532139,0.0005209258458114
96,0.0014486492741462,0.0019302459392381
97,0.0168654076402971,0.0358421037036654
