bb_idx,MT_ImmuneApp,WT_ImmuneApp
0,1.0222196578979492e-05,0.0317201614379882
1,3.528594970703125e-05,9.357929229736328e-06
2,4.809226993529592e-06,1.1889295592482083e-06
3,8.970499038696289e-06,5.066394805908203e-07
4,0.0205700397491455,0.0035262405872344
5,0.0013741850852966,1.2189149856567385e-05
6,2.80141830444336e-06,4.708766937255859e-06
7,0.0002787113189697,1.9788742065429688e-05
8,0.9407707452774048,0.0095195770263671
9,0.0038857460021972,0.9099677801132202
10,0.0017993748188018,0.0002447068691253
11,0.0001270473003387,3.427267074584961e-05
12,2.473592758178711e-06,6.860494613647461e-05
13,1.7344951629638672e-05,6.568431854248047e-05
14,0.0048645734786987,0.0068679749965667
15,1.043081283569336e-06,0.3789444863796234
16,1.519918441772461e-05,8.913874626159668e-05
17,0.0014086365699768,4.6819448471069336e-05
18,1.6957521438598633e-05,0.0059039923362433
19,1.2069940567016602e-05,5.066394805908203e-07
20,0.0,8.940696716308595e-08
21,3.319978713989258e-05,0.6902778148651123
22,3.844499588012695e-06,1.043081283569336e-06
23,9.14931297302246e-06,9.83476638793945e-07
24,0.9999747276306152,0.9998347759246826
25,0.0271085798740386,0.9480053186416626
26,0.967220664024353,1.1622905731201172e-06
27,0.0616710484027862,0.070470780134201
28,2.384185791015625e-07,6.586313247680664e-06
29,0.8135685920715332,0.078778326511383
30,0.9999958276748656,0.0001578330993652
31,0.0001262426376342,0.0004932582378387
32,0.0002230703830718,0.0503299236297607
33,0.0002754628658294,0.5817028880119324
34,0.7558278441429138,0.3571748733520508
35,1.7881393432617188e-06,0.9194883108139038
36,0.0002182126045227,8.243322372436523e-05
37,0.0108539164066314,0.6326457858085632
38,1.4603137969970703e-06,7.748603820800781e-07
39,8.810186045593582e-06,9.506940841674805e-06
40,4.0531158447265625e-06,5.161762237548828e-05
41,0.0020330250263214,0.001387745141983
42,0.9819684028625488,0.9998939633369446
43,3.337860107421875e-06,0.3851636350154876
44,6.876119186927099e-06,1.5407800674438477e-05
45,0.0009897649288177,0.784804105758667
46,0.695793867111206,0.9999735355377196
47,0.0231643915176391,0.003849446773529
48,0.3136039078235626,0.9237205982208252
49,4.905462265014648e-05,0.1134125888347625
50,1.1473894119262695e-05,4.312396049499512e-05
51,3.665685653686523e-06,1.430511474609375e-06
52,0.000339925289154,0.0008382499217987
53,0.673845648765564,0.000503271818161
54,1.5944242477416992e-05,1.788139343261719e-07
55,1.2814998626708984e-06,4.172325134277344e-07
56,0.0016765296459197,3.0040740966796875e-05
57,0.9962767362594604,0.9984227418899536
58,4.5686960220336914e-05,3.486871719360352e-06
59,7.748603820800781e-07,1.2814998626708984e-06
60,2.3186206817626957e-05,0.0005179941654205
61,0.0001671910285949,0.0033786594867706
62,0.0002412796020507,7.982257557159755e-06
63,0.0026010870933532,0.0019126832485198
64,4.792663457919844e-05,2.41696834564209e-05
65,2.053380012512207e-05,0.0041180253028869
66,2.86102294921875e-06,0.0006006299518048
