bb_idx,MT_MHCflurry_presentation,WT_MHCflurry_presentation,MT_MHCflurry_affinity_neg,WT_MHCflurry_affinity_neg
50,0.0058816589169328,0.0060048795327361,-22655.34373649098,-22860.069986455168
51,0.0112219684712023,0.011695215960534,-11585.605753143538,-11441.126477374395
52,0.0041104422413845,0.004018134417555,-26568.959997666825,-26924.170162494785
53,0.0033636480803708,0.0033167739790364,-32685.5478582464,-32826.346378149006
54,0.0049670017843792,0.0048384459368927,-21845.38450784084,-22218.415065793157
55,0.0089809734507902,0.0086402954108852,-11823.259887430915,-12182.94744710332
56,0.0146290741616541,0.0193210033025961,-31388.91271701541,-31480.33377574565
57,0.5875489798910861,0.6352532768380451,-285.935260124595,-312.02012658657685
58,0.0172398894702796,0.022894096124264,-26434.381979263824,-26335.41487839224
59,0.0244495970013574,0.0328235601674827,-18309.009218300413,-17984.439632606114
60,0.0042395293963728,0.0036884690862646,-23784.041309353943,-27427.255846865988
61,0.0038064351308998,0.0036225297183877,-26586.39617149985,-27943.267050674152
62,0.0042263396905999,0.0040705706544194,-23860.785292082845,-24770.752157489773
63,0.0067206013934086,0.0060152633133412,-14763.141030324046,-16537.284889524733
64,0.004384556715546,0.0055708339301732,-22930.07414467684,-18021.55933581502
65,0.0032918905217617,0.0032385711856201,-30835.238182623103,-31575.75516222719
66,0.0059664746798974,0.0083859550072579,-16670.80788140261,-11793.803709221353
67,0.0049845553836955,0.0045018374339703,-20081.331157749813,-22466.32360187861
68,0.0137176063044905,0.0106018849256884,-26125.693994094607,-22314.382280533435
69,0.0169088125998817,0.0114195494521379,-20994.484243809933,-20653.69516737134
70,0.0233859393438914,0.0190090767850783,-14933.250799321791,-12125.875996108698
71,0.2203799377996096,0.208837456332078,-1176.19809865432,-824.1679720127466
72,0.0063243854631592,0.0033212010944908,-17016.086144363515,-30884.564607565702
73,0.0042736781610517,0.0036936761774014,-25528.065907189768,-27672.55595550977
74,0.0068575092175576,0.0049844607991834,-15647.14445629596,-20298.861210196457
75,0.0343293998078685,0.0063576718004228,-2895.770076572232,-15778.205709732523
76,0.0103991514974793,0.0074355790868102,-14681.616017209151,-15077.205825029709
77,0.0051673784289495,0.0039161896040681,-30326.08905569072,-29279.687047890067
78,0.0075973873357753,0.0058843468806221,-20341.93424151669,-19214.64825502337
79,0.0117480812880222,0.0123737093695686,-12931.021046839642,-8879.38127736881
80,0.0035199767781895,0.0036285829739158,-29456.577848126974,-28332.254617843573
81,0.0031518988262132,0.0032290778911123,-33016.38949630291,-31960.451732388505
82,0.0047510253061192,0.0053890997252463,-21604.332185664614,-18821.110091586022
83,0.0056238861890208,0.0063773658127374,-18144.25487654845,-15809.534342751796
84,0.0119788441090389,0.0149947997154659,-8658.86485099297,-6510.588363202526
85,0.0036147285009831,0.0035618500146639,-29985.74566420953,-28937.131919533706
86,0.0108184719706879,0.0142123802752926,-9628.080456562426,-6885.499908536214
87,0.0409900502776469,0.0906063347345051,-2366.5533096038976,-941.1382331143598
88,0.0034823329789716,0.0036257425139503,-29883.43723981347,-28711.13010625592
89,0.007457603204867,0.0083704612141056,-13588.161963978157,-12073.907169706765
90,0.0051895166007962,0.0059776323866849,-19783.253433158123,-17118.19052341606
91,0.0069885662472322,0.0080324789853536,-14535.003043430022,-12601.66350060716
92,0.0064833338731134,0.0092967848775214,-15742.670303850722,-10699.80479857008
93,0.0035788026171742,0.003978957455613,-29110.847752701426,-25775.21968073613
94,0.0085381254644702,0.0094060366424202,-11832.11717360248,-10570.682421988638
95,0.0084047897185617,0.0125453062139959,-12027.070623567695,-7832.864658116594
96,0.0096327073971646,0.0073389453285012,-17779.704876228236,-24180.84508484089
97,0.0064628238825034,0.0078200173848916,-26902.399645780177,-22639.53351617771
98,0.1428278212866009,0.0371368406192725,-954.4328140986868,-4414.751458218166
99,0.0266610102957788,0.0187144028016936,-6123.545374551155,-9115.62372221307
100,0.0275217720091745,0.0379410278851319,-31662.35234397045,-28541.349336352418
101,0.0296554445234856,0.4110147744118509,-29253.425689727625,-1481.9307249548744
102,0.7253568615285414,0.8043549798334605,-296.7964210697177,-238.71888814961008
103,0.0602625781031396,0.0723602289244178,-13640.232196602,-14142.478490846046
104,0.0033024413756398,0.0032736237813459,-33387.4339939147,-32097.98873290768
105,0.0034904737106175,0.0033902545071387,-31531.17687101115,-30958.0493673272
106,0.0044114747370349,0.0039778310137715,-24753.01251544596,-26245.13142524682
107,0.0042480451457309,0.003979688819827,-25738.286278730437,-26232.468011060835
108,0.0034860127143521,0.0036422615701628,-28994.553378827983,-27705.273238128822
109,0.0031132740388743,0.0030709461591468,-32586.94325181305,-33044.78722365084
110,0.0044487225358615,0.0044707692012175,-22534.845140649904,-22415.803032605487
111,0.0043413835783262,0.004715732511131,-23111.214279361066,-21212.611155225928
112,0.0055201196118448,0.0050230557658995,-19259.301351941787,-21287.430384318755
113,0.0032233546354401,0.0032115446110624,-33589.439394941845,-33800.211963519614
114,0.0053302445309434,0.0051613546175477,-19969.88448382145,-20697.482176715872
115,0.0162472555114248,0.0114087002100593,-6268.064599142887,-9088.023789410354
116,0.0035944438661663,0.0034889184714719,-28091.49761337366,-28967.93295201698
117,0.0030352520610308,0.0030279423057507,-33452.49053476914,-33533.780504892384
118,0.0052996597942884,0.0055242589479426,-18802.691950316057,-18010.847372009892
119,0.0046613207915049,0.0047521638149939,-21472.850190419165,-21047.08705917946
120,0.0039048042517964,0.0039080492435343,-25780.014313071737,-25758.49802379464
121,0.0031261678815225,0.0031281474842566,-32439.039584662267,-32418.60369103908
122,0.0078869090409952,0.0078427186347862,-12450.322757713766,-12523.419391066584
123,0.0044595659940533,0.0045562104931833,-22471.87347284652,-21979.627409273773
124,0.027691246921367,0.0217209912704247,-3352.38672940235,-4329.396997217099
125,0.0031564105434829,0.0031747890539666,-32170.67112665478,-31960.925287045604
126,0.0084351707821965,0.0080944339877354,-11630.431813012729,-12132.440780577132
127,0.0103981836828399,0.0115378536637586,-9357.643801189612,-8392.955487018835
128,0.0539712141968928,0.0439021372450166,-1652.3121616917424,-2091.353977961702
129,0.003220524234333,0.0032768423986326,-31753.852540832533,-31571.90275221998
130,0.0055028851724606,0.0055753811575395,-18249.290912924094,-18223.93987769207
131,0.0177105086483014,0.0192801886668779,-5408.938630777669,-5008.523755830724
132,0.0044920282657615,0.0043024198148732,-22369.64883577061,-23461.55182949965
133,0.003308859758256,0.0033332472955572,-30681.01915413953,-30542.59743780193
134,0.0075036577193298,0.0078598869512366,-13149.291991288424,-12569.988450825218
135,0.0100347066170078,0.0105397746041754,-9723.134225409887,-9267.292508532462
136,0.0575977525869785,0.0088116779896909,-1868.8677837009109,-12073.88118205099
137,0.0043001088422684,0.0037761849846043,-28598.040868256798,-29038.285303536668
138,0.271953708452115,0.0109489781383096,-289.88550163621056,-9633.526564978749
139,0.341979213663598,0.1364201092637269,-206.33484851297703,-624.1925741746502
140,0.0043916562969192,0.0041950502448618,-32028.981386943848,-32253.42686026969
141,0.0045461985112889,0.0042612750646052,-30903.71596771831,-31735.336940503832
142,0.0050592249094687,0.0047045096680226,-27667.83456685388,-28648.49802425541
143,0.0082235557774072,0.0068570523159521,-16724.50467368318,-19394.79751458544
144,0.0034386584961191,0.0039919001962963,-29556.769163628484,-25520.527763959264
145,0.0031615731668055,0.0031809297731654,-32236.144239620688,-32269.167663453474
146,0.0046115839966489,0.0049033907160935,-21822.79207187899,-20631.432299098866
147,0.0045903782453027,0.0055487219467401,-21927.06592155356,-18153.454357344744
148,0.0289083641522539,0.0758864646130416,-32521.74391670465,-30748.599642556503
149,0.9204094127346932,0.979378031698084,-70.21882106947935,-44.0740482120456
150,0.0362364398039726,0.1010017719531292,-25572.38974337436,-22267.90950354095
151,0.0693434769223406,0.3510061879889344,-12646.487757488643,-4416.184927641153
152,0.0067198884417751,0.0106503864030458,-24323.502845619365,-21997.988772260374
153,0.0052434329201989,0.0076232732828617,-31449.53125361728,-31135.485870401066
154,0.0066003319691886,0.0096950285992997,-24780.276016003216,-24256.856330305607
155,0.0068270594135187,0.010384980310886,-23927.84577746434,-22583.216960952777
156,0.0035299031072082,0.003478209998451,-30605.03061339999,-31087.57373320688
157,0.0033532526094196,0.0033315121932305,-32272.01963275888,-32502.66343937401
158,0.0050060256421614,0.0049007221786302,-21326.763697977403,-21809.83772035062
159,0.0054387739126693,0.0052665837790649,-19573.143980446035,-20244.02832486539
160,0.0040893954489069,0.0039240996602585,-28510.54715188581,-29280.257075998616
161,0.0036510629177635,0.0035791319245218,-32054.88665292434,-32201.090327569826
162,0.0054943145236851,0.0050646293475329,-21005.71888342976,-22489.87886870669
163,0.0067588478966237,0.0061877307260192,-16949.484430953027,-18278.186537153317
164,0.0584179436603222,0.0710516036184625,-12448.891311600708,-12889.494198700952
165,0.0266162221322677,0.0335553226602559,-28936.788544119816,-29063.59317944413
166,0.1850675442495348,0.2366229838377767,-3273.3390879286685,-3051.948703819139
167,0.2332990129144771,0.2368517225972465,-2421.9491735390743,-3047.973896635661
168,0.0031839322752608,0.0031093676381716,-32003.963651775484,-32800.32202267255
169,0.0032782285495025,0.0031734180702096,-31053.620902975435,-32116.854885353445
170,0.0046402676267285,0.0040238966010398,-21684.36253413226,-25129.89668932766
171,0.0065295903690232,0.0054145587087355,-15225.775313922297,-18486.205867886478
172,0.0049926615155394,0.0357315045510862,-30061.23068038578,-29672.53990066325
173,0.2396928312634504,0.9581511868286664,-423.46353290756,-39.73279503054656
174,0.0121664753050975,0.0657260421085703,-11926.98260527988,-15336.775384488894
175,0.0160131335730395,0.1977169855620046,-8952.738894752241,-4219.141754723322
176,0.0087558853246335,0.0118050870642256,-13166.185753962149,-10743.263475118223
177,0.0041782377997565,0.0046686431763363,-28333.664545071304,-28126.358425780905
178,0.0056306716423588,0.0063901593183009,-20809.515681152872,-20323.48608066541
179,0.0095940594178488,0.0104117663937949,-11973.153042844757,-12243.894356433248
180,0.0063243854631592,0.0033212010944908,-17016.086144363515,-30884.564607565702
181,0.0042736781610517,0.0036936761774014,-25528.065907189768,-27672.55595550977
182,0.0068575092175576,0.0049844607991834,-15647.14445629596,-20298.861210196457
183,0.0343293998078685,0.0063576718004228,-2895.770076572232,-15778.205709732523
184,0.0103991514974793,0.0074355790868102,-14681.616017209151,-15077.205825029709
185,0.0051673784289495,0.0039161896040681,-30326.08905569072,-29279.687047890067
186,0.0075973873357753,0.0058843468806221,-20341.93424151669,-19214.64825502337
187,0.0117480812880222,0.0123737093695686,-12931.021046839642,-8879.38127736881
188,0.0035199767781895,0.0036285829739158,-29456.577848126974,-28332.254617843573
189,0.0031518988262132,0.0032290778911123,-33016.38949630291,-31960.451732388505
190,0.0047510253061192,0.0053890997252463,-21604.332185664614,-18821.110091586022
191,0.0056238861890208,0.0063773658127374,-18144.25487654845,-15809.534342751796
192,0.0119788441090389,0.0149947997154659,-8658.86485099297,-6510.588363202526
193,0.0036147285009831,0.0035618500146639,-29985.74566420953,-28937.131919533706
194,0.0108184719706879,0.0142123802752926,-9628.080456562426,-6885.499908536214
195,0.0409900502776469,0.0906063347345051,-2366.5533096038976,-941.1382331143598
196,0.0034823329789716,0.0036257425139503,-29883.43723981347,-28711.13010625592
197,0.007457603204867,0.0083704612141056,-13588.161963978157,-12073.907169706765
198,0.0051895166007962,0.0059776323866849,-19783.253433158123,-17118.19052341606
199,0.0069885662472322,0.0080324789853536,-14535.003043430022,-12601.66350060716
200,0.0064833338731134,0.0092967848775214,-15742.670303850722,-10699.80479857008
201,0.0035788026171742,0.003978957455613,-29110.847752701426,-25775.21968073613
202,0.0085381254644702,0.0094060366424202,-11832.11717360248,-10570.682421988638
203,0.0084047897185617,0.0125453062139959,-12027.070623567695,-7832.864658116594
204,0.0096327073971646,0.0073389453285012,-17779.704876228236,-24180.84508484089
205,0.0064628238825034,0.0078200173848916,-26902.399645780177,-22639.53351617771
206,0.1428278212866009,0.0371368406192725,-954.4328140986868,-4414.751458218166
207,0.0266610102957788,0.0187144028016936,-6123.545374551155,-9115.62372221307
208,0.0275217720091745,0.0379410278851319,-31662.35234397045,-28541.349336352418
209,0.0296554445234856,0.4110147744118509,-29253.425689727625,-1481.9307249548744
210,0.7253568615285414,0.8043549798334605,-296.7964210697177,-238.71888814961008
211,0.0602625781031396,0.0723602289244178,-13640.232196602,-14142.478490846046
212,0.0033024413756398,0.0032736237813459,-33387.4339939147,-32097.98873290768
213,0.0034904737106175,0.0033902545071387,-31531.17687101115,-30958.0493673272
214,0.0044114747370349,0.0039778310137715,-24753.01251544596,-26245.13142524682
215,0.0042480451457309,0.003979688819827,-25738.286278730437,-26232.468011060835
216,0.0033303921889892,0.0055964913165616,-30808.51923078734,-28845.16899173728
217,0.003200148528753,0.0052512419938916,-32104.46527573365,-30810.422089403284
218,0.0044403802079408,0.0071930651748246,-22885.668361801057,-22240.36804058063
219,0.0042353500643776,0.0078219881020588,-24032.11552101766,-20388.341850707657
220,0.0039063345033281,0.004029908579743,-27089.17249887913,-26548.426059264955
221,0.0032828239519666,0.0033307557352733,-32420.8661741999,-32325.51384622655
222,0.0054858794228144,0.0051888027208007,-19066.019466391102,-20441.319151904278
223,0.0053969917032726,0.0053108300452678,-19391.15720318767,-19955.43057333568
224,0.0039145297620621,0.0038848350055769,-27572.849705662516,-27703.71770292312
225,0.0035866472729802,0.0035119200849333,-30181.45321784202,-30748.64010827878
226,0.0046794120034783,0.0045975575064188,-22926.64824940421,-23275.87403526561
227,0.0088436722824272,0.0078202446553077,-11854.192769284977,-13426.395701195055
228,0.0042737354082892,0.0037101234609176,-30935.09848320633,-31022.013242251844
229,0.0042656715969174,0.003735549161343,-30995.562840537128,-30803.84994517975
230,0.0059824731180042,0.0052750076083047,-21842.509277904424,-21558.82505441113
231,0.0061321876232284,0.0054909794941574,-21290.40494798653,-20681.75220768733
232,0.0029620933543519,0.0029677162505146,-34344.605634588384,-34276.57285540077
233,0.0030153544100678,0.0030176501258712,-33718.38560485055,-33691.068009568386
234,0.0033602736104165,0.0033713423301366,-30150.09004463027,-30047.103900537222
235,0.0035450420706008,0.0035676262478019,-28528.13498051869,-28340.87515954121
236,0.0033374411781467,0.0032877547406269,-32258.329201895827,-32220.326363394863
237,0.0032883896158568,0.0032447828989042,-32755.472380200907,-32661.151134429365
238,0.0046252439178014,0.004572783642388,-23023.067556161437,-22911.11864818901
239,0.004973827157558,0.0048389319411808,-21355.99924468183,-21608.93190215552
240,0.003061132268595,0.0031121639775863,-33303.531569538034,-32921.78441386899
241,0.0030636385602705,0.0030918301925328,-33275.39740721251,-33145.401316774565
242,0.0035686159974488,0.003662196261106,-28423.67650040518,-27827.425301616968
243,0.0044493569504792,0.0046793398955562,-22628.837024039083,-21599.02773810256
244,0.004017122199656,0.003757211899234,-25352.181352823216,-26982.977877177826
245,0.0037890612730002,0.004127685987372,-26930.828314007133,-24483.762300351616
246,0.0116211987673202,0.0083975641759209,-8426.501478522994,-11733.12724108783
247,0.0062128715630116,0.0088514319627961,-16146.046051358666,-11108.993219297958
248,0.0048639364502234,0.0086531614657375,-30708.730179038517,-31487.59135457576
249,0.4460003497698983,0.7508407928092115,-160.3861810840125,-76.76520804527395
250,0.0064437245262266,0.0111818602827169,-22950.91843884324,-24119.85544987835
251,0.0118773913387235,0.0213965868789125,-12159.944565780635,-12234.60445208132
252,0.0069694211319978,0.0037702303798912,-25360.044397781185,-27395.14701317321
253,0.0163423096930705,0.003365450640647,-10444.263922400096,-30805.948701746
254,0.0349540599888238,0.0064395793662786,-4681.82669713462,-15744.466018780256
255,0.1293380315143286,0.0083459315731179,-1094.9948795338996,-12031.801774043548
256,0.0047824877468727,0.0051530900688304,-27603.764770208967,-26601.48619082964
257,0.0108833558478296,0.0156594493668148,-11764.6329754497,-8379.429118318876
258,0.0399727287814896,0.0404596645204552,-2989.292176835886,-3071.8632837240584
259,0.0134250921101418,0.0168023635138271,-9453.339645845594,-7783.928712324881
260,0.0550301168001697,0.0386631632696897,-2719.1544898523243,-3343.814413455799
261,0.0052228679911599,0.0044880029029593,-32378.132278637677,-31819.005234853696
262,0.0086634596166227,0.0077380031693839,-19161.905798381107,-18099.71780814389
263,0.0248332099286301,0.0263206140400456,-6371.719025761261,-5033.527621334063
264,0.0051109634808816,0.0039705720194879,-22112.366306163105,-25906.54756330008
265,0.0034690632792978,0.0031248779385928,-33008.53081253031,-33180.027027435375
266,0.0062642677519033,0.0054750607109423,-17911.955049561595,-18581.582183566832
267,0.0045974709199883,0.00402712300442,-24672.08463730173,-25530.610845620555
268,0.0049509873481672,0.0045654020229171,-31806.182014725706,-31631.858952024635
269,0.0065480843072074,0.0057484694474589,-23811.675548345964,-24921.17424135089
270,0.0061348041799214,0.0055134776426636,-25475.6036697358,-26021.68135154845
271,0.0323656218347105,0.0237649515144288,-4472.81742843026,-5673.218807682169
272,0.0034477166839885,0.003486714712337,-30572.40915883197,-29854.308178017985
273,0.0043218582846081,0.0045883050624318,-24204.94397378056,-22478.129226312256
274,0.0038305277649166,0.0038241072489511,-27420.935958933205,-27136.819371524893
275,0.0045764449083273,0.0048493996284834,-22813.86862586921,-21227.47477259512
276,0.0036866633272748,0.003336599100006,-32492.329608459502,-33183.38703350473
277,0.0036528088848673,0.003326586079432,-32803.5412386391,-33286.56350546587
278,0.0039957074189722,0.0036693690831978,-29898.60389283402,-30079.208731213323
279,0.0047694997646837,0.0043087394034964,-24897.5710974365,-25477.87883901706
280,0.2311355220426519,0.1489740235775933,-813.9598496304144,-1196.3501542046515
281,0.0086367328042623,0.009923881624787,-31178.72556667385,-22732.447951115995
282,0.0138112698159367,0.0126238677326491,-19125.885374222995,-17694.25138065254
283,0.0302852641095925,0.1154332684954925,-8375.975950421516,-1618.7800303387012
284,0.0038789431719441,0.0042201490805253,-27488.01839251947,-25541.96881623484
285,0.0034065321383732,0.0034618869331764,-31435.45141240136,-31343.416192217195
286,0.0075554840617165,0.0057620042868253,-13784.850225249418,-18506.621650308225
287,0.0331986662830393,0.0146952305038521,-2923.3478970009864,-6993.548344788157
288,0.0055093760862162,0.7553783722401897,-19554.356561716533,-51.75302874546236
289,0.0033699313597828,0.0060841991227813,-32507.35386003996,-31366.207155660748
290,0.0050416686271483,0.0100945344044461,-21434.73557659597,-18547.55975515055
291,0.005337633937478,0.0640988718215447,-20205.983099962265,-2610.751947564464
292,0.0032452934035293,0.0031454565220192,-31241.708171657014,-32293.57044717267
293,0.0031336782807768,0.0030768748054133,-32391.61882976649,-33037.18477517899
294,0.0043585616413271,0.004075933339143,-23033.94603470252,-24707.91322787932
295,0.0047959310358765,0.0044088671526806,-20864.951590444776,-22781.42969323437
296,0.0032835532581647,0.0031528043221187,-30840.830984423807,-32227.042179821638
297,0.0031302004290023,0.0030923633546266,-32402.56358986698,-32877.7414358442
298,0.004455067639833,0.0044144613101711,-22499.97695552024,-22759.484161006032
299,0.0047036714466584,0.0047459314158964,-21271.212361508144,-21117.498027897327
300,0.0041681606935086,0.00398334680296,-24733.0878872498,-25746.29916990564
301,0.0034947429820697,0.0033520054335726,-29673.362823712585,-30771.71709105705
302,0.0068148728784523,0.0062948982292124,-14868.881480001888,-16035.19329802224
303,0.0057074567214229,0.0047687542814928,-17867.46662416613,-21374.714092512822
304,0.0094153049308267,0.0076301573967026,-11576.417759884524,-13553.719492419366
305,0.0050904841875723,0.004587112004135,-21901.493656036597,-22958.263348956032
306,0.0060254995541205,0.0049210085992612,-18393.2975795514,-21348.84209538755
307,0.1052731513740379,0.1067393820051717,-868.2900055737757,-804.3278196657518
308,0.0032249297661649,0.0031135327661621,-32382.395078953643,-32868.698872359986
309,0.0033924199070777,0.0032211057426547,-30732.365535473444,-31735.670288837664
310,0.0039801223759076,0.0036159172804304,-26055.481534105675,-28162.82181694346
311,0.0091083161743951,0.0053412009331997,-11052.131284751507,-18814.14164568816
312,0.0136108016488083,0.0156398403692406,-27791.45989852918,-26648.65025036852
313,0.8769560119863554,0.8710962462186821,-44.75238646392336,-52.411634092988606
314,0.016415740560991,0.0180475048958139,-22848.69728322287,-22938.31530176955
315,0.0508614196579902,0.0946670882607555,-6875.602557283588,-3830.270550450064
316,0.0043829576653243,0.0033591644656754,-23215.64677109824,-30779.184972825155
317,0.003286861628295,0.0032777670852362,-31256.808257354376,-31569.01174906168
318,0.0046738110011084,0.0036103197873338,-21723.17766176969,-28569.75491271609
319,0.0063918595974726,0.007188072409724,-15710.3294962605,-14009.140078747258
320,0.0055868973607508,0.0048613884292552,-22289.70635946231,-24880.9105546011
321,0.0040043488153886,0.003813781227072,-31457.176501338243,-31977.888605818596
322,0.0102789487634826,0.0122425785666335,-11841.398715698622,-9541.03768124413
323,0.0110199582576131,0.0071190333358195,-11014.006162021038,-16761.175633646402
324,0.0677921742674187,0.0503185872747795,-8479.968504251148,-11033.09592588416
325,0.032055517160356,0.0421878874869377,-19058.270046308146,-13344.642303329298
326,0.1682724509706493,0.1757699948865471,-2957.4954539604137,-2630.9745922649868
327,0.0039028524809885,0.0038757517384531,-27110.27460078177,-27978.70771570005
328,0.0041041135702288,0.0038049568718147,-25737.2606975016,-28516.8634563714
329,0.0038342814468512,0.0037269073735402,-27611.491883713927,-29134.21907229841
330,0.0038061601121316,0.0037054494335729,-26529.153595561496,-27303.45330108552
331,0.0035180864455508,0.0033642915712978,-28776.71741383631,-30168.589697871765
332,0.0035970608484033,0.0034569139060057,-28124.201561443428,-29333.958111741835
333,0.7923697838551067,0.6871055334522933,-47.78652800796865,-54.16747335852673
334,0.0184462152163611,0.0081282159489016,-11350.259151111995,-17117.19435965385
335,0.0418186304870716,0.014598284702485,-4767.437781775666,-9304.649836296088
336,0.0076653445192152,0.0054672117992503,-16479.08613906491,-19549.963143852012
337,0.158679391306699,0.0462915165150711,-614.2180578896431,-2076.393780443985
338,0.0070153209067339,0.004958118566076,-18065.292423532715,-21630.95191591613
339,0.0046178854483125,0.0042088859291915,-25320.55269223726,-26932.76686238251
340,0.004294116658736,0.003946875293579,-27297.25227181672,-28782.967621993663
341,0.0045827439051204,0.0041677709571493,-25521.392874275443,-27207.489801159227
342,0.005481425844016,0.0056770553190748,-21913.809684063977,-22344.16219899009
343,0.0044147879304803,0.004530358407605,-27412.748379878118,-28220.18521163893
344,0.0052790276068161,0.0054873228234327,-22784.02030677593,-23144.476917449407
345,0.006070756489518,0.0081725992849274,-17349.625177821075,-12099.899333655398
346,0.0050538226881667,0.0037387614568009,-20975.79016123355,-27190.97437311812
347,0.0044711116187045,0.004772379692584,-23809.68679019919,-21126.47825891746
348,0.0044814349397172,0.0044364275139399,-23380.297784429556,-23418.115255422606
349,0.0042779350562074,0.0043101698444186,-24531.24340477062,-24127.7841243556
350,0.0048340755158421,0.0050287121937296,-21618.479072449198,-20571.096645989583
351,0.2741649426621512,0.0057148997835943,-260.5993147041476,-17603.245398170224
352,0.0048140717270726,0.0032333213702954,-23139.486080386305,-31722.10739998912
353,0.012579286109318,0.0032561912884279,-8538.974568699707,-31492.015782540857
354,0.0519762772055421,0.1459752714102972,-17536.41614514548,-13902.39652591527
355,0.0489197810171911,0.1510226698570073,-18727.37551164115,-13342.622178857884
356,0.0616733233801706,0.1764796699912032,-14549.927859897369,-11014.930660454114
357,0.9384359038529322,0.8254141791470369,-152.92792201631326,-282.1444092453893
358,0.6270724711019529,0.4217204542209973,-1479.4673043758792,-1932.805475884781
359,0.1882296743823338,0.1015137185062862,-11374.16303188377,-13180.93330836754
360,0.0080327027396883,0.0081544492881212,-30484.72398865177,-30549.141670831385
361,0.0075633042538689,0.0077546226559864,-32450.03123547737,-32185.265392615245
362,0.0074785468104068,0.0076226539514241,-32831.596298228535,-32763.543385209327
363,0.0106541320068688,0.0093157095419886,-9453.752238478395,-12151.80302102616
364,0.0086155304528801,0.0108834334043848,-11789.103705472937,-10336.904262823904
365,0.4489093258678511,0.5066509900426373,-110.0096478057157,-96.88460834796494
