bb_idx,MT_Neoag
1366,34.773693
1367,34.773693
1368,13.16998
1369,13.16998
1370,13.16998
1371,13.16998
1372,13.16998
1373,13.16998
1374,43.318294
1375,43.318294
1376,43.318294
1377,13.16998
1378,13.16998
1379,13.16998
1380,13.16998
1381,13.16998
1382,13.16998
1383,13.16998
1384,13.16998
1385,13.16998
1386,13.16998
1387,13.16998
1388,13.16998
1389,54.97577
1390,54.97577
1391,54.97577
1392,125.082993
1393,125.082993
1394,125.082993
1395,125.082993
1396,125.082993
1397,125.082993
1398,142.385411
1399,142.385411
1400,142.385411
1401,34.773693
1402,34.773693
1403,34.773693
1404,34.773693
1405,34.773693
1406,34.773693
1407,34.773693
1408,34.773693
1409,34.773693
1410,34.773693
1411,34.773693
1412,34.773693
1413,34.773693
1414,34.773693
1415,34.773693
1416,13.16998
1417,13.16998
1418,13.16998
1419,13.16998
1420,13.16998
1421,13.16998
1422,13.16998
1423,13.16998
1424,13.16998
1425,13.16998
1426,13.16998
1427,13.16998
1428,13.16998
1429,13.16998
1430,13.16998
1431,13.16998
1432,13.16998
1433,13.16998
1434,13.16998
1435,13.16998
1436,13.16998
1437,13.16998
1438,13.16998
1439,13.16998
1440,1.933884
1441,1.933884
1442,1.933884
1443,1.933884
1444,1.933884
1445,1.933884
1446,1.933884
1447,1.933884
1448,1.933884
1449,1.933884
1450,1.933884
1451,1.933884
1452,1.933884
1453,1.933884
1454,1.933884
1455,1.933884
1456,1.933884
1457,1.933884
1458,1.933884
1459,1.933884
1460,1.933884
1461,1.933884
1462,1.933884
1463,1.933884
1464,1.933884
1465,1.933884
1466,1.933884
1467,1.933884
1468,1.933884
1469,1.933884
1470,1.933884
1471,1.933884
1472,1.933884
1473,1.933884
1474,1.933884
1475,1.933884
1476,1.933884
1477,1.933884
1478,1.933884
1479,1.933884
1480,1.933884
1481,1.933884
1482,1.933884
1483,1.933884
1484,1.933884
1485,1.933884
1486,1.933884
1487,1.933884
1488,142.385411
1489,142.385411
1490,142.385411
1491,142.385411
1492,142.385411
1493,125.082993
1494,125.082993
1495,125.082993
1496,125.082993
1497,125.082993
1498,142.385411
1499,142.385411
1500,142.385411
1501,142.385411
1502,142.385411
1503,125.082993
1504,125.082993
1505,125.082993
1506,125.082993
1507,125.082993
1508,125.082993
1509,125.082993
1510,125.082993
1511,125.082993
1512,125.082993
1513,142.385411
1514,142.385411
1515,142.385411
1516,142.385411
1517,142.385411
1518,34.773693
1519,34.773693
1520,34.773693
1521,34.773693
1522,34.773693
1523,34.773693
1524,34.773693
1525,34.773693
1526,34.773693
1527,34.773693
1528,34.773693
1529,34.773693
1530,34.773693
1531,34.773693
1532,34.773693
1533,34.773693
1534,34.773693
1535,34.773693
1536,34.773693
1537,34.773693
1538,71.789602
1539,71.789602
1540,71.789602
1541,71.789602
1542,71.789602
1543,34.773693
1544,34.773693
1545,34.773693
1546,34.773693
1547,34.773693
1548,34.773693
1549,34.773693
1550,34.773693
1551,34.773693
1552,34.773693
1553,34.773693
1554,34.773693
1555,34.773693
1556,34.773693
1557,34.773693
1558,34.773693
1559,34.773693
1560,34.773693
1561,34.773693
1562,34.773693
1563,125.082993
1564,125.082993
1565,125.082993
1566,125.082993
1567,125.082993
1568,1.933884
1569,1.933884
1570,1.933884
1571,1.933884
1572,1.933884
1573,1.933884
1574,1.933884
1575,1.933884
1576,1.933884
1577,1.933884
1578,1.933884
1579,1.933884
1580,1.933884
1581,1.933884
1582,1.933884
1583,1.933884
1584,1.933884
1585,1.933884
1586,1.933884
1587,1.933884
1588,1.933884
1589,1.933884
1590,1.933884
1591,1.933884
1592,1.933884
1593,1.933884
1594,1.933884
1595,1.933884
1596,1.933884
1597,1.933884
1598,1.933884
1599,1.933884
1600,1.933884
1601,1.933884
1602,1.933884
1603,1.933884
1604,1.933884
1605,1.933884
1606,1.933884
1607,1.933884
1608,1.933884
1609,1.933884
1610,1.933884
1611,1.933884
1612,1.933884
1613,1.933884
1614,1.933884
1615,1.933884
1616,1.933884
1617,1.933884
1618,1.933884
1619,1.933884
1620,1.933884
1621,1.933884
1622,1.933884
1623,1.933884
1624,1.933884
1625,1.933884
1626,1.933884
1627,1.933884
1628,1.933884
1629,1.933884
1630,1.933884
1631,1.933884
1632,1.933884
1633,1.933884
1634,1.933884
1635,1.933884
1636,1.933884
1637,1.933884
1638,1.933884
1639,1.933884
1640,1.933884
1641,1.933884
1642,1.933884
1643,1.933884
1644,1.933884
1645,1.933884
1646,1.933884
1647,1.933884
1648,13.16998
1649,13.16998
1650,13.16998
1651,13.16998
1652,13.16998
1653,43.318294
1654,43.318294
1655,43.318294
1656,43.318294
1657,43.318294
1658,13.16998
1659,13.16998
1660,13.16998
1661,13.16998
1662,13.16998
1663,13.16998
1664,13.16998
1665,13.16998
1666,13.16998
1667,13.16998
1668,13.16998
1669,13.16998
1670,13.16998
1671,13.16998
1672,13.16998
1673,13.16998
1674,13.16998
1675,13.16998
1676,13.16998
1677,13.16998
1678,106.736934
1679,106.736934
1680,106.736934
1681,106.736934
1682,106.736934
1683,54.97577
1684,54.97577
1685,54.97577
1686,54.97577
1687,54.97577
1688,13.16998
1689,13.16998
1690,13.16998
1691,13.16998
1692,13.16998
1693,13.16998
1694,13.16998
1695,13.16998
1696,13.16998
1697,13.16998
1698,13.16998
1699,13.16998
1700,13.16998
1701,13.16998
1702,13.16998
1703,13.16998
1704,13.16998
1705,13.16998
1706,13.16998
1707,13.16998
1708,13.16998
1709,13.16998
1710,13.16998
1711,13.16998
1712,13.16998
1713,13.16998
1714,13.16998
1715,13.16998
1716,13.16998
1717,13.16998
1718,13.16998
1719,13.16998
1720,13.16998
1721,13.16998
1722,13.16998
1723,43.318294
1724,43.318294
1725,43.318294
1726,43.318294
1727,43.318294
1728,13.16998
1729,13.16998
1730,13.16998
1731,13.16998
1732,13.16998
1733,13.16998
1734,13.16998
1735,13.16998
1736,13.16998
1737,13.16998
1738,13.16998
1739,13.16998
1740,13.16998
1741,13.16998
1742,13.16998
1743,13.16998
1744,13.16998
1745,13.16998
1746,13.16998
1747,13.16998
1748,13.16998
1749,13.16998
1750,13.16998
1751,13.16998
1752,13.16998
1753,13.16998
1754,13.16998
1755,13.16998
1756,13.16998
1757,13.16998
1758,13.16998
1759,13.16998
1760,13.16998
1761,13.16998
1762,13.16998
1763,13.16998
1764,13.16998
1765,13.16998
1766,13.16998
1767,13.16998
1768,34.773693
1769,34.773693
1770,34.773693
1771,34.773693
1772,34.773693
1773,125.082993
1774,125.082993
1775,125.082993
1776,125.082993
1777,125.082993
1778,125.082993
1779,125.082993
1780,125.082993
1781,125.082993
1782,125.082993
1783,201.01417
1784,201.01417
1785,201.01417
1786,201.01417
1787,201.01417
1788,34.773693
1789,34.773693
1790,34.773693
1791,34.773693
1792,34.773693
1793,34.773693
1794,34.773693
1795,34.773693
1796,34.773693
1797,34.773693
1798,34.773693
1799,34.773693
1800,34.773693
1801,34.773693
1802,34.773693
1803,34.773693
1804,34.773693
1805,34.773693
1806,34.773693
1807,34.773693
1808,1.933884
1809,1.933884
1810,1.933884
1811,1.933884
1812,1.933884
1813,1.933884
1814,1.933884
1815,1.933884
1816,1.933884
1817,1.933884
1818,1.933884
1819,1.933884
1820,1.933884
1821,1.933884
1822,1.933884
1823,1.933884
1824,1.933884
1825,1.933884
1826,1.933884
1827,1.933884
1828,1.933884
1829,1.933884
1830,1.933884
1831,1.933884
1832,1.933884
1833,1.933884
1834,1.933884
1835,1.933884
1836,1.933884
1837,1.933884
1838,1.933884
1839,1.933884
1840,1.933884
1841,1.933884
1842,1.933884
1843,1.933884
1844,1.933884
1845,1.933884
1846,1.933884
1847,1.933884
1848,71.789602
1849,71.789602
1850,71.789602
1851,71.789602
1852,71.789602
1853,34.773693
1854,34.773693
1855,34.773693
1856,34.773693
1857,34.773693
1858,34.773693
1859,34.773693
1860,34.773693
1861,34.773693
