bb_idx,MT_MHCSeqNet,WT_MHCSeqNet
845,0.6505642,0.4132814
846,0.7188552,0.17857993
847,0.6361424,0.94766545
848,0.49957198,0.7559304
849,0.42787963,0.43366128
850,0.80489707,0.73910147
851,0.16265488,0.22823635
852,0.32273668,0.15346569
853,0.5750983,0.7590443
854,0.5571119,0.8014845
855,0.99843633,0.92187774
856,0.9952593,0.9941345
857,0.5659948,0.6173275
858,0.29715073,0.11368224
859,0.45215893,0.39458406
860,0.5987381,0.22957501
861,0.9912357,0.9800314
862,0.9744274,0.9700588
863,0.7972569,0.8014302
864,0.18218476,0.2229571
865,0.893049,0.60088974
866,0.3621102,0.14754176
867,0.96732587,0.76778305
868,0.66923565,0.6676016
869,0.8729844,0.49664474
870,0.9113492,0.6144651
871,0.6268209,0.82351446
872,0.44688138,0.41145575
873,0.879499,0.840176
874,0.95497453,0.8774878
875,0.79513365,0.81117785
876,0.9781763,0.9060951
877,0.8997251,0.84181094
878,0.8817339,0.71477437
879,0.9279132,0.92184496
880,0.9951835,0.98895144
881,0.9431611,0.90120375
882,0.67094934,0.7509487
883,0.69348913,0.7494317
884,0.6148741,0.35564035
885,0.9557153,0.969698
886,0.97978085,0.98189485
887,0.9100814,0.9264487
888,0.505336,0.4359493
889,0.6177329,0.6073865
890,0.17732972,0.09172431
891,0.9153851,0.9368322
892,0.98208046,0.9804841
893,0.70151377,0.7338234
894,0.8510329,0.8271742
895,0.32481462,0.3143685
896,0.5652195,0.32764035
897,0.85282135,0.89117134
898,0.92379963,0.95751953
899,0.80205286,0.76904166
900,0.29126,0.32884014
901,0.5084141,0.52752906
902,0.1825782,0.38143018
903,0.7969923,0.6176334
904,0.88834834,0.7195236
905,0.30631214,0.32977867
906,0.90178096,0.7150067
907,0.83159137,0.27179655
908,0.7298297,0.35536173
909,0.94862646,0.8678056
910,0.8482983,0.7572744
911,0.9331672,0.5971864
912,0.4437779,0.6783601
913,0.9955142,0.95739985
914,0.49985176,0.96489453
915,0.80814266,0.835183
916,0.9324284,0.96215117
917,0.28867087,0.6767192
918,0.5732286,0.55874306
919,0.9214519,0.8603035
920,0.85582113,0.7036956
921,0.9672781,0.9690877
922,0.99426454,0.97412705
923,0.7225683,0.77007926
924,0.8271363,0.775115
925,0.9971948,0.98971164
926,0.79671866,0.7218281
927,0.99449533,0.9888976
928,0.99922657,0.990995
929,0.97317505,0.9520392
930,0.3896561,0.18455818
931,0.98735654,0.97926754
932,0.7904984,0.31071764
933,0.99754894,0.99697953
934,0.99000204,0.97002304
935,0.9574113,0.90406895
936,0.91303706,0.88713646
937,0.9170287,0.8228725
938,0.99938977,0.9693382
939,0.9723803,0.9899011
940,0.9994097,0.999411
941,0.97261083,0.9632046
942,0.76544607,0.92028666
943,0.948532,0.94724
944,0.98978364,0.9597132
945,0.8833144,0.95722854
946,0.9058062,0.9455813
947,0.79163134,0.7676997
948,0.39288083,0.7067488
949,0.2969702,0.24888006
950,0.9970873,0.99871707
951,0.9114861,0.9086597
952,0.9993017,0.9988415
953,0.92325103,0.7768034
954,0.2512405,0.6805622
955,0.91592026,0.65696746
956,0.9116366,0.9336865
957,0.75524247,0.76269054
958,0.98071164,0.993644
959,0.8020167,0.5768108
960,0.72462326,0.6002399
961,0.9749255,0.9746156
962,0.4329471,0.8128208
963,0.9813795,0.99793077
964,0.9567386,0.9136629
965,0.90562236,0.97996247
966,0.98067105,0.9855701
967,0.8696558,0.9396213
968,0.98816895,0.95016265
969,0.9995779,0.9995134
970,0.99892527,0.9992904
971,0.97793156,0.9251108
972,0.9990104,0.9996728
973,0.9408436,0.9389861
974,0.982599,0.9859698
975,0.9969171,0.9969241
976,0.9981729,0.9975005
977,0.88806736,0.8182268
978,0.97344875,0.9536346
979,0.9481108,0.9804194
980,0.8361409,0.8370061
981,0.9972899,0.9985156
982,0.9971024,0.9962349
983,0.80175406,0.8034032
984,0.64299417,0.9035685
985,0.85129225,0.94458175
986,0.9958897,0.99689186
987,0.9999623,0.99999046
