bb_idx,MT_MHCnuggets,WT_MHCnuggets
7324,-30093.41,-23266.39
7325,-34533.51,-34886.57
7326,-21733.96,-29713.32
7327,-827.2,-9307.83
7328,-7830.19,-418.77
7329,-5651.05,-5647.62
7330,-25205.63,-27926.76
7331,-35837.11,-34416.48
7332,-25896.02,-26221.4
7333,-67.9,-1983.81
7334,-729.46,-2238.03
7335,-5657.84,-5635.7
7336,-14907.26,-18848.38
7337,-33035.69,-26393.89
7338,-26795.39,-28838.28
7339,-2996.71,-8252.0
7340,-1865.62,-3099.57
7341,-5631.5,-5642.09
7342,-25778.66,-26987.49
7343,-28685.73,-25635.73
7344,-33812.67,-32662.38
7345,-7654.53,-10244.73
7346,-5355.57,-2211.54
7347,-5696.12,-5694.59
7348,-23368.78,-22731.19
7349,-27613.23,-26310.53
7350,-30352.77,-30945.31
7351,-3509.31,-5409.29
7352,-2134.33,-398.43
7353,-5656.97,-5663.39
7354,-17238.07,-17749.93
7355,-24849.0,-32028.91
7356,-34008.89,-34102.17
7357,-2456.86,-4562.3
7358,-3101.4,-2668.87
7359,-5633.2,-5637.26
7360,-28679.59,-28658.45
7361,-28983.36,-28791.8
7362,-27555.22,-28274.67
7363,-286.08,-361.45
7364,-10611.81,-9664.41
7365,-5636.91,-5639.42
7366,-27574.2,-28115.68
7367,-33589.31,-33879.13
7368,-25825.18,-26443.84
7369,-37.64,-815.28
7370,-11508.68,-16289.41
7371,-5669.54,-5669.49
7372,-24212.83,-23226.7
7373,-26557.24,-33681.07
7374,-10321.79,-9045.11
7375,-38.23,-7307.52
7376,-1764.52,-1723.85
7377,-5634.11,-5661.3
7378,-28033.51,-25703.11
7379,-36406.58,-36805.04
7380,-31843.22,-28486.5
7381,-88.46,-11819.64
7382,-2836.21,-55.93
7383,-5634.22,-5649.9
7384,-24290.28,-16945.61
7385,-23205.25,-33162.1
7386,-24421.41,-20355.71
7387,-44.02,-989.56
7388,-1336.24,-2420.35
7389,-5649.29,-5636.13
7390,-25410.55,-22899.65
7391,-35087.79,-34649.92
7392,-30951.83,-33312.15
7393,-8049.01,-5628.07
7394,-11121.93,-13090.05
7395,-5621.05,-5594.42
7396,-16830.37,-17075.79
7397,-21609.11,-30370.78
7398,-31665.06,-32634.92
7399,-6676.21,-8532.32
7400,-446.81,-170.53
7401,-5631.02,-5629.06
7402,-26659.45,-26197.67
7403,-35956.55,-36868.99
7404,-30945.01,-31583.1
7405,-7611.69,-7106.65
7406,-1201.04,-1257.9
7407,-5660.11,-5654.68
7408,-25769.69,-25336.71
7409,-37519.46,-37768.47
7410,-28172.03,-30591.17
7411,-3355.79,-2269.15
7412,-3798.0,-3328.73
7413,-5649.0,-5649.16
7414,-20256.16,-19020.27
7415,-36094.21,-36045.3
7416,-10362.89,-14818.29
7417,-1127.76,-874.33
7418,-14443.77,-13549.9
7419,-5619.69,-5620.67
7420,-13533.87,-13870.95
7421,-34095.45,-33901.9
7422,-32951.1,-33639.36
7423,-5072.25,-4893.48
7424,-4655.78,-5135.36
7425,-5605.41,-5607.94
7426,-24161.08,-20137.45
7427,-29574.13,-31244.12
7428,-30616.86,-31425.33
7429,-4539.37,-5736.08
7430,-257.66,-386.62
7431,-5633.18,-5636.48
7432,-21479.44,-11375.38
7433,-34998.62,-36095.54
7434,-32816.03,-32923.1
7435,-3863.79,-5133.48
7436,-542.69,-1457.4
7437,-5652.31,-5644.42
7438,-6559.8,-2266.93
7439,-1165.14,-3040.8
7440,-17950.37,-17938.85
7441,-2424.07,-1700.89
7442,-1132.3,-3010.24
7443,-5617.97,-5638.92
7444,-14412.62,-10928.28
7445,-30698.17,-30166.94
7446,-22924.25,-24919.8
7447,-601.57,-388.2
7448,-2265.9,-1743.89
7449,-5630.09,-5664.0
7450,-22168.04,-26345.58
7451,-28897.68,-27649.91
7452,-31745.66,-31584.0
7453,-731.96,-1775.76
7454,-8095.76,-4665.04
7455,-5651.41,-5660.28
7456,-13855.73,-16898.08
7457,-20629.94,-19115.9
7458,-29274.02,-27990.04
7459,-1425.56,-1995.25
7460,-445.24,-389.62
7461,-5640.18,-5649.78
7462,-24520.38,-25860.68
7463,-28065.44,-29493.29
7464,-29458.82,-30476.05
7465,-213.49,-187.98
7466,-1239.87,-1180.32
7467,-5602.96,-5604.75
7468,-27543.57,-27353.39
7469,-35233.73,-35268.57
7470,-33700.44,-32441.36
7471,-28.7,-30.11
7472,-394.12,-197.63
7473,-5616.95,-5648.59
7474,-24336.15,-23883.99
7475,-33605.07,-33506.2
7476,-28815.3,-30588.07
7477,-2564.44,-2545.46
7478,-281.32,-420.36
7479,-5648.57,-5650.58
7480,-28439.7,-28271.2
7481,-36209.76,-35584.28
7482,-29298.18,-23026.69
7483,-80.63,-71.07
7484,-85.23,-110.15
7485,-5622.64,-5622.44
7486,-26821.66,-26614.36
7487,-33740.21,-33117.4
7488,-26084.14,-9288.43
7489,-109.91,-111.14
7490,-8274.86,-9554.7
7491,-5627.66,-5632.56
7492,-11262.02,-6160.38
7493,-34083.32,-32343.01
7494,-24398.49,-27181.96
7495,-21.68,-69.9
7496,-4539.06,-4747.98
7497,-5607.96,-5547.81
7498,-30273.84,-29192.01
7499,-22275.74,-27301.8
7500,-22424.13,-24869.03
7501,-2104.37,-470.68
7502,-98.37,-59.96
7503,-5641.37,-5643.81
7504,-30315.45,-30167.17
7505,-31490.81,-28822.04
7506,-32482.13,-32817.11
7507,-66.23,-19.2
7508,-11407.93,-4450.21
7509,-5535.35,-5566.52
7510,-27351.01,-28510.26
7511,-16326.44,-13912.78
7512,-31217.88,-30045.63
7513,-488.18,-346.7
7514,-12.11,-17.31
7515,-5650.02,-5659.74
7516,-23616.29,-24845.3
7517,-34749.73,-32234.62
7518,-32492.87,-32406.27
7519,-918.11,-493.1
7520,-6229.0,-6450.8
7521,-5640.11,-5641.86
7522,-22777.47,-22073.71
7523,-32353.08,-29077.96
7524,-29084.86,-29105.38
7525,-825.17,-512.76
7526,-61.37,-65.99
7527,-5621.28,-5624.02
7528,-27485.29,-25933.42
7529,-16674.8,-7963.44
7530,-27967.53,-28697.35
7531,-1305.85,-523.76
7532,-14751.41,-15827.62
7533,-5625.14,-5626.53
7534,-28104.6,-28258.44
7535,-20668.94,-10524.58
7536,-29548.12,-30086.34
7537,-6563.87,-3232.26
7538,-15768.95,-18064.99
7539,-5614.35,-5608.62
7540,-23744.62,-28636.62
7541,-14957.76,-14463.38
7542,-25543.21,-27031.18
7543,-4636.2,-497.24
7544,-12074.97,-18568.3
7545,-5715.13,-5661.49
7546,-27332.78,-29398.81
7547,-35568.7,-14228.64
7548,-30836.95,-30922.45
7549,-10315.22,-2622.74
7550,-406.68,-365.59
7551,-5657.12,-5653.93
7552,-28768.86,-29007.98
7553,-13243.42,-10548.56
7554,-26651.19,-28108.98
7555,-75.6,-210.0
7556,-1598.15,-4514.57
7557,-5623.43,-5617.32
7558,-27339.15,-26953.4
7559,-11739.01,-13680.31
7560,-28883.68,-27334.89
7561,-43.61,-253.25
7562,-4962.96,-6090.37
7563,-5631.04,-5636.35
7564,-28708.6,-28761.9
7565,-19928.68,-30002.07
7566,-33265.42,-32234.5
7567,-2036.59,-3064.3
7568,-1190.25,-1085.56
7569,-5650.8,-5648.3
7570,-25490.6,-26727.64
7571,-1708.88,-2596.27
7572,-26130.09,-23682.86
7573,-626.97,-522.64
7574,-4689.5,-2298.26
7575,-5657.9,-5657.83
7576,-21430.49,-24999.3
7577,-33938.6,-35307.77
7578,-30193.73,-29168.28
7579,-586.13,-385.65
7580,-6129.42,-4100.11
7581,-5648.17,-5644.63
7582,-25083.23,-27720.71
7583,-8432.51,-9097.1
7584,-30448.13,-30620.02
7585,-2132.79,-1297.38
7586,-9525.55,-4816.44
7587,-5646.84,-5641.87
7588,-26948.09,-27905.1
7589,-3810.37,-10081.73
7590,-26002.65,-25047.47
7591,-3734.9,-1860.65
7592,-12016.91,-10403.96
7593,-5642.58,-5648.87
7594,-29634.51,-28591.18
7595,-26696.87,-33045.64
7596,-31509.59,-31441.18
7597,-606.05,-645.83
7598,-7893.55,-8293.69
7599,-5567.14,-5734.16
7600,-28869.99,-25914.25
7601,-26741.06,-28902.76
7602,-32792.83,-32960.73
7603,-2003.9,-1940.51
7604,-1646.06,-2873.68
7605,-5636.81,-5656.78
7606,-27026.38,-26938.43
7607,-31849.41,-31792.95
7608,-30665.82,-30184.5
7609,-265.82,-1509.11
7610,-10684.45,-13107.19
7611,-5686.57,-5711.87
7612,-27562.02,-28700.76
7613,-35394.73,-35138.1
7614,-31718.09,-32672.45
7615,-388.25,-1006.55
7616,-26.54,-20.75
7617,-5656.96,-5490.95
7618,-6873.53,-8711.92
7619,-36137.76,-36160.42
7620,-14976.79,-19830.61
7621,-2231.02,-2751.58
7622,-1924.75,-441.05
7623,-5660.29,-5655.97
7624,-26828.3,-27118.57
7625,-35172.1,-36068.03
7626,-25164.06,-25676.0
7627,-265.15,-259.74
7628,-565.47,-432.96
7629,-5650.97,-5653.14
7630,-22360.21,-23152.61
7631,-24131.25,-25249.16
7632,-22509.83,-20371.49
7633,-211.74,-319.13
7634,-897.37,-200.57
7635,-5585.8,-5582.58
7636,-29229.75,-29271.1
7637,-227.08,-278.62
7638,-27781.81,-26158.68
7639,-97.49,-182.51
7640,-6413.93,-3167.34
7641,-5640.14,-5637.15
7642,-27387.0,-27461.4
7643,-22355.23,-25716.89
7644,-30695.34,-29541.58
7645,-2790.39,-7930.16
7646,-7299.37,-7885.57
7647,-5644.37,-5641.81
7648,-24779.85,-23873.53
7649,-35137.24,-32578.17
7650,-28999.28,-28372.12
7651,-2759.38,-5788.17
7652,-6789.62,-6342.86
7653,-5660.45,-5674.24
7654,-29088.42,-27869.69
7655,-21566.69,-21668.62
7656,-27398.03,-24153.98
7657,-2369.34,-4352.13
7658,-87.33,-384.65
7659,-13922.42,-13198.72
7660,-38853.09,-37759.68
7661,-5786.92,-6001.25
7662,-27013.68,-14298.24
7663,-16602.46,-17660.59
7664,-33942.79,-34330.24
7665,-6029.12,-6029.18
7666,-24922.74,-26739.41
7667,-10837.51,-9488.64
7668,-38610.3,-38864.42
7669,-6003.17,-6039.45
7670,-35430.73,-35597.05
7671,-6939.14,-4754.01
7672,-39464.58,-39443.62
7673,-5837.48,-5813.08
7674,-38990.03,-39190.52
7675,-2066.01,-1493.59
7676,-36467.44,-35513.79
7677,-5953.99,-5958.28
7678,-19275.17,-18670.7
7679,-16682.09,-17565.11
7680,-6267.22,-7460.61
7681,-6027.54,-6023.91
7682,-10514.89,-9532.01
7683,-11137.78,-10550.98
7684,-35823.47,-35067.21
7685,-6061.89,-6065.23
7686,-13302.85,-10268.84
7687,-21064.41,-20435.19
7688,-40404.27,-40299.73
7689,-518.59,-2155.7
7690,-42025.55,-41800.66
7691,-9041.58,-10395.39
7692,-39681.77,-26032.79
7693,-6024.71,-6035.02
7694,-31572.41,-35650.89
7695,-13426.31,-13809.74
7696,-23109.44,-24879.89
7697,-5999.85,-6003.19
7698,-34707.89,-38770.51
7699,-14903.08,-17951.61
7700,-25067.82,-29172.74
7701,-5999.47,-5992.23
7702,-30455.33,-30947.4
7703,-9671.58,-8947.72
7704,-31836.68,-32791.75
7705,-5983.87,-5990.43
7706,-22561.75,-11691.51
7707,-10544.2,-10992.61
7708,-39428.63,-39472.77
7709,-5842.39,-5880.15
7710,-26186.96,-19728.8
7711,-11377.32,-9880.31
7712,-35589.77,-35572.21
7713,-6035.98,-6042.28
7714,-1676.32,-515.78
7715,-18639.89,-18738.48
7716,-1245.49,-1544.98
7717,-6015.91,-6017.02
7718,-35627.59,-33198.28
7719,-14085.93,-12874.9
7720,-36007.16,-36598.94
7721,-6009.63,-6019.66
7722,-30242.1,-25109.64
7723,-13793.04,-13315.11
7724,-14989.69,-17367.6
7725,-5990.13,-5985.59
7726,-19558.15,-13589.51
7727,-16724.04,-17407.85
7728,-37732.25,-37630.58
7729,-6028.64,-6030.33
7730,-38816.12,-36836.16
7731,-15169.51,-13648.93
7732,-37736.54,-37803.08
7733,-5868.84,-5739.17
7734,-25618.09,-33268.68
7735,-13351.93,-14027.32
7736,-39426.51,-39216.66
7737,-6007.8,-5999.94
7738,-25624.7,-20559.99
7739,-13922.42,-13198.72
7740,-38853.09,-37759.68
7741,-5786.92,-6001.25
7742,-27013.68,-14298.24
7743,-16602.46,-17660.59
7744,-33942.79,-34330.24
7745,-6029.12,-6029.18
7746,-24922.74,-26739.41
7747,-10837.51,-9488.64
7748,-38610.3,-38864.42
7749,-6003.17,-6039.45
7750,-35430.73,-35597.05
7751,-6939.14,-4754.01
7752,-39464.58,-39443.62
7753,-5837.48,-5813.08
7754,-38990.03,-39190.52
7755,-2066.01,-1493.59
7756,-36467.44,-35513.79
7757,-5953.99,-5958.28
7758,-19275.17,-18670.7
7759,-16682.09,-17565.11
7760,-6267.22,-7460.61
7761,-6027.54,-6023.91
7762,-10514.89,-9532.01
7763,-11137.78,-10550.98
7764,-35823.47,-35067.21
7765,-6061.89,-6065.23
7766,-13302.85,-10268.84
7767,-21064.41,-20435.19
7768,-40404.27,-40299.73
7769,-518.59,-2155.7
7770,-42025.55,-41800.66
7771,-9041.58,-10395.39
7772,-39681.77,-26032.79
7773,-6024.71,-6035.02
7774,-31572.41,-35650.89
7775,-13426.31,-13809.74
7776,-23109.44,-24879.89
7777,-5999.85,-6003.19
7778,-34707.89,-38770.51
7779,-8886.29,-11785.92
7780,-37821.39,-35760.58
7781,-6013.99,-6038.67
7782,-11760.98,-18189.95
7783,-11085.97,-11678.93
7784,-35087.34,-36070.93
7785,-6021.88,-6013.36
7786,-18090.96,-19317.27
7787,-14766.91,-15393.23
7788,-38567.98,-38761.3
7789,-6060.53,-6070.0
7790,-31073.9,-28809.86
7791,-13287.92,-14812.17
7792,-36863.9,-36908.74
7793,-6033.74,-6028.39
7794,-36803.75,-33845.52
7795,-14910.44,-16064.62
7796,-34390.39,-33811.7
7797,-6025.24,-6029.19
7798,-39460.15,-39942.12
7799,-18546.11,-18683.93
7800,-28880.69,-28023.82
7801,-5995.1,-5973.5
7802,-38556.66,-38513.33
7803,-12244.86,-13667.42
7804,-38751.26,-38806.17
7805,-5801.34,-5825.02
7806,-32785.89,-33556.66
7807,-19812.78,-20237.96
7808,-39500.61,-39731.79
7809,-5822.12,-5848.41
7810,-32992.39,-26050.12
7811,-8516.49,-10897.3
7812,-31940.12,-34475.78
7813,-5702.67,-6046.43
7814,-35450.98,-32500.56
7815,-2942.67,-6187.47
7816,-35467.13,-36254.18
7817,-5782.23,-5772.49
7818,-36216.34,-39091.62
7819,-5812.84,-7301.09
7820,-35112.91,-35795.66
7821,-6033.5,-6044.79
7822,-29885.19,-26394.48
7823,-6384.49,-4268.73
7824,-12105.36,-4249.46
7825,-6019.23,-6030.14
7826,-21533.36,-25664.26
7827,-17355.03,-18141.33
7828,-2758.42,-1346.14
7829,-6055.94,-6047.68
7830,-39263.62,-41719.77
7831,-10020.97,-9899.43
7832,-38660.14,-38413.25
7833,-5989.1,-6006.11
7834,-37101.47,-35668.29
7835,-9111.3,-9961.53
7836,-39468.2,-39362.84
7837,-6031.85,-6035.22
7838,-27001.23,-23323.5
7839,-20179.3,-20221.14
7840,-40052.1,-40078.19
7841,-6017.34,-6024.8
7842,-40421.74,-39673.29
7843,-10325.0,-9874.72
7844,-39675.09,-39583.39
7845,-6024.83,-6020.86
7846,-38356.2,-37362.43
7847,-4914.6,-3860.92
7848,-36463.19,-27955.94
7849,-6038.16,-6037.19
7850,-36129.2,-35402.59
7851,-15399.12,-15936.93
7852,-33760.82,-2315.35
7853,-6014.41,-6023.63
7854,-31218.73,-37535.1
7855,-6240.51,-6220.5
7856,-39345.5,-39165.48
7857,-6035.03,-6041.04
7858,-37733.65,-39605.19
7859,-13922.42,-13198.72
7860,-38853.09,-37759.68
7861,-5786.92,-6001.25
7862,-27013.68,-14298.24
7863,-16602.46,-17660.59
7864,-33942.79,-34330.24
7865,-6029.12,-6029.18
7866,-24922.74,-26739.41
7867,-10837.51,-9488.64
7868,-38610.3,-38864.42
7869,-6003.17,-6039.45
7870,-35430.73,-35597.05
7871,-6939.14,-4754.01
7872,-39464.58,-39443.62
7873,-5837.48,-5813.08
7874,-38990.03,-39190.52
7875,-2066.01,-1493.59
7876,-36467.44,-35513.79
7877,-5953.99,-5958.28
7878,-19275.17,-18670.7
7879,-16682.09,-17565.11
7880,-6267.22,-7460.61
7881,-6027.54,-6023.91
7882,-10514.89,-9532.01
7883,-11137.78,-10550.98
7884,-35823.47,-35067.21
7885,-6061.89,-6065.23
7886,-13302.85,-10268.84
7887,-21064.41,-20435.19
7888,-40404.27,-40299.73
7889,-518.59,-2155.7
7890,-42025.55,-41800.66
7891,-9041.58,-10395.39
7892,-39681.77,-26032.79
7893,-6024.71,-6035.02
7894,-31572.41,-35650.89
7895,-13426.31,-13809.74
7896,-23109.44,-24879.89
7897,-5999.85,-6003.19
7898,-34707.89,-38770.51
7899,-9168.15,-6346.3
7900,-39834.72,-39354.26
7901,-6006.87,-6009.69
7902,-26884.03,-27827.28
7903,-10935.87,-12448.61
7904,-39446.87,-38947.55
7905,-5985.79,-5972.6
7906,-33692.85,-38542.27
7907,-10862.44,-8125.64
7908,-40152.64,-40147.72
7909,-6034.98,-6020.21
7910,-35649.1,-36238.92
7911,-4900.04,-5292.66
7912,-39488.1,-39416.11
7913,-5989.86,-5991.53
7914,-27756.15,-34185.11
7915,-10731.86,-8175.15
7916,-39366.91,-39406.37
7917,-6019.81,-6018.82
7918,-30423.31,-26611.3
7919,-9379.74,-9540.54
7920,-39318.24,-39146.01
7921,-6048.46,-6037.66
7922,-32231.99,-28870.61
7923,-18916.12,-18359.5
7924,-39308.43,-39250.88
7925,-6010.45,-5993.37
7926,-24261.94,-27470.7
7927,-15998.24,-15411.72
7928,-32378.72,-33996.53
7929,-6020.18,-6020.69
7930,-7205.01,-3458.23
7931,-5306.47,-6794.04
7932,-29596.68,-21610.71
7933,-5989.16,-6023.88
7934,-23313.42,-25517.48
7935,-19881.4,-18225.06
7936,-3965.65,-1656.38
7937,-6032.6,-6021.54
7938,-41348.54,-41040.47
7939,-11150.9,-12455.75
7940,-33502.58,-38114.05
7941,-6032.26,-6036.52
7942,-16040.66,-24752.9
7943,-16634.48,-15953.69
7944,-36120.64,-36109.72
7945,-6003.43,-6005.79
7946,-7220.73,-7267.49
7947,-11434.72,-10452.73
7948,-38542.37,-38167.66
7949,-5832.75,-5819.9
7950,-28155.54,-21144.38
7951,-9589.18,-10906.23
7952,-39338.43,-39522.47
7953,-5998.15,-5996.02
7954,-30702.62,-24641.55
7955,-9916.7,-10977.4
7956,-29811.57,-30949.18
7957,-5980.3,-6036.39
7958,-25235.72,-18205.4
7959,-17851.55,-19390.01
7960,-35294.53,-36933.14
7961,-6045.96,-6049.07
7962,-29822.87,-30461.02
7963,-10737.84,-13739.09
7964,-21328.66,-22168.43
7965,-6016.96,-6021.21
7966,-23141.08,-31499.94
7967,-8245.27,-10095.13
7968,-37909.51,-38048.95
7969,-5840.1,-5835.53
7970,-18623.98,-20482.21
7971,-3589.0,-9365.99
7972,-37627.84,-27359.25
7973,-5743.51,-5968.44
7974,-18743.34,-23745.8
7975,-12236.68,-13193.29
7976,-36481.8,-36489.34
7977,-6003.57,-6007.89
7978,-5561.82,-3579.98
7979,-17170.79,-3861.05
7980,-35628.86,-26628.6
7981,-6057.37,-5838.7
7982,-39306.36,-35670.78
7983,-19014.04,-15431.49
7984,-39909.22,-39786.01
7985,-5976.98,-5997.59
7986,-42633.48,-30304.13
7987,-19230.0,-16288.93
7988,-39079.66,-39052.29
7989,-5977.95,-6030.96
7990,-37599.2,-11351.42
7991,-14668.91,-17382.42
7992,-38573.99,-39490.22
7993,-5986.27,-5995.83
7994,-37799.77,-30711.51
7995,-9978.44,-9864.75
7996,-32696.17,-35120.08
7997,-6090.38,-6088.33
7998,-22363.62,-6647.88
7999,-10364.5,-11660.84
8000,-37689.99,-38139.72
8001,-6071.45,-6087.15
8002,-19298.54,-20723.67
8003,-18420.85,-16730.63
8004,-9887.71,-15172.3
8005,-6040.16,-6038.94
8006,-76.33,-157.42
8007,-14865.65,-11790.87
8008,-2353.28,-6588.98
8009,-6057.03,-6045.75
8010,-31754.25,-14911.44
8011,-14426.41,-13271.19
8012,-36576.22,-37639.5
8013,-6022.38,-6038.94
8014,-37231.49,-32931.95
8015,-13722.0,-11849.7
8016,-39765.39,-39307.89
8017,-5985.22,-5948.42
8018,-35470.64,-30982.45
8019,-5588.7,-5613.86
8020,-31718.42,-29925.65
8021,-29975.92,-31716.49
8022,-5606.28,-5599.75
8023,-32170.81,-32898.8
8024,-27977.18,-29786.7
8025,-5601.87,-5601.78
8026,-32247.19,-31857.43
8027,-28599.92,-30394.65
8028,-5553.2,-5565.11
8029,-25022.26,-26282.09
8030,-15821.66,-19440.33
8031,-5661.26,-5637.84
8032,-24612.02,-24296.74
8033,-25159.22,-27235.02
8034,-5566.08,-5563.34
8035,-31990.41,-32466.47
8036,-32497.92,-31405.06
8037,-5560.61,-5560.84
8038,-29410.08,-30228.8
8039,-26053.12,-23251.05
8040,-5613.12,-5612.59
8041,-30763.31,-32515.31
8042,-28643.53,-23418.03
8043,-5590.61,-5592.9
8044,-31245.64,-31532.67
8045,-28281.82,-25057.35
8046,-5579.26,-5582.87
8047,-28385.17,-26921.15
8048,-28596.71,-25984.69
8049,-5661.99,-5705.41
8050,-26635.91,-28478.92
8051,-1316.54,-9770.81
8052,-5657.7,-5662.4
8053,-30941.18,-33884.6
8054,-17951.48,-25788.12
8055,-5480.53,-5565.44
8056,-15882.49,-18032.94
8057,-16719.86,-18342.29
8058,-5621.75,-5615.39
8059,-18258.58,-22355.33
8060,-18680.47,-19858.72
8061,-5616.71,-5612.52
8062,-10210.33,-15221.66
8063,-4114.03,-4159.65
8064,-5624.24,-5630.54
8065,-10635.17,-15745.1
8066,-3635.33,-4554.09
8067,-5607.26,-5612.63
8068,-19716.18,-23319.65
8069,-12066.67,-15127.51
8070,-5690.54,-5657.56
8071,-24198.39,-28314.11
8072,-26817.97,-28122.41
8073,-5605.99,-5605.33
8074,-17576.59,-20122.01
8075,-22971.86,-21079.39
8076,-5613.95,-5609.6
8077,-21493.25,-20776.1
8078,-15709.51,-15531.27
8079,-5654.11,-5655.4
8080,-25629.42,-33063.77
8081,-17017.2,-29181.37
8082,-5591.48,-5586.41
8083,-12753.7,-14035.52
8084,-22847.31,-26170.86
8085,-5610.32,-5608.55
8086,-11743.03,-13985.05
8087,-13283.97,-12024.32
8088,-5584.58,-5583.87
8089,-16288.46,-18394.7
8090,-8857.33,-10293.34
8091,-5587.03,-5588.04
8092,-13438.76,-14455.27
8093,-6394.24,-7326.96
8094,-5546.41,-5549.58
8095,-7164.27,-6714.23
8096,-16456.97,-18316.5
8097,-5594.87,-5595.17
8098,-17945.59,-18399.42
8099,-17712.81,-20241.63
8100,-5615.66,-5614.23
8101,-16469.58,-14617.35
8102,-15901.43,-16341.05
8103,-5607.66,-5608.03
8104,-19524.1,-18625.41
8105,-12575.77,-13976.12
8106,-5581.81,-5582.21
8107,-15476.82,-14058.04
8108,-26398.14,-27458.39
8109,-5590.75,-5605.19
8110,-14843.29,-18476.54
8111,-24982.68,-26158.01
8112,-5607.34,-5616.95
8113,-22230.57,-26726.15
8114,-29528.07,-32092.66
8115,-5606.37,-5612.87
8116,-13416.35,-12805.83
8117,-30553.43,-29087.43
8118,-5625.17,-5629.66
8119,-25961.2,-25592.9
8120,-32506.8,-30527.49
8121,-5566.73,-5570.44
8122,-28815.76,-27905.94
8123,-31610.85,-30263.79
8124,-5632.0,-5633.89
8125,-30846.59,-28983.95
8126,-32215.79,-30445.04
8127,-5590.4,-5590.28
8128,-23165.02,-17368.54
8129,-29480.33,-27001.29
8130,-5597.53,-5601.65
8131,-21839.2,-21686.46
8132,-828.39,-9266.68
8133,-5592.66,-5590.81
8134,-23855.9,-19470.8
8135,-3113.1,-25170.84
8136,-5616.24,-5601.34
8137,-31717.46,-28511.43
8138,-19849.11,-28335.3
8139,-5599.6,-5585.05
8140,-30299.22,-31300.9
8141,-25625.73,-20728.61
8142,-5587.38,-5558.38
8143,-31341.52,-29746.76
8144,-20817.75,-18029.55
8145,-5608.95,-5612.15
8146,-23634.65,-26353.28
8147,-18566.4,-17904.7
8148,-5609.39,-5621.81
8149,-32944.55,-33597.07
8150,-28220.96,-27870.8
8151,-5612.11,-5612.26
8152,-30165.19,-31263.37
8153,-31923.33,-31606.79
8154,-5629.55,-5628.54
8155,-32034.69,-33035.78
8156,-30458.68,-31439.1
8157,-5692.37,-5646.01
8158,-30594.22,-32952.17
8159,-21418.69,-26004.92
8160,-5631.95,-5633.06
8161,-28561.82,-30972.93
8162,-16233.19,-18661.91
8163,-5593.45,-5591.87
8164,-24551.69,-27199.56
8165,-21385.27,-24420.14
8166,-5608.69,-5602.72
8167,-26765.18,-26844.67
8168,-16891.9,-20299.58
8169,-5617.25,-5604.33
8170,-32612.55,-32254.19
8171,-26781.41,-25821.98
8172,-5593.41,-5611.69
8173,-21922.4,-26367.12
8174,-16789.38,-19378.09
8175,-5593.41,-5596.78
8176,-24510.74,-23817.35
8177,-2882.7,-1977.94
8178,-5588.07,-5586.25
8179,-30191.58,-31631.91
8180,-23289.45,-22801.27
8181,-5613.2,-5610.9
8182,-27068.61,-27575.45
8183,-26894.35,-28588.3
8184,-5597.29,-5597.81
8185,-28479.15,-29867.06
8186,-29099.54,-29833.57
8187,-5606.56,-5603.1
8188,-30173.55,-31963.98
8189,-31593.31,-31209.06
8190,-5577.28,-5575.91
8191,-14691.55,-16449.74
8192,-22278.14,-21249.3
8193,-5597.4,-5595.66
8194,-19383.29,-20347.28
8195,-29205.46,-26686.65
8196,-5604.98,-5604.25
8197,-21531.05,-19889.51
8198,-27989.54,-22978.47
8199,-5458.71,-5448.32
8200,-28623.94,-38690.95
8201,-31880.8,-24950.45
8202,-36308.06,-30363.82
8203,-6510.06,-23043.37
8204,-33279.86,-31399.4
8205,-5441.02,-5450.87
8206,-12228.7,-29159.79
8207,-19205.5,-13304.73
8208,-34013.14,-34096.75
8209,-13471.54,-586.6
8210,-29562.37,-30079.81
8211,-5437.42,-5441.37
8212,-20061.1,-35871.58
8213,-15612.3,-22087.11
8214,-37139.15,-36417.3
8215,-12037.14,-4987.35
8216,-30096.8,-32332.2
8217,-5439.5,-5434.22
8218,-23038.41,-36094.74
8219,-35195.94,-37572.48
8220,-38916.13,-38838.1
8221,-20335.79,-11039.28
8222,-28742.01,-31376.27
8223,-5446.89,-5461.84
8224,-17520.37,-26809.38
8225,-36800.92,-38348.07
8226,-38462.25,-38248.77
8227,-27277.29,-29309.4
8228,-35968.43,-37365.35
8229,-5485.54,-5469.79
8230,-38800.9,-40686.42
8231,-29677.5,-35252.41
8232,-37750.04,-37694.16
8233,-33183.33,-30245.24
8234,-32647.19,-34062.32
8235,-5420.37,-5437.05
8236,-34487.62,-38710.22
8237,-22147.49,-29972.99
8238,-36196.33,-37329.59
8239,-34204.91,-39511.8
8240,-29092.47,-31140.46
8241,-5471.43,-5519.22
8242,-25865.67,-30706.5
8243,-29800.07,-33633.65
8244,-38054.63,-38221.94
8245,-29182.89,-24261.41
8246,-29630.02,-28789.88
8247,-5418.94,-5413.8
8248,-11978.33,-35703.24
8249,-35981.02,-37443.01
8250,-36472.32,-37367.75
8251,-8195.79,-10154.53
8252,-28753.59,-29267.07
8253,-5449.05,-5441.36
8254,-6059.18,-16690.84
8255,-32067.5,-35059.92
8256,-36554.91,-37388.73
8257,-23705.74,-27878.77
8258,-35634.72,-36697.11
8259,-5438.54,-5436.42
8260,-29213.9,-35585.16
