bb_idx,MT_PredIG,WT_PredIG
4305,0.007865,0.007865
4306,0.158088,0.155936
4307,0.004747,0.004747
4308,0.017875,0.031862
4309,0.017875,0.031862
4310,0.014982,0.044911
4311,0.026001,0.139726
4312,0.014982,0.016729
4313,0.026747,0.095756
4314,0.006527,0.006527
4315,0.021196,0.031692
4316,0.006527,0.006527
4317,0.008448,0.008335
4318,0.012549,0.020416
4319,0.010947,0.010947
4320,0.000429,0.005532
4321,0.005285,0.119341
4322,0.026919,0.006171
4323,0.000149,0.000722
4324,0.005694,0.014008
4325,0.000933,0.002214
4326,0.001906,0.001906
4327,0.000721,0.000368
4328,0.002343,0.002343
4329,0.000287,0.000115
4330,0.00811,0.007529
4331,0.000287,0.000287
4332,0.000783,9.2e-05
4333,0.002141,8.2e-05
4334,0.001906,7.9e-05
4335,3.8e-05,1.2e-05
4336,0.0054,2.6e-05
4337,0.000117,3.6e-05
4338,0.001312,0.012922
4339,0.005834,0.008625
4340,0.002439,0.013379
4341,4e-06,6e-06
4342,0.000272,0.017126
4343,1.3e-05,1.7e-05
4344,0.008572,0.018083
4345,0.01775,0.010899
4346,0.007936,0.013336
4347,4.2e-05,6.2e-05
4348,0.007542,0.015916
4349,4.2e-05,3.2e-05
4350,0.006102,0.020003
4351,0.005036,0.02914
4352,0.007763,0.020003
4353,3.9e-05,0.001298
4354,0.005279,0.006449
4355,1.6e-05,0.001446
4356,0.001958,0.003546
4357,0.00057,0.000906
4358,0.002154,0.096306
4359,0.000104,0.016212
4360,0.002862,0.152831
4361,9.9e-05,0.00906
4362,0.054156,0.000709
4363,0.042307,0.000299
4364,0.037778,0.001386
4365,0.007369,0.001547
4366,0.009611,0.000482
4367,0.015396,0.007756
4368,0.006527,0.016538
4369,0.015609,0.033285
4370,0.015501,0.00378
4371,0.008448,0.019844
4372,0.006425,0.016538
4373,0.004111,0.009713
4374,0.105515,0.053101
4375,0.016971,0.01507
4376,0.023908,0.00522
4377,0.001239,0.001676
4378,0.097693,0.060111
4379,0.007562,0.008303
4380,0.19842,0.10458
4381,0.062575,0.040489
4382,0.280711,0.073545
4383,0.004459,0.002811
4384,0.341899,0.162034
4385,0.007504,0.00863
4386,0.43863,0.303188
4387,0.425593,0.335449
4388,0.182647,0.182647
4389,0.002133,0.002133
4390,0.425593,0.335449
4391,0.007841,0.005356
4392,0.001949,0.003208
4393,0.006433,0.010559
4394,0.001108,0.017126
4395,7.3e-05,1.7e-05
4396,0.004391,0.034716
4397,0.000149,4.2e-05
4398,0.000465,0.000116
4399,0.000489,0.000748
4400,0.001215,0.000195
4401,0.000242,7.6e-05
4402,0.000443,0.000116
4403,0.000243,0.000186
4404,0.070043,0.070043
4405,0.001101,0.004778
4406,0.002543,0.004778
4407,0.000722,0.000722
4408,0.002543,0.002543
4409,0.000722,0.000722
4410,0.002451,0.001921
4411,0.001924,0.005877
4412,0.000977,0.00097
4413,0.000114,0.000158
4414,0.001574,0.00032
4415,5.2e-05,3.6e-05
4416,0.078608,0.000402
4417,0.066473,0.000245
4418,0.026091,0.001546
4419,0.008885,9.8e-05
4420,0.076746,0.01249
4421,0.007759,9.8e-05
4422,0.0512,0.033125
4423,0.024656,0.008989
4424,0.024656,0.011697
4425,0.084666,0.002227
4426,0.03193,0.017244
4427,0.160315,0.006341
4428,0.001596,0.001915
4429,0.000437,0.008094
4430,0.000316,0.001898
4431,0.001091,0.00156
4432,0.002365,0.002315
4433,0.000544,0.001215
4434,0.050087,0.014397
4435,0.024785,0.032096
4436,0.034345,0.008499
4437,0.003768,0.001784
4438,0.038455,0.032096
4439,0.010947,0.010947
4440,0.000673,0.001548
4441,0.004191,0.001315
4442,0.002068,0.000562
4443,0.00053,0.00053
4444,0.000729,0.003053
4445,0.00053,0.00053
4446,0.080229,0.061364
4447,0.132207,0.012549
4448,0.030367,0.013863
4449,0.038215,0.019581
4450,0.102574,0.092753
4451,0.097337,0.023531
4452,0.04347,0.11031
4453,0.004547,0.016088
4454,0.016088,0.066091
4455,0.029943,0.032816
4456,0.048678,0.022326
4457,0.048798,0.017624
4458,0.328847,0.001123
4459,0.056695,0.001906
4460,0.106524,0.000783
4461,0.00619,0.000117
4462,0.106524,0.004238
4463,0.002551,3.8e-05
4464,0.225011,0.001906
4465,0.286508,0.002141
4466,0.015568,0.000213
4467,0.007834,5.2e-05
4468,0.014678,0.001906
4469,0.002551,3.8e-05
4470,0.468399,0.63803
4471,0.300051,0.799726
4472,0.326777,0.832341
4473,0.312537,0.350863
4474,0.200534,0.602291
4475,0.401221,0.350863
4476,0.749553,0.781727
4477,0.585577,0.818996
4478,0.539138,0.472663
4479,0.271685,0.811248
4480,0.527042,0.781106
4481,0.413511,0.934029
4482,0.843658,0.843658
4483,0.877666,0.867955
4484,0.892039,0.831939
4485,0.983809,0.956603
4486,0.775852,0.846151
4487,0.980316,0.921027
4488,0.533304,0.452666
4489,0.183038,0.547994
4490,0.190484,0.138667
4491,0.575942,0.495705
4492,0.576986,0.535464
4493,0.496049,0.441927
4494,0.096352,0.096352
4495,0.094565,0.102574
4496,0.022883,0.094565
4497,0.236835,0.047025
4498,0.215531,0.144967
4499,0.047025,0.114074
4500,0.075076,0.075076
4501,0.012366,0.012366
4502,0.011311,0.011311
4503,0.19362,0.061012
4504,0.114427,0.034566
4505,0.155462,0.06048
4506,0.066284,0.065095
4507,0.016088,0.04536
4508,0.022326,0.079848
4509,0.07454,0.029943
4510,0.056238,0.11031
4511,0.048798,0.048798
4512,0.114732,0.136758
4513,0.074499,0.014651
4514,0.028985,0.048314
4515,0.128195,0.062521
4516,0.040022,0.040022
4517,0.062521,0.062521
4518,0.226087,0.093761
4519,0.054732,0.263135
4520,0.03193,0.045005
4521,0.03907,0.072327
4522,0.054732,0.03193
4523,0.059281,0.072327
4524,0.009981,0.12616
4525,0.009981,0.02814
4526,0.003233,0.286435
4527,0.000933,0.039153
4528,0.000928,0.171517
4529,0.000933,0.039518
4530,0.004238,0.193823
4531,0.004238,0.141552
4532,0.001128,0.114586
4533,0.000141,0.007865
4534,0.004238,0.16779
4535,0.000117,0.007834
4536,0.056691,0.057063
4537,0.133262,0.214936
4538,0.003508,0.061716
4539,0.006415,0.003826
4540,0.00767,0.066118
4541,0.012384,0.007551
4542,0.133262,0.057063
4543,0.024971,0.061716
4544,0.026302,0.240564
4545,0.012384,0.007551
4546,0.03077,0.086156
4547,0.017212,0.004747
4548,0.013631,0.158088
4549,0.004906,0.056695
4550,0.012895,0.178151
4551,0.009046,0.029122
4552,0.054239,0.155936
4553,0.01501,0.012293
4554,0.186271,0.234505
4555,0.050329,0.11658
4556,0.034147,0.119537
4557,0.009046,0.029122
4558,0.032341,0.328847
4559,0.012384,0.004747
4560,0.009158,0.119537
4561,0.008594,0.001046
4562,0.056691,0.286508
4563,0.004886,0.002551
4564,0.008927,0.019613
4565,0.016249,0.007759
4566,0.109587,0.05348
4567,0.160528,0.080903
4568,0.186718,0.063344
4569,0.004337,0.008478
4570,0.112604,0.046618
4571,0.003424,0.008659
4572,0.511696,0.590421
4573,0.324102,0.202877
4574,0.256987,0.138526
4575,0.004017,0.00687
4576,0.15879,0.465966
4577,0.001724,0.002283
4578,0.110839,0.096084
4579,0.158616,0.065526
4580,0.089364,0.064039
4581,0.008659,0.007181
4582,0.107841,0.047139
4583,0.005751,0.008659
4584,0.198435,0.158088
4585,0.506691,0.085944
4586,0.195391,0.117107
4587,0.01369,0.007759
4588,0.198435,0.119537
4589,0.020235,0.003826
4590,0.000411,0.000892
4591,0.020479,0.0054
4592,0.010487,0.000993
4593,0.000515,0.000115
4594,0.011441,0.00044
4595,0.00119,0.000141
4596,0.038398,0.00075
4597,0.000127,0.000395
4598,0.013776,0.002343
4599,0.001524,0.000287
4600,0.036444,0.002344
4601,0.001818,0.000287
4602,0.003257,0.004824
4603,9.4e-05,0.001504
4604,0.001065,0.002174
4605,0.000115,0.000115
4606,0.000375,0.001123
4607,0.000358,0.000141
4608,0.00032,0.000892
4609,0.001475,0.001123
4610,0.001447,0.001628
4611,2.7e-05,9.8e-05
4612,0.003325,0.001228
4613,1.1e-05,0.000221
4614,0.000432,0.000395
4615,0.000432,0.000395
4616,0.001322,0.001546
4617,0.000115,0.000291
4618,0.001546,0.004477
4619,0.000235,0.000187
4620,0.001906,0.001123
4621,0.000783,0.001504
4622,0.001737,0.000783
4623,3.8e-05,0.000115
4624,0.001906,0.001906
4625,3.8e-05,3.8e-05
4626,0.00052,0.000876
4627,5.1e-05,0.00024
4628,0.002141,0.00044
4629,0.000117,0.000287
4630,0.00075,0.000993
4631,0.000141,0.000187
4632,0.117752,0.137613
4633,0.86549,0.083163
4634,0.515902,0.255124
4635,0.83344,0.314977
4636,0.702168,0.199679
4637,0.689661,0.361787
4638,0.004577,0.034388
4639,0.016967,0.051074
4640,0.003729,0.009465
4641,0.163383,0.442204
4642,0.041637,0.11422
4643,0.552024,0.541454
4644,0.010515,0.010515
4645,0.020409,0.008937
4646,0.016088,0.033913
4647,0.051741,0.015783
4648,0.073203,0.014269
4649,0.099159,0.035242
4650,0.044379,0.081454
4651,0.020297,0.007259
4652,0.042756,0.025159
4653,0.183683,0.06792
4654,0.018011,0.217006
4655,0.06792,0.06792
4656,0.028985,0.102134
4657,0.035379,0.007012
4658,0.055903,0.013147
4659,0.16667,0.06083
4660,0.126027,0.126027
4661,0.16667,0.16667
4662,0.011067,0.273863
4663,0.042664,0.184578
4664,0.046198,0.329798
4665,0.047794,0.187291
4666,0.226403,0.1681
4667,0.047794,0.086431
4668,0.003692,0.0014
4669,0.00221,0.000679
4670,0.01814,0.001612
4671,0.0049,0.022154
4672,0.001812,0.003282
4673,0.002017,0.019127
4674,0.342817,0.987881
4675,0.142585,0.989747
4676,0.142585,0.989747
4677,0.003404,0.308749
4678,0.112956,0.99278
4679,0.005645,0.308749
4680,0.076447,0.824824
4681,0.079788,0.615151
4682,0.095915,0.449815
4683,0.045683,0.344904
4684,0.126771,0.5577
4685,0.012857,0.480604
4686,0.475694,0.656969
4687,0.388376,0.201905
4688,0.473211,0.204139
4689,0.080237,0.012393
4690,0.181297,0.055765
4691,0.023045,0.012393
4692,0.010555,0.355014
4693,0.004362,0.184354
4694,0.004362,0.308255
4695,0.000463,0.282961
4696,0.004362,0.184354
4697,0.003058,0.388414
4698,0.00052,0.002489
4699,0.001071,0.020408
4700,0.000569,0.01827
4701,0.021354,0.069289
4702,0.00176,0.130628
4703,0.007209,0.004513
4704,0.002724,6.1e-05
4705,0.008381,0.000188
4706,0.010775,0.011946
4707,3.9e-05,0.000205
4708,0.021393,0.005036
4709,1.6e-05,0.000176
4710,0.001463,0.006014
4711,0.001856,0.008396
4712,0.001574,0.021539
4713,1.5e-05,0.000327
4714,0.001463,0.01531
4715,1e-05,9.6e-05
4716,0.069396,0.013533
4717,0.226345,0.023776
4718,0.104083,0.020925
4719,0.008659,0.018537
4720,0.288071,0.152117
4721,0.008659,0.018153
4722,0.883567,0.15505
4723,0.521314,0.08285
4724,0.899869,0.044077
4725,0.253617,0.096052
4726,0.774632,0.319733
4727,0.599798,0.403153
4728,0.342925,0.113699
4729,0.073585,0.027111
4730,0.118624,0.211231
4731,0.011465,0.02626
4732,0.079974,0.037165
4733,0.02553,0.154731
4734,0.416708,0.173923
4735,0.040065,0.071095
4736,0.056695,0.038825
4737,0.00619,0.027433
4738,0.115865,0.099271
4739,0.069444,0.253923
4740,0.22406,0.14301
4741,0.3495,0.152565
4742,0.3495,0.051939
4743,0.071712,0.044884
4744,0.48638,0.127153
4745,0.058051,0.047269
4746,0.368305,0.569334
4747,0.315164,0.105252
4748,0.293787,0.259031
4749,0.116363,0.03313
4750,0.353333,0.35511
4751,0.126528,0.036724
4752,0.014205,0.007065
4753,0.012357,0.013776
4754,0.048071,0.024085
4755,0.595048,0.081498
4756,0.019151,0.026565
4757,0.595048,0.182167
4758,0.225426,0.000714
4759,0.11788,0.00221
4760,0.407135,0.005364
4761,0.401394,0.006144
4762,0.144011,0.001282
4763,0.622791,0.002767
4764,0.880952,0.101941
4765,0.155489,0.416708
4766,0.143207,0.328847
4767,0.239651,0.049791
4768,0.20263,0.437262
4769,0.105097,0.05845
4770,0.367724,0.076746
4771,0.146174,0.12805
4772,0.192001,0.225011
4773,0.017457,0.007759
4774,0.067136,0.056695
4775,0.037235,0.003497
4776,0.076746,0.076746
4777,0.106524,0.106524
4778,0.019721,0.066473
4779,0.002551,0.002551
4780,0.225011,0.056695
4781,0.007759,0.007759
4782,0.136376,0.028483
4783,0.056695,0.225011
4784,0.106524,0.106524
4785,0.00619,0.002551
4786,0.00111,0.003954
4787,0.002551,0.002551
4788,0.118675,0.059529
4789,0.01004,0.022802
4790,0.106524,0.225011
4791,0.007759,0.003826
4792,0.117107,0.048138
4793,0.00619,0.007759
4794,0.132449,0.101595
4795,0.277919,0.293368
4796,0.201771,0.373102
4797,0.319801,0.389553
4798,0.327917,0.324266
4799,0.256545,0.40214
4800,0.009021,0.077969
4801,0.084794,0.020932
4802,0.037387,0.080914
4803,0.169155,0.006924
4804,0.014476,0.073634
4805,0.241463,0.043006
4806,0.386505,0.294478
4807,0.239693,0.239693
4808,0.074341,0.189114
4809,0.012255,0.017033
4810,0.041303,0.189114
4811,0.012255,0.016495
4812,0.000929,0.001686
4813,0.00363,0.006568
4814,0.001875,0.008066
4815,0.001554,0.00272
4816,0.006507,0.011746
4817,0.001554,0.00272
4818,0.063606,0.035194
4819,0.058682,0.032394
4820,0.06045,0.033398
4821,0.033385,0.025322
4822,0.053716,0.029583
4823,0.167558,0.14044
4824,0.078686,0.008887
4825,0.161257,0.058173
4826,0.185072,0.023287
4827,0.348436,0.029059
4828,0.088253,0.030197
4829,0.152433,0.008965
4830,0.057063,0.214936
4831,0.158088,0.056695
4832,0.19744,0.349166
4833,0.004747,0.007551
4834,0.066118,0.066118
4835,0.069444,0.05845
4836,0.004824,0.004824
4837,0.000395,0.002141
4838,0.002532,0.000432
4839,0.000187,0.000115
4840,0.000465,0.004824
4841,0.000614,0.000255
4842,0.056695,0.076746
4843,0.050461,0.050461
4844,0.225011,0.225011
4845,0.007759,0.007759
4846,0.225011,0.225011
4847,0.007759,0.007759
4848,0.096332,0.050611
4849,0.123579,0.008487
4850,0.182241,0.06624
4851,0.040022,0.042708
4852,0.057238,0.061005
4853,0.031714,0.066612
4854,0.011327,0.007027
4855,0.06828,0.031692
4856,0.006086,0.008448
4857,0.065414,0.097903
4858,0.00378,0.014391
4859,0.010039,0.130834
4860,0.000368,0.026091
4861,0.00811,0.225011
4862,0.000115,0.007759
4863,0.004834,0.05024
4864,0.004236,0.136376
4865,9.8e-05,0.012293
4866,0.001318,0.106524
4867,0.010259,0.056695
4868,3.8e-05,0.002551
4869,0.000685,0.022611
4870,0.001123,0.003508
4871,0.000221,0.016249
4872,0.001504,0.003508
4873,0.001906,0.009911
4874,0.000141,0.006415
4875,0.040022,0.121588
4876,0.018749,0.039474
4877,0.16667,0.217998
4878,0.000116,0.002647
4879,0.000102,0.009102
4880,0.001717,0.003745
4881,0.483464,0.124542
4882,0.18894,0.093071
4883,0.002039,0.003425
4884,0.020414,0.000953
4885,0.005497,0.000396
4886,0.000699,0.000247
4887,0.019398,0.015365
4888,0.008499,0.013863
4889,0.002607,0.005366
4890,0.001311,0.00592
4891,0.002046,0.000661
4892,0.00096,0.00096
4893,0.012618,0.012618
4894,0.014927,0.014927
4895,0.004196,0.001363
4896,0.000129,0.005279
4897,7.4e-05,0.000783
4898,0.00018,0.000141
4899,0.060085,0.021513
4900,0.004801,0.001763
4901,0.015304,0.016372
4902,0.009161,0.066091
4903,0.039474,0.024941
4904,0.182241,0.133886
4905,0.052887,0.052887
4906,0.096352,0.030367
4907,0.236835,0.047025
4908,0.213905,0.159978
4909,0.044463,0.057238
4910,0.128195,0.053346
4911,0.01036,0.006425
4912,0.101781,0.027938
4913,0.005519,0.004111
4914,0.001945,0.000628
4915,0.000869,0.00393
4916,0.000375,0.000375
4917,0.197127,0.162958
4918,0.146475,0.289135
4919,0.001163,0.002133
4920,0.016904,0.007956
4921,0.041107,0.148324
4922,0.000241,0.001246
4923,0.279508,0.002968
4924,0.477035,0.0038
4925,0.06632,0.003295
4926,0.451842,0.035409
4927,0.253455,0.011334
4928,0.113985,0.009655
4929,0.333082,0.004245
4930,0.114502,0.02882
4931,0.001218,0.000994
4932,0.002125,0.002921
4933,0.000203,0.000901
4934,0.000181,0.001861
4935,0.000942,0.003866
4936,0.017367,0.038113
4937,0.001921,0.000951
4938,0.231107,0.248705
4939,0.257061,0.295651
4940,0.228577,0.081807
4941,0.093098,0.634033
4942,0.021255,0.38822
4943,0.010995,0.095331
4944,0.158282,0.031151
4945,0.089491,0.031151
4946,0.005831,0.00181
4947,0.336037,0.217731
4948,0.666953,0.718408
4949,0.069698,0.129404
4950,0.134707,0.059928
4951,0.065833,0.036639
4952,0.011988,0.010204
4953,0.464412,0.259259
4954,0.319463,0.494365
4955,0.0613,0.150646
4956,0.096332,0.050611
4957,0.123579,0.008487
4958,0.182241,0.06624
4959,0.040022,0.042708
4960,0.057238,0.061005
4961,0.031714,0.066612
4962,0.011327,0.007027
4963,0.06828,0.031692
4964,0.006086,0.008448
4965,0.065414,0.097903
4966,0.00378,0.014391
4967,0.010039,0.130834
4968,0.000378,0.006466
4969,0.000938,0.01026
4970,0.001663,0.045735
4971,0.053887,0.041042
4972,0.051578,0.096352
4973,0.009979,0.114074
4974,0.001318,0.106524
4975,0.010259,0.056695
4976,3.8e-05,0.002551
4977,0.000685,0.022611
4978,0.001123,0.003508
4979,0.000221,0.016249
4980,0.001504,0.003508
4981,0.001906,0.009911
4982,0.000141,0.006415
4983,0.74762,0.05216
4984,0.71531,0.086268
4985,0.980065,0.277883
4986,0.450826,0.008334
4987,0.501224,0.012542
4988,0.369703,0.010246
4989,0.722935,0.179676
4990,0.737335,0.179676
4991,0.989135,0.916787
4992,0.565987,0.565987
4993,0.812433,0.812433
4994,0.961962,0.973673
4995,0.07899,0.07899
4996,0.266161,0.205199
4997,0.22243,0.345158
4998,0.06433,0.006312
4999,0.051445,0.051445
5000,0.002756,0.002756
5001,0.003127,0.001509
5002,0.018918,0.000767
5003,0.001363,0.001256
5004,0.001762,0.000471
5005,0.000549,0.001442
5006,0.000268,0.000465
5007,0.004218,0.015833
5008,0.004547,0.005326
5009,0.005363,0.005268
5010,0.744071,0.573286
5011,0.744071,0.8018
5012,0.574009,0.511281
5013,0.056557,0.020542
5014,0.160893,0.008489
5015,0.005454,0.008945
5016,0.583508,0.032555
5017,0.213494,0.014261
5018,0.692792,0.16099
5019,0.006982,0.00024
5020,0.002902,0.000365
5021,0.018809,0.001112
5022,0.016323,0.004749
5023,0.035499,0.001681
5024,0.060068,0.010142
5025,0.154623,0.015229
5026,0.154623,0.015229
5027,0.006322,0.001511
5028,0.005899,0.063932
5029,0.072163,0.015501
5030,0.009979,0.009713
5031,0.646415,0.799179
5032,0.831153,0.939611
5033,0.102575,0.082707
5034,0.604613,0.853212
5035,0.618054,0.372605
5036,0.00725,0.108188
5037,0.35895,0.36037
5038,0.193897,0.087086
5039,0.004346,0.059364
5040,0.136758,0.572186
5041,0.028985,0.277278
5042,0.06083,0.004312
5043,0.010073,0.062789
5044,0.004945,0.014295
5045,0.204579,0.008434
5046,0.094565,0.102574
5047,0.095261,0.095261
5048,0.051451,0.114074
5049,0.032127,0.032127
5050,0.001958,0.004376
5051,0.103285,0.060098
5052,0.171621,0.33534
5053,0.044536,0.044536
5054,0.074849,0.038215
5055,0.186353,0.056695
5056,0.076746,0.186353
5057,0.007759,0.007865
5058,0.086156,0.083385
5059,0.085944,0.056695
5060,0.007865,0.004747
5061,0.059529,0.057063
5062,0.106524,0.036803
5063,0.00619,0.002551
5064,0.119537,0.056695
5065,0.086156,0.026091
5066,0.007865,0.007759
5067,0.004477,0.378572
5068,0.001546,0.214936
5069,0.000141,0.007865
5070,0.000432,0.004824
5071,0.000993,0.000993
5072,0.000115,0.000287
5073,0.00021,0.000269
5074,0.002279,0.001421
5075,0.000311,0.000841
5076,0.004937,0.004187
5077,0.001012,0.005255
5078,0.000833,0.000833
5079,0.002279,0.0023
5080,0.012462,0.002932
5081,0.00096,0.000427
5082,0.07195,0.040498
5083,0.06474,0.014119
5084,0.005088,0.003472
5085,0.000129,0.011251
5086,0.000142,0.010114
5087,8.9e-05,0.005255
5088,0.000587,0.001449
5089,0.017208,0.001532
5090,0.001878,1.3e-05
5091,0.076746,0.158088
5092,0.106524,0.085944
5093,0.007759,0.007865
5094,0.052887,0.052887
5095,0.096352,0.030367
5096,0.236835,0.047025
5097,0.213905,0.159978
5098,0.044463,0.057238
5099,0.128195,0.053346
5100,0.01036,0.006425
5101,0.101781,0.027938
5102,0.005519,0.004111
5103,0.001945,0.000628
5104,0.000869,0.00393
5105,0.000375,0.000375
5106,0.015672,0.007542
5107,0.005347,0.003538
5108,1.7e-05,1.7e-05
5109,0.016904,0.007956
5110,0.041107,0.148324
5111,0.000241,0.001246
5112,0.279508,0.002968
5113,0.477035,0.0038
5114,0.06632,0.003295
5115,0.451842,0.035409
5116,0.253455,0.011334
5117,0.113985,0.009655
5118,0.03193,0.004654
5119,0.03193,0.004489
5120,0.074369,0.546252
5121,0.03193,0.039258
5122,0.034529,0.095261
5123,0.074369,0.046856
5124,0.008079,0.014651
5125,0.027055,0.118092
5126,0.035242,0.062521
5127,0.02274,0.032867
5128,0.064178,0.124923
5129,0.047335,0.131231
5130,0.032576,0.032576
5131,0.050329,0.050329
5132,0.223229,0.223229
5133,0.041042,0.148338
5134,0.094565,0.175246
5135,0.097337,0.005569
5136,0.215559,0.106524
5137,0.076746,0.225011
5138,0.012965,0.012965
5139,0.001046,0.101398
5140,0.225011,0.085944
5141,0.002551,0.00619
5142,0.002683,0.002669
5143,0.057548,0.014539
5144,1.7e-05,0.000166
5145,0.000233,0.000463
5146,0.000348,0.000501
5147,0.00052,0.00052
5148,0.327959,0.348134
5149,0.104952,0.469738
5150,0.056031,0.079501
5151,0.028025,0.065367
5152,0.018235,0.025888
5153,0.251456,0.067873
5154,0.123477,0.464074
5155,0.239457,0.271926
5156,0.531668,0.636871
5157,0.683275,0.794732
5158,0.075178,0.670412
5159,0.068302,0.423629
5160,0.388776,0.938832
5161,0.240659,0.988012
5162,0.021391,0.812326
5163,0.026091,0.342228
5164,0.076746,0.367724
5165,0.007759,0.037235
5166,0.136376,0.689631
5167,0.019721,0.12579
5168,0.00619,0.041913
5169,0.151439,0.18343
5170,0.076746,0.192001
5171,0.002551,0.062201
5172,0.03193,0.004654
5173,0.03193,0.004489
5174,0.074369,0.546252
5175,0.03193,0.039258
5176,0.034529,0.095261
5177,0.074369,0.046856
5178,0.008079,0.014651
5179,0.027055,0.118092
5180,0.035242,0.062521
5181,0.02274,0.032867
5182,0.064178,0.124923
5183,0.047335,0.131231
5184,0.032576,0.032576
5185,0.050329,0.050329
5186,0.223229,0.223229
5187,0.041042,0.148338
5188,0.094565,0.175246
5189,0.097337,0.005569
5190,0.215559,0.106524
5191,0.076746,0.225011
5192,0.012965,0.012965
5193,0.001046,0.101398
5194,0.225011,0.085944
5195,0.002551,0.00619
5196,0.002683,0.002669
5197,0.057548,0.014539
5198,1.7e-05,0.000166
5199,0.549823,0.378379
5200,0.383235,0.160384
5201,0.130298,0.064067
5202,0.002689,0.007943
5203,0.002689,0.004665
5204,0.03677,0.280678
5205,0.079245,0.472083
5206,0.077748,0.103175
5207,0.41943,0.147832
5208,0.117774,0.038266
5209,0.004445,0.071932
5210,0.096606,0.504519
5211,0.018623,0.038229
5212,0.008763,0.024639
5213,0.453676,0.150174
5214,0.288242,0.369948
5215,0.584621,0.526072
5216,0.287593,0.151279
5217,0.009807,0.026711
5218,0.015196,0.026711
5219,0.003166,0.003166
5220,0.144017,0.176939
5221,0.266128,0.416159
5222,0.00571,0.003431
5223,0.050999,0.050999
5224,0.007656,0.002713
5225,0.036152,0.036152
5226,0.003325,0.018904
5227,0.003291,0.006979
5228,0.001184,0.003217
5229,0.148054,0.009102
5230,0.060626,0.000538
5231,0.060524,0.001386
5232,0.060587,0.024679
5233,0.017929,0.031692
5234,0.002332,0.003768
5235,0.067106,0.002203
5236,0.178287,0.002203
5237,0.008038,0.001593
5238,0.061239,0.006979
5239,0.029541,0.002898
5240,0.000736,0.00348
5241,0.010046,0.010555
5242,0.043605,0.001747
5243,0.001298,0.00351
5244,0.033285,0.115987
5245,0.012099,0.00378
5246,0.00808,0.007972
5247,0.000524,0.000562
5248,0.001147,0.001993
5249,0.00251,0.000269
5250,0.152961,0.042415
5251,0.132516,0.09634
5252,0.187583,0.028627
5253,0.0525,0.082606
5254,0.578036,0.462643
5255,0.012547,0.001579
5256,0.123976,0.01299
5257,0.068614,0.015529
5258,0.012915,0.00015
5259,0.000291,0.000252
5260,0.002298,0.002499
5261,0.000193,0.000235
5262,0.081204,0.281456
5263,0.089773,0.281456
5264,0.020678,0.06907
5265,0.07902,0.155936
5266,0.031834,0.158088
5267,0.16486,0.049791
5268,0.254299,0.072612
5269,0.150236,0.001164
5270,0.091924,0.002681
5271,0.078996,0.000876
5272,0.008463,0.000395
5273,0.05783,9.8e-05
5274,0.028483,0.040065
5275,0.017952,0.034653
5276,0.007759,0.003826
5277,0.086156,0.000993
5278,0.158088,0.005279
5279,0.029122,0.000518
5280,0.020879,0.011992
5281,0.004983,0.006042
5282,0.022018,0.002227
5283,0.00052,0.000178
5284,0.05726,0.003938
5285,0.051251,0.067492
5286,0.102299,0.070603
5287,0.003593,0.00216
5288,0.000297,9.9e-05
5289,0.000274,0.006053
5290,0.005724,0.011107
5291,0.016106,0.045905
5292,0.004983,0.008739
5293,0.000172,0.000319
5294,0.004983,0.009222
5295,0.00188,0.025231
5296,0.00188,0.005724
5297,0.004721,0.004983
5298,0.000218,0.000218
5299,0.001069,0.065273
5300,0.35871,0.482353
5301,0.261798,0.330651
5302,0.039339,0.211574
5303,0.015451,0.003458
5304,0.163484,0.052193
5305,0.485405,0.618755
5306,0.19657,0.522283
5307,0.649746,0.805577
5308,0.046872,0.155785
5309,0.458466,0.377991
5310,0.384387,0.789644
5311,0.185366,0.577702
5312,0.377684,0.875754
5313,0.115357,0.14307
5314,0.061935,0.116038
5315,0.033285,0.142606
5316,0.033285,0.033285
5317,0.036312,0.072163
5318,0.019581,0.019581
5319,0.008423,0.004235
5320,0.003662,0.001013
5321,0.010259,0.000226
5322,0.000783,5.2e-05
5323,3.8e-05,8.9e-05
5324,0.000783,5.2e-05
5325,0.024656,0.030367
5326,0.024656,0.014946
5327,0.120378,0.144967
5328,0.154635,0.072851
5329,0.157675,0.215531
5330,0.076735,0.008964
5331,0.178222,0.010459
5332,0.055491,0.03323
5333,0.006137,0.001901
5334,0.077443,0.023059
5335,0.027752,0.025981
5336,0.01384,0.005819
5337,0.012865,0.034158
5338,0.006834,0.012923
5339,0.027752,0.025981
5340,0.017198,0.006662
5341,0.002004,0.009028
5342,0.021081,0.021081
5343,0.001458,0.002586
5344,0.011357,0.006128
5345,0.071049,0.071049
5346,0.065745,0.065745
5347,0.091554,0.051288
5348,0.073438,0.073438
5349,0.014391,0.014391
5350,0.029564,0.029564
5351,0.029564,0.029564
5352,0.029564,0.029564
5353,0.130426,0.130426
5354,0.011147,0.011147
5355,0.040498,0.093071
5356,0.06474,0.058889
5357,0.026003,0.204492
5358,0.001381,0.005088
5359,0.078978,0.206801
5360,0.542918,0.542918
5361,0.314066,0.473678
5362,0.483671,0.033711
5363,0.005539,0.005539
5364,0.890145,0.895401
5365,0.00055,0.00055
5366,0.00227,0.000237
5367,0.000284,0.000666
5368,0.000799,0.00045
5369,0.000237,0.000237
5370,0.646488,0.18455
