bb_idx,MT_Seq2Neo,WT_Seq2Neo
8083,0.697858,0.690842
8084,0.879852,0.888022
8085,0.628252,0.653787
8086,0.668224,0.670001
8087,0.808394,0.814231
8088,0.684951,0.684492
8089,0.709912,0.70036
8090,0.8236,0.814185
8091,0.764367,0.713923
8092,0.772142,0.726774
8093,0.899749,0.835626
8094,0.602173,0.655668
8095,0.679556,0.701552
8096,0.753294,0.804642
8097,0.455135,0.695002
8098,0.677117,0.744924
8099,0.79668,0.888077
8100,0.527142,0.544007
8101,0.718889,0.687104
8102,0.887362,0.874598
8103,0.473307,0.340312
8104,0.599641,0.522424
8105,0.812877,0.746527
8106,0.394756,0.378242
8107,0.529584,0.537953
8108,0.805286,0.782588
8109,0.701625,0.61294
8110,0.772993,0.709897
8111,0.880414,0.829207
8112,0.71812,0.623669
8113,0.742511,0.683571
8114,0.863363,0.848383
8115,0.613269,0.639895
8116,0.656595,0.686555
8117,0.817249,0.854919
8118,0.623601,0.605594
8119,0.686621,0.680265
8120,0.855523,0.85283
8121,0.65083,0.618466
8122,0.672363,0.674005
8123,0.834222,0.851476
8124,0.758311,0.729877
8125,0.771584,0.779467
8126,0.901841,0.912481
8127,0.657895,0.583307
8128,0.758681,0.703665
8129,0.903903,0.874747
8130,0.450639,0.359818
8131,0.620434,0.560798
8132,0.782665,0.762728
8133,0.572009,0.658064
8134,0.722815,0.747422
8135,0.83573,0.867576
8136,0.669537,0.705098
8137,0.735506,0.753159
8138,0.854293,0.868521
8139,0.691644,0.680188
8140,0.852246,0.837255
8141,0.940013,0.933254
8142,0.711592,0.73052
8143,0.764936,0.778794
8144,0.875221,0.884332
8145,0.6582,0.658462
8146,0.687533,0.715421
8147,0.835761,0.851582
8148,0.742568,0.749819
8149,0.830474,0.800873
8150,0.932431,0.918793
8151,0.746544,0.765744
8152,0.853474,0.852986
8153,0.955089,0.956043
8154,0.535664,0.63094
8155,0.727489,0.745378
8156,0.844471,0.8526
8157,0.699346,0.631649
8158,0.781244,0.738451
8159,0.899697,0.866331
8160,0.737441,0.702646
8161,0.785944,0.775743
8162,0.870631,0.868496
8163,0.664502,0.704139
8164,0.707089,0.734993
8165,0.840995,0.881934
8166,0.482095,0.496899
8167,0.723914,0.74873
8168,0.881311,0.909152
8169,0.707244,0.714076
8170,0.830721,0.8327
8171,0.935923,0.933476
8172,0.752187,0.751368
8173,0.746821,0.752219
8174,0.851294,0.851611
8175,0.777767,0.834132
8176,0.764532,0.792883
8177,0.855604,0.852645
8178,0.63074,0.652327
8179,0.75375,0.743033
8180,0.886258,0.859433
8181,0.58174,0.507484
8182,0.761911,0.726678
8183,0.899418,0.868166
8184,0.686313,0.720247
8185,0.753881,0.762469
8186,0.892401,0.887909
8187,0.72265,0.762678
8188,0.791547,0.792316
8189,0.90207,0.890031
8190,0.711583,0.716936
8191,0.772333,0.76902
8192,0.855439,0.844556
8193,0.744937,0.736928
8194,0.753935,0.754328
8195,0.883781,0.889334
8196,0.709728,0.735293
8197,0.715349,0.736862
8198,0.882881,0.898803
8199,0.434765,0.71159
8200,0.771682,0.822188
8201,0.920269,0.93667
8202,0.892773,0.917055
8203,0.97445,0.979286
8204,0.96819,0.978442
8205,0.282019,0.611181
8206,0.702041,0.754333
8207,0.871214,0.893048
8208,0.844329,0.867483
8209,0.958414,0.955261
8210,0.953354,0.953747
8211,0.196031,0.374056
8212,0.605959,0.706523
8213,0.766658,0.826676
8214,0.624114,0.754717
8215,0.900976,0.901895
8216,0.884604,0.896376
8217,0.35942,0.57518
8218,0.631402,0.666247
8219,0.791586,0.815354
8220,0.710191,0.753929
8221,0.900711,0.878892
8222,0.881238,0.873789
8223,0.463982,0.415715
8224,0.747227,0.6715
8225,0.909064,0.870295
8226,0.876031,0.829684
8227,0.959754,0.935481
8228,0.94918,0.920727
8229,0.491957,0.6184
8230,0.849544,0.822752
8231,0.95232,0.923276
8232,0.924775,0.893606
8233,0.984836,0.976128
8234,0.982271,0.971969
8235,0.158656,0.448658
8236,0.674461,0.774259
8237,0.83954,0.87614
8238,0.723317,0.812984
8239,0.942056,0.959458
8240,0.931359,0.950517
8241,0.105784,0.399353
8242,0.482135,0.68663
8243,0.773218,0.860353
8244,0.474479,0.815062
8245,0.910782,0.938331
8246,0.90477,0.923591
8247,0.151591,0.45638
8248,0.715947,0.79163
8249,0.889261,0.922119
8250,0.80836,0.886079
8251,0.957771,0.969586
8252,0.950309,0.962896
8253,0.508282,0.687077
8254,0.832009,0.871066
8255,0.951068,0.960478
8256,0.923847,0.939875
8257,0.982108,0.985137
8258,0.976966,0.981016
8259,0.552234,0.553954
8260,0.704835,0.725269
8261,0.79899,0.808322
8262,0.792909,0.807734
8263,0.928406,0.932155
8264,0.925122,0.928087
8265,0.104516,0.145678
8266,0.634001,0.654636
8267,0.73103,0.726648
8268,0.512168,0.542621
8269,0.933171,0.92027
8270,0.921795,0.903841
8271,0.077951,0.145737
8272,0.445575,0.613691
8273,0.580843,0.711626
8274,0.263452,0.446964
8275,0.897988,0.897453
8276,0.884512,0.887007
8277,0.312604,0.671585
8278,0.839375,0.849501
8279,0.92413,0.933239
8280,0.881303,0.914669
8281,0.980108,0.980553
8282,0.976432,0.978047
8283,0.789381,0.850146
8284,0.863258,0.871619
8285,0.962582,0.9652
8286,0.945852,0.956996
8287,0.983711,0.983302
8288,0.981521,0.982086
8289,0.507756,0.493704
8290,0.707919,0.654272
8291,0.91453,0.875904
8292,0.894055,0.85269
8293,0.963797,0.942143
8294,0.962639,0.940811
8295,0.770349,0.765514
8296,0.782176,0.752332
8297,0.916049,0.899405
8298,0.902867,0.881221
8299,0.956548,0.936901
8300,0.952656,0.935222
8301,0.66989,0.668595
8302,0.655629,0.636244
8303,0.824982,0.822372
8304,0.782223,0.782895
8305,0.88921,0.884191
8306,0.869753,0.861512
8307,0.271287,0.488575
8308,0.722232,0.73446
8309,0.807572,0.839736
8310,0.722054,0.778393
8311,0.938037,0.937857
8312,0.928858,0.927482
8313,0.706544,0.737679
8314,0.791243,0.802607
8315,0.91497,0.920495
8316,0.876143,0.891866
8317,0.968445,0.969936
8318,0.964333,0.96646
8319,0.355891,0.408651
8320,0.652178,0.664957
8321,0.785839,0.778743
8322,0.718927,0.745678
8323,0.893562,0.884301
8324,0.874491,0.857441
8325,0.393281,0.659277
8326,0.648501,0.722699
8327,0.834097,0.878988
8328,0.802437,0.856058
8329,0.922711,0.944223
8330,0.912918,0.933143
8331,0.430918,0.487207
8332,0.651448,0.678719
8333,0.843031,0.856322
8334,0.803105,0.827665
8335,0.935029,0.945207
8336,0.927648,0.93956
8337,0.618211,0.679592
8338,0.763835,0.736162
8339,0.905378,0.894098
8340,0.873066,0.869728
8341,0.966467,0.9567
8342,0.961373,0.951222
8343,0.450716,0.556377
8344,0.757568,0.759112
8345,0.88435,0.881637
8346,0.83296,0.838788
8347,0.954791,0.94772
8348,0.946579,0.937062
8349,0.18737,0.187388
8350,0.557653,0.572253
8351,0.709414,0.700608
8352,0.418298,0.426836
8353,0.873043,0.873993
8354,0.861663,0.864929
8355,0.244404,0.48884
8356,0.63734,0.668447
8357,0.785629,0.8286
8358,0.731688,0.820154
8359,0.915946,0.933867
8360,0.905124,0.925713
8361,0.38926,0.513128
8362,0.643356,0.617601
8363,0.807912,0.782984
8364,0.772673,0.767131
8365,0.923324,0.905157
8366,0.902772,0.879502
8367,0.255104,0.338804
8368,0.52609,0.48913
8369,0.744744,0.683828
8370,0.691159,0.656579
8371,0.892804,0.837338
8372,0.883535,0.816161
8373,0.26732,0.389857
8374,0.621624,0.612201
8375,0.794739,0.790358
8376,0.755038,0.768494
8377,0.925928,0.919309
8378,0.919501,0.910437
8379,0.724042,0.618673
8380,0.776408,0.75026
8381,0.895226,0.868515
8382,0.878312,0.850604
8383,0.948128,0.928593
8384,0.944096,0.922511
8385,0.822645,0.662857
8386,0.803322,0.750837
8387,0.92439,0.898256
8388,0.910573,0.874683
8389,0.963901,0.961415
8390,0.96352,0.954523
8391,0.74822,0.671382
8392,0.764391,0.710124
8393,0.869136,0.847085
8394,0.842595,0.803904
8395,0.927563,0.916532
8396,0.92977,0.910464
8397,0.733055,0.682998
8398,0.79671,0.744706
8399,0.895679,0.866384
8400,0.866205,0.842538
8401,0.950328,0.92945
8402,0.943361,0.922439
8403,0.657123,0.687198
8404,0.74151,0.701783
8405,0.861648,0.857819
8406,0.846914,0.843351
8407,0.940448,0.936574
8408,0.929594,0.926228
8409,0.400852,0.464065
8410,0.652407,0.616291
8411,0.828318,0.815229
8412,0.781352,0.778899
8413,0.921179,0.910025
8414,0.916172,0.906876
8415,0.380949,0.413571
8416,0.597237,0.642733
8417,0.770881,0.780072
8418,0.727656,0.734094
8419,0.903748,0.909259
8420,0.901602,0.90865
8421,0.652157,0.692947
8422,0.688575,0.735767
8423,0.835995,0.847229
8424,0.811118,0.821685
8425,0.908423,0.927831
8426,0.908496,0.927235
8427,0.726139,0.71883
8428,0.749946,0.71771
8429,0.89387,0.883579
8430,0.865698,0.852712
8431,0.946102,0.938153
8432,0.940073,0.929437
8433,0.785032,0.773212
8434,0.796261,0.769294
8435,0.923705,0.914605
8436,0.907452,0.897343
8437,0.962349,0.951015
8438,0.959892,0.949563
8439,0.488834,0.554689
8440,0.764739,0.765966
8441,0.909071,0.912013
8442,0.88354,0.885268
8443,0.962624,0.962665
8444,0.963329,0.963738
8445,0.445586,0.402934
8446,0.749125,0.732855
8447,0.885033,0.871128
8448,0.833471,0.817051
8449,0.944258,0.935379
8450,0.938314,0.927442
8451,0.38233,0.261707
8452,0.733076,0.673338
8453,0.848264,0.779007
8454,0.793417,0.697934
8455,0.934407,0.903649
8456,0.927996,0.895798
8457,0.727604,0.55026
8458,0.821802,0.787932
8459,0.918392,0.886383
8460,0.891778,0.848567
8461,0.968404,0.960592
8462,0.964843,0.955966
8463,0.790578,0.841638
8464,0.838965,0.879987
8465,0.941513,0.95482
8466,0.92028,0.939607
8467,0.976619,0.981842
8468,0.974544,0.980126
8469,0.695849,0.729473
8470,0.693799,0.729139
8471,0.853708,0.880324
8472,0.827261,0.846324
8473,0.920873,0.93326
8474,0.917716,0.927957
8475,0.643689,0.657417
8476,0.710411,0.710867
8477,0.874027,0.867277
8478,0.837138,0.828566
8479,0.936565,0.927526
8480,0.926816,0.920905
8481,0.712547,0.7459
8482,0.767491,0.792555
8483,0.897458,0.909107
8484,0.859316,0.877326
8485,0.934719,0.947642
8486,0.92636,0.942608
8487,0.48334,0.256673
8488,0.778301,0.745267
8489,0.87527,0.832759
8490,0.808056,0.705847
8491,0.946027,0.928273
8492,0.939732,0.922747
8493,0.671394,0.513505
8494,0.735434,0.68449
8495,0.860689,0.811994
8496,0.819452,0.733796
8497,0.938333,0.913187
8498,0.930915,0.906146
8499,0.142537,0.114187
8500,0.68754,0.674417
8501,0.845436,0.824896
8502,0.690785,0.572487
8503,0.946562,0.940867
8504,0.936313,0.929858
8505,0.166974,0.139341
8506,0.7137,0.64284
8507,0.864981,0.809552
8508,0.768464,0.596272
8509,0.952721,0.927154
8510,0.94307,0.918444
8511,0.483583,0.330657
8512,0.726449,0.719391
8513,0.876054,0.862877
8514,0.826958,0.797902
8515,0.949371,0.941521
8516,0.937343,0.927254
8517,0.549417,0.478908
8518,0.76458,0.763796
8519,0.856779,0.867027
8520,0.814034,0.812637
8521,0.950628,0.947819
8522,0.944597,0.941913
8523,0.728167,0.720391
8524,0.80206,0.771211
8525,0.883566,0.878277
8526,0.848238,0.835169
8527,0.957592,0.950821
8528,0.957096,0.948462
8529,0.748494,0.780567
8530,0.781428,0.801122
8531,0.884933,0.892943
8532,0.840701,0.859312
8533,0.945307,0.950438
8534,0.938523,0.945896
8535,0.5926,0.708553
8536,0.66491,0.691076
8537,0.772767,0.788557
8538,0.720852,0.739906
8539,0.874134,0.873595
8540,0.870985,0.871965
8541,0.515106,0.5879
8542,0.637345,0.66838
8543,0.716892,0.703363
8544,0.698167,0.69388
8545,0.850624,0.851036
8546,0.847236,0.844804
8547,0.598421,0.615745
8548,0.62263,0.644392
8549,0.750247,0.73786
8550,0.728012,0.721438
8551,0.853653,0.863343
8552,0.855768,0.865517
8553,0.672446,0.696357
8554,0.685632,0.702672
8555,0.796028,0.811948
8556,0.771899,0.792003
8557,0.888215,0.900947
8558,0.890899,0.902485
8559,0.646011,0.754161
8560,0.723802,0.770101
8561,0.897788,0.923212
8562,0.854417,0.887797
8563,0.954778,0.963812
8564,0.947428,0.959653
8565,0.600986,0.669165
8566,0.704412,0.675152
8567,0.875915,0.849857
8568,0.827322,0.811501
8569,0.930794,0.911318
8570,0.919073,0.898961
8571,0.546604,0.575577
8572,0.731383,0.716891
8573,0.853858,0.83094
8574,0.819945,0.798533
8575,0.927135,0.919619
8576,0.91658,0.906043
8577,0.770708,0.660891
8578,0.790715,0.73856
8579,0.898308,0.872559
8580,0.881811,0.836274
8581,0.963137,0.953603
8582,0.960885,0.948017
8583,0.872894,0.798009
8584,0.870424,0.823467
8585,0.956577,0.939443
8586,0.94821,0.916361
8587,0.980591,0.971526
8588,0.979192,0.969095
8589,0.735899,0.693931
8590,0.740145,0.738031
8591,0.887355,0.882691
8592,0.871722,0.857896
8593,0.938862,0.9419
8594,0.934201,0.938238
8595,0.491347,0.442956
8596,0.58921,0.652388
8597,0.814033,0.846115
8598,0.79415,0.816987
8599,0.910043,0.934542
8600,0.906556,0.93161
8601,0.635337,0.498909
8602,0.724172,0.684593
8603,0.867094,0.847976
8604,0.852891,0.819818
8605,0.953061,0.947116
8606,0.949267,0.942731
8607,0.21625,0.153453
8608,0.688796,0.644286
8609,0.75995,0.719939
8610,0.694218,0.538516
8611,0.885287,0.885633
8612,0.867756,0.869511
8613,0.087997,0.075092
8614,0.515613,0.475148
8615,0.675401,0.608337
8616,0.291926,0.24055
8617,0.902252,0.892895
8618,0.892583,0.888123
8619,0.589128,0.662297
8620,0.718263,0.757042
8621,0.89434,0.89854
8622,0.869753,0.884687
8623,0.960382,0.964695
8624,0.955361,0.962464
8625,0.55526,0.837375
8626,0.75257,0.872407
8627,0.900712,0.962048
8628,0.877049,0.954161
8629,0.964479,0.98505
8630,0.960423,0.983598
8631,0.206659,0.427413
8632,0.716396,0.794883
8633,0.859063,0.923728
8634,0.812194,0.89344
8635,0.949587,0.969706
8636,0.942921,0.965251
8637,0.18707,0.116131
8638,0.731844,0.664815
8639,0.875236,0.855459
8640,0.821566,0.686603
8641,0.962116,0.947924
8642,0.95688,0.944573
8643,0.529353,0.658072
8644,0.834787,0.841113
8645,0.920392,0.932827
8646,0.90125,0.911781
8647,0.977046,0.975302
8648,0.974213,0.972479
8649,0.18794,0.246792
8650,0.746713,0.748321
8651,0.839859,0.841193
8652,0.781095,0.796938
8653,0.957639,0.951361
8654,0.954668,0.946141
8655,0.412312,0.671724
8656,0.839535,0.847372
8657,0.921708,0.925378
8658,0.893088,0.898708
8659,0.976552,0.974594
8660,0.975112,0.971578
8661,0.837782,0.876922
8662,0.87405,0.901763
8663,0.960298,0.968295
8664,0.948165,0.957822
8665,0.984685,0.986572
8666,0.983958,0.985411
8667,0.458001,0.541694
8668,0.602051,0.600861
8669,0.792728,0.773381
8670,0.758186,0.743439
8671,0.883936,0.844214
8672,0.882186,0.8455
8673,0.678765,0.663665
8674,0.669917,0.640763
8675,0.853259,0.828685
8676,0.820827,0.800008
8677,0.918452,0.89286
8678,0.915292,0.888289
8679,0.75273,0.797088
8680,0.806876,0.841864
8681,0.911884,0.947263
8682,0.89572,0.932749
8683,0.965459,0.979222
8684,0.96239,0.975161
8685,0.737942,0.68306
8686,0.775668,0.767641
8687,0.892058,0.88323
8688,0.869414,0.860312
8689,0.943399,0.950492
8690,0.940016,0.942648
8691,0.447909,0.349977
8692,0.700933,0.705564
8693,0.857325,0.868592
8694,0.814464,0.831799
8695,0.944665,0.953846
8696,0.940535,0.950188
8697,0.340685,0.306741
8698,0.658424,0.686125
8699,0.831963,0.843343
8700,0.784595,0.783731
8701,0.932466,0.943803
8702,0.932309,0.941011
8703,0.273079,0.176032
8704,0.724275,0.72234
8705,0.861958,0.838957
8706,0.814742,0.751222
8707,0.940911,0.946097
8708,0.933584,0.93942
8709,0.611811,0.355863
8710,0.772013,0.770116
8711,0.899841,0.897205
8712,0.882382,0.876514
8713,0.957093,0.966722
8714,0.948323,0.957997
8715,0.79334,0.777944
8716,0.815466,0.780295
8717,0.913755,0.916151
8718,0.900157,0.896308
8719,0.954058,0.960907
8720,0.951132,0.957178
8721,0.779425,0.497298
8722,0.767325,0.665992
8723,0.905178,0.847492
8724,0.888003,0.820594
8725,0.946658,0.923791
8726,0.938922,0.912714
8727,0.728467,0.58569
8728,0.75739,0.709666
8729,0.886834,0.86404
8730,0.862909,0.835824
8731,0.940958,0.929524
8732,0.934815,0.924204
8733,0.792844,0.798237
8734,0.817655,0.817869
8735,0.923782,0.929325
8736,0.903695,0.908371
8737,0.95947,0.963363
8738,0.957248,0.960677
8739,0.75388,0.822857
8740,0.742053,0.798932
8741,0.876943,0.925341
8742,0.868611,0.909302
8743,0.937505,0.962524
8744,0.930029,0.960544
8745,0.702898,0.830705
8746,0.748688,0.840131
8747,0.890594,0.932065
8748,0.866299,0.918266
8749,0.953311,0.969602
8750,0.944414,0.969467
8751,0.659559,0.630467
8752,0.696492,0.673048
8753,0.83876,0.796609
8754,0.803999,0.744773
8755,0.931565,0.890975
8756,0.926729,0.87769
8757,0.583508,0.440486
8758,0.632992,0.510028
8759,0.79268,0.685105
8760,0.774245,0.660192
8761,0.896831,0.784434
8762,0.885482,0.789214
8763,0.649139,0.634366
8764,0.655245,0.621861
8765,0.832402,0.801796
8766,0.797898,0.772979
8767,0.910589,0.890396
8768,0.902227,0.882524
8769,0.566749,0.624297
8770,0.621612,0.662232
8771,0.814552,0.831237
8772,0.775663,0.784529
8773,0.8898,0.918834
8774,0.886176,0.908531
8775,0.611725,0.722448
8776,0.644949,0.750701
8777,0.838062,0.892988
8778,0.784601,0.855131
8779,0.917146,0.953881
8780,0.908755,0.949243
8781,0.400257,0.51523
8782,0.631283,0.658971
8783,0.749367,0.76827
8784,0.718025,0.74784
8785,0.892551,0.893459
8786,0.883032,0.884039
8787,0.418333,0.486824
8788,0.64432,0.619766
8789,0.810407,0.770067
8790,0.750561,0.729003
8791,0.916468,0.884773
8792,0.905053,0.874637
8793,0.764993,0.765969
8794,0.829836,0.815776
8795,0.953333,0.948049
8796,0.932612,0.924226
8797,0.975439,0.9715
8798,0.967828,0.964746
8799,0.717994,0.683755
8800,0.734932,0.706383
8801,0.874708,0.844724
8802,0.853352,0.821758
8803,0.93564,0.929388
8804,0.926119,0.918843
8805,0.500557,0.650998
8806,0.594915,0.644961
8807,0.781539,0.79656
8808,0.730535,0.75153
8809,0.875908,0.880244
8810,0.859163,0.87312
8811,0.668605,0.70301
8812,0.654879,0.698661
8813,0.872643,0.880101
8814,0.837717,0.851776
8815,0.935765,0.942924
8816,0.929622,0.936178
8817,0.769837,0.721544
8818,0.781683,0.68906
8819,0.916953,0.867457
8820,0.904028,0.846742
8821,0.969187,0.941455
8822,0.966367,0.935813
8823,0.531561,0.630876
8824,0.713801,0.693624
8825,0.845865,0.827074
8826,0.817482,0.795529
8827,0.939286,0.91117
8828,0.932671,0.906536
8829,0.72305,0.77905
8830,0.783278,0.795522
8831,0.909942,0.919928
8832,0.887591,0.892019
8833,0.967128,0.964353
8834,0.959865,0.956401
8835,0.644525,0.790852
8836,0.772865,0.827172
8837,0.886402,0.911325
8838,0.857137,0.891537
8839,0.950199,0.955991
8840,0.941666,0.948465
8841,0.355179,0.647613
8842,0.708454,0.755689
8843,0.817029,0.844691
8844,0.792858,0.831571
8845,0.930795,0.940315
8846,0.926949,0.934404
8847,0.560714,0.530151
8848,0.728854,0.743283
8849,0.837522,0.82195
8850,0.839701,0.819263
8851,0.93992,0.942167
8852,0.937839,0.940568
8853,0.300705,0.23051
8854,0.663393,0.653553
8855,0.818406,0.779273
8856,0.787498,0.7149
8857,0.941271,0.925595
8858,0.931096,0.914932
8859,0.585952,0.32296
8860,0.780798,0.716959
8861,0.905882,0.827927
8862,0.871036,0.777717
8863,0.967796,0.93559
8864,0.963988,0.931547
8865,0.428145,0.209394
8866,0.600083,0.537093
8867,0.756897,0.675507
8868,0.727691,0.526901
8869,0.831624,0.787232
8870,0.819132,0.771678
8871,0.435036,0.33075
8872,0.631428,0.644109
8873,0.809126,0.783972
8874,0.725057,0.680394
8875,0.886107,0.88499
8876,0.868816,0.864174
8877,0.848317,0.819466
8878,0.910164,0.897963
8879,0.98004,0.971816
8880,0.966793,0.951672
8881,0.9925,0.990197
8882,0.99126,0.988728
8883,0.844795,0.847754
8884,0.907619,0.901398
8885,0.979537,0.977127
8886,0.966299,0.963001
8887,0.991231,0.991001
8888,0.989068,0.989213
8889,0.102666,0.158917
8890,0.418664,0.505179
8891,0.782847,0.784397
8892,0.493334,0.595676
8893,0.908279,0.901395
8894,0.907857,0.900905
8895,0.181106,0.203401
8896,0.632133,0.591119
8897,0.8346,0.80269
8898,0.726735,0.682559
8899,0.935671,0.916903
8900,0.92709,0.906957
8901,0.446204,0.400902
8902,0.835707,0.802277
8903,0.919132,0.887388
8904,0.899801,0.864605
8905,0.980335,0.971943
8906,0.975966,0.966013
8907,0.630292,0.613784
8908,0.799148,0.822762
8909,0.899034,0.900839
8910,0.855146,0.874047
8911,0.971738,0.976313
8912,0.967503,0.973093
8913,0.287435,0.267593
8914,0.698544,0.728187
8915,0.78056,0.803501
8916,0.723954,0.736148
8917,0.937663,0.948822
8918,0.938324,0.949405
8919,0.625584,0.733068
8920,0.697779,0.766891
8921,0.811901,0.869214
8922,0.776619,0.844584
8923,0.914152,0.939151
8924,0.899693,0.931793
8925,0.712086,0.841522
8926,0.764335,0.85205
8927,0.846316,0.929807
8928,0.834154,0.926257
8929,0.940559,0.965863
8930,0.927173,0.960557
8931,0.52495,0.727909
8932,0.730541,0.70784
8933,0.848475,0.821245
8934,0.812411,0.806548
8935,0.947197,0.914243
8936,0.936454,0.91092
8937,0.397012,0.540041
8938,0.69025,0.650297
8939,0.860109,0.799972
8940,0.821388,0.776077
8941,0.950957,0.91702
8942,0.941035,0.907841
8943,0.284211,0.50456
8944,0.525117,0.602219
8945,0.698858,0.722748
8946,0.636795,0.70577
8947,0.88057,0.869971
8948,0.875672,0.861045
8949,0.418963,0.549282
8950,0.637602,0.661669
8951,0.760972,0.764662
8952,0.7159,0.718017
8953,0.896999,0.901743
8954,0.889826,0.89133
8955,0.392069,0.603098
8956,0.679621,0.712828
8957,0.800519,0.830684
8958,0.727266,0.755032
8959,0.918088,0.931884
8960,0.907251,0.921804
8961,0.495722,0.622427
8962,0.588936,0.612794
8963,0.782095,0.798747
8964,0.752299,0.759795
8965,0.878462,0.874203
8966,0.86716,0.865125
8967,0.519623,0.710562
8968,0.645902,0.687245
8969,0.828219,0.863199
8970,0.791964,0.825327
8971,0.928144,0.935143
8972,0.924931,0.93592
8973,0.794434,0.815126
8974,0.812421,0.827328
8975,0.922591,0.928277
8976,0.917389,0.922052
8977,0.967357,0.969358
8978,0.966769,0.969645
8979,0.42054,0.324209
8980,0.660108,0.64206
8981,0.796548,0.802984
8982,0.756989,0.762494
8983,0.933621,0.940358
8984,0.924159,0.931952
8985,0.313508,0.266525
8986,0.667563,0.661311
8987,0.811182,0.814056
8988,0.748519,0.753861
8989,0.931921,0.936932
8990,0.922836,0.928395
8991,0.396505,0.388906
8992,0.590108,0.596527
8993,0.756393,0.777759
8994,0.691694,0.720899
8995,0.886688,0.895472
8996,0.876493,0.886856
8997,0.760912,0.815373
8998,0.794884,0.828223
8999,0.913283,0.932005
9000,0.897839,0.923081
9001,0.961627,0.964896
9002,0.957749,0.959681
9003,0.87065,0.86206
9004,0.84915,0.822843
9005,0.948089,0.93888
9006,0.934827,0.928171
9007,0.971465,0.959405
9008,0.971118,0.958431
9009,0.774147,0.819092
9010,0.748018,0.786778
9011,0.91348,0.930654
9012,0.880685,0.905014
9013,0.955901,0.961711
9014,0.952188,0.956962
9015,0.693383,0.769901
9016,0.641517,0.73696
9017,0.840032,0.887541
9018,0.82777,0.87634
9019,0.901341,0.937463
9020,0.903615,0.937425
9021,0.698595,0.699702
9022,0.739045,0.701305
9023,0.862653,0.820329
9024,0.847015,0.814
9025,0.932016,0.885236
9026,0.929149,0.875121
9027,0.642894,0.717779
9028,0.812048,0.782632
9029,0.898914,0.878781
9030,0.869409,0.85668
9031,0.962087,0.944004
9032,0.95787,0.936085
9033,0.764331,0.788586
9034,0.809998,0.821374
9035,0.931203,0.936337
9036,0.910935,0.919063
9037,0.972017,0.974434
9038,0.966935,0.969539
9039,0.782882,0.788054
9040,0.899755,0.876035
9041,0.960314,0.945331
9042,0.789979,0.746788
9043,0.912381,0.87512
9044,0.956228,0.935557
9045,0.730675,0.753674
9046,0.880626,0.89843
9047,0.930288,0.949626
9048,0.76501,0.796601
9049,0.933142,0.946057
9050,0.962395,0.971661
9051,0.228323,0.264907
9052,0.828479,0.851206
9053,0.908575,0.922731
9054,0.128034,0.142502
9055,0.765523,0.799344
9056,0.910584,0.929531
9057,0.532009,0.567637
9058,0.903987,0.906616
9059,0.956952,0.95445
9060,0.579199,0.557834
9061,0.909039,0.899676
9062,0.959464,0.956801
9063,0.511602,0.406184
9064,0.831284,0.795245
9065,0.929168,0.914638
9066,0.562869,0.474337
9067,0.878953,0.878134
9068,0.954051,0.95411
9069,0.500484,0.411093
9070,0.764149,0.748923
9071,0.866707,0.859979
9072,0.188051,0.320988
9073,0.812269,0.841727
9074,0.924757,0.933432
9075,0.304528,0.412459
9076,0.861154,0.788028
9077,0.917109,0.857622
9078,0.6406,0.730482
9079,0.909291,0.890571
9080,0.945747,0.934786
9081,0.337142,0.721975
9082,0.852897,0.896155
9083,0.923294,0.945962
9084,0.739779,0.698572
9085,0.925703,0.905642
9086,0.963259,0.951211
9087,0.714341,0.734206
9088,0.875088,0.875513
9089,0.929269,0.921827
9090,0.460467,0.564419
9091,0.720754,0.747957
9092,0.836674,0.856291
9093,0.708376,0.652517
9094,0.855455,0.812547
9095,0.935854,0.90869
9096,0.833227,0.796136
9097,0.939173,0.921123
9098,0.972965,0.96305
9099,0.749213,0.680381
9100,0.904146,0.884169
9101,0.955378,0.945728
9102,0.432444,0.414426
9103,0.753393,0.728229
9104,0.861511,0.837332
9105,0.735146,0.709905
9106,0.901328,0.880113
9107,0.950155,0.934277
9108,0.856107,0.809181
9109,0.961321,0.933583
9110,0.984439,0.973999
9111,0.692832,0.708464
9112,0.821287,0.835002
9113,0.895522,0.911621
9114,0.655482,0.669006
9115,0.831067,0.827056
9116,0.899563,0.898642
9117,0.621084,0.491883
9118,0.83516,0.798216
9119,0.887228,0.860715
9120,0.432444,0.390968
9121,0.807182,0.827826
9122,0.893002,0.914151
9123,0.563539,0.565228
9124,0.795398,0.834431
9125,0.904783,0.927749
9126,0.781761,0.774837
9127,0.912374,0.921671
9128,0.95199,0.957969
9129,0.710987,0.699597
9130,0.862713,0.845933
9131,0.921694,0.912675
9132,0.408578,0.676103
9133,0.739993,0.830367
9134,0.825901,0.887429
9135,0.608305,0.726482
9136,0.847633,0.897239
9137,0.911744,0.933612
9138,0.669609,0.673753
9139,0.870914,0.8547
9140,0.927201,0.912207
9141,0.740882,0.740714
9142,0.890928,0.877637
9143,0.944861,0.930594
9144,0.68935,0.60959
9145,0.864066,0.830596
9146,0.920166,0.906765
9147,0.453226,0.407157
9148,0.749294,0.755644
9149,0.847154,0.867286
9150,0.549294,0.652414
9151,0.752842,0.786461
9152,0.837862,0.857741
9153,0.655199,0.674997
9154,0.830324,0.824517
9155,0.91,0.906457
9156,0.815766,0.798319
