bb_idx,MT_Seq2Neo,WT_Seq2Neo
3393,0.734961,0.784799
3394,0.924543,0.947412
3395,0.851365,0.893324
3396,0.706031,0.678993
3397,0.659699,0.5524
3398,0.656997,0.539654
3399,0.800806,0.797521
3400,0.949403,0.955015
3401,0.879567,0.884212
3402,0.653819,0.606722
3403,0.629967,0.52886
3404,0.619881,0.536751
3405,0.756375,0.737181
3406,0.93286,0.931721
3407,0.834334,0.833424
3408,0.688538,0.695383
3409,0.700038,0.689667
3410,0.682871,0.678018
3411,0.763794,0.753666
3412,0.926542,0.922465
3413,0.842763,0.832247
3414,0.759178,0.722384
3415,0.475058,0.523016
3416,0.626215,0.591316
3417,0.795603,0.798309
3418,0.95109,0.948803
3419,0.892461,0.885956
3420,0.803179,0.795783
3421,0.706427,0.714947
3422,0.727573,0.719338
3423,0.866016,0.880117
3424,0.971625,0.973047
3425,0.925613,0.925024
3426,0.603003,0.667988
3427,0.417102,0.518029
3428,0.5144,0.617239
3429,0.735973,0.758443
3430,0.932651,0.934447
3431,0.848705,0.862735
3432,0.647549,0.675651
3433,0.463679,0.457954
3434,0.602277,0.624227
3435,0.711524,0.723529
3436,0.904556,0.897199
3437,0.813355,0.817828
3438,0.758339,0.76785
3439,0.704922,0.738991
3440,0.734704,0.762411
3441,0.821454,0.825879
3442,0.959302,0.956249
3443,0.906722,0.904642
3444,0.742251,0.748292
3445,0.715125,0.742936
3446,0.717875,0.751768
3447,0.826889,0.831369
3448,0.95807,0.955357
3449,0.910124,0.907504
3450,0.734948,0.726126
3451,0.707763,0.678841
3452,0.713223,0.697768
3453,0.834695,0.784566
3454,0.959877,0.951462
3455,0.913646,0.89628
3456,0.776456,0.761684
3457,0.697408,0.679575
3458,0.775381,0.755971
3459,0.809312,0.77947
3460,0.942157,0.928699
3461,0.891695,0.874584
3462,0.515313,0.478073
3463,0.560593,0.509785
3464,0.538927,0.492922
3465,0.647022,0.625321
3466,0.811464,0.821863
3467,0.704762,0.711073
3468,0.682803,0.716361
3469,0.680184,0.688724
3470,0.662961,0.69595
3471,0.749393,0.776499
3472,0.905166,0.927416
3473,0.796062,0.827271
3474,0.698279,0.726382
3475,0.657925,0.624747
3476,0.654415,0.641114
3477,0.760325,0.786477
3478,0.908718,0.934243
3479,0.81414,0.856198
3480,0.714874,0.707625
3481,0.639763,0.626038
3482,0.680777,0.678833
3483,0.779065,0.773826
3484,0.908943,0.897056
3485,0.818267,0.800644
3486,0.810243,0.757947
3487,0.787907,0.744543
3488,0.768803,0.709203
3489,0.846132,0.811935
3490,0.960853,0.949922
3491,0.916489,0.891001
3492,0.75987,0.74913
3493,0.744851,0.736515
3494,0.739939,0.70309
3495,0.817668,0.828245
3496,0.94774,0.955923
3497,0.891676,0.901332
3498,0.740544,0.750706
3499,0.724874,0.745177
3500,0.694097,0.687049
3501,0.790511,0.812402
3502,0.922736,0.935129
3503,0.852032,0.871953
3504,0.717805,0.715508
3505,0.690696,0.700393
3506,0.67495,0.662828
3507,0.751734,0.768784
3508,0.902433,0.913752
3509,0.831286,0.851919
3510,0.734489,0.719971
3511,0.715607,0.693876
3512,0.721221,0.687324
3513,0.796696,0.779454
3514,0.919807,0.918482
3515,0.852557,0.845561
3516,0.81339,0.80411
3517,0.780521,0.765995
3518,0.764281,0.744981
3519,0.838471,0.831482
3520,0.938364,0.94711
3521,0.891431,0.895498
3522,0.842408,0.825539
3523,0.844893,0.818189
3524,0.808887,0.775069
3525,0.876589,0.863497
3526,0.960702,0.96335
3527,0.924722,0.925304
3528,0.788828,0.774163
3529,0.782289,0.762258
3530,0.777736,0.7474
3531,0.822433,0.811974
3532,0.931996,0.941577
3533,0.881999,0.890474
3534,0.789098,0.749816
3535,0.791027,0.758827
3536,0.790803,0.753129
3537,0.834663,0.811165
3538,0.947426,0.946044
3539,0.901972,0.89417
3540,0.799059,0.778438
3541,0.779752,0.759578
3542,0.801685,0.779457
3543,0.832509,0.813125
3544,0.944356,0.942057
3545,0.897651,0.887998
3546,0.791443,0.773767
3547,0.76667,0.747553
3548,0.747364,0.731916
3549,0.820725,0.796957
3550,0.933208,0.927063
3551,0.883939,0.872574
3552,0.630587,0.620422
3553,0.696895,0.675028
3554,0.686712,0.674152
3555,0.781546,0.767993
3556,0.926779,0.923075
3557,0.854454,0.843657
3558,0.732558,0.775232
3559,0.73024,0.759565
3560,0.741121,0.770404
3561,0.840847,0.830276
3562,0.957645,0.949323
3563,0.91076,0.901171
3564,0.853096,0.797734
3565,0.834564,0.794715
3566,0.831073,0.798786
3567,0.923728,0.885269
3568,0.984622,0.971453
3569,0.963468,0.937768
3570,0.699554,0.662513
3571,0.611395,0.639074
3572,0.659406,0.644121
3573,0.675338,0.635941
3574,0.923265,0.885291
3575,0.853591,0.800594
3576,0.666675,0.675097
3577,0.570662,0.655339
3578,0.575265,0.647587
3579,0.698748,0.715915
3580,0.894511,0.896816
3581,0.816747,0.820398
3582,0.662705,0.741275
3583,0.615768,0.700622
3584,0.510959,0.632586
3585,0.738904,0.779569
3586,0.916106,0.931908
3587,0.829747,0.864885
3588,0.65571,0.74676
3589,0.591323,0.704379
3590,0.539236,0.668134
3591,0.757515,0.78499
3592,0.933063,0.935529
3593,0.848975,0.867617
3594,0.680723,0.678524
3595,0.644723,0.656441
3596,0.619957,0.63594
3597,0.761353,0.744627
3598,0.943807,0.932904
3599,0.877899,0.863638
3600,0.641739,0.643552
3601,0.549386,0.56422
3602,0.607616,0.610217
3603,0.687051,0.665432
3604,0.894144,0.875015
3605,0.769382,0.742215
3606,0.737416,0.741201
3607,0.802292,0.795984
3608,0.749657,0.74608
3609,0.91354,0.902306
3610,0.73611,0.710458
3611,0.857128,0.850734
3612,0.80813,0.802648
3613,0.940353,0.939916
3614,0.886055,0.880942
3615,0.937561,0.942346
3616,0.913734,0.916924
3617,0.979354,0.980616
3618,0.784695,0.751557
3619,0.906882,0.891315
3620,0.857901,0.829103
3621,0.96449,0.947816
3622,0.68683,0.626679
3623,0.829344,0.792884
3624,0.785993,0.75109
3625,0.938729,0.911915
3626,0.608911,0.745147
3627,0.838985,0.856468
3628,0.766351,0.817816
3629,0.934861,0.943702
3630,0.675343,0.781844
3631,0.781824,0.825528
3632,0.680555,0.789473
3633,0.90428,0.933714
3634,0.841522,0.821955
3635,0.896216,0.856375
3636,0.845012,0.809776
3637,0.953918,0.94765
3638,0.911579,0.883953
3639,0.953902,0.938217
3640,0.938767,0.917137
3641,0.983356,0.975439
3642,0.646005,0.556771
3643,0.754968,0.727135
3644,0.718872,0.678115
3645,0.863575,0.825599
3646,0.662351,0.653927
3647,0.775678,0.770516
3648,0.724777,0.706104
3649,0.873504,0.870366
3650,0.763122,0.799458
3651,0.851181,0.882837
3652,0.82371,0.859503
3653,0.934968,0.953855
3654,0.793166,0.739506
3655,0.817691,0.77573
3656,0.809817,0.76595
3657,0.942217,0.927007
3658,0.811919,0.799788
3659,0.869154,0.866682
3660,0.839962,0.830824
3661,0.956231,0.956034
3662,0.816691,0.788305
3663,0.816436,0.794923
3664,0.82781,0.801542
3665,0.940843,0.939946
3666,0.747704,0.709902
3667,0.814316,0.782751
3668,0.795875,0.75519
3669,0.906781,0.891203
3670,0.652183,0.643385
3671,0.758132,0.776263
3672,0.690397,0.692817
3673,0.862835,0.880875
3674,0.693144,0.696558
3675,0.821115,0.833208
3676,0.758307,0.775405
3677,0.918629,0.921597
3678,0.737416,0.741201
3679,0.802292,0.795984
3680,0.749657,0.74608
3681,0.91354,0.902306
3682,0.73611,0.710458
3683,0.857128,0.850734
3684,0.80813,0.802648
3685,0.940353,0.939916
3686,0.886055,0.880942
3687,0.937561,0.942346
3688,0.913734,0.916924
3689,0.979354,0.980616
3690,0.784695,0.751557
3691,0.906882,0.891315
3692,0.857901,0.829103
3693,0.96449,0.947816
3694,0.68683,0.626679
3695,0.829344,0.792884
3696,0.785993,0.75109
3697,0.938729,0.911915
3698,0.608911,0.745147
3699,0.838985,0.856468
3700,0.766351,0.817816
3701,0.934861,0.943702
3702,0.675343,0.781844
3703,0.781824,0.825528
3704,0.680555,0.789473
3705,0.90428,0.933714
3706,0.841522,0.821955
3707,0.896216,0.856375
3708,0.845012,0.809776
3709,0.953918,0.94765
3710,0.911579,0.883953
3711,0.953902,0.938217
3712,0.938767,0.917137
3713,0.983356,0.975439
3714,0.71758,0.811837
3715,0.820989,0.893305
3716,0.773424,0.854908
3717,0.932704,0.960483
3718,0.755197,0.78673
3719,0.852824,0.872301
3720,0.815808,0.836385
3721,0.939334,0.95178
3722,0.683265,0.698166
3723,0.758813,0.782228
3724,0.696759,0.723329
3725,0.900622,0.914986
3726,0.729746,0.689865
3727,0.847112,0.822561
3728,0.766939,0.728904
3729,0.931014,0.92504
3730,0.772365,0.758949
3731,0.896248,0.887157
3732,0.841757,0.832792
3733,0.957552,0.957233
3734,0.699861,0.665578
3735,0.840883,0.819262
3736,0.7827,0.766812
3737,0.92618,0.91034
3738,0.746636,0.673003
3739,0.817093,0.760222
3740,0.761533,0.702863
3741,0.907732,0.858388
3742,0.615644,0.574007
3743,0.734159,0.710686
3744,0.66828,0.668698
3745,0.855245,0.836073
3746,0.716945,0.722362
3747,0.7868,0.793355
3748,0.750075,0.755448
3749,0.879406,0.884667
3750,0.747251,0.770733
3751,0.847617,0.866962
3752,0.802432,0.82831
3753,0.919939,0.934326
3754,0.762054,0.75717
3755,0.769987,0.780356
3756,0.782355,0.792459
3757,0.910044,0.916546
3758,0.776472,0.77106
3759,0.826634,0.841083
3760,0.786035,0.794816
3761,0.930922,0.936805
3762,0.715477,0.750809
3763,0.793501,0.815518
3764,0.733983,0.761502
3765,0.896799,0.908834
3766,0.693995,0.727379
3767,0.793291,0.811665
3768,0.741805,0.767653
3769,0.896501,0.907668
3770,0.710406,0.696852
3771,0.848772,0.827025
3772,0.783047,0.759645
3773,0.936824,0.929099
3774,0.770457,0.78762
3775,0.853062,0.865699
3776,0.800578,0.819051
3777,0.944005,0.949743
3778,0.702356,0.714981
3779,0.768519,0.759559
3780,0.728147,0.744345
3781,0.918696,0.926141
3782,0.703828,0.692393
3783,0.800907,0.795198
3784,0.760033,0.752498
3785,0.909325,0.905434
3786,0.737416,0.741201
3787,0.802292,0.795984
3788,0.749657,0.74608
3789,0.91354,0.902306
3790,0.73611,0.710458
3791,0.857128,0.850734
3792,0.80813,0.802648
3793,0.940353,0.939916
3794,0.886055,0.880942
3795,0.937561,0.942346
3796,0.913734,0.916924
3797,0.979354,0.980616
3798,0.784695,0.751557
3799,0.906882,0.891315
3800,0.857901,0.829103
3801,0.96449,0.947816
3802,0.68683,0.626679
3803,0.829344,0.792884
3804,0.785993,0.75109
3805,0.938729,0.911915
3806,0.608911,0.745147
3807,0.838985,0.856468
3808,0.766351,0.817816
3809,0.934861,0.943702
3810,0.675343,0.781844
3811,0.781824,0.825528
3812,0.680555,0.789473
3813,0.90428,0.933714
3814,0.841522,0.821955
3815,0.896216,0.856375
3816,0.845012,0.809776
3817,0.953918,0.94765
3818,0.911579,0.883953
3819,0.953902,0.938217
3820,0.938767,0.917137
3821,0.983356,0.975439
3822,0.738253,0.762231
3823,0.805883,0.828308
3824,0.766371,0.790564
3825,0.920494,0.931668
3826,0.783317,0.789376
3827,0.865883,0.862884
3828,0.808275,0.809635
3829,0.94724,0.945114
3830,0.777099,0.734786
3831,0.881799,0.857188
3832,0.842625,0.807838
3833,0.956796,0.942612
3834,0.705991,0.723433
3835,0.842615,0.845
3836,0.784978,0.788416
3837,0.929413,0.929974
3838,0.747554,0.720979
3839,0.8359,0.804857
3840,0.803533,0.769138
3841,0.929786,0.916444
3842,0.757738,0.744059
3843,0.862965,0.848641
3844,0.815155,0.793959
3845,0.943463,0.931847
3846,0.763589,0.780155
3847,0.83365,0.847193
3848,0.804525,0.817627
3849,0.932302,0.933739
3850,0.724929,0.730113
3851,0.809112,0.804149
3852,0.760267,0.764207
3853,0.906122,0.902311
3854,0.724256,0.718641
3855,0.745783,0.73035
3856,0.749907,0.739479
3857,0.898927,0.894865
3858,0.607168,0.710257
3859,0.768159,0.840539
3860,0.726254,0.790744
3861,0.88513,0.919149
3862,0.571072,0.690932
3863,0.733411,0.800818
3864,0.693033,0.759306
3865,0.884236,0.923501
3866,0.756698,0.730759
3867,0.837977,0.842401
3868,0.798648,0.80193
3869,0.939172,0.944776
3870,0.787899,0.751407
3871,0.88996,0.86635
3872,0.823865,0.787024
3873,0.957467,0.947716
3874,0.784211,0.76924
3875,0.850545,0.85513
3876,0.838512,0.829272
3877,0.944379,0.942279
3878,0.804816,0.842554
3879,0.83099,0.871205
3880,0.806547,0.853352
3881,0.93166,0.958927
3882,0.745711,0.808322
3883,0.81042,0.864989
3884,0.778244,0.828662
3885,0.902254,0.944681
3886,0.777268,0.782358
3887,0.881799,0.864793
3888,0.846686,0.836973
3889,0.942658,0.935636
3890,0.727263,0.722586
3891,0.839585,0.832774
3892,0.787673,0.787805
3893,0.910308,0.906302
3894,0.719265,0.676083
3895,0.818774,0.818715
3896,0.770332,0.771996
3897,0.900206,0.900835
3898,0.760864,0.733641
3899,0.867017,0.839941
3900,0.812422,0.778607
3901,0.936882,0.912307
3902,0.770352,0.804933
3903,0.863637,0.876879
3904,0.807587,0.825032
3905,0.94127,0.943569
3906,0.738798,0.805704
3907,0.823983,0.863214
3908,0.765363,0.819145
3909,0.916892,0.936113
3910,0.70159,0.720328
3911,0.810924,0.813846
3912,0.781388,0.782783
3913,0.910924,0.892495
3914,0.804322,0.804119
3915,0.864606,0.858983
3916,0.847882,0.834995
3917,0.937675,0.933127
3918,0.789923,0.777657
3919,0.820825,0.811938
3920,0.821845,0.813609
3921,0.945751,0.941978
3922,0.759026,0.76769
3923,0.832625,0.836122
3924,0.77959,0.796388
3925,0.93015,0.921393
3926,0.835036,0.838359
3927,0.88629,0.887879
3928,0.840984,0.833413
3929,0.95073,0.947262
3930,0.583416,0.456352
3931,0.678376,0.664584
3932,0.830758,0.862267
3933,0.48934,0.369677
3934,0.699611,0.675471
3935,0.843473,0.869722
3936,0.667868,0.649451
3937,0.723999,0.783797
3938,0.885798,0.925866
3939,0.797751,0.70172
3940,0.866731,0.840055
3941,0.95995,0.952175
3942,0.505656,0.562335
3943,0.661464,0.723138
3944,0.864644,0.908658
3945,0.486643,0.516751
3946,0.780405,0.829365
3947,0.909404,0.942205
3948,0.671659,0.511033
3949,0.786112,0.740069
3950,0.917358,0.889302
3951,0.635997,0.45964
3952,0.67245,0.613575
3953,0.853829,0.804886
3954,0.560594,0.575401
3955,0.673923,0.678554
3956,0.872287,0.863914
3957,0.612878,0.630173
3958,0.703878,0.732985
3959,0.852062,0.86077
3960,0.266436,0.324869
3961,0.523383,0.525519
3962,0.77949,0.72196
3963,0.334947,0.320884
3964,0.632419,0.544
3965,0.856459,0.786856
3966,0.65361,0.46923
3967,0.726522,0.683111
3968,0.889013,0.863401
3969,0.462823,0.385416
3970,0.651768,0.58421
3971,0.857064,0.831407
3972,0.400682,0.516198
3973,0.719513,0.703206
3974,0.903529,0.894747
3975,0.518445,0.610803
3976,0.666054,0.65393
3977,0.869826,0.869198
3978,0.732807,0.767667
3979,0.787867,0.785637
3980,0.920226,0.916984
3981,0.668983,0.647946
3982,0.655346,0.628475
3983,0.804808,0.784255
3984,0.758475,0.697516
3985,0.660651,0.617107
3986,0.850546,0.862663
3987,0.644868,0.683266
3988,0.679902,0.698307
3989,0.815774,0.831992
3990,0.685839,0.681944
3991,0.673864,0.658428
3992,0.797307,0.786141
3993,0.753656,0.70927
3994,0.740917,0.702771
3995,0.894101,0.832862
3996,0.587653,0.646872
3997,0.627343,0.64768
3998,0.700476,0.7551
3999,0.433949,0.675576
4000,0.689253,0.753188
4001,0.779653,0.873429
4002,0.596464,0.609116
4003,0.696651,0.669262
4004,0.877467,0.86397
4005,0.415061,0.312053
4006,0.606946,0.535424
4007,0.808631,0.735746
4008,0.476929,0.441992
4009,0.535412,0.540598
4010,0.81087,0.785769
4011,0.706689,0.666248
4012,0.757829,0.702138
4013,0.869024,0.827288
4014,0.624956,0.653216
4015,0.638467,0.661549
4016,0.808072,0.845326
4017,0.576038,0.580599
4018,0.662656,0.665941
4019,0.828116,0.830919
4020,0.599744,0.545622
4021,0.613261,0.616322
4022,0.804096,0.819857
4023,0.711633,0.671431
4024,0.718715,0.713207
4025,0.864415,0.872053
4026,0.649049,0.532193
4027,0.738298,0.681545
4028,0.885082,0.856301
4029,0.462776,0.363903
4030,0.676751,0.618308
4031,0.859451,0.826183
4032,0.372142,0.46313
4033,0.613919,0.649693
4034,0.770799,0.794647
4035,0.639588,0.677332
4036,0.687919,0.704805
4037,0.802167,0.816029
4038,0.702526,0.712225
4039,0.761347,0.747326
4040,0.877666,0.859273
4041,0.696079,0.681185
4042,0.723276,0.732277
4043,0.853729,0.854425
4044,0.662749,0.690987
4045,0.771863,0.755158
4046,0.897729,0.892713
4047,0.72246,0.747616
4048,0.79697,0.802474
4049,0.919851,0.924009
4050,0.553002,0.646792
4051,0.705175,0.724382
4052,0.814248,0.82514
4053,0.61742,0.529888
4054,0.731644,0.697753
4055,0.861975,0.824663
4056,0.786258,0.76061
4057,0.806141,0.801515
4058,0.894169,0.894565
4059,0.651623,0.689647
4060,0.671016,0.700009
4061,0.794431,0.85054
4062,0.651257,0.686001
4063,0.76709,0.786034
4064,0.903669,0.923486
4065,0.702812,0.687913
4066,0.728358,0.712403
4067,0.865253,0.843013
4068,0.761446,0.835453
4069,0.732447,0.77504
4070,0.829733,0.840256
4071,0.551171,0.579186
4072,0.665959,0.676913
4073,0.802119,0.794291
4074,0.577546,0.500556
4075,0.774538,0.74645
4076,0.899411,0.871252
4077,0.68486,0.719472
4078,0.760466,0.766608
4079,0.896176,0.888525
4080,0.712636,0.758968
4081,0.743486,0.753678
4082,0.870777,0.866498
4083,0.659534,0.662469
4084,0.74756,0.743612
4085,0.834266,0.822545
4086,0.753253,0.747621
4087,0.75031,0.749687
4088,0.870529,0.878393
4089,0.734012,0.755152
4090,0.716922,0.741653
4091,0.882704,0.899899
4092,0.229601,0.528006
4093,0.713973,0.722423
4094,0.881147,0.887174
4095,0.846806,0.851479
4096,0.959468,0.953773
4097,0.952307,0.95275
4098,0.205954,0.254198
4099,0.573703,0.662105
4100,0.75672,0.768314
4101,0.608253,0.58965
4102,0.882571,0.865672
4103,0.864813,0.852996
4104,0.336788,0.635987
4105,0.645812,0.700003
4106,0.789591,0.830123
4107,0.720294,0.782358
4108,0.896536,0.885663
4109,0.8793,0.880292
4110,0.642518,0.575805
4111,0.724176,0.662552
4112,0.90323,0.867807
4113,0.878555,0.832813
4114,0.95536,0.931101
4115,0.947989,0.921409
4116,0.348608,0.5003
4117,0.826619,0.804904
4118,0.93949,0.907903
4119,0.904062,0.86876
4120,0.978233,0.968125
4121,0.974277,0.959896
4122,0.149769,0.504906
4123,0.7042,0.78464
4124,0.849989,0.88613
4125,0.758458,0.842068
4126,0.947337,0.961863
4127,0.938312,0.954719
4128,0.074778,0.303176
4129,0.377404,0.667162
4130,0.663311,0.829237
4131,0.31332,0.760835
4132,0.880379,0.925808
4133,0.875926,0.90633
4134,0.185603,0.489587
4135,0.681885,0.770065
4136,0.875488,0.916406
4137,0.804373,0.874132
4138,0.946499,0.963785
4139,0.936495,0.955495
4140,0.284219,0.421465
4141,0.770055,0.816407
4142,0.916519,0.933733
4143,0.873517,0.901165
4144,0.966706,0.973447
4145,0.958926,0.966779
4146,0.109032,0.151723
4147,0.657555,0.671665
4148,0.761489,0.765137
4149,0.55697,0.597153
4150,0.934644,0.921703
4151,0.927888,0.909579
4152,0.090973,0.151664
4153,0.503028,0.610737
4154,0.634197,0.713884
4155,0.298416,0.419069
4156,0.898192,0.89329
4157,0.875688,0.876391
4158,0.104635,0.348428
4159,0.679738,0.769322
4160,0.809436,0.882039
4161,0.512473,0.829126
4162,0.945775,0.96102
4163,0.935885,0.955254
4164,0.724695,0.823621
4165,0.836198,0.841372
4166,0.952324,0.956511
4167,0.935134,0.947758
4168,0.979932,0.979427
4169,0.975065,0.975996
4170,0.345729,0.35585
4171,0.626681,0.570684
4172,0.87484,0.820314
4173,0.832316,0.776578
4174,0.93943,0.905971
4175,0.938644,0.906186
4176,0.662473,0.675134
4177,0.709866,0.688405
4178,0.845289,0.824464
4179,0.833919,0.815769
4180,0.921649,0.895946
4181,0.917427,0.891902
4182,0.534569,0.562321
4183,0.602888,0.597102
4184,0.775623,0.780438
4185,0.718963,0.7287
4186,0.856357,0.85279
4187,0.833834,0.828603
4188,0.232563,0.446643
4189,0.701081,0.71539
4190,0.801445,0.837511
4191,0.6985,0.772243
4192,0.931946,0.933428
4193,0.924524,0.926041
4194,0.669871,0.712313
4195,0.797415,0.809206
4196,0.893667,0.902869
4197,0.847638,0.866877
4198,0.960245,0.962052
4199,0.954742,0.956646
4200,0.262465,0.430729
4201,0.595321,0.662425
4202,0.77237,0.806707
4203,0.736315,0.791232
4204,0.903168,0.909632
4205,0.888191,0.889422
4206,0.393025,0.47465
4207,0.630462,0.663746
4208,0.812785,0.844906
4209,0.768002,0.807038
4210,0.918622,0.935224
4211,0.90928,0.928755
4212,0.567292,0.586952
4213,0.755965,0.702593
4214,0.897545,0.860949
4215,0.859625,0.831387
4216,0.961522,0.943313
4217,0.952883,0.932015
4218,0.319556,0.405121
4219,0.721356,0.721524
4220,0.864378,0.864632
4221,0.795037,0.806435
4222,0.943643,0.93574
4223,0.930377,0.918421
4224,0.241506,0.23634
4225,0.61456,0.627839
4226,0.788935,0.781297
4227,0.634159,0.634873
4228,0.897366,0.896733
4229,0.887523,0.889774
4230,0.17508,0.331313
4231,0.605416,0.652458
4232,0.716232,0.770648
4233,0.528552,0.752086
4234,0.87496,0.902657
4235,0.85513,0.885212
4236,0.363087,0.486647
4237,0.63502,0.611055
4238,0.784869,0.755836
4239,0.748709,0.74619
4240,0.909898,0.888694
4241,0.890999,0.859896
4242,0.312326,0.398645
4243,0.579549,0.527809
4244,0.784606,0.724809
4245,0.754445,0.70349
4246,0.908653,0.855593
4247,0.896513,0.834158
4248,0.290427,0.42364
4249,0.631836,0.623499
4250,0.80881,0.807724
4251,0.775226,0.783079
4252,0.927372,0.921111
4253,0.921397,0.912164
4254,0.761627,0.635273
4255,0.776446,0.73856
4256,0.900172,0.878243
4257,0.878551,0.847286
4258,0.952468,0.945847
4259,0.946407,0.932274
4260,0.751735,0.602943
4261,0.777515,0.704756
4262,0.878516,0.840622
4263,0.849472,0.796729
4264,0.941523,0.92366
4265,0.939394,0.914223
4266,0.704329,0.642544
4267,0.784249,0.733991
4268,0.883317,0.854744
4269,0.849066,0.823104
4270,0.931698,0.904041
4271,0.927943,0.899938
4272,0.592567,0.64407
4273,0.721711,0.680003
4274,0.832715,0.832733
4275,0.829666,0.831001
4276,0.929311,0.926775
4277,0.916761,0.917783
4278,0.343696,0.403379
4279,0.646622,0.603053
4280,0.820504,0.806963
4281,0.759344,0.752856
4282,0.913738,0.901146
4283,0.903156,0.895192
4284,0.321292,0.333972
4285,0.577802,0.62193
4286,0.747139,0.750542
4287,0.672338,0.689621
4288,0.888902,0.900995
4289,0.885917,0.898778
4290,0.50268,0.564039
4291,0.647056,0.694347
4292,0.791595,0.806501
4293,0.747196,0.747651
4294,0.870095,0.902811
4295,0.870358,0.901774
4296,0.695076,0.689382
4297,0.721934,0.695709
4298,0.883568,0.873093
4299,0.849203,0.837911
4300,0.938321,0.929068
4301,0.928214,0.91389
4302,0.737742,0.723083
4303,0.777427,0.752228
4304,0.881009,0.865414
4305,0.856819,0.845598
4306,0.941989,0.925204
4307,0.939137,0.925386
4308,0.401556,0.353683
4309,0.751158,0.729812
4310,0.884387,0.863933
4311,0.832161,0.809172
4312,0.943882,0.935198
4313,0.937195,0.926625
4314,0.372859,0.29482
4315,0.737552,0.689876
4316,0.853841,0.806251
4317,0.803122,0.741787
4318,0.931848,0.904502
4319,0.923267,0.896604
4320,0.636961,0.300033
4321,0.782501,0.738378
4322,0.884183,0.830087
4323,0.822491,0.739676
4324,0.9496,0.935332
4325,0.945862,0.929043
4326,0.785451,0.842402
4327,0.831806,0.87208
4328,0.931908,0.949697
4329,0.917797,0.940165
4330,0.971101,0.97781
4331,0.967694,0.975327
4332,0.601168,0.667694
4333,0.663663,0.696284
4334,0.835107,0.859781
4335,0.793691,0.814299
4336,0.915388,0.924997
4337,0.909769,0.91608
4338,0.655672,0.665254
4339,0.68603,0.685432
4340,0.853517,0.846841
4341,0.807072,0.798478
4342,0.920786,0.911249
4343,0.908238,0.901991
4344,0.705035,0.733586
4345,0.751671,0.77905
4346,0.888754,0.904038
4347,0.849463,0.867503
4348,0.928667,0.942586
4349,0.918948,0.936553
4350,0.418748,0.233881
4351,0.781246,0.745952
4352,0.852211,0.796792
4353,0.782415,0.63301
4354,0.939854,0.917198
4355,0.932417,0.908667
4356,0.687002,0.501188
4357,0.750668,0.696216
4358,0.874635,0.830521
4359,0.841513,0.766893
4360,0.943237,0.919631
4361,0.935024,0.908979
4362,0.167398,0.115083
4363,0.704055,0.632999
4364,0.858832,0.779203
4365,0.737263,0.464779
4366,0.947819,0.917737
4367,0.93851,0.907366
4368,0.271591,0.222625
4369,0.677273,0.673128
4370,0.833713,0.824589
4371,0.780799,0.733513
4372,0.934698,0.925022
4373,0.919961,0.907124
4374,0.498101,0.378402
4375,0.744005,0.727515
4376,0.857631,0.854344
4377,0.793478,0.771632
4378,0.945342,0.9367
4379,0.939468,0.928216
4380,0.64122,0.629081
4381,0.772714,0.73534
4382,0.848459,0.840328
4383,0.799054,0.784247
4384,0.943332,0.934254
4385,0.939084,0.927045
4386,0.658129,0.712486
4387,0.7236,0.747578
4388,0.845866,0.857734
4389,0.785789,0.808034
4390,0.916671,0.924444
4391,0.906176,0.915445
4392,0.532191,0.674552
4393,0.652819,0.681845
4394,0.752167,0.767653
4395,0.696229,0.713979
4396,0.852852,0.853566
4397,0.846975,0.847511
4398,0.55749,0.613395
4399,0.630698,0.657477
4400,0.740406,0.731511
4401,0.704581,0.704691
4402,0.852994,0.852945
4403,0.850603,0.845216
4404,0.560348,0.573804
4405,0.59903,0.619235
4406,0.693768,0.684979
4407,0.674346,0.667004
4408,0.812728,0.828479
4409,0.818721,0.831354
4410,0.605087,0.640966
4411,0.644455,0.660123
4412,0.75894,0.779228
4413,0.730585,0.751286
4414,0.859264,0.873404
4415,0.858029,0.872868
4416,0.557926,0.55913
4417,0.698905,0.627093
4418,0.880287,0.815388
4419,0.838488,0.784349
4420,0.930742,0.886262
4421,0.916389,0.871425
4422,0.608722,0.637345
4423,0.724126,0.717467
4424,0.859885,0.842235
4425,0.800095,0.787208
4426,0.918567,0.916787
4427,0.904038,0.900721
4428,0.746654,0.627452
4429,0.782624,0.732763
4430,0.887135,0.863472
4431,0.870508,0.825897
4432,0.960099,0.94782
4433,0.957097,0.940789
4434,0.801163,0.699275
4435,0.817787,0.763304
4436,0.905315,0.869804
4437,0.889909,0.826315
4438,0.957407,0.939957
4439,0.954197,0.933172
4440,0.762125,0.729601
4441,0.729713,0.72503
4442,0.880628,0.879983
4443,0.871054,0.855866
4444,0.931484,0.934963
4445,0.925999,0.930638
4446,0.491337,0.436708
4447,0.634037,0.660688
4448,0.824922,0.849564
4449,0.792897,0.812287
4450,0.906325,0.929548
4451,0.901355,0.926915
4452,0.578604,0.440356
4453,0.677265,0.647701
4454,0.843321,0.826402
4455,0.82536,0.79003
4456,0.943532,0.934776
4457,0.936614,0.928601
4458,0.273923,0.194196
4459,0.692399,0.640459
4460,0.79098,0.75859
4461,0.752138,0.653255
4462,0.887016,0.885084
4463,0.867083,0.870561
4464,0.111615,0.094334
4465,0.601524,0.566604
4466,0.720837,0.670089
