bb_idx,MT_BigMHC,WT_BigMHC
305,0.010856624,0.0068758423
306,0.12086463,0.17440987
307,0.09771871,0.057227667
308,0.017519446,0.0064291144
309,0.08746992,0.101112254
310,0.36521837,0.2857113
311,0.06151831,0.045163896
312,0.1078227,0.09553119
313,0.5983334,0.3900712
314,0.12337562,0.010853818
315,0.1672111,0.17179099
316,0.016683148,0.013497062
317,0.008021175,0.004391315
318,0.33365777,0.33414063
319,0.12059497,0.0688491
320,0.03305248,0.03312028
321,0.15498415,0.11872934
322,0.3131188,0.37984946
323,0.013055908,0.012345578
324,0.18010327,0.1644602
325,0.31763127,0.26312906
326,0.26256648,0.1570313
327,0.4045158,0.2935365
328,0.09791045,0.11193401
329,0.009716125,0.009808874
330,0.32268447,0.2054083
331,0.1026088,0.10017432
332,0.015944641,0.015685009
333,0.15994117,0.11222376
334,0.15466854,0.16374959
335,0.11976772,0.095057346
336,0.035438113,0.03558785
337,0.21837373,0.073571995
338,0.003979345,0.0011865005
339,0.2032601,0.19971326
340,0.10734658,0.12586841
341,0.0011509982,0.001783966
342,0.23808968,0.25571203
343,0.06039738,0.056537427
344,0.021499362,0.024694724
345,0.439476,0.4252011
346,0.23570473,0.26276785
347,0.016267566,0.018326495
348,0.11126326,0.12675592
349,0.19869277,0.24662185
350,0.0060533583,0.009173741
351,0.28910574,0.30907458
352,0.18231632,0.14409415
353,0.060679834,0.054937188
354,0.0759481,0.07392389
355,0.04818699,0.053883277
356,0.0005218711,0.00051606365
357,0.39304957,0.408261
358,0.33285043,0.32341608
359,0.09640427,0.13691315
360,0.057531424,0.062395193
361,0.019426556,0.014978707
362,0.0060129436,0.0065358137
363,0.029373538,0.034653846
364,0.010297352,0.011491664
365,0.0005556418,0.00076089444
366,0.06936317,0.056181107
367,0.14477956,0.14967154
368,0.011350549,0.008456667
369,0.031286832,0.032510575
370,0.061037797,0.08020395
371,0.0019414464,0.002699551
372,0.055707693,0.051057007
373,0.081267096,0.07388105
374,0.0053494484,0.008141042
375,0.16319071,0.24287502
376,0.14992724,0.1791033
377,0.01317292,0.02497079
378,0.09964088,0.12178824
379,0.21357273,0.093728
380,0.0142429,0.011153537
381,0.16981114,0.30975035
382,0.5596746,0.44792023
383,0.1887635,0.06519564
384,0.180647,0.22127683
385,0.09409576,0.08410086
386,0.010342889,0.0075429115
387,0.11562832,0.09522034
388,0.054522865,0.05762477
389,0.007848742,0.009606405
390,0.08887215,0.08355315
391,0.5359083,0.46263513
392,0.03365407,0.034052458
393,0.010630945,0.009155699
394,0.01851383,0.0132498685
395,0.0028284902,0.0034412849
396,0.2787974,0.26819938
397,0.07581712,0.07030884
398,0.011178699,0.0055044577
399,0.27440128,0.27947974
400,0.15351227,0.11915709
401,0.01276675,0.011553208
402,0.16696152,0.13785358
403,0.29514268,0.19247167
404,0.02293714,0.0075860373
405,0.16261096,0.077573046
406,0.1450239,0.28244972
407,0.011088635,0.019734774
408,0.10766554,0.0958213
409,0.06759759,0.16368592
410,0.0028264208,0.015897673
411,0.07807116,0.06088275
412,0.07944967,0.07239151
413,0.0034148186,0.0030759485
414,0.22050953,0.20170306
415,0.09254216,0.11424606
416,0.0049440726,0.004342347
417,0.059170414,0.07698201
418,0.0453923,0.057113383
419,0.003458714,0.003348928
420,0.05097824,0.062064383
421,0.0187165,0.018989917
422,0.012023562,0.0139219165
423,0.07088279,0.078970976
424,0.3788542,0.41474003
425,0.011133559,0.015606934
426,0.04645115,0.03974568
427,0.16316095,0.1375668
428,0.0034090464,0.0017789407
429,0.08906038,0.08013679
430,0.06852396,0.074637
431,0.0012715703,0.0019808859
432,0.01161362,6.4909174e-05
433,0.044426747,0.019092295
434,0.0025387646,0.003042898
435,8.114492e-05,0.00013485349
436,0.011385506,0.009998024
437,0.055823285,0.0059663067
438,0.0008195634,0.00019472078
439,0.05244751,0.035752717
440,0.0008470075,0.00059296936
441,1.9333824e-05,2.3869177e-05
442,0.008917192,0.006132173
443,0.028119627,0.011881732
444,0.00096880615,0.00056988635
445,0.280538,0.19210187
446,0.011826071,0.009777998
447,0.0026722818,0.00033245838
448,0.03522067,0.027200634
449,0.0038679927,0.0022758197
450,0.004575205,0.0018703555
451,0.29219216,0.18674476
452,0.005265877,0.004980668
453,0.00037857072,0.00026472495
454,0.0063191657,0.0049047363
455,0.015567771,0.008600224
456,0.03419556,0.031209288
457,0.47985023,0.4826067
458,0.0005385441,0.00022421485
459,1.7979763e-05,2.7383256e-05
460,0.0033290603,0.0033866854
461,0.018101037,0.0071996674
462,0.0008634528,0.012161819
463,0.09272243,0.09124027
464,0.004761915,0.005773739
465,0.00038285923,0.00015979416
466,0.035125364,0.015292014
467,0.0049338085,0.0024331533
468,0.00014679585,0.0011198384
469,0.070577934,0.14787592
470,0.012523428,0.0031957712
471,0.031213164,0.010656091
472,0.067028835,0.011259638
473,0.01845735,0.005875924
474,0.019819375,0.02002421
475,0.53285474,0.37980917
476,0.060926236,0.01702201
477,0.00442175,0.0022522903
478,0.18442987,0.20190518
479,0.031554133,0.018084487
480,0.00038087042,0.00037245272
481,0.19548069,0.27818796
482,0.14918132,0.045363057
483,0.012070654,0.0017812697
484,0.016379632,0.010285333
485,0.020956147,0.009929949
486,0.0033619343,0.0034739499
487,0.20975824,0.18726745
488,0.6325032,0.4149328
489,0.0071902117,0.005238133
490,0.08000003,0.02517018
491,0.058181632,0.027603189
492,0.000118549986,0.00023251725
493,0.11937753,0.117434286
494,0.037472397,0.024670256
495,0.0050693066,0.0017604734
496,0.0648628,0.026199313
497,0.036283456,0.013552472
498,0.0002594022,0.00025605608
499,0.060103755,0.0442959
500,0.035060056,0.025553733
501,0.00064385583,0.00024817142
502,0.027514635,0.018515395
503,0.048846543,0.025468012
504,0.00019531498,0.0001597403
505,0.06139409,0.066920474
506,0.04209635,0.015686173
507,0.0012219556,0.00022997863
508,0.08287193,0.055993445
509,0.068299,0.01976138
510,0.00019284281,0.0002305799
511,0.07411467,0.09436257
512,0.003960921,0.0036477405
513,0.0023540163,0.0009026508
514,0.026853677,0.026773047
515,0.012402854,0.0117038265
516,4.11383e-05,9.7013246e-05
517,0.27822492,0.25958735
518,0.018357117,0.0080018565
519,0.0010368226,0.0008226583
520,0.031224752,0.036488067
521,0.010443353,0.014321073
522,0.0006029277,0.0006626922
523,0.3482594,0.39875317
524,0.019455133,0.007933437
525,0.0054233735,0.0030793007
526,0.05319396,0.049115133
527,0.008651418,0.006047218
528,0.000103121914,0.00018711702
529,0.049906336,0.047763247
530,0.00087726105,0.0034340208
531,0.00013972554,2.0285706e-05
532,0.0019300675,0.00092926767
533,0.0009455153,0.0008164682
534,0.00017435486,0.00025971723
535,0.018953618,0.014691547
536,0.004879512,0.0057180338
537,0.00011460431,0.00012694097
538,0.007907404,0.003801649
539,0.008297382,0.004063972
540,0.0001363077,0.00014548565
541,0.07151143,0.050833255
542,0.0028443772,0.0019420736
543,0.0006491168,0.00016557444
544,0.092023656,0.026176346
545,0.15155657,0.042533096
546,0.010446333,0.0052520228
547,0.19438712,0.08812193
548,0.0070168977,0.0014010783
549,0.0258135,0.0037302654
550,0.28059858,0.07110429
551,0.0076252064,0.0017717736
552,0.00027589325,0.00014003877
553,0.020666942,0.012965465
554,0.0015618765,0.00085683755
555,0.000390454,5.562085e-05
556,0.035976388,0.009609659
557,0.005785875,0.0017447693
558,0.00063343486,0.0007238445
559,0.032826234,0.025025368
560,0.10328316,0.17840251
561,0.0010362758,0.00089085096
562,0.17461261,0.19717701
563,0.087438345,0.113630176
564,0.00020424694,0.00019601689
565,0.08484876,0.044097345
566,0.012584035,0.015125392
567,0.0016374765,0.00087179284
568,0.044181287,0.007840658
569,0.010287492,0.0021764073
570,0.00041634936,0.00042595709
571,0.055902623,0.046547946
572,0.0050497237,0.0042410893
573,0.0005504089,0.00024351117
574,0.029843982,0.008997941
575,0.029610632,0.008869419
576,0.00061766006,0.10077541
577,0.059360776,0.36249354
578,0.0020800352,0.0015710463
579,0.00011547673,0.0001371715
580,0.0043019345,0.0026779932
581,0.0021396633,0.01080934
582,0.0006297905,0.001631921
583,0.031644013,0.048947375
584,0.0036592975,0.0034816598
585,0.00014262206,0.00017779121
586,0.021708539,0.05727819
587,0.020647854,0.03929423
588,4.0565443e-05,5.1755633e-05
589,0.013703932,0.013243823
590,0.014086763,0.03279149
591,0.0015437377,0.003304915
592,0.055738322,0.10606337
593,0.024133852,0.07988192
594,6.0522183e-05,0.00013764884
595,0.010134457,0.01734206
596,0.0037224684,0.006125294
597,6.690778e-05,8.700427e-05
598,0.004818439,0.007339802
599,0.0018835866,0.0034406113
600,0.00058703305,0.00064191374
601,0.06934345,0.08299928
602,0.002383563,0.003883132
603,0.0041095964,0.008680871
604,0.02758701,0.03156129
605,0.001202218,0.002443871
606,0.00063572725,0.0006333451
607,0.059302162,0.061408095
608,0.0034526289,0.0043462845
609,0.0001450089,0.00021776767
610,0.07834623,0.037342656
611,0.093207665,0.08744831
612,0.0007058469,0.000360216
613,0.026049072,0.09083635
614,0.0027446107,0.00932189
615,0.0006218259,0.0003839109
616,0.011448643,0.042255316
617,0.021076007,0.054064516
618,0.0032916197,0.008309957
619,0.24463603,0.3634496
620,0.0025619327,0.0068410365
621,0.0009184851,0.0025168678
622,0.018970722,0.030614974
623,0.0020189108,0.0029124464
624,0.00036492985,0.00013658933
625,0.34278345,0.15443048
626,0.010650129,0.0045322985
627,0.0007633321,0.00033554801
628,0.02517737,0.015452915
629,0.01922804,0.008067537
630,0.00076335587,0.00072463084
631,0.48645407,0.4563215
632,0.02999173,0.014119954
633,0.0024879738,0.0028141157
634,0.03747929,0.023929624
635,0.016843162,0.009529039
636,0.0007107441,0.0009179018
637,0.39758828,0.39839807
638,0.009815351,0.0056713563
639,0.002104605,0.0005664915
640,0.015419349,0.008708237
641,0.008848659,0.0057471837
642,0.0007617196,0.00078165234
643,0.24517186,0.16573882
644,0.0053512193,0.003009764
645,7.972169e-05,5.826443e-05
646,0.0075192214,0.006243604
647,0.010771732,0.0042180526
648,0.0015325471,0.000948091
649,0.3935798,0.34897467
650,0.0011710676,0.00120599
651,0.00021467867,0.00018729306
652,0.0036531803,0.0023526868
653,0.004117797,0.0030009039
654,0.00029842983,0.0001867122
655,0.28163055,0.24368341
656,0.0033184662,0.0023445245
657,0.00023617686,0.00025148058
658,0.004228872,0.010546522
659,0.0039707543,0.012559501
660,0.0005743268,0.00038229913
661,0.23079327,0.10762453
662,0.0029734704,0.0034469508
663,9.7767974e-05,0.0002623263
664,0.008005304,0.015432544
665,0.005944425,0.004756064
666,0.0030545082,0.0010208352
667,0.08497084,0.11149156
668,0.0016712629,0.00041348767
669,0.00085528806,0.003838711
670,0.039851367,0.030184945
671,0.00993965,0.019137383
672,0.0003098117,0.00048461763
673,0.15077819,0.1399349
674,0.024496514,0.054595392
675,0.004321919,0.0008622425
676,0.15604217,0.12010764
677,0.020889027,0.038514316
678,0.0012142196,0.004255163
679,0.23197627,0.24030615
680,0.020571237,0.021240348
681,0.00024344907,0.00042840993
682,0.010280871,0.016857678
683,0.011077193,0.010686204
684,0.00065714197,0.00075307116
685,0.5574933,0.45517388
686,0.0018053928,0.0013805758
687,0.00011515342,9.634908e-05
688,0.006054364,0.006283944
689,0.0058501433,0.0064887768
690,0.0008251679,0.0008760878
691,0.41321516,0.40265134
692,0.0013668888,0.0015669055
693,2.8082179e-05,3.172132e-05
694,0.0044279415,0.0041012573
695,0.004096974,0.0034390746
696,0.0002784928,0.00023200038
697,0.13450477,0.14544146
698,0.0017976267,0.0018817103
699,0.00020639693,0.00016415592
700,0.0046592206,0.0038956995
701,0.002634197,0.001982493
702,0.00021883438,0.00012189877
703,0.05242282,0.04615137
704,0.0013412662,0.002818032
705,0.00012064551,0.00022055293
706,0.013651366,0.014006975
707,0.00292543,0.003996119
708,0.000113845184,9.5823e-05
709,0.13303633,0.12547484
710,0.0075765806,0.01649936
711,0.0017991419,0.0021682095
712,0.06397901,0.02648821
713,0.02757592,0.013016838
714,0.00026439546,0.0002837128
715,0.07098573,0.072595425
716,0.0032705888,0.0048111905
717,0.00034545592,0.0005517711
718,0.0529289,0.024048056
719,0.035580244,0.019056097
720,0.00049321057,5.5256107e-05
721,0.17180367,0.04501099
722,0.013842496,0.0064931815
723,0.0049962983,0.00030628568
724,0.060257465,0.04218438
725,0.008341132,0.015216351
726,0.0003265743,0.000251019
727,0.0859037,0.08690291
728,0.012924584,0.016460145
729,0.0018797024,0.0014797818
730,0.003839145,0.005936555
731,0.0025473956,0.0043071727
732,0.00091480947,0.0016325786
733,0.3349164,0.47172675
734,0.0036135667,0.002451508
735,3.8716196e-05,4.4457054e-05
736,0.012508939,0.005370482
737,0.009618512,0.005707144
738,0.00048495876,0.00068353117
739,0.14732349,0.21561596
740,0.0062116934,0.001385034
741,8.632043e-05,0.00011260619
742,0.0076147164,0.010281931
743,0.0035839006,0.0049736435
744,0.0010491146,0.0034740511
745,0.060046494,0.15906136
746,0.0017890539,0.0016470712
747,0.0012462413,0.0029056135
748,0.0067121,0.043684382
749,0.00355383,0.006647422
750,0.00014136826,0.00017386446
751,0.072846636,0.063595094
752,0.005646935,0.0026569474
753,0.002691428,0.00097457465
754,0.0055454136,0.011295848
755,0.0034160875,0.004914258
756,0.00021589077,0.0005310452
757,0.02932162,0.052813973
758,0.006170475,0.0027290466
759,0.0004121757,0.00018616239
760,0.1559891,0.06914321
761,0.12587261,0.020467568
762,7.881403e-05,6.92219e-05
763,0.011746788,0.017354736
764,0.017821463,0.0052405815
765,0.0005648033,8.881127e-05
766,0.0028180813,0.002405266
767,0.0026835303,0.0011987077
768,0.00069144415,6.894501e-05
769,0.09735609,0.026366
770,0.0026090543,0.004300824
771,0.0010346009,0.00048114796
772,0.010065815,0.032967947
773,0.0051420415,0.02242064
774,0.0012580577,0.0012972074
775,0.3472031,0.31780246
776,0.0148614915,0.018001407
777,0.00566066,0.0051552844
778,0.005088772,0.00641767
779,0.0011333058,0.0013491953
780,0.00018709237,0.00024411581
781,0.07777982,0.080073096
782,0.019095311,0.012624354
783,0.00065619877,0.00061151234
784,0.010236597,0.0063583595
785,0.0038802081,0.003077415
786,0.00034017395,0.00027154057
787,0.06582387,0.055167817
788,0.08741213,0.040766645
789,0.0018875066,0.0019222564
790,0.010563342,0.01326965
791,0.0016904314,0.0013763345
792,2.8058234e-05,3.2711825e-05
793,0.016714478,0.02425873
794,0.01742422,0.014807423
795,0.0001555021,0.00013153865
796,0.0017174718,0.0029547927
797,0.001964711,0.0024214145
798,1.7595885e-05,4.0140294e-05
799,0.010279739,0.0060285255
800,0.020384418,0.007943602
801,0.00032476816,0.00011094037
802,0.009959126,0.0034728933
803,0.0063183918,0.0041411
804,1.5198748e-05,8.203416e-05
805,0.029765014,0.035697877
806,0.0122906845,0.0023943053
807,0.00022530435,8.167351e-05
808,0.0031214685,0.001235284
809,0.003695156,0.0016089777
810,2.932313e-05,9.9839606e-05
811,0.010774435,0.0121696675
812,0.011314847,0.016320838
813,0.00012471231,0.000107456704
814,0.00244075,0.0015797905
815,0.0073482716,0.0022395316
816,0.0020830394,0.008993531
817,0.16527067,0.3928433
818,0.006023434,0.014866225
819,0.0002783499,0.0027464833
820,0.054105807,0.16197944
821,0.015125283,0.0075052422
822,0.016339522,0.012307552
823,0.46701747,0.5555387
824,0.116832815,0.07147715
825,0.005046062,0.0037281774
826,0.08088503,0.021992771
827,0.009128503,0.0038982893
828,0.0011674926,0.0012189681
829,0.040202875,0.050334495
830,0.0011745517,0.0023723636
831,0.0002668334,0.0007741227
832,0.006725659,0.009082666
833,0.00053869915,0.000753808
834,0.00040117747,0.0003314221
835,0.06520565,0.08220663
836,0.03678426,0.24352217
837,0.014821214,0.009901866
838,0.21560594,0.15681866
839,0.04924432,0.035225205
840,0.00018858317,8.9418965e-05
841,0.07219041,0.041116912
842,0.002054035,0.0025223787
843,8.969112e-05,4.923236e-05
844,0.005844782,0.0025077362
845,0.00435669,0.0025182378
846,0.00014410484,4.9547554e-05
847,0.029440101,0.028441088
848,0.00528606,0.02678967
849,4.8934464e-05,0.00012153905
850,0.0027042057,0.0047312942
851,0.002175957,0.0022960603
852,0.00094582385,7.985915e-05
853,0.19308755,0.04887599
854,0.0021388489,0.011625419
855,0.00045659975,0.0024474694
856,0.007204736,0.008903994
857,0.0032115525,0.003358431
858,0.0001774399,4.2526957e-05
859,0.08500916,0.036127422
860,0.001810685,0.0057042288
861,2.7132892e-05,4.2587293e-05
862,0.0057016155,0.008007542
863,0.019076945,0.12570442
864,0.00043537954,3.138639e-05
865,0.049745176,0.01892039
866,0.0025169929,0.003628573
867,0.001492677,0.00040631313
868,0.02216511,0.0042765294
869,0.024589723,0.0035582033
870,0.00039597476,0.0002025287
871,0.0586491,0.037608474
872,0.001720868,0.0012755896
873,0.00035698517,0.00017254012
874,0.027298441,0.011136494
875,0.011122287,0.003155371
876,0.00050411205,0.00023075345
877,0.060985398,0.045984823
878,0.0036668538,0.003598599
879,0.0011460877,0.0005336296
880,0.028831096,0.008482063
881,0.01954378,0.0056165536
882,0.00010192875,0.00010306745
883,0.057552364,0.035625037
884,0.0038574026,0.002643148
885,0.0003195763,0.0003452916
886,0.012280561,0.0058355033
887,0.005010332,0.004482855
888,6.3909065e-05,6.72604e-05
889,0.022655461,0.02122049
890,0.0017954021,0.0018506321
891,2.7289645e-05,2.2777735e-05
892,0.0014382454,0.0022905504
893,0.00039200537,0.0006775763
894,0.00010768726,0.00013660896
895,0.05250903,0.023098957
896,0.009404932,0.0031991878
897,0.00018752736,5.206993e-05
898,0.010822369,0.011380362
899,0.002716685,0.00433955
900,0.00010765338,3.349965e-05
901,0.05078421,0.013120274
902,0.0024605822,0.002769354
903,3.4129444e-05,1.5733402e-05
904,0.0022872929,0.0023685724
905,0.0012425177,0.001116026
906,0.0011298924,0.00035705473
907,0.058584243,0.021016436
908,0.008169287,0.0089637395
909,0.0006836633,0.000112910624
910,0.0071180984,0.004765247
911,0.0070807436,0.0048421114
912,0.007141594,0.00038961894
913,0.17980678,0.08295492
914,0.0079222545,0.0026028021
915,0.011620925,0.0015050821
916,0.056822576,0.03958233
917,0.0018754959,0.009546754
918,0.00010040246,7.772114e-05
919,0.10626118,0.1048452
920,0.028601741,0.021459231
921,0.007839072,0.003913614
922,0.029851912,0.03333073
923,0.0059339004,0.009930362
924,0.0006536194,0.0020374325
925,0.19861487,0.25988698
926,0.021615436,0.02641283
927,0.002555173,0.0019506987
928,0.04203977,0.097860515
929,0.010770455,0.01040165
930,0.00027841926,0.0005307301
931,0.056549717,0.043872807
932,0.005578006,0.0010999476
933,0.10873655,0.09973103
934,0.01471544,0.013423907
935,0.0142512405,0.010644017
936,0.00029818315,0.00062143046
937,0.044838037,0.11445749
938,0.0317103,0.009998592
939,0.002538833,0.002047288
940,0.014157635,0.046896845
941,0.013820733,0.028211968
942,0.00017928099,0.00022257231
943,0.1394941,0.08064338
944,0.36974335,0.20121789
945,0.0033772737,0.0052006915
946,0.032145627,0.12093196
