bb_idx,MT_NeoTImmuML,WT_NeoTImmuML
0,0.9451336798683168,0.9635562140369164
1,0.9451336798683168,0.9635562140369164
2,0.9451336798683168,0.9635562140369164
3,0.9451336798683168,0.9635562140369164
4,0.9395732063136012,0.9387620288310818
5,0.9395732063136012,0.9387620288310818
6,0.9395732063136012,0.9387620288310818
7,0.9395732063136012,0.9387620288310818
8,0.9437286594247554,0.925601821127103
9,0.9437286594247554,0.925601821127103
10,0.9437286594247554,0.925601821127103
11,0.9437286594247554,0.925601821127103
12,0.8207380484948784,0.7941722557344691
13,0.8207380484948784,0.7941722557344691
14,0.8207380484948784,0.7941722557344691
15,0.8207380484948784,0.7941722557344691
16,0.779083884048473,0.7340942593674965
17,0.779083884048473,0.7340942593674965
18,0.779083884048473,0.7340942593674965
19,0.779083884048473,0.7340942593674965
20,0.8841535867629423,0.8626014100080135
21,0.8841535867629423,0.8626014100080135
22,0.8841535867629423,0.8626014100080135
23,0.8841535867629423,0.8626014100080135
24,0.8940698279026378,0.8954652742193349
25,0.8940698279026378,0.8954652742193349
26,0.8940698279026378,0.8954652742193349
27,0.8940698279026378,0.8954652742193349
28,0.9443194805852368,0.9604785052016996
29,0.9443194805852368,0.9604785052016996
30,0.9443194805852368,0.9604785052016996
31,0.9443194805852368,0.9604785052016996
32,0.9485146149580456,0.9593038134312748
33,0.9485146149580456,0.9593038134312748
34,0.9485146149580456,0.9593038134312748
35,0.9485146149580456,0.9593038134312748
36,0.98059612387801,0.9883143263346832
37,0.98059612387801,0.9883143263346832
38,0.98059612387801,0.9883143263346832
39,0.98059612387801,0.9883143263346832
40,0.963829799142034,0.9705357655226609
41,0.963829799142034,0.9705357655226609
42,0.963829799142034,0.9705357655226609
43,0.963829799142034,0.9705357655226609
44,0.957131636089407,0.958414716916244
45,0.957131636089407,0.958414716916244
46,0.957131636089407,0.958414716916244
47,0.957131636089407,0.958414716916244
48,0.9424139111747823,0.9466691015041964
49,0.9424139111747823,0.9466691015041964
50,0.9424139111747823,0.9466691015041964
51,0.9424139111747823,0.9466691015041964
52,0.9252966288236806,0.9189336947750374
53,0.9252966288236806,0.9189336947750374
54,0.9252966288236806,0.9189336947750374
55,0.9252966288236806,0.9189336947750374
56,0.9335072837113848,0.9246467606294078
57,0.9335072837113848,0.9246467606294078
58,0.9335072837113848,0.9246467606294078
59,0.9335072837113848,0.9246467606294078
60,0.9154769412304998,0.9122870423370616
61,0.9154769412304998,0.9122870423370616
62,0.9154769412304998,0.9122870423370616
63,0.9154769412304998,0.9122870423370616
64,0.9451336798683168,0.9635562140369164
65,0.9451336798683168,0.9635562140369164
66,0.9451336798683168,0.9635562140369164
67,0.9451336798683168,0.9635562140369164
68,0.9395732063136012,0.9387620288310818
69,0.9395732063136012,0.9387620288310818
70,0.9395732063136012,0.9387620288310818
71,0.9395732063136012,0.9387620288310818
72,0.9437286594247554,0.925601821127103
73,0.9437286594247554,0.925601821127103
74,0.9437286594247554,0.925601821127103
75,0.9437286594247554,0.925601821127103
76,0.8207380484948784,0.7941722557344691
77,0.8207380484948784,0.7941722557344691
78,0.8207380484948784,0.7941722557344691
79,0.8207380484948784,0.7941722557344691
80,0.779083884048473,0.7340942593674965
81,0.779083884048473,0.7340942593674965
82,0.779083884048473,0.7340942593674965
83,0.779083884048473,0.7340942593674965
84,0.8841535867629423,0.8626014100080135
85,0.8841535867629423,0.8626014100080135
86,0.8841535867629423,0.8626014100080135
87,0.8841535867629423,0.8626014100080135
88,0.8940698279026378,0.8954652742193349
89,0.8940698279026378,0.8954652742193349
90,0.8940698279026378,0.8954652742193349
91,0.8940698279026378,0.8954652742193349
92,0.9443194805852368,0.9604785052016996
93,0.9443194805852368,0.9604785052016996
94,0.9443194805852368,0.9604785052016996
95,0.9443194805852368,0.9604785052016996
96,0.8999462002933953,0.9013154199178331
97,0.8999462002933953,0.9013154199178331
98,0.8999462002933953,0.9013154199178331
99,0.8999462002933953,0.9013154199178331
100,0.9627480880401532,0.9589998871298748
101,0.9627480880401532,0.9589998871298748
102,0.9627480880401532,0.9589998871298748
103,0.9627480880401532,0.9589998871298748
104,0.7938060951966031,0.7570380140926354
105,0.7938060951966031,0.7570380140926354
106,0.7938060951966031,0.7570380140926354
107,0.7938060951966031,0.7570380140926354
108,0.8581272203207428,0.8161231676075966
109,0.8581272203207428,0.8161231676075966
110,0.8581272203207428,0.8161231676075966
111,0.8581272203207428,0.8161231676075966
112,0.8717849148275612,0.8520301670070329
113,0.8717849148275612,0.8520301670070329
114,0.8717849148275612,0.8520301670070329
115,0.8717849148275612,0.8520301670070329
116,0.8614646979717054,0.7862572474603509
117,0.8614646979717054,0.7862572474603509
118,0.8614646979717054,0.7862572474603509
119,0.8614646979717054,0.7862572474603509
120,0.8810229570229725,0.8446955168286895
121,0.8810229570229725,0.8446955168286895
122,0.8810229570229725,0.8446955168286895
123,0.8810229570229725,0.8446955168286895
124,0.9299968420386658,0.9259862601039832
125,0.9299968420386658,0.9259862601039832
126,0.9299968420386658,0.9259862601039832
127,0.9299968420386658,0.9259862601039832
128,0.9471204655579656,0.9202073905688534
129,0.9471204655579656,0.9202073905688534
130,0.9471204655579656,0.9202073905688534
131,0.9471204655579656,0.9202073905688534
132,0.932400666638614,0.8799403338697335
133,0.932400666638614,0.8799403338697335
134,0.932400666638614,0.8799403338697335
135,0.932400666638614,0.8799403338697335
136,0.9344916517569124,0.9212954114559956
137,0.9344916517569124,0.9212954114559956
138,0.9344916517569124,0.9212954114559956
139,0.9344916517569124,0.9212954114559956
140,0.975393216822767,0.9640932682311488
141,0.975393216822767,0.9640932682311488
142,0.975393216822767,0.9640932682311488
143,0.975393216822767,0.9640932682311488
144,0.9401598540737868,0.8831216064372482
145,0.9401598540737868,0.8831216064372482
146,0.9401598540737868,0.8831216064372482
147,0.9401598540737868,0.8831216064372482
148,0.9585680755429749,0.9272329929614256
149,0.9585680755429749,0.9272329929614256
150,0.9585680755429749,0.9272329929614256
151,0.9585680755429749,0.9272329929614256
152,0.9662689829757272,0.9582963152491618
153,0.9662689829757272,0.9582963152491618
154,0.9662689829757272,0.9582963152491618
155,0.9662689829757272,0.9582963152491618
156,0.9296255212321928,0.9501483361494016
157,0.9296255212321928,0.9501483361494016
158,0.9296255212321928,0.9501483361494016
159,0.9296255212321928,0.9501483361494016
160,0.9451336798683168,0.9635562140369164
161,0.9451336798683168,0.9635562140369164
162,0.9451336798683168,0.9635562140369164
163,0.9451336798683168,0.9635562140369164
164,0.9395732063136012,0.9387620288310818
165,0.9395732063136012,0.9387620288310818
166,0.9395732063136012,0.9387620288310818
167,0.9395732063136012,0.9387620288310818
168,0.9437286594247554,0.925601821127103
169,0.9437286594247554,0.925601821127103
170,0.9437286594247554,0.925601821127103
171,0.9437286594247554,0.925601821127103
172,0.8207380484948784,0.7941722557344691
173,0.8207380484948784,0.7941722557344691
174,0.8207380484948784,0.7941722557344691
175,0.8207380484948784,0.7941722557344691
176,0.779083884048473,0.7340942593674965
177,0.779083884048473,0.7340942593674965
178,0.779083884048473,0.7340942593674965
179,0.779083884048473,0.7340942593674965
180,0.8841535867629423,0.8626014100080135
181,0.8841535867629423,0.8626014100080135
182,0.8841535867629423,0.8626014100080135
183,0.8841535867629423,0.8626014100080135
184,0.8940698279026378,0.8954652742193349
185,0.8940698279026378,0.8954652742193349
186,0.8940698279026378,0.8954652742193349
187,0.8940698279026378,0.8954652742193349
188,0.9443194805852368,0.9604785052016996
189,0.9443194805852368,0.9604785052016996
190,0.9443194805852368,0.9604785052016996
191,0.9443194805852368,0.9604785052016996
192,0.9299127266401842,0.938525740332972
193,0.9299127266401842,0.938525740332972
194,0.9299127266401842,0.938525740332972
195,0.9299127266401842,0.938525740332972
196,0.9126809215092896,0.8873040937474663
197,0.9126809215092896,0.8873040937474663
198,0.9126809215092896,0.8873040937474663
199,0.9126809215092896,0.8873040937474663
200,0.9035843476679282,0.9227620759043134
201,0.9035843476679282,0.9227620759043134
202,0.9035843476679282,0.9227620759043134
203,0.9035843476679282,0.9227620759043134
204,0.9204499559303472,0.8995645388766124
205,0.9204499559303472,0.8995645388766124
206,0.9204499559303472,0.8995645388766124
207,0.9204499559303472,0.8995645388766124
208,0.8575386301981599,0.8017959581280165
209,0.8575386301981599,0.8017959581280165
210,0.8575386301981599,0.8017959581280165
211,0.8575386301981599,0.8017959581280165
212,0.7390332733003915,0.8418387368157784
213,0.7390332733003915,0.8418387368157784
214,0.7390332733003915,0.8418387368157784
