bb_idx,MT_TSCAPE,WT_TSCAPE
2992,0.091254,0.100722
2993,0.022374,0.023991
2994,0.235791,0.224849
2995,0.032685,0.031405
2996,0.137454,0.129621
2997,0.130296,0.128793
2998,0.156458,0.144376
2999,0.043122,0.039263
3000,0.447375,0.443052
3001,0.07576,0.068938
3002,0.148352,0.129652
3003,0.285385,0.257677
3004,0.242584,0.221374
3005,0.059098,0.053704
3006,0.268884,0.249933
3007,0.033689,0.031935
3008,0.079401,0.080855
3009,0.209047,0.19221
3010,0.146692,0.141021
3011,0.028473,0.028294
3012,0.274968,0.264828
3013,0.030783,0.031098
3014,0.047222,0.04636
3015,0.112253,0.113031
3016,0.134883,0.136957
3017,0.027668,0.028364
3018,0.265707,0.248453
3019,0.023287,0.022512
3020,0.040775,0.040005
3021,0.143657,0.134474
3022,0.098303,0.100007
3023,0.024198,0.023868
3024,0.608251,0.573068
3025,0.101008,0.087937
3026,0.236961,0.243241
3027,0.425932,0.41377
3028,0.354093,0.374811
3029,0.084668,0.0864
3030,0.348556,0.323178
3031,0.036665,0.037707
3032,0.06914,0.074609
3033,0.16599,0.191661
3034,0.19812,0.1932
3035,0.040381,0.04106
3036,0.28144,0.271905
3037,0.05144,0.051273
3038,0.106839,0.106002
3039,0.18546,0.210467
3040,0.173966,0.159119
3041,0.032867,0.03411
3042,0.309721,0.312919
3043,0.028221,0.030284
3044,0.073984,0.066753
3045,0.103134,0.113459
3046,0.12193,0.126932
3047,0.023055,0.02304
3048,0.149595,0.13476
3049,0.021745,0.017108
3050,0.038294,0.031207
3051,0.083274,0.075786
3052,0.084543,0.072524
3053,0.018309,0.017565
3054,0.181902,0.197993
3055,0.019464,0.0219
3056,0.03249,0.036733
3057,0.076922,0.082531
3058,0.101276,0.10461
3059,0.024844,0.025534
3060,0.261768,0.224517
3061,0.028181,0.025932
3062,0.166591,0.098963
3063,0.094011,0.091359
3064,0.121914,0.108074
3065,0.031575,0.027173
3066,0.27559,0.255284
3067,0.039322,0.030878
3068,0.054261,0.046522
3069,0.195779,0.144263
3070,0.170302,0.146244
3071,0.030333,0.02493
3072,0.266868,0.251243
3073,0.027815,0.028306
3074,0.063323,0.061906
3075,0.141866,0.144076
3076,0.156097,0.14996
3077,0.024521,0.024884
3078,0.358402,0.41799
3079,0.073468,0.08204
3080,0.141322,0.151363
3081,0.386571,0.394492
3082,0.268027,0.289828
3083,0.051958,0.05836
3084,0.231748,0.2301
3085,0.029236,0.03007
3086,0.07945,0.077889
3087,0.120959,0.121485
3088,0.116533,0.10966
3089,0.026505,0.026295
3090,0.31056,0.320181
3091,0.037689,0.031747
3092,0.052836,0.041129
3093,0.208242,0.195059
3094,0.210717,0.200503
3095,0.04091,0.036494
3096,0.442651,0.450403
3097,0.074513,0.085771
3098,0.14099,0.164214
3099,0.379322,0.360017
3100,0.260782,0.275915
3101,0.05819,0.058413
3102,0.430777,0.400417
3103,0.055238,0.048541
3104,0.155049,0.107853
3105,0.242921,0.232808
3106,0.241325,0.202323
3107,0.061931,0.0501
3108,0.610055,0.622244
3109,0.090966,0.098039
3110,0.175718,0.195952
3111,0.386929,0.352978
3112,0.420905,0.411469
3113,0.071471,0.067452
3114,0.381491,0.379746
3115,0.035424,0.032244
3116,0.060271,0.053821
3117,0.262258,0.237099
3118,0.14876,0.139542
3119,0.028121,0.027636
3120,0.613919,0.535071
3121,0.06736,0.047163
3122,0.212748,0.163081
3123,0.260672,0.213541
3124,0.330493,0.276665
3125,0.071393,0.054733
3126,0.284545,0.238625
3127,0.050627,0.031091
3128,0.166986,0.108398
3129,0.173327,0.131457
3130,0.220293,0.1418
3131,0.057123,0.040694
3132,0.265044,0.336114
3133,0.047919,0.049685
3134,0.051115,0.062824
3135,0.268478,0.258562
3136,0.203317,0.250509
3137,0.044025,0.049476
3138,0.429605,0.377004
3139,0.049588,0.045991
3140,0.08011,0.077835
3141,0.325291,0.323412
3142,0.211947,0.204539
3143,0.030613,0.033752
3144,0.481565,0.572823
3145,0.08163,0.080289
3146,0.162626,0.164547
3147,0.251718,0.258942
3148,0.296251,0.301481
3149,0.062835,0.066004
3150,0.1783,0.149428
3151,0.017983,0.019194
3152,0.032527,0.041681
3153,0.121661,0.115872
3154,0.094989,0.09642
3155,0.024452,0.027165
3156,0.355596,0.308599
3157,0.023081,0.018897
3158,0.030642,0.02433
3159,0.164884,0.137621
3160,0.153332,0.123715
3161,0.027965,0.023613
3162,0.55301,0.590838
3163,0.078772,0.085308
3164,0.140931,0.220609
3165,0.294974,0.263454
3166,0.315115,0.311792
3167,0.060575,0.070238
3168,0.2118,0.206132
3169,0.033446,0.035184
3170,0.082036,0.0696
3171,0.227413,0.202142
3172,0.189632,0.191874
3173,0.031991,0.039934
3174,0.465793,0.478789
3175,0.070192,0.068483
3176,0.176615,0.167219
3177,0.27663,0.259088
3178,0.22994,0.227304
3179,0.044939,0.04656
3180,0.177292,0.222615
3181,0.020015,0.023465
3182,0.024974,0.029409
3183,0.101156,0.107521
3184,0.091254,0.100722
3185,0.022374,0.023991
3186,0.235791,0.224849
3187,0.032685,0.031405
3188,0.137454,0.129621
3189,0.130296,0.128793
3190,0.156458,0.144376
3191,0.043122,0.039263
3192,0.447375,0.443052
3193,0.07576,0.068938
3194,0.148352,0.129652
3195,0.285385,0.257677
3196,0.242584,0.221374
3197,0.059098,0.053704
3198,0.268884,0.249933
3199,0.033689,0.031935
3200,0.079401,0.080855
3201,0.209047,0.19221
3202,0.146692,0.141021
3203,0.028473,0.028294
3204,0.274968,0.264828
3205,0.030783,0.031098
3206,0.047222,0.04636
3207,0.112253,0.113031
3208,0.134883,0.136957
3209,0.027668,0.028364
3210,0.265707,0.248453
3211,0.023287,0.022512
3212,0.040775,0.040005
3213,0.143657,0.134474
3214,0.098303,0.100007
3215,0.024198,0.023868
3216,0.608251,0.573068
3217,0.101008,0.087937
3218,0.236961,0.243241
3219,0.425932,0.41377
3220,0.354093,0.374811
3221,0.084668,0.0864
3222,0.357999,0.302898
3223,0.048774,0.042171
3224,0.089098,0.067096
3225,0.261177,0.221451
3226,0.173808,0.14494
3227,0.043641,0.038724
3228,0.571689,0.518608
3229,0.077347,0.079855
3230,0.166179,0.238408
3231,0.323003,0.333523
3232,0.364874,0.372622
3233,0.065772,0.067379
3234,0.160725,0.133308
3235,0.028051,0.02694
3236,0.04679,0.037832
3237,0.169208,0.137848
3238,0.155924,0.114726
3239,0.03173,0.023805
3240,0.347005,0.296151
3241,0.039351,0.039386
3242,0.08158,0.084629
3243,0.157568,0.169326
3244,0.151657,0.151055
3245,0.030097,0.025668
3246,0.363438,0.263781
3247,0.034225,0.028381
3248,0.120089,0.090223
3249,0.187323,0.160374
3250,0.188852,0.142011
3251,0.038477,0.033366
3252,0.242233,0.243764
3253,0.046797,0.051018
3254,0.055305,0.106561
3255,0.169984,0.179076
3256,0.160786,0.183443
3257,0.038295,0.041705
3258,0.258984,0.181891
3259,0.021356,0.020177
3260,0.018219,0.019678
3261,0.125385,0.131803
3262,0.098471,0.085814
3263,0.0204,0.018731
3264,0.428987,0.404917
3265,0.059407,0.052921
3266,0.100726,0.1034
3267,0.244852,0.22827
3268,0.196735,0.208465
3269,0.040506,0.036123
3270,0.583869,0.493563
3271,0.054018,0.041304
3272,0.092896,0.069769
3273,0.251723,0.228122
3274,0.259349,0.223075
3275,0.055969,0.049045
3276,0.411341,0.376522
3277,0.068821,0.055869
3278,0.208823,0.188558
3279,0.182268,0.156215
3280,0.257082,0.228706
3281,0.053419,0.044165
3282,0.314866,0.346633
3283,0.032483,0.037089
3284,0.041429,0.050465
3285,0.19039,0.225936
3286,0.172456,0.202391
3287,0.030858,0.038652
3288,0.174672,0.235709
3289,0.020429,0.025933
3290,0.03163,0.038653
3291,0.131186,0.178806
3292,0.130808,0.151532
3293,0.025151,0.026569
3294,0.363283,0.334592
3295,0.070931,0.058608
3296,0.131937,0.111222
3297,0.233627,0.232863
3298,0.242627,0.214711
3299,0.050718,0.046001
3300,0.271124,0.309812
3301,0.036297,0.034487
3302,0.089626,0.085311
3303,0.221106,0.205675
3304,0.155804,0.159297
3305,0.035952,0.036662
3306,0.321906,0.346281
3307,0.045592,0.042988
3308,0.043061,0.060624
3309,0.193971,0.236328
3310,0.190556,0.21916
3311,0.035259,0.040796
3312,0.30518,0.279978
3313,0.04031,0.045717
3314,0.057272,0.047326
3315,0.161174,0.180348
3316,0.139904,0.168613
3317,0.031859,0.030736
3318,0.329204,0.25659
3319,0.03252,0.037508
3320,0.066345,0.060618
3321,0.152884,0.150394
3322,0.151655,0.132822
3323,0.030511,0.030501
3324,0.292532,0.255509
3325,0.048428,0.040918
3326,0.101149,0.079374
3327,0.253095,0.232758
3328,0.234496,0.209232
3329,0.060359,0.051791
3330,0.386111,0.401763
3331,0.049174,0.057824
3332,0.110072,0.123352
3333,0.247858,0.265539
3334,0.207222,0.213011
3335,0.050467,0.05962
3336,0.261009,0.22621
3337,0.051639,0.044981
3338,0.114445,0.08281
3339,0.207602,0.172331
3340,0.196891,0.155572
3341,0.038881,0.032552
3342,0.277936,0.269899
3343,0.018982,0.020945
3344,0.036983,0.039854
3345,0.173285,0.155693
3346,0.135102,0.130885
3347,0.02849,0.030686
3348,0.379412,0.338543
3349,0.070224,0.05961
3350,0.19648,0.116371
3351,0.259486,0.247818
3352,0.26233,0.193263
3353,0.063713,0.047245
3354,0.202359,0.181025
3355,0.024451,0.019873
3356,0.025036,0.022378
3357,0.137577,0.120121
3358,0.098033,0.085033
3359,0.020546,0.01681
3360,0.424249,0.417428
3361,0.056315,0.055834
3362,0.0848,0.081608
3363,0.297053,0.304364
3364,0.213902,0.219496
3365,0.039911,0.040947
3366,0.1593,0.265252
3367,0.02135,0.033831
3368,0.052078,0.088315
3369,0.110161,0.161031
3370,0.065249,0.112472
3371,0.019445,0.032811
3372,0.48283,0.480161
3373,0.036349,0.058652
3374,0.051485,0.079281
3375,0.161527,0.250557
3376,0.208657,0.246275
3377,0.037161,0.050414
3378,0.346352,0.349272
3379,0.060933,0.036903
3380,0.103862,0.058218
3381,0.194228,0.168388
3382,0.183555,0.13474
3383,0.04201,0.028117
3384,0.320857,0.34429
3385,0.027205,0.023345
3386,0.044864,0.043999
3387,0.113026,0.129007
3388,0.119111,0.117253
3389,0.023831,0.024561
3390,0.345465,0.370334
3391,0.053397,0.058245
3392,0.109448,0.104544
3393,0.254278,0.320905
3394,0.213187,0.258477
3395,0.041496,0.050205
3396,0.353997,0.49659
3397,0.029884,0.048268
3398,0.037708,0.077751
3399,0.143969,0.23703
3400,0.126102,0.22015
3401,0.02881,0.05453
3402,0.368368,0.465524
3403,0.047924,0.045349
3404,0.148841,0.101583
3405,0.187773,0.157587
3406,0.228892,0.209409
3407,0.04833,0.054647
3408,0.438133,0.50227
3409,0.046892,0.041556
3410,0.064717,0.067088
3411,0.221333,0.21194
3412,0.200033,0.17774
3413,0.041507,0.039714
3414,0.261965,0.215774
3415,0.059636,0.050702
3416,0.109064,0.098836
3417,0.20505,0.164541
3418,0.163205,0.152398
3419,0.042523,0.034092
3420,0.188757,0.154793
3421,0.025927,0.024247
3422,0.046443,0.053914
3423,0.128678,0.133422
3424,0.109445,0.101691
3425,0.036746,0.0325
3426,0.56683,0.511408
3427,0.063188,0.046893
3428,0.152407,0.082464
3429,0.270617,0.215692
3430,0.338262,0.259381
3431,0.072754,0.05153
3432,0.550941,0.576824
3433,0.054916,0.074361
3434,0.100718,0.156934
3435,0.377917,0.374897
3436,0.310207,0.323374
3437,0.059889,0.065166
3438,0.321404,0.241344
3439,0.035182,0.023696
3440,0.07136,0.049828
3441,0.202209,0.173037
3442,0.172952,0.156789
3443,0.036102,0.033304
3444,0.288656,0.417247
3445,0.032399,0.044706
3446,0.070168,0.139868
3447,0.23056,0.248896
3448,0.166065,0.222187
3449,0.039584,0.045305
3450,0.310758,0.354147
3451,0.045033,0.052916
3452,0.111895,0.113715
3453,0.221317,0.237658
3454,0.169196,0.190336
3455,0.048284,0.055656
3456,0.598146,0.616425
3457,0.062204,0.059152
3458,0.097113,0.122377
3459,0.23294,0.23444
3460,0.220497,0.234656
3461,0.065557,0.064216
3462,0.131698,0.174765
3463,0.014907,0.015318
3464,0.033267,0.036318
3465,0.112888,0.125226
3466,0.107191,0.12856
3467,0.022023,0.026214
3468,0.255018,0.308801
3469,0.047664,0.046414
3470,0.141926,0.129716
3471,0.255764,0.246705
3472,0.215501,0.224591
3473,0.039604,0.038708
3474,0.177927,0.193473
3475,0.023791,0.027847
3476,0.024999,0.032086
3477,0.147996,0.169602
3478,0.118766,0.131669
3479,0.023981,0.025406
3480,0.192917,0.221117
3481,0.048802,0.053892
3482,0.100729,0.120398
3483,0.19133,0.206056
3484,0.16092,0.203177
3485,0.029357,0.03245
3486,0.257064,0.250564
3487,0.017323,0.017275
3488,0.034594,0.033588
3489,0.101632,0.107176
3490,0.090024,0.091522
3491,0.01976,0.019109
3492,0.488779,0.539609
3493,0.058714,0.079397
3494,0.143267,0.240992
3495,0.326124,0.337763
3496,0.302935,0.357446
3497,0.049352,0.061994
3498,0.179272,0.179127
3499,0.01597,0.023014
3500,0.038764,0.043563
3501,0.141985,0.183484
3502,0.126473,0.14769
3503,0.026862,0.030813
3504,0.375695,0.338017
3505,0.039703,0.039507
3506,0.086291,0.088874
3507,0.141644,0.149783
3508,0.172066,0.176715
3509,0.0397,0.040735
3510,0.21557,0.218757
3511,0.022252,0.026892
3512,0.03397,0.052257
3513,0.145824,0.17336
3514,0.108741,0.143334
3515,0.019695,0.024965
3516,0.15877,0.177188
3517,0.019662,0.021654
3518,0.047845,0.046654
3519,0.101701,0.112755
3520,0.104649,0.090218
3521,0.017725,0.018112
3522,0.127751,0.129128
3523,0.021298,0.017889
3524,0.037244,0.032337
3525,0.091253,0.085488
3526,0.080555,0.08812
3527,0.018478,0.018436
3528,0.264784,0.239922
3529,0.025704,0.022824
3530,0.047904,0.038272
3531,0.147029,0.134801
3532,0.144121,0.136114
3533,0.029192,0.025633
3534,0.222938,0.268722
3535,0.040026,0.052113
3536,0.066498,0.117374
3537,0.167958,0.219806
3538,0.144004,0.185848
3539,0.021727,0.036187
3540,0.158364,0.154231
3541,0.018787,0.019828
3542,0.052559,0.03802
3543,0.103401,0.105515
3544,0.106157,0.111219
3545,0.021579,0.022373
3546,0.264908,0.295429
3547,0.039054,0.043517
3548,0.079118,0.114722
3549,0.169202,0.164838
3550,0.150108,0.164229
3551,0.030579,0.030315
3552,0.268323,0.263938
3553,0.031711,0.027359
3554,0.0587,0.058191
3555,0.185105,0.198966
3556,0.156586,0.172901
3557,0.032083,0.032625
3558,0.224414,0.193038
3559,0.059036,0.052398
3560,0.075716,0.069276
3561,0.154503,0.136472
3562,0.161855,0.147108
3563,0.03657,0.035867
3564,0.1167,0.136567
3565,0.025037,0.025457
3566,0.051129,0.057321
3567,0.126756,0.131047
3568,0.103358,0.116552
3569,0.029221,0.031338
3570,0.378162,0.388218
3571,0.036103,0.04391
3572,0.04981,0.070931
3573,0.168046,0.206501
3574,0.178439,0.22692
3575,0.033246,0.041939
3576,0.340894,0.358963
3577,0.053403,0.046436
3578,0.094813,0.067669
3579,0.261089,0.234249
3580,0.17921,0.176137
3581,0.031148,0.02821
3582,0.208024,0.211989
3583,0.021883,0.020762
3584,0.040963,0.051805
3585,0.136115,0.13526
3586,0.083184,0.095554
3587,0.018679,0.020425
3588,0.45635,0.474439
3589,0.043127,0.051879
3590,0.085222,0.077771
3591,0.187097,0.173289
3592,0.19429,0.211044
3593,0.044392,0.044237
3594,0.294496,0.261142
3595,0.03437,0.031261
3596,0.06443,0.073821
3597,0.160499,0.15231
3598,0.166461,0.16263
3599,0.030768,0.029831
3600,0.319437,0.37984
3601,0.0413,0.052419
3602,0.090867,0.102009
3603,0.177447,0.20841
3604,0.164983,0.211477
3605,0.030645,0.038865
3606,0.043985,0.051347
3607,0.344534,0.358623
3608,0.31032,0.341821
3609,0.055643,0.065035
3610,0.154112,0.133956
3611,0.416449,0.375592
3612,0.63983,0.609881
3613,0.149193,0.13229
3614,0.042729,0.036713
3615,0.226439,0.216557
3616,0.274874,0.262238
3617,0.05376,0.049106
3618,0.027816,0.033782
3619,0.279283,0.318256
3620,0.303024,0.344902
3621,0.040866,0.047214
3622,0.030595,0.034094
3623,0.231031,0.253744
3624,0.254055,0.278537
3625,0.05421,0.057241
3626,0.066631,0.076178
3627,0.294331,0.305149
3628,0.394164,0.415584
3629,0.074929,0.077827
3630,0.051503,0.053526
3631,0.2225,0.221817
3632,0.400194,0.380757
3633,0.053477,0.048756
3634,0.087318,0.081561
3635,0.417238,0.433597
3636,0.544542,0.539632
3637,0.115127,0.111257
3638,0.062297,0.069776
3639,0.379788,0.377656
3640,0.419274,0.452207
3641,0.070222,0.082672
3642,0.047458,0.038255
3643,0.274782,0.249232
3644,0.396781,0.321046
3645,0.062658,0.052829
3646,0.066546,0.117069
3647,0.272358,0.387315
3648,0.370682,0.485209
3649,0.071465,0.118945
3650,0.05144,0.065244
3651,0.305794,0.312526
3652,0.385208,0.412862
3653,0.06534,0.067986
3654,0.038619,0.037829
3655,0.27428,0.224595
3656,0.320723,0.237683
3657,0.048497,0.045743
3658,0.06795,0.070768
3659,0.485619,0.4545
3660,0.540489,0.493559
3661,0.099333,0.093908
3662,0.079949,0.084306
3663,0.329382,0.340219
3664,0.436538,0.476114
3665,0.107986,0.11659
3666,0.011486,0.017164
3667,0.102414,0.146216
3668,0.095171,0.145917
3669,0.022927,0.025672
3670,0.029948,0.033805
3671,0.225112,0.194008
3672,0.309448,0.304436
3673,0.042937,0.038373
3674,0.095051,0.088982
3675,0.371011,0.34409
3676,0.486421,0.483171
3677,0.108433,0.097324
3678,0.043985,0.051347
3679,0.344534,0.358623
3680,0.31032,0.341821
3681,0.055643,0.065035
3682,0.154112,0.133956
3683,0.416449,0.375592
3684,0.63983,0.609881
3685,0.149193,0.13229
3686,0.042729,0.036713
3687,0.226439,0.216557
3688,0.274874,0.262238
3689,0.05376,0.049106
3690,0.027816,0.033782
3691,0.279283,0.318256
3692,0.303024,0.344902
3693,0.040866,0.047214
3694,0.030595,0.034094
3695,0.231031,0.253744
3696,0.254055,0.278537
3697,0.05421,0.057241
3698,0.066631,0.076178
3699,0.294331,0.305149
3700,0.394164,0.415584
3701,0.074929,0.077827
3702,0.051503,0.053526
3703,0.2225,0.221817
3704,0.400194,0.380757
3705,0.053477,0.048756
3706,0.087318,0.081561
3707,0.417238,0.433597
3708,0.544542,0.539632
3709,0.115127,0.111257
3710,0.062297,0.069776
3711,0.379788,0.377656
3712,0.419274,0.452207
3713,0.070222,0.082672
3714,0.016613,0.03601
3715,0.110277,0.149094
3716,0.088528,0.153481
3717,0.033271,0.051866
3718,0.071533,0.084303
3719,0.333296,0.373945
3720,0.380393,0.488533
3721,0.079196,0.103942
3722,0.051055,0.05604
3723,0.268137,0.324032
3724,0.404905,0.44511
3725,0.067256,0.081683
3726,0.021569,0.021508
3727,0.218675,0.238439
3728,0.212911,0.234337
3729,0.041946,0.041519
3730,0.016099,0.017631
3731,0.104424,0.112455
3732,0.107171,0.135725
3733,0.034228,0.034213
3734,0.03315,0.038395
3735,0.207113,0.224536
3736,0.216549,0.260247
3737,0.03625,0.044457
3738,0.055127,0.052659
3739,0.345435,0.358136
3740,0.448632,0.470641
3741,0.077931,0.074962
3742,0.068204,0.092236
3743,0.340895,0.390528
3744,0.38062,0.448253
3745,0.080176,0.101126
3746,0.038176,0.052028
3747,0.344524,0.436467
3748,0.258014,0.357278
3749,0.05757,0.073243
3750,0.05053,0.053924
3751,0.43719,0.432062
3752,0.475211,0.47932
3753,0.077504,0.073116
3754,0.080999,0.064319
3755,0.318452,0.317999
3756,0.437887,0.395617
3757,0.101275,0.088017
3758,0.026899,0.027514
3759,0.225002,0.195653
3760,0.248499,0.227209
3761,0.035145,0.033156
3762,0.088146,0.057194
3763,0.313017,0.268806
3764,0.425597,0.355204
3765,0.085739,0.055241
3766,0.061045,0.075039
3767,0.320679,0.34747
3768,0.438152,0.506563
3769,0.08556,0.096332
3770,0.127686,0.081315
3771,0.450017,0.385619
3772,0.638533,0.520767
3773,0.125046,0.095141
3774,0.079249,0.0956
3775,0.507053,0.483916
3776,0.480553,0.523083
3777,0.099631,0.106238
3778,0.0586,0.05253
3779,0.333066,0.3353
3780,0.314214,0.305755
3781,0.062376,0.056111
3782,0.054672,0.055753
3783,0.295513,0.30109
3784,0.370297,0.378838
3785,0.057692,0.061584
3786,0.043985,0.051347
3787,0.344534,0.358623
3788,0.31032,0.341821
3789,0.055643,0.065035
3790,0.154112,0.133956
3791,0.416449,0.375592
3792,0.63983,0.609881
3793,0.149193,0.13229
3794,0.042729,0.036713
3795,0.226439,0.216557
3796,0.274874,0.262238
3797,0.05376,0.049106
3798,0.027816,0.033782
3799,0.279283,0.318256
3800,0.303024,0.344902
3801,0.040866,0.047214
3802,0.030595,0.034094
3803,0.231031,0.253744
3804,0.254055,0.278537
3805,0.05421,0.057241
3806,0.066631,0.076178
3807,0.294331,0.305149
3808,0.394164,0.415584
3809,0.074929,0.077827
3810,0.051503,0.053526
3811,0.2225,0.221817
3812,0.400194,0.380757
3813,0.053477,0.048756
3814,0.087318,0.081561
3815,0.417238,0.433597
3816,0.544542,0.539632
3817,0.115127,0.111257
3818,0.062297,0.069776
3819,0.379788,0.377656
3820,0.419274,0.452207
3821,0.070222,0.082672
3822,0.029975,0.033396
3823,0.213039,0.225166
3824,0.223001,0.230951
3825,0.034163,0.045959
3826,0.096632,0.051747
3827,0.416589,0.19561
3828,0.513387,0.283771
3829,0.10553,0.045026
3830,0.033176,0.034363
3831,0.174891,0.175184
3832,0.253594,0.259404
3833,0.049604,0.04652
3834,0.041567,0.059943
3835,0.33141,0.36204
3836,0.388778,0.417453
3837,0.056842,0.070577
3838,0.049816,0.03343
3839,0.23614,0.23992
3840,0.348562,0.304989
3841,0.05537,0.055314
3842,0.049169,0.041173
3843,0.343266,0.28602
3844,0.359955,0.302637
3845,0.075158,0.058933
3846,0.084237,0.065334
3847,0.335279,0.273221
3848,0.49806,0.401444
3849,0.089254,0.068192
3850,0.064188,0.059664
3851,0.228456,0.269865
3852,0.321116,0.379817
3853,0.066732,0.061376
3854,0.0821,0.089113
3855,0.446429,0.406558
3856,0.449742,0.493974
3857,0.120797,0.124035
3858,0.067279,0.031521
3859,0.409599,0.303105
3860,0.451666,0.361656
3861,0.117608,0.058696
3862,0.059656,0.071672
3863,0.365151,0.414116
3864,0.459808,0.516008
3865,0.085612,0.104267
3866,0.053369,0.041044
3867,0.289214,0.220057
3868,0.357427,0.296911
3869,0.059073,0.043624
3870,0.048119,0.037848
3871,0.293009,0.261039
3872,0.351594,0.277453
3873,0.05801,0.066821
3874,0.049997,0.033094
3875,0.361202,0.307838
3876,0.376253,0.286597
3877,0.067894,0.05223
3878,0.023531,0.025584
3879,0.240304,0.242992
3880,0.179855,0.181742
3881,0.040878,0.044027
3882,0.037059,0.030397
3883,0.225072,0.219679
3884,0.224126,0.187593
3885,0.050155,0.047542
3886,0.03858,0.033537
3887,0.258783,0.209282
3888,0.251548,0.217353
3889,0.044504,0.033462
3890,0.078554,0.07991
3891,0.290133,0.287265
3892,0.443172,0.42774
3893,0.099868,0.082944
3894,0.060159,0.064753
3895,0.302257,0.301004
3896,0.328921,0.343544
3897,0.063787,0.074428
3898,0.018831,0.022234
3899,0.126106,0.13145
3900,0.203311,0.210252
3901,0.034346,0.035751
3902,0.037179,0.043242
3903,0.275919,0.261612
3904,0.293015,0.299949
3905,0.053999,0.057813
3906,0.040979,0.031873
3907,0.20694,0.175149
3908,0.301693,0.232772
3909,0.051693,0.031749
3910,0.023761,0.030694
3911,0.145205,0.155047
3912,0.130496,0.144234
3913,0.030544,0.03189
3914,0.097093,0.074022
3915,0.423525,0.324475
3916,0.513296,0.458596
3917,0.098516,0.076715
3918,0.034043,0.03906
3919,0.216761,0.211089
3920,0.264996,0.285175
3921,0.043743,0.046105
3922,0.031115,0.036046
3923,0.214852,0.236345
3924,0.206142,0.213684
3925,0.0372,0.042641
3926,0.144741,0.123429
3927,0.448501,0.402137
3928,0.489209,0.415357
3929,0.115757,0.078903
3930,0.423948,0.25634
3931,0.154116,0.112637
3932,0.176232,0.116203
3933,0.125752,0.115767
3934,0.07931,0.067945
3935,0.077024,0.079419
3936,0.122235,0.09966
3937,0.085165,0.076058
3938,0.094288,0.084628
3939,0.324516,0.377849
3940,0.192555,0.203279
3941,0.179984,0.198243
3942,0.135018,0.102715
3943,0.104638,0.078667
3944,0.085559,0.063155
3945,0.229206,0.2104
3946,0.119,0.106223
3947,0.122638,0.124462
3948,0.215093,0.311904
3949,0.128319,0.200342
3950,0.125843,0.20676
3951,0.661707,0.687208
3952,0.396139,0.412828
3953,0.308876,0.329604
3954,0.09662,0.088837
3955,0.086263,0.068368
3956,0.103746,0.087205
3957,0.382594,0.154773
3958,0.204672,0.101524
3959,0.180144,0.107715
3960,0.178195,0.17938
3961,0.13363,0.106698
3962,0.13373,0.108982
3963,0.72707,0.598868
3964,0.494717,0.387516
3965,0.383173,0.291853
3966,0.128256,0.097043
3967,0.085697,0.079597
3968,0.110916,0.093433
3969,0.191453,0.204455
3970,0.141822,0.127017
3971,0.087652,0.098372
3972,0.122562,0.152564
3973,0.144347,0.149641
3974,0.121783,0.127611
3975,0.527791,0.509956
3976,0.283768,0.218878
3977,0.193023,0.201683
3978,0.235734,0.200676
3979,0.162569,0.121559
3980,0.124036,0.114568
3981,0.205517,0.144871
3982,0.107398,0.0708
3983,0.093738,0.076898
3984,0.418201,0.326551
3985,0.275521,0.250508
3986,0.181161,0.146083
3987,0.073247,0.155334
3988,0.058395,0.113298
3989,0.07021,0.102358
3990,0.17532,0.126915
3991,0.123497,0.116976
3992,0.0941,0.079046
3993,0.524112,0.407829
3994,0.255512,0.260343
3995,0.242055,0.214308
3996,0.530979,0.600413
3997,0.278716,0.403896
3998,0.24929,0.319939
3999,0.374831,0.404254
4000,0.169151,0.171252
4001,0.170507,0.15097
4002,0.154993,0.185095
4003,0.145897,0.096024
4004,0.111201,0.114307
4005,0.502467,0.531134
4006,0.295324,0.314444
4007,0.277668,0.30932
4008,0.332159,0.45554
4009,0.187389,0.27837
4010,0.113461,0.182224
4011,0.135985,0.329928
4012,0.094524,0.202907
4013,0.088708,0.194054
4014,0.250054,0.268169
4015,0.130941,0.139376
4016,0.142039,0.138127
4017,0.147343,0.155196
4018,0.102973,0.113464
4019,0.106224,0.110773
4020,0.16469,0.153556
4021,0.098357,0.106426
4022,0.119312,0.138097
4023,0.287863,0.375921
4024,0.151233,0.210293
4025,0.164847,0.189425
4026,0.181674,0.217424
4027,0.142021,0.172388
4028,0.084604,0.10273
4029,0.198822,0.187443
4030,0.109875,0.090076
4031,0.092712,0.081384
4032,0.268212,0.326578
4033,0.190512,0.220101
4034,0.16687,0.200751
4035,0.150715,0.186576
4036,0.098195,0.126216
4037,0.113749,0.139435
4038,0.238877,0.238167
4039,0.133832,0.152122
4040,0.1539,0.126078
4041,0.25229,0.132026
4042,0.155298,0.118625
4043,0.135807,0.100531
4044,0.258107,0.239828
4045,0.14034,0.129464
4046,0.13454,0.12901
4047,0.106229,0.279449
4048,0.078331,0.189987
4049,0.089422,0.183517
4050,0.154487,0.103825
4051,0.14436,0.098863
4052,0.116306,0.077878
4053,0.219687,0.339682
4054,0.130173,0.151685
4055,0.143994,0.212191
4056,0.571981,0.417632
4057,0.258654,0.212843
4058,0.218004,0.19915
4059,0.219897,0.265164
4060,0.192629,0.22364
4061,0.168731,0.190271
4062,0.086532,0.079613
4063,0.054036,0.058208
4064,0.064665,0.065258
4065,0.180273,0.194939
4066,0.113778,0.10673
