bb_idx,MT_ICERFIRE
3949,0.188479
3950,0.19193
3951,0.191236
3952,0.189575
3953,0.167055
3954,0.160132
3955,0.167055
3956,0.167055
3957,0.134815
3958,0.233188
3959,0.225314
3960,0.275186
3961,0.225637
3962,0.262684
3963,0.281085
3964,0.278117
3965,0.300372
3966,0.251861
3967,0.317103
3968,0.313155
3969,0.297032
3970,0.295193
3971,0.282848
3972,0.196579
3973,0.326895
3974,0.27109
3975,0.338208
3976,0.337438
3977,0.338663
3978,0.251336
3979,0.25915
3980,0.25915
3981,0.10907
3982,0.195298
3983,0.184855
3984,0.183903
3985,0.294003
3986,0.176616
3987,0.169891
3988,0.124454
3989,0.137347
3990,0.175052
3991,0.16929
3992,0.169847
3993,0.150631
3994,0.150489
3995,0.16229
3996,0.179814
3997,0.175611
3998,0.239176
3999,0.182329
4000,0.200751
4001,0.160561
4002,0.155999
4003,0.200751
4004,0.192648
4005,0.143121
4006,0.235289
4007,0.238989
4008,0.143121
4009,0.235289
4010,0.238989
4011,0.106531
4012,0.100595
4013,0.104917
4014,0.113704
4015,0.097417
4016,0.101549
4017,0.119961
4018,0.106266
4019,0.116823
4020,0.14483
4021,0.125845
4022,0.14483
4023,0.11284
4024,0.136097
4025,0.136097
4026,0.100145
4027,0.174506
4028,0.170985
4029,0.173902
4030,0.157794
4031,0.16235
4032,0.18073
4033,0.159667
4034,0.340652
4035,0.128527
4036,0.105822
4037,0.106121
4038,0.164767
4039,0.164767
4040,0.164767
4041,0.207242
4042,0.207242
4043,0.207242
4044,0.149912
4045,0.203859
4046,0.152286
4047,0.144627
4048,0.203859
4049,0.203143
4050,0.156198
4051,0.146568
4052,0.177008
4053,0.129299
4054,0.142733
4055,0.142257
4056,0.178185
4057,0.160978
4058,0.160594
4059,0.151962
4060,0.141077
4061,0.138191
4062,0.147087
4063,0.181711
4064,0.181711
4065,0.091763
4066,0.152369
4067,0.151946
4068,0.159918
4069,0.159918
4070,0.144382
4071,0.115377
4072,0.125084
4073,0.11405
4074,0.132084
4075,0.120763
4076,0.132084
4077,0.092504
4078,0.108429
4079,0.083096
4080,0.111179
4081,0.108429
4082,0.114634
4083,0.116193
4084,0.121057
4085,0.108242
4086,0.11607
4087,0.142998
4088,0.115593
4089,0.157278
4090,0.137736
4091,0.150333
4092,0.173345
4093,0.144383
4094,0.137015
4095,0.160066
4096,0.150454
4097,0.148328
4098,0.109067
4099,0.194046
4100,0.189204
4101,0.181223
4102,0.172283
4103,0.172077
4104,0.173339
4105,0.20055
4106,0.196192
4107,0.18975
4108,0.186703
4109,0.185389
4110,0.236403
4111,0.225404
4112,0.240789
4113,0.231786
4114,0.236403
4115,0.236403
4116,0.272258
4117,0.191884
4118,0.161016
4119,0.191625
4120,0.189507
4121,0.197445
4122,0.200094
4123,0.250157
4124,0.185638
4125,0.195896
4126,0.206323
4127,0.206323
4128,0.245556
4129,0.188514
4130,0.212673
4131,0.243628
4132,0.199211
4133,0.204996
4134,0.241236
4135,0.216895
4136,0.212673
4137,0.193246
4138,0.199211
4139,0.235189
4140,0.245557
4141,0.253115
4142,0.291045
4143,0.244039
4144,0.255028
4145,0.246958
4146,0.262218
4147,0.234391
4148,0.113187
4149,0.273023
4150,0.251569
4151,0.251569
4152,0.286917
4153,0.266042
4154,0.304926
4155,0.266347
4156,0.250105
4157,0.251727
4158,0.268866
4159,0.184888
4160,0.304926
4161,0.246006
4162,0.258677
4163,0.259089
4164,0.225199
4165,0.210776
4166,0.241985
4167,0.20702
4168,0.197428
4169,0.214184
4170,0.252077
4171,0.204117
4172,0.202264
4173,0.229309
4174,0.22819
4175,0.239596
4176,0.15391
4177,0.166655
4178,0.175668
4179,0.190287
4180,0.20828
4181,0.210237
4182,0.192921
4183,0.142918
4184,0.222458
4185,0.167268
4186,0.189354
4187,0.167268
4188,0.168676
4189,0.133562
4190,0.222458
4191,0.165903
4192,0.162387
4193,0.191147
4194,0.143083
4195,0.127416
4196,0.127724
4197,0.140882
4198,0.143447
4199,0.143244
4200,0.090998
4201,0.094583
4202,0.092917
4203,0.091301
4204,0.101529
4205,0.093744
4206,0.094791
4207,0.124772
4208,0.104718
4209,0.096509
4210,0.089796
4211,0.089796
4212,0.147802
4213,0.140317
4214,0.141253
4215,0.126275
4216,0.136128
4217,0.147908
4218,0.138211
4219,0.144612
4220,0.131182
4221,0.140812
4222,0.130905
4223,0.13084
4224,0.177122
4225,0.177584
4226,0.126829
4227,0.142374
4228,0.165528
4229,0.165528
4230,0.138677
4231,0.147619
4232,0.146377
4233,0.130482
4234,0.125803
4235,0.12444
4236,0.154444
4237,0.15357
4238,0.115906
4239,0.143529
4240,0.15176
4241,0.153839
4242,0.171805
4243,0.1513
4244,0.198602
4245,0.149743
4246,0.161795
4247,0.149743
4248,0.160877
4249,0.107383
4250,0.180787
4251,0.160877
4252,0.110854
4253,0.160877
4254,0.099869
4255,0.074245
4256,0.09537
4257,0.111496
4258,0.091598
4259,0.091598
4260,0.134795
4261,0.101514
4262,0.137182
4263,0.152481
4264,0.104122
4265,0.104122
4266,0.127494
4267,0.126847
4268,0.120522
4269,0.128202
4270,0.113178
4271,0.117163
4272,0.173604
4273,0.174228
4274,0.120522
4275,0.128202
4276,0.128666
4277,0.128666
4278,0.166612
4279,0.15843
4280,0.159277
4281,0.16025
4282,0.160106
4283,0.160106
4284,0.172304
4285,0.151184
4286,0.115053
4287,0.163927
4288,0.206539
4289,0.182581
4290,0.149552
4291,0.151939
4292,0.115053
4293,0.15146
4294,0.206539
4295,0.182581
4296,0.154151
4297,0.14362
4298,0.169349
4299,0.156212
4300,0.156212
4301,0.156212
4302,0.11811
4303,0.116637
4304,0.095419
4305,0.165613
4306,0.141175
4307,0.141175
4308,0.204229
4309,0.149581
4310,0.170198
4311,0.204229
4312,0.172164
4313,0.172164
4314,0.186126
4315,0.152597
4316,0.188175
4317,0.199852
4318,0.170488
4319,0.170488
4320,0.171701
4321,0.120389
4322,0.180237
4323,0.157417
4324,0.171701
4325,0.171701
4326,0.160699
4327,0.160521
4328,0.133325
4329,0.139056
4330,0.126299
4331,0.126299
4332,0.150614
4333,0.158165
4334,0.179656
4335,0.135405
4336,0.160806
4337,0.160806
4338,0.167148
4339,0.164631
4340,0.17726
4341,0.135405
4342,0.150353
4343,0.165774
4344,0.165722
4345,0.149884
4346,0.148065
4347,0.167699
4348,0.150782
4349,0.150782
4350,0.17997
4351,0.18099
4352,0.192513
4353,0.180351
4354,0.18504
4355,0.180351
4356,0.162528
4357,0.173349
4358,0.182662
4359,0.190326
4360,0.18504
4361,0.18504
4362,0.260967
4363,0.223896
4364,0.202587
4365,0.253375
4366,0.260967
4367,0.260967
4368,0.231426
4369,0.215848
4370,0.202587
4371,0.21419
4372,0.234583
4373,0.248365
4374,0.227581
4375,0.180187
4376,0.268875
4377,0.228018
4378,0.228037
4379,0.228037
4380,0.227785
4381,0.177057
4382,0.150592
4383,0.215891
4384,0.229118
4385,0.227646
4386,0.184058
4387,0.190719
4388,0.150592
4389,0.181502
4390,0.180853
4391,0.180853
4392,0.178859
4393,0.172796
4394,0.172869
4395,0.178859
4396,0.174409
4397,0.178859
4398,0.169985
4399,0.13601
4400,0.183154
4401,0.169985
4402,0.139105
4403,0.169985
4404,0.160124
4405,0.116811
4406,0.149408
4407,0.143442
4408,0.144243
4409,0.143321
4410,0.166934
4411,0.135164
4412,0.161166
4413,0.170814
4414,0.138616
4415,0.138722
4416,0.162092
4417,0.162502
4418,0.141903
4419,0.160639
4420,0.161341
4421,0.161706
4422,0.151405
4423,0.147105
4424,0.164154
4425,0.140857
4426,0.14245
4427,0.14245
4428,0.151405
4429,0.144663
4430,0.164154
4431,0.161989
4432,0.156492
4433,0.156492
4434,0.161269
4435,0.157647
4436,0.174193
4437,0.161269
4438,0.165792
4439,0.165792
4440,0.142261
4441,0.144553
4442,0.161326
4443,0.142261
4444,0.15158
4445,0.151736
4446,0.144922
4447,0.127441
4448,0.160356
4449,0.147934
4450,0.15158
4451,0.147577
4452,0.108335
4453,0.105594
4454,0.093685
4455,0.108335
4456,0.100928
4457,0.101198
4458,0.090686
4459,0.104255
4460,0.091984
4461,0.115353
4462,0.127006
4463,0.107607
4464,0.09413
4465,0.098789
4466,0.155672
4467,0.096008
4468,0.094438
4469,0.092993
4470,0.167921
4471,0.188789
4472,0.161286
4473,0.167921
4474,0.167921
4475,0.167921
4476,0.122694
4477,0.121727
4478,0.138633
4479,0.139305
4480,0.184115
4481,0.176495
4482,0.122694
4483,0.121727
4484,0.146636
4485,0.124747
4486,0.133721
4487,0.133721
4488,0.155623
4489,0.137358
4490,0.155233
4491,0.155623
4492,0.137741
4493,0.158488
4494,0.133942
4495,0.123882
4496,0.132266
4497,0.133942
4498,0.137741
4499,0.137741
4500,0.122085
4501,0.108071
4502,0.122085
4503,0.130606
4504,0.122085
4505,0.122085
4506,0.120853
4507,0.099165
4508,0.115231
4509,0.120853
4510,0.120853
4511,0.120853
4512,0.113476
4513,0.104644
4514,0.123363
4515,0.113476
4516,0.111855
4517,0.113476
4518,0.103479
4519,0.099582
4520,0.106691
4521,0.107247
4522,0.104245
4523,0.107247
4524,0.18005
4525,0.2009
4526,0.172828
4527,0.175065
4528,0.152078
4529,0.152407
4530,0.185767
4531,0.182669
4532,0.207187
4533,0.19413
4534,0.193417
4535,0.182624
4536,0.207917
4537,0.196853
4538,0.212645
4539,0.194729
4540,0.207917
4541,0.207917
4542,0.18832
4543,0.188516
4544,0.141116
4545,0.162033
4546,0.162033
4547,0.162033
4548,0.18832
4549,0.188516
4550,0.17908
4551,0.196327
4552,0.191148
4553,0.191148
4554,0.129454
4555,0.120104
4556,0.170796
4557,0.164747
4558,0.164747
4559,0.164747
4560,0.127126
4561,0.129244
4562,0.171148
4563,0.117595
4564,0.129536
4565,0.129536
4566,0.208071
4567,0.174138
4568,0.208535
4569,0.207997
4570,0.171897
4571,0.207997
4572,0.188856
4573,0.175952
4574,0.19751
4575,0.174402
4576,0.171897
4577,0.188856
4578,0.138458
4579,0.139525
4580,0.125051
4581,0.12491
4582,0.147261
4583,0.17323
4584,0.144164
4585,0.150492
4586,0.139331
4587,0.140803
4588,0.14672
4589,0.140863
4590,0.161327
4591,0.151336
4592,0.14076
4593,0.161327
4594,0.161327
4595,0.161327
4596,0.164716
4597,0.163616
4598,0.164516
4599,0.164716
4600,0.164716
4601,0.164716
4602,0.161082
4603,0.145879
4604,0.139811
4605,0.161082
4606,0.161082
4607,0.161082
4608,0.148682
4609,0.130446
4610,0.138773
4611,0.138773
4612,0.130788
4613,0.130788
4614,0.149414
4615,0.116948
4616,0.115441
4617,0.149414
4618,0.149414
4619,0.149414
4620,0.09975
4621,0.11191
4622,0.111408
4623,0.097546
4624,0.108389
4625,0.107649
4626,0.151177
4627,0.151388
4628,0.122799
4629,0.159325
4630,0.159341
4631,0.11423
4632,0.200001
4633,0.167003
4634,0.195907
4635,0.173377
4636,0.198976
4637,0.192751
4638,0.132719
4639,0.111985
4640,0.157829
4641,0.119255
4642,0.132719
4643,0.174568
4644,0.157519
4645,0.189452
4646,0.157829
4647,0.161369
4648,0.151406
4649,0.149722
4650,0.133646
4651,0.11774
4652,0.138492
4653,0.140413
4654,0.161651
4655,0.140503
4656,0.166399
4657,0.3287
4658,0.19049
4659,0.12342
4660,0.155321
4661,0.156639
4662,0.170005
4663,0.142512
4664,0.157725
4665,0.172247
4666,0.172247
4667,0.163519
4668,0.145109
4669,0.143276
4670,0.32983
4671,0.14274
4672,0.137763
4673,0.145912
4674,0.152096
4675,0.180969
4676,0.125322
4677,0.152316
4678,0.139092
4679,0.145511
4680,0.160995
4681,0.161008
4682,0.267548
4683,0.157153
4684,0.15718
4685,0.151721
4686,0.131543
4687,0.140383
4688,0.16462
4689,0.134782
4690,0.109138
4691,0.120466
4692,0.128573
4693,0.114092
4694,0.124715
4695,0.126448
4696,0.124599
4697,0.123486
4698,0.1662
4699,0.179894
4700,0.195334
4701,0.290034
4702,0.169077
4703,0.160346
4704,0.195879
4705,0.193478
4706,0.183643
4707,0.215522
4708,0.203096
4709,0.217084
4710,0.19807
4711,0.219027
4712,0.191709
4713,0.191885
4714,0.196543
4715,0.197662
4716,0.244457
4717,0.202325
4718,0.191709
4719,0.208755
4720,0.218426
4721,0.244457
4722,0.214467
4723,0.232303
4724,0.263047
4725,0.270566
4726,0.237639
4727,0.237639
4728,0.129137
4729,0.186632
4730,0.22233
4731,0.248578
4732,0.248893
4733,0.24954
4734,0.178294
4735,0.117632
4736,0.139867
4737,0.168069
4738,0.120123
4739,0.178294
4740,0.169163
4741,0.182198
4742,0.178994
4743,0.155578
4744,0.163271
4745,0.163271
4746,0.189652
4747,0.198427
4748,0.187415
4749,0.198615
4750,0.198615
4751,0.196836
4752,0.198351
4753,0.170815
4754,0.181705
4755,0.200021
4756,0.200021
4757,0.198337
4758,0.186387
4759,0.168171
4760,0.18444
4761,0.192144
4762,0.183452
4763,0.184123
4764,0.168806
4765,0.212938
4766,0.193832
4767,0.199663
4768,0.16778
4769,0.169986
4770,0.190081
4771,0.157729
4772,0.20043
4773,0.190081
4774,0.190081
4775,0.188245
4776,0.193265
4777,0.153647
4778,0.190285
4779,0.172589
4780,0.172727
4781,0.180489
4782,0.218005
4783,0.221571
4784,0.158902
4785,0.216818
4786,0.218422
4787,0.2223
4788,0.272575
4789,0.245153
4790,0.23543
4791,0.263797
4792,0.234184
4793,0.233669
4794,0.21346
4795,0.219197
4796,0.220102
4797,0.204371
4798,0.217498
4799,0.222034
4800,0.239521
4801,0.26588
4802,0.200775
4803,0.215626
4804,0.217597
4805,0.215864
4806,0.264765
4807,0.274664
4808,0.173002
4809,0.234736
4810,0.21965
4811,0.231584
4812,0.287566
4813,0.270751
4814,0.274422
4815,0.284125
4816,0.281995
4817,0.287566
4818,0.224021
4819,0.208906
4820,0.225457
4821,0.224021
4822,0.209232
4823,0.209232
4824,0.176496
4825,0.153576
4826,0.240061
4827,0.226413
4828,0.221703
4829,0.221355
4830,0.176496
4831,0.134459
4832,0.233372
4833,0.220056
4834,0.220056
4835,0.220056
4836,0.204968
4837,0.114443
4838,0.203179
4839,0.16689
4840,0.16689
4841,0.16689
4842,0.211706
4843,0.143701
4844,0.206967
4845,0.211725
4846,0.211706
4847,0.210001
4848,0.090826
4849,0.185015
4850,0.148403
4851,0.104461
4852,0.138238
4853,0.14382
4854,0.114627
4855,0.159223
4856,0.114627
4857,0.152916
4858,0.12714
4859,0.152916
4860,0.118791
4861,0.105143
4862,0.118263
4863,0.161668
4864,0.138361
4865,0.140324
4866,0.131071
4867,0.133892
4868,0.120732
4869,0.122093
4870,0.133892
4871,0.164894
4872,0.138454
4873,0.124908
4874,0.140193
4875,0.09096
4876,0.131262
4877,0.077167
4878,0.115495
4879,0.172688
4880,0.275687
4881,0.117506
4882,0.109642
4883,0.10189
4884,0.173923
4885,0.155715
4886,0.172339
4887,0.15408
4888,0.152766
4889,0.155883
4890,0.150861
4891,0.141908
4892,0.151972
4893,0.159102
4894,0.22403
4895,0.154052
4896,0.189648
4897,0.22403
4898,0.160203
4899,0.178531
4900,0.200706
4901,0.17892
4902,0.167749
4903,0.142212
4904,0.173516
4905,0.165031
4906,0.19352
4907,0.180349
4908,0.174858
4909,0.185919
4910,0.173523
4911,0.174858
4912,0.203119
4913,0.147656
4914,0.148774
4915,0.135431
4916,0.153443
4917,0.151141
4918,0.16939
4919,0.138989
4920,0.10209
4921,0.16939
4922,0.219236
4923,0.10209
4924,0.117236
4925,0.113102
4926,0.20072
4927,0.197749
4928,0.192025
4929,0.12515
4930,0.13556
4931,0.12515
4932,0.129172
4933,0.129172
4934,0.129172
4935,0.133256
4936,0.131307
4937,0.104232
4938,0.114747
4939,0.082454
4940,0.112011
4941,0.125751
4942,0.082454
4943,0.104072
4944,0.111703
4945,0.126287
4946,0.110971
4947,0.162408
4948,0.141761
4949,0.173868
4950,0.179111
4951,0.190122
4952,0.197146
4953,0.204384
4954,0.190122
4955,0.184231
4956,0.090826
4957,0.185015
4958,0.148403
4959,0.104461
4960,0.138238
4961,0.14382
4962,0.114627
4963,0.159223
4964,0.114627
4965,0.152916
4966,0.12714
4967,0.152916
4968,0.118791
4969,0.105143
4970,0.118263
4971,0.161668
4972,0.138361
4973,0.140324
4974,0.131071
4975,0.133892
4976,0.120732
4977,0.122093
4978,0.133892
4979,0.164894
4980,0.138454
4981,0.124908
4982,0.140193
4983,0.133502
4984,0.085886
4985,0.182618
4986,0.237329
4987,0.265017
4988,0.187988
4989,0.252352
4990,0.236415
4991,0.239953
4992,0.301539
4993,0.201027
4994,0.17352
4995,0.384279
4996,0.323497
4997,0.267804
4998,0.205129
4999,0.264961
5000,0.200842
5001,0.268329
5002,0.291121
5003,0.257103
5004,0.291588
5005,0.270037
5006,0.301666
5007,0.298115
5008,0.213704
5009,0.307557
5010,0.230878
5011,0.204966
5012,0.184042
5013,0.197578
5014,0.201108
5015,0.197578
5016,0.217832
5017,0.179238
5018,0.19012
5019,0.179132
5020,0.181515
5021,0.18485
5022,0.188438
5023,0.181515
5024,0.18485
5025,0.166055
5026,0.189652
5027,0.164282
5028,0.176787
5029,0.142264
5030,0.164232
5031,0.140206
5032,0.165434
5033,0.129808
5034,0.110677
5035,0.116402
5036,0.135391
5037,0.265105
5038,0.27738
5039,0.189268
5040,0.163372
5041,0.16666
5042,0.176842
5043,0.149638
5044,0.151546
5045,0.14208
5046,0.198824
5047,0.234391
5048,0.17104
5049,0.154256
5050,0.18169
5051,0.204176
5052,0.165894
5053,0.203614
5054,0.157437
5055,0.178926
5056,0.140656
5057,0.179838
5058,0.147877
5059,0.140656
5060,0.147877
5061,0.15974
5062,0.14155
5063,0.131706
5064,0.156311
5065,0.142394
5066,0.156311
5067,0.151278
5068,0.143286
5069,0.151278
5070,0.154031
5071,0.171097
5072,0.179942
5073,0.157347
5074,0.171235
5075,0.165583
5076,0.154848
5077,0.178619
5078,0.177745
5079,0.196919
5080,0.204626
5081,0.196919
5082,0.207325
5083,0.203974
5084,0.20874
5085,0.227333
5086,0.21182
5087,0.218628
5088,0.227667
5089,0.177389
5090,0.224448
5091,0.167749
5092,0.142212
5093,0.173516
5094,0.165031
5095,0.19352
5096,0.180349
5097,0.174858
5098,0.185919
5099,0.173523
5100,0.174858
5101,0.203119
5102,0.147656
5103,0.148774
5104,0.135431
5105,0.153443
5106,0.151141
5107,0.16939
5108,0.138989
5109,0.10209
5110,0.16939
5111,0.219236
5112,0.10209
5113,0.117236
5114,0.113102
5115,0.20072
5116,0.197749
5117,0.192025
5118,0.149625
5119,0.187792
5120,0.163556
5121,0.163943
5122,0.143032
5123,0.163943
5124,0.121534
5125,0.1915
5126,0.120277
5127,0.168421
5128,0.307852
5129,0.158869
5130,0.127094
5131,0.108076
5132,0.150412
5133,0.171502
5134,0.156736
5135,0.150412
5136,0.147529
5137,0.118648
5138,0.212622
5139,0.147529
5140,0.15008
5141,0.123888
5142,0.251475
5143,0.15008
5144,0.249802
5145,0.144228
5146,0.118366
5147,0.145113
5148,0.126376
5149,0.117931
5150,0.126856
5151,0.140504
5152,0.114816
5153,0.143626
5154,0.140271
5155,0.158694
5156,0.135761
5157,0.208709
5158,0.17147
5159,0.20683
5160,0.143389
5161,0.186665
5162,0.159366
5163,0.187656
5164,0.180681
5165,0.187656
5166,0.176943
5167,0.150783
5168,0.164228
5169,0.125043
5170,0.17905
5171,0.225449
5172,0.149625
5173,0.187792
5174,0.163556
5175,0.163943
5176,0.143032
5177,0.163943
5178,0.121534
5179,0.1915
5180,0.120277
5181,0.168421
5182,0.307852
5183,0.158869
5184,0.127094
5185,0.108076
5186,0.150412
5187,0.171502
5188,0.156736
5189,0.150412
5190,0.147529
5191,0.118648
5192,0.212622
5193,0.147529
5194,0.15008
5195,0.123888
5196,0.251475
5197,0.15008
5198,0.249802
5199,0.193211
5200,0.203181
5201,0.193193
5202,0.204296
5203,0.186924
5204,0.195264
5205,0.176975
5206,0.183659
5207,0.16847
5208,0.202714
5209,0.158999
5210,0.190299
5211,0.15184
5212,0.175195
5213,0.15184
5214,0.191312
5215,0.175195
5216,0.184185
5217,0.187493
5218,0.182807
5219,0.173648
5220,0.209847
5221,0.182807
5222,0.215263
5223,0.159693
5224,0.143721
5225,0.174514
5226,0.119286
5227,0.17352
5228,0.13436
5229,0.143654
5230,0.127168
5231,0.108264
5232,0.150685
5233,0.156655
5234,0.150685
5235,0.143349
5236,0.143825
5237,0.143825
5238,0.128217
5239,0.11029
5240,0.128217
5241,0.130983
5242,0.135091
5243,0.120624
5244,0.134586
5245,0.100768
5246,0.114944
5247,0.098087
5248,0.101995
5249,0.093223
5250,0.123581
5251,0.112427
5252,0.106852
5253,0.192717
5254,0.172351
5255,0.19195
5256,0.178106
5257,0.212039
5258,0.258828
5259,0.24447
5260,0.212039
5261,0.259642
5262,0.314271
5263,0.314287
5264,0.29996
5265,0.279918
5266,0.27367
5267,0.300275
5268,0.272156
5269,0.2342
5270,0.261818
5271,0.254094
5272,0.2342
5273,0.224081
5274,0.154274
5275,0.198098
5276,0.200597
5277,0.154274
5278,0.241571
5279,0.092101
5280,0.156153
5281,0.156153
5282,0.189839
5283,
5284,0.193949
5285,0.233888
5286,0.235696
5287,0.233888
5288,
5289,0.233034
5290,0.230225
5291,0.240047
5292,0.214541
5293,
5294,0.196045
5295,0.182531
5296,0.182531
5297,0.21197
5298,
5299,0.230951
5300,0.218725
5301,0.21867
5302,0.218342
5303,
5304,0.205706
5305,0.221376
5306,0.24513
5307,0.188981
5308,
5309,0.185221
5310,0.210126
5311,0.24111
5312,0.237102
5313,
5314,0.204358
5315,0.243795
5316,0.221622
5317,0.244044
5318,
5319,0.238992
5320,0.173871
5321,0.203343
5322,0.167908
5323,
5324,0.162934
5325,0.147767
5326,0.134476
5327,0.171103
5328,
5329,0.168173
5330,0.14202
5331,0.14202
5332,0.129658
5333,
5334,0.157047
5335,0.140833
5336,0.204259
5337,0.140833
5338,
5339,0.140833
5340,0.254597
5341,0.263303
5342,0.239588
5343,
5344,0.237807
5345,0.180973
5346,0.178075
5347,0.210519
5348,
5349,0.172319
5350,0.176951
5351,0.178075
5352,0.181869
5353,
5354,0.17535
5355,0.214497
5356,0.197308
5357,0.186494
5358,
5359,0.194222
5360,0.164144
5361,0.165366
5362,0.175078
5363,
5364,0.176748
5365,0.177353
5366,0.110743
5367,0.163381
5368,
5369,0.14065
5370,0.166297
5371,0.168814
5372,0.193087
5373,
5374,0.15378
5375,0.212086
5376,0.215421
5377,0.201478
5378,
5379,0.174118
5380,0.217012
5381,0.210172
5382,0.187729
5383,
5384,0.174118
5385,0.195583
5386,0.18648
5387,0.22643
5388,
5389,0.225798
5390,0.176267
5391,0.190349
5392,0.176267
5393,
5394,0.176267
5395,0.163401
5396,0.187514
5397,0.163401
5398,
5399,0.163401
5400,0.116629
5401,0.116862
5402,0.176507
5403,
5404,0.176507
5405,0.130502
5406,0.126534
5407,0.115526
5408,
5409,0.123452
5410,0.184238
5411,0.239933
5412,0.194885
5413,
5414,0.194866
5415,0.12392
5416,0.114795
5417,0.122511
5418,
5419,0.130335
5420,0.117483
5421,0.104792
5422,0.116423
5423,
5424,0.115328
5425,0.091498
5426,0.091498
5427,0.161428
5428,
5429,0.129124
5430,0.147988
5431,0.185552
5432,0.145958
5433,
5434,0.136216
5435,0.160706
5436,0.169296
5437,0.160181
5438,
5439,0.160706
5440,0.136473
5441,0.138717
5442,0.152101
5443,
5444,0.127776
5445,0.123387
5446,0.119394
5447,0.13631
5448,
5449,0.135887
5450,0.128091
5451,0.125199
5452,0.145003
5453,
5454,0.139687
5455,0.130598
5456,0.137519
5457,0.138404
5458,
5459,0.121443
5460,0.12272
5461,0.112994
5462,0.122566
5463,
5464,0.132612
5465,0.148748
5466,0.156817
5467,0.145741
5468,
5469,0.148242
5470,0.162929
5471,0.162929
5472,0.184905
5473,
5474,0.194153
5475,0.21456
5476,0.20147
5477,0.21456
5478,
5479,0.21456
5480,0.136461
5481,0.190075
5482,0.168223
5483,
5484,0.152589
5485,0.143883
5486,0.19174
5487,0.16425
5488,
5489,0.127335
5490,0.098896
5491,0.101125
5492,0.251236
5493,
5494,0.218954
5495,0.252825
5496,0.205941
5497,0.183913
5498,
5499,0.195519
5500,0.199368
5501,0.205068
5502,0.199368
5503,
5504,0.197939
5505,0.146142
5506,0.133323
5507,0.132225
5508,
5509,0.132225
5510,0.16092
5511,0.151109
5512,0.159213
5513,
5514,0.150311
5515,0.16648
5516,0.191695
5517,0.149584
5518,
5519,0.158134
5520,0.140407
5521,0.166988
5522,0.184769
5523,
5524,0.194973
5525,0.17411
5526,0.187931
5527,0.1697
5528,
5529,0.169689
5530,0.185511
5531,0.185511
5532,0.207409
5533,
5534,0.196781
5535,0.185191
5536,0.187745
5537,0.217226
5538,
5539,0.200918
5540,0.178499
5541,0.164473
5542,0.184778
5543,
5544,0.178774
5545,0.176125
5546,0.148777
5547,0.169741
5548,
5549,0.162771
5550,0.179645
5551,0.244108
5552,0.233516
5553,
5554,0.225912
5555,0.17626
5556,0.221188
5557,0.226937
5558,
5559,0.174018
5560,0.160669
5561,0.160669
5562,0.226937
5563,
5564,0.196642
5565,0.150511
5566,0.150511
5567,0.201365
5568,
5569,0.201393
5570,0.15847
5571,0.193036
5572,0.167248
5573,
5574,0.165426
5575,0.155749
5576,0.155749
5577,0.181439
5578,
5579,0.156538
5580,0.18255
5581,0.184097
5582,0.158421
5583,
5584,0.180871
5585,0.131305
5586,0.131305
5587,0.158421
5588,
5589,0.161914
5590,0.16476
5591,0.183689
5592,0.16476
5593,
5594,0.156434
5595,0.130233
5596,0.117051
5597,0.261147
5598,
5599,0.232404
5600,0.274057
5601,0.274507
5602,0.243569
5603,
5604,0.274057
5605,0.094646
5606,0.202776
5607,0.185416
5608,
5609,0.118581
5610,0.170019
5611,0.181427
5612,0.17101
5613,
5614,0.200671
5615,0.142645
5616,0.157933
5617,0.142763
5618,
5619,0.081166
5620,0.163388
5621,0.148701
5622,0.133778
5623,
5624,0.16183
5625,0.173652
5626,0.175908
5627,0.146082
5628,
5629,0.146602
5630,0.125033
5631,0.132526
5632,0.140423
5633,
5634,0.135777
5635,0.099126
5636,0.157635
5637,0.132542
5638,
5639,0.135801
5640,0.154238
5641,0.172063
5642,0.150614
5643,
5644,0.146501
5645,0.142698
5646,0.142698
5647,0.15741
5648,
5649,0.141778
5650,0.196745
5651,0.180072
5652,0.196745
5653,
5654,0.196745
5655,0.177962
5656,0.177962
5657,0.204527
5658,
5659,0.193122
5660,0.177962
5661,0.177962
5662,0.17869
5663,
5664,0.193122
5665,0.178493
5666,0.199366
5667,0.171544
5668,
5669,0.151699
5670,0.198127
5671,0.193119
5672,0.180674
5673,
5674,0.151699
5675,0.133136
5676,0.161956
5677,0.126824
5678,
5679,0.128253
5680,0.203053
5681,0.205886
5682,0.159558
5683,
5684,0.148419
5685,0.124305
5686,0.159507
5687,0.133995
5688,
5689,0.12055
5690,0.182708
5691,0.173244
5692,0.175506
5693,
5694,0.102812
5695,0.143401
5696,0.144879
5697,0.14756
5698,
5699,0.164354
5700,0.14622
5701,0.152984
5702,0.145027
5703,
5704,0.138599
5705,0.172025
5706,0.172126
5707,0.152332
5708,
5709,0.149423
5710,0.174458
5711,0.158661
5712,0.136286
5713,
5714,0.16409
5715,0.16643
5716,0.16643
5717,0.136286
5718,
5719,0.18137
5720,0.120184
5721,0.156287
5722,0.130001
5723,
5724,0.130001
5725,0.164767
5726,0.170002
5727,0.165723
5728,
5729,0.166253
5730,0.189749
5731,0.188456
5732,0.175335
5733,
5734,0.198361
5735,0.183933
5736,0.190465
5737,0.196899
5738,
5739,0.18598
5740,0.160073
5741,0.161716
