bb_idx,MT_ICERFIRE
909,0.120971
910,0.11423
911,0.11423
912,0.154177
913,0.136694
914,0.173878
915,0.173377
916,0.174568
917,0.174568
918,0.161267
919,0.137973
920,0.157829
921,0.161369
922,0.136415
923,0.136415
924,0.148018
925,0.132685
926,0.15545
927,0.15248
928,0.150222
929,0.150222
930,0.133646
931,0.11774
932,0.138492
933,0.12342
934,0.12246
935,0.123763
936,0.190811
937,0.168466
938,0.182734
939,0.190392
940,0.168962
941,0.168962
942,0.193594
943,0.184396
944,0.157725
945,0.175661
946,0.169612
947,0.169593
948,0.152096
949,0.167623
950,0.125322
951,0.152316
952,0.139092
953,0.145511
954,0.181729
955,0.180969
956,0.171933
957,0.180094
958,0.179674
959,0.179674
960,0.139582
961,0.140383
962,0.144307
963,0.155103
964,0.161981
965,0.161981
966,0.149572
967,0.14749
968,0.124715
969,0.118511
970,0.124068
971,0.123932
972,0.197003
973,0.19356
974,0.183643
975,0.215522
976,0.203096
977,0.204312
978,0.19807
979,0.228203
980,0.199686
981,0.192639
982,0.219238
983,0.219238
984,0.219674
985,0.20137
986,0.191709
987,0.208755
988,0.218426
989,0.22011
990,0.219267
991,0.232303
992,0.185417
993,0.211266
994,0.219267
995,0.219267
996,0.232602
997,0.20143
998,0.263047
999,0.270566
1000,0.237639
1001,0.237639
1002,0.129137
1003,0.136417
1004,0.148579
1005,0.155085
1006,0.161034
1007,0.161034
1008,0.186655
1009,0.184132
1010,0.178994
1011,0.186655
1012,0.184132
1013,0.184132
1014,0.194652
1015,0.175447
1016,0.194558
1017,0.194652
1018,0.194652
1019,0.194652
1020,0.202477
1021,0.183392
1022,0.181705
1023,0.201207
1024,0.183015
1025,0.183015
1026,0.168806
1027,0.164626
1028,0.193832
1029,0.199663
1030,0.16778
1031,0.169986
1032,0.215763
1033,0.212938
1034,0.221598
1035,0.225211
1036,0.227228
1037,0.227228
1038,0.190968
1039,0.175712
1040,0.20043
1041,0.195375
1042,0.181747
1043,0.181747
1044,0.179771
1045,0.159366
1046,0.132789
1047,0.193786
1048,0.164502
1049,0.175219
1050,0.235137
1051,0.221571
1052,0.23543
1053,0.235179
1054,0.190253
1055,0.191654
1056,0.245779
1057,0.219197
1058,0.241731
1059,0.233432
1060,0.23039
1061,0.238382
1062,0.264765
1063,0.274955
1064,0.173002
1065,0.234585
1066,0.21965
1067,0.231584
1068,0.277553
1069,0.274838
1070,0.274422
1071,0.284125
