bb_idx,MT_IMPROVE
0,0.28327918629475024
1,0.29270990432161015
2,0.29504529366980325
3,0.2966968748582859
4,0.2795825493567391
5,0.28772924893603646
6,0.28827623575096734
7,0.28772924893603646
8,0.320570187374666
9,0.3223194943876565
10,0.3211380414216057
11,0.3294552135977348
12,0.3207556402878776
13,0.3109347797784794
14,0.3177747325064194
15,0.3151542105665482
16,0.31725233866747077
17,0.3186173231227573
18,0.3183961681438179
19,0.32167903229964584
20,0.27902587271712453
21,0.28993654842995137
22,0.27100741981389664
23,0.2763354967311332
24,0.3330445590089935
25,0.329576921000228
26,0.33648490435570344
27,0.3348509798439309
28,0.38307115098909833
29,0.376692281657619
30,0.3953063511859563
31,0.3831008336609653
32,0.36650573954958665
33,0.36867451484056796
34,0.3629274836447458
35,0.36367974637705114
36,0.35688296622446564
37,0.3493983027858225
38,0.3575952820017756
39,0.33837376233777283
40,0.3645327098759569
41,0.34369597212039255
42,0.3588049104041662
43,0.3520426179510142
44,0.359545072131747
45,0.35688641720209546
46,0.359082865601439
47,0.35998314976968193
48,0.3210130423960482
49,0.31674660873925
50,0.3216287994571534
51,0.3221913050986465
52,0.3470998290826652
53,0.34463140536788855
54,0.35071778235120643
55,0.3489146867029188
56,0.3525535642849558
57,0.3479300311789692
58,0.354036726732325
59,0.3530804006234899
60,0.3577661814992387
61,0.3561327576203773
62,0.36020024075423124
63,0.352518396953345
64,0.28327918629475024
65,0.29270990432161015
66,0.29504529366980325
67,0.2966968748582859
68,0.2795825493567391
69,0.28772924893603646
70,0.28827623575096734
71,0.28772924893603646
72,0.320570187374666
73,0.3223194943876565
74,0.3211380414216057
75,0.3294552135977348
76,0.3207556402878776
77,0.3109347797784794
78,0.3177747325064194
79,0.3151542105665482
80,0.31725233866747077
81,0.3186173231227573
82,0.3183961681438179
83,0.32167903229964584
84,0.27902587271712453
85,0.28993654842995137
86,0.27100741981389664
87,0.2763354967311332
88,0.3330445590089935
89,0.329576921000228
90,0.33648490435570344
91,0.3348509798439309
92,0.38307115098909833
93,0.376692281657619
94,0.3953063511859563
95,0.3831008336609653
96,0.35635054490184476
97,0.3911830238979782
98,0.3563547248603408
99,0.3605780381286127
100,0.33881222640788533
101,0.33929471447818405
102,0.34006209213909233
103,0.33099550422127755
104,0.28617743536404094
105,0.2865330410093515
106,0.2839309675502391
107,0.2850058484152546
108,0.2688978603595856
109,0.2706767103518066
110,0.26786982613978144
111,0.26860257852895675
112,0.2644599184260109
113,0.2731765720169643
114,0.2707589807745273
115,0.25780094976151985
116,0.29754882176420994
117,0.30001291045937395
118,0.2990766633854921
119,0.2892793237500968
120,0.27819716185797744
121,0.2831023913012324
122,0.2679901048315835
123,0.2792726805376565
124,0.29592063836369853
125,0.28296182202779663
126,0.289154558926991
127,0.28373968499918123
128,0.28752604673398985
129,0.29059028817774346
130,0.2862777236905483
131,0.28760921120052063
132,0.27354796162334105
133,0.2892242335239836
134,0.2747487563186393
135,0.2854940955636023
136,0.2559853603059226
137,0.25284578369175853
138,0.25757410319991253
139,0.2594857678250121
140,0.25912205461225696
141,0.2591190013531925
142,0.2591190013531925
143,0.26133432800143286
144,0.2628376374397196
145,0.26380641383836195
146,0.26328847277284334
147,0.26284583827344277
148,0.2885138292088065
149,0.28369085003734085
150,0.28793462295667654
151,0.2831392392781639
152,0.3309724700166482
153,0.33964588090697684
154,0.3308410654622576
155,0.32252127167219413
156,0.33289481964370715
157,0.3451945177097195
158,0.3403379329732052
159,0.33966639595948467
160,0.28327918629475024
161,0.29270990432161015
162,0.29504529366980325
163,0.2966968748582859
164,0.2795825493567391
165,0.28772924893603646
166,0.28827623575096734
167,0.28772924893603646
168,0.320570187374666
169,0.3223194943876565
170,0.3211380414216057
171,0.3294552135977348
172,0.3207556402878776
173,0.3109347797784794
174,0.3177747325064194
175,0.3151542105665482
176,0.31725233866747077
177,0.3186173231227573
178,0.3183961681438179
179,0.32167903229964584
180,0.27902587271712453
181,0.28993654842995137
182,0.27100741981389664
183,0.2763354967311332
184,0.3330445590089935
185,0.329576921000228
186,0.33648490435570344
187,0.3348509798439309
188,0.38307115098909833
189,0.376692281657619
190,0.3953063511859563
191,0.3831008336609653
192,0.31227496107474073
193,0.32052564818134105
194,0.3137059618804372
195,0.3101752608294175
196,0.34049705060733115
197,0.33891270163881565
198,0.3392814843115808
199,0.3442229119386235
200,0.2896161896372293
201,0.28884521469262053
202,0.28918722938606767
203,0.2803174822703357
204,0.26871171721747583
205,0.2624602111369626
206,0.2622844336035462
207,0.2624602111369626
208,0.26761245159039176
209,0.2691396934805894
210,0.2675880089301879
211,0.2674377955849884
212,0.2743630651004346
213,0.27394358952184916
214,0.2701291803433495
215,0.27394358952184916
216,0.27990448234437965
217,0.27798809951456005
218,0.28010630843472795
219,0.28014363497077954
220,0.3043564042887211
221,0.281621811912954
222,0.30264087129696227
223,0.30242291008995503
224,0.34576433682361035
225,0.3433182310215602
226,0.3673049818555095
227,0.3496493644861236
228,0.35242170250721394
229,0.3501534034726707
230,0.35251349697270606
231,0.35339381686689186
232,0.3712732730363194
233,0.37158725770723783
234,0.3735199208306783
235,0.3603616908010344
236,0.332313777869039
237,0.3326317780057796
238,0.3275845824264043
239,0.3323547658550374
240,0.38781183301939326
241,0.37584206262333264
242,0.37566309598664327
243,0.3897938941838124
244,0.33351360803902586
245,0.33405253803674345
246,0.33350950588087386
247,0.33350950588087386
248,0.27300766224744943
249,0.28692607032830875
250,0.26484164974490954
251,0.28161698645820465
252,0.28362136852918485
253,0.301582438984975
254,0.29537484165561845
255,0.28828223966994576
256,0.31847739368191263
257,0.3158168111437554
258,0.3166130910518446
259,0.3247289304946456
260,0.2834530381285613
261,0.28910663137233045
262,0.2854841509248042
263,0.28614449522349295
264,0.2829627723895389
265,0.28492260885827164
266,0.277234275349317
267,0.28730319342922017
268,0.286715472729932
269,0.29156330374333794
270,0.29060564777417464
271,0.28099936648744706
272,0.2914829681956287
273,0.2891168072506308
274,0.29104064157500487
275,0.2909624569948709
276,0.345202737419728
277,0.33635455364301214
278,0.34374777582940136
279,0.3466428367373936
280,0.3661031095992015
281,0.356244545030109
282,0.3631979206654008
283,0.38333917929888245
284,0.40540328723088315
285,0.4060836054653082
286,0.41039214165990695
287,0.4068698530745813
288,0.32686388343900796
289,0.33669064160065
290,0.33140048938440214
291,0.31299352579242046
292,0.3131703936906294
293,0.31298275187641694
294,0.30501168471841256
295,0.302220989524222
296,0.301375817809071
297,0.285431489007114
298,0.29140700418634663
299,0.2957910759805569
300,0.3037812703819601
301,0.29582409163334916
302,0.2944863909485703
303,0.3458513968075077
304,0.3342451008842938
305,0.3335470873050431
306,0.3049009522617328
307,0.3049009522617328
308,0.3071563961676368
309,0.2945786718402422
310,0.2961722130289144
311,0.28652531466831194
312,0.4537395994674186
313,0.4874224383304167
314,0.5078853461361512
315,0.4707733014671823
316,0.47192398484522735
317,0.46580973136660175
318,0.5064629010043136
319,0.4854182752681445
320,0.4839906978445939
321,0.4766386269014132
322,0.4719808888848688
323,0.4813362449885938
324,0.3851471740505726
325,0.3859491156086424
326,0.4598435004417779
327,0.37292850498856994
328,0.35328439367818537
329,0.35822546480390227
330,0.36119643040132104
331,0.36310742634113663
332,0.3638445108927545
333,0.37384265351610263
334,0.2825891221977702
