baseline,method,threshold,cost_ratio_r,c_biopsy_anchor,c_miss_anchor_usd,exp_cost_normalized,treat_all_cost,treat_none_cost,net_benefit,prevalence
G,Q-VIB+TokFT,0.6485,6939.18,58.4,259447.0,370.543038,1.0,1387.836393,-0.41908,0.2
G,Q-VIB+TokFT,0.6534,6939.18,58.4,259447.0,370.543038,1.0,1387.836393,-0.43154,0.2
G,Q-VIB+TokFT,0.6584,6939.18,58.4,259447.0,370.543038,1.0,1387.836393,-0.44436,0.2
G,Q-VIB+TokFT,0.6633,6939.18,58.4,259447.0,370.543038,1.0,1387.836393,-0.457558,0.2
G,Q-VIB+TokFT,0.6683,6939.18,58.4,259447.0,370.543038,1.0,1387.836393,-0.471149,0.2
G,Q-VIB+TokFT,0.6732,6939.18,58.4,259447.0,370.543038,1.0,1387.836393,-0.485152,0.2
G,Q-VIB+TokFT,0.6782,6939.18,58.4,259447.0,370.543038,1.0,1387.836393,-0.499586,0.2
G,Q-VIB+TokFT,0.6831,6939.18,58.4,259447.0,370.543038,1.0,1387.836393,-0.51447,0.2
G,Q-VIB+TokFT,0.6881,6939.18,58.4,259447.0,370.543038,1.0,1387.836393,-0.529827,0.2
G,Q-VIB+TokFT,0.693,6939.18,58.4,259447.0,370.543038,1.0,1387.836393,-0.545679,0.2
G,Q-VIB+TokFT,0.698,6939.18,58.4,259447.0,370.543038,1.0,1387.836393,-0.562051,0.2
G,Q-VIB+TokFT,0.7029,6939.18,58.4,259447.0,370.543038,1.0,1387.836393,-0.578969,0.2
G,Q-VIB+TokFT,0.7079,6939.18,58.4,259447.0,370.543038,1.0,1387.836393,-0.596459,0.2
G,Q-VIB+TokFT,0.7128,6939.18,58.4,259447.0,370.543038,1.0,1387.836393,-0.614553,0.2
G,Q-VIB+TokFT,0.7178,6939.18,58.4,259447.0,370.543038,1.0,1387.836393,-0.633281,0.2
G,Q-VIB+TokFT,0.7227,6939.18,58.4,259447.0,370.543038,1.0,1387.836393,-0.652678,0.2
G,Q-VIB+TokFT,0.7277,6939.18,58.4,259447.0,370.543038,1.0,1387.836393,-0.672779,0.2
G,Q-VIB+TokFT,0.7326,6939.18,58.4,259447.0,370.543038,1.0,1387.836393,-0.693625,0.2
G,Q-VIB+TokFT,0.7376,6939.18,58.4,259447.0,370.543038,1.0,1387.836393,-0.715258,0.2
G,Q-VIB+TokFT,0.7425,6939.18,58.4,259447.0,370.543038,1.0,1387.836393,-0.737722,0.2
G,Q-VIB+TokFT,0.7475,6939.18,58.4,259447.0,370.543038,1.0,1387.836393,-0.761067,0.2
G,Q-VIB+TokFT,0.7524,6939.18,58.4,259447.0,370.539705,1.0,1387.836393,-0.775214,0.2
G,Q-VIB+TokFT,0.7574,6939.18,58.4,259447.0,370.536372,1.0,1387.836393,-0.789803,0.2
G,Q-VIB+TokFT,0.7623,6939.18,58.4,259447.0,370.536372,1.0,1387.836393,-0.815552,0.2
G,Q-VIB+TokFT,0.7673,6939.18,58.4,259447.0,370.536372,1.0,1387.836393,-0.842396,0.2
G,Q-VIB+TokFT,0.7722,6939.18,58.4,259447.0,370.536372,1.0,1387.836393,-0.870407,0.2
G,Q-VIB+TokFT,0.7772,6939.18,58.4,259447.0,370.529705,1.0,1387.836393,-0.87641,0.2
G,Q-VIB+TokFT,0.7821,6939.18,58.4,259447.0,370.529705,1.0,1387.836393,-0.906314,0.2
G,Q-VIB+TokFT,0.7871,6939.18,58.4,259447.0,370.529705,1.0,1387.836393,-0.937609,0.2
G,Q-VIB+TokFT,0.792,6939.18,58.4,259447.0,370.529705,1.0,1387.836393,-0.970393,0.2
G,Q-VIB+TokFT,0.797,6939.18,58.4,259447.0,370.529705,1.0,1387.836393,-1.004776,0.2
G,Q-VIB+TokFT,0.8019,6939.18,58.4,259447.0,370.523038,1.0,1387.836393,-1.013887,0.2
G,Q-VIB+TokFT,0.8069,6939.18,58.4,259447.0,370.523038,1.0,1387.836393,-1.050976,0.2
G,Q-VIB+TokFT,0.8118,6939.18,58.4,259447.0,370.523038,1.0,1387.836393,-1.090016,0.2
G,Q-VIB+TokFT,0.8168,6939.18,58.4,259447.0,370.516372,1.0,1387.836393,-1.101448,0.2
G,Q-VIB+TokFT,0.8217,6939.18,58.4,259447.0,370.516372,1.0,1387.836393,-1.143872,0.2
G,Q-VIB+TokFT,0.8267,6939.18,58.4,259447.0,370.509705,1.0,1387.836393,-1.156923,0.2
G,Q-VIB+TokFT,0.8316,6939.18,58.4,259447.0,370.509705,1.0,1387.836393,-1.203275,0.2
G,Q-VIB+TokFT,0.8366,6939.18,58.4,259447.0,393.636978,1.0,1387.836393,-1.255768,0.2
G,Q-VIB+TokFT,0.8415,6939.18,58.4,259447.0,393.636978,1.0,1387.836393,-1.307999,0.2
G,Q-VIB+TokFT,0.8465,6939.18,58.4,259447.0,393.633645,1.0,1387.836393,-1.345219,0.2
G,Q-VIB+TokFT,0.8514,6939.18,58.4,259447.0,393.633645,1.0,1387.836393,-1.403798,0.2
G,Q-VIB+TokFT,0.8564,6939.18,58.4,259447.0,393.633645,1.0,1387.836393,-1.466414,0.2
G,Q-VIB+TokFT,0.8613,6939.18,58.4,259447.0,393.633645,1.0,1387.836393,-1.533498,0.2
G,Q-VIB+TokFT,0.8663,6939.18,58.4,259447.0,393.633645,1.0,1387.836393,-1.605549,0.2
G,Q-VIB+TokFT,0.8712,6939.18,58.4,259447.0,393.633645,1.0,1387.836393,-1.683137,0.2
G,Q-VIB+TokFT,0.8762,6939.18,58.4,259447.0,393.630311,1.0,1387.836393,-1.743344,0.2
G,Q-VIB+TokFT,0.8811,6939.18,58.4,259447.0,393.630311,1.0,1387.836393,-1.832991,0.2
G,Q-VIB+TokFT,0.8861,6939.18,58.4,259447.0,393.630311,1.0,1387.836393,-1.930426,0.2
G,Q-VIB+TokFT,0.891,6939.18,58.4,259447.0,393.630311,1.0,1387.836393,-2.03671,0.2
G,Q-VIB+TokFT,0.896,6939.18,58.4,259447.0,416.757585,1.0,1387.836393,-2.15644,0.2
G,Q-VIB+TokFT,0.9009,6939.18,58.4,259447.0,416.757585,1.0,1387.836393,-2.284465,0.2
G,Q-VIB+TokFT,0.9059,6939.18,58.4,259447.0,416.757585,1.0,1387.836393,-2.425951,0.2
G,Q-VIB+TokFT,0.9108,6939.18,58.4,259447.0,416.757585,1.0,1387.836393,-2.583141,0.2
G,Q-VIB+TokFT,0.9158,6939.18,58.4,259447.0,416.754251,1.0,1387.836393,-2.722566,0.2
G,Q-VIB+TokFT,0.9207,6939.18,58.4,259447.0,416.754251,1.0,1387.836393,-2.917686,0.2
G,Q-VIB+TokFT,0.9257,6939.18,58.4,259447.0,416.754251,1.0,1387.836393,-3.138786,0.2
G,Q-VIB+TokFT,0.9306,6939.18,58.4,259447.0,416.750918,1.0,1387.836393,-3.346725,0.2
G,Q-VIB+TokFT,0.9356,6939.18,58.4,259447.0,416.747585,1.0,1387.836393,-3.586092,0.2
G,Q-VIB+TokFT,0.9405,6939.18,58.4,259447.0,416.747585,1.0,1387.836393,-3.917425,0.2
G,Q-VIB+TokFT,0.9455,6939.18,58.4,259447.0,416.747585,1.0,1387.836393,-4.308889,0.2
G,Q-VIB+TokFT,0.9504,6939.18,58.4,259447.0,439.874858,1.0,1387.836393,-4.781819,0.2
G,Q-VIB+TokFT,0.9554,6939.18,58.4,259447.0,439.871525,1.0,1387.836393,-5.284208,0.2
G,Q-VIB+TokFT,0.9603,6939.18,58.4,259447.0,486.126071,1.0,1387.836393,-5.998346,0.2
G,Q-VIB+TokFT,0.9653,6939.18,58.4,259447.0,509.250011,1.0,1387.836393,-6.818101,0.2
G,Q-VIB+TokFT,0.9702,6939.18,58.4,259447.0,509.250011,1.0,1387.836393,-8.013164,0.2
G,Q-VIB+TokFT,0.9752,6939.18,58.4,259447.0,509.246678,1.0,1387.836393,-9.553496,0.2
G,Q-VIB+TokFT,0.9801,6939.18,58.4,259447.0,532.373951,1.0,1387.836393,-12.025939,0.2
G,Q-VIB+TokFT,0.9851,6939.18,58.4,259447.0,624.86971,1.0,1387.836393,-15.264775,0.2
G,Q-VIB+TokFT,0.99,6939.18,58.4,259447.0,647.980317,1.0,1387.836393,-21.343333,0.2
G,Q-VIB+TokFT,0.01,8330.18,58.4,259447.0,111.98567,1.0,1666.03505,0.179293,0.2
G,Q-VIB+TokFT,0.0149,8330.18,58.4,259447.0,139.669587,1.0,1666.03505,0.173469,0.2
G,Q-VIB+TokFT,0.0199,8330.18,58.4,259447.0,167.360172,1.0,1666.03505,0.168292,0.2
G,Q-VIB+TokFT,0.0248,8330.18,58.4,259447.0,250.628591,1.0,1666.03505,0.1559,0.2
G,Q-VIB+TokFT,0.0298,8330.18,58.4,259447.0,306.113092,1.0,1666.03505,0.14767,0.2
G,Q-VIB+TokFT,0.0347,8330.18,58.4,259447.0,306.073092,1.0,1666.03505,0.146414,0.2
G,Q-VIB+TokFT,0.0397,8330.18,58.4,259447.0,306.049759,1.0,1666.03505,0.144869,0.2
G,Q-VIB+TokFT,0.0446,8330.18,58.4,259447.0,306.033092,1.0,1666.03505,0.143238,0.2
G,Q-VIB+TokFT,0.0496,8330.18,58.4,259447.0,306.023092,1.0,1666.03505,0.141416,0.2
G,Q-VIB+TokFT,0.0545,8330.18,58.4,259447.0,333.77701,1.0,1666.03505,0.136346,0.2
G,Q-VIB+TokFT,0.0595,8330.18,58.4,259447.0,333.773677,1.0,1666.03505,0.134275,0.2
G,Q-VIB+TokFT,0.0644,8330.18,58.4,259447.0,333.763677,1.0,1666.03505,0.132676,0.2
G,Q-VIB+TokFT,0.0694,8330.18,58.4,259447.0,333.763677,1.0,1666.03505,0.130421,0.2
G,Q-VIB+TokFT,0.0743,8330.18,58.4,259447.0,333.753677,1.0,1666.03505,0.128945,0.2
G,Q-VIB+TokFT,0.0793,8330.18,58.4,259447.0,361.507594,1.0,1666.03505,0.124227,0.2
G,Q-VIB+TokFT,0.0842,8330.18,58.4,259447.0,361.507594,1.0,1666.03505,0.122016,0.2
G,Q-VIB+TokFT,0.0892,8330.18,58.4,259447.0,361.504261,1.0,1666.03505,0.120108,0.2
G,Q-VIB+TokFT,0.0941,8330.18,58.4,259447.0,361.504261,1.0,1666.03505,0.117868,0.2
G,Q-VIB+TokFT,0.0991,8330.18,58.4,259447.0,361.504261,1.0,1666.03505,0.115604,0.2
G,Q-VIB+TokFT,0.104,8330.18,58.4,259447.0,361.504261,1.0,1666.03505,0.113315,0.2
G,Q-VIB+TokFT,0.109,8330.18,58.4,259447.0,361.497594,1.0,1666.03505,0.111815,0.2
G,Q-VIB+TokFT,0.1139,8330.18,58.4,259447.0,361.487594,1.0,1666.03505,0.110803,0.2
G,Q-VIB+TokFT,0.1189,8330.18,58.4,259447.0,361.480927,1.0,1666.03505,0.109441,0.2
G,Q-VIB+TokFT,0.1238,8330.18,58.4,259447.0,361.480927,1.0,1666.03505,0.107197,0.2
G,Q-VIB+TokFT,0.1288,8330.18,58.4,259447.0,361.477594,1.0,1666.03505,0.10542,0.2
G,Q-VIB+TokFT,0.1337,8330.18,58.4,259447.0,361.477594,1.0,1666.03505,0.103147,0.2
G,Q-VIB+TokFT,0.1387,8330.18,58.4,259447.0,361.477594,1.0,1666.03505,0.100847,0.2
G,Q-VIB+TokFT,0.1436,8330.18,58.4,259447.0,361.474261,1.0,1666.03505,0.09908,0.2
G,Q-VIB+TokFT,0.1486,8330.18,58.4,259447.0,361.474261,1.0,1666.03505,0.096749,0.2
G,Q-VIB+TokFT,0.1535,8330.18,58.4,259447.0,361.474261,1.0,1666.03505,0.094391,0.2
G,Q-VIB+TokFT,0.1585,8330.18,58.4,259447.0,361.470927,1.0,1666.03505,0.092634,0.2
G,Q-VIB+TokFT,0.1634,8330.18,58.4,259447.0,361.470927,1.0,1666.03505,0.090243,0.2
G,Q-VIB+TokFT,0.1684,8330.18,58.4,259447.0,361.470927,1.0,1666.03505,0.087824,0.2
G,Q-VIB+TokFT,0.1733,8330.18,58.4,259447.0,361.470927,1.0,1666.03505,0.085376,0.2
G,Q-VIB+TokFT,0.1783,8330.18,58.4,259447.0,361.467594,1.0,1666.03505,0.083622,0.2
G,Q-VIB+TokFT,0.1832,8330.18,58.4,259447.0,361.467594,1.0,1666.03505,0.081139,0.2
G,Q-VIB+TokFT,0.1882,8330.18,58.4,259447.0,361.467594,1.0,1666.03505,0.078626,0.2
G,Q-VIB+TokFT,0.1931,8330.18,58.4,259447.0,361.467594,1.0,1666.03505,0.076082,0.2
G,Q-VIB+TokFT,0.1981,8330.18,58.4,259447.0,361.464261,1.0,1666.03505,0.074331,0.2
G,Q-VIB+TokFT,0.203,8330.18,58.4,259447.0,361.464261,1.0,1666.03505,0.071749,0.2
G,Q-VIB+TokFT,0.208,8330.18,58.4,259447.0,361.460927,1.0,1666.03505,0.070011,0.2
G,Q-VIB+TokFT,0.2129,8330.18,58.4,259447.0,361.460927,1.0,1666.03505,0.06739,0.2
G,Q-VIB+TokFT,0.2179,8330.18,58.4,259447.0,361.460927,1.0,1666.03505,0.064737,0.2
G,Q-VIB+TokFT,0.2228,8330.18,58.4,259447.0,361.460927,1.0,1666.03505,0.06205,0.2
G,Q-VIB+TokFT,0.2278,8330.18,58.4,259447.0,361.460927,1.0,1666.03505,0.059329,0.2
G,Q-VIB+TokFT,0.2327,8330.18,58.4,259447.0,361.460927,1.0,1666.03505,0.056572,0.2
G,Q-VIB+TokFT,0.2377,8330.18,58.4,259447.0,361.460927,1.0,1666.03505,0.053779,0.2
G,Q-VIB+TokFT,0.2426,8330.18,58.4,259447.0,361.460927,1.0,1666.03505,0.05095,0.2
G,Q-VIB+TokFT,0.2476,8330.18,58.4,259447.0,361.460927,1.0,1666.03505,0.048084,0.2
G,Q-VIB+TokFT,0.2525,8330.18,58.4,259447.0,361.460927,1.0,1666.03505,0.04518,0.2
G,Q-VIB+TokFT,0.2575,8330.18,58.4,259447.0,361.460927,1.0,1666.03505,0.042237,0.2
G,Q-VIB+TokFT,0.2624,8330.18,58.4,259447.0,361.460927,1.0,1666.03505,0.039255,0.2
G,Q-VIB+TokFT,0.2674,8330.18,58.4,259447.0,361.457594,1.0,1666.03505,0.037449,0.2
G,Q-VIB+TokFT,0.2723,8330.18,58.4,259447.0,361.457594,1.0,1666.03505,0.034416,0.2
G,Q-VIB+TokFT,0.2773,8330.18,58.4,259447.0,361.457594,1.0,1666.03505,0.031342,0.2
G,Q-VIB+TokFT,0.2822,8330.18,58.4,259447.0,361.457594,1.0,1666.03505,0.028225,0.2
G,Q-VIB+TokFT,0.2872,8330.18,58.4,259447.0,361.457594,1.0,1666.03505,0.025065,0.2
G,Q-VIB+TokFT,0.2921,8330.18,58.4,259447.0,361.457594,1.0,1666.03505,0.021861,0.2
G,Q-VIB+TokFT,0.2971,8330.18,58.4,259447.0,361.457594,1.0,1666.03505,0.018611,0.2
G,Q-VIB+TokFT,0.302,8330.18,58.4,259447.0,361.454261,1.0,1666.03505,0.016758,0.2
G,Q-VIB+TokFT,0.307,8330.18,58.4,259447.0,361.454261,1.0,1666.03505,0.01345,0.2
G,Q-VIB+TokFT,0.3119,8330.18,58.4,259447.0,361.454261,1.0,1666.03505,0.010094,0.2
G,Q-VIB+TokFT,0.3169,8330.18,58.4,259447.0,361.454261,1.0,1666.03505,0.006689,0.2
G,Q-VIB+TokFT,0.3218,8330.18,58.4,259447.0,361.454261,1.0,1666.03505,0.003235,0.2
G,Q-VIB+TokFT,0.3268,8330.18,58.4,259447.0,361.454261,1.0,1666.03505,-0.00027,0.2
G,Q-VIB+TokFT,0.3317,8330.18,58.4,259447.0,361.454261,1.0,1666.03505,-0.003827,0.2
G,Q-VIB+TokFT,0.3367,8330.18,58.4,259447.0,361.454261,1.0,1666.03505,-0.007437,0.2
G,Q-VIB+TokFT,0.3416,8330.18,58.4,259447.0,361.450927,1.0,1666.03505,-0.009372,0.2
G,Q-VIB+TokFT,0.3466,8330.18,58.4,259447.0,361.450927,1.0,1666.03505,-0.013054,0.2
G,Q-VIB+TokFT,0.3515,8330.18,58.4,259447.0,361.447594,1.0,1666.03505,-0.014984,0.2
G,Q-VIB+TokFT,0.3565,8330.18,58.4,259447.0,361.447594,1.0,1666.03505,-0.01874,0.2
G,Q-VIB+TokFT,0.3614,8330.18,58.4,259447.0,389.211512,1.0,1666.03505,-0.025887,0.2
G,Q-VIB+TokFT,0.3664,8330.18,58.4,259447.0,389.211512,1.0,1666.03505,-0.029761,0.2
G,Q-VIB+TokFT,0.3713,8330.18,58.4,259447.0,389.211512,1.0,1666.03505,-0.033695,0.2
G,Q-VIB+TokFT,0.3763,8330.18,58.4,259447.0,389.211512,1.0,1666.03505,-0.037692,0.2
G,Q-VIB+TokFT,0.3812,8330.18,58.4,259447.0,389.208178,1.0,1666.03505,-0.0397,0.2
G,Q-VIB+TokFT,0.3862,8330.18,58.4,259447.0,389.208178,1.0,1666.03505,-0.043783,0.2
G,Q-VIB+TokFT,0.3911,8330.18,58.4,259447.0,389.208178,1.0,1666.03505,-0.047932,0.2
G,Q-VIB+TokFT,0.3961,8330.18,58.4,259447.0,389.208178,1.0,1666.03505,-0.052149,0.2
G,Q-VIB+TokFT,0.401,8330.18,58.4,259447.0,389.208178,1.0,1666.03505,-0.056436,0.2
G,Q-VIB+TokFT,0.406,8330.18,58.4,259447.0,389.208178,1.0,1666.03505,-0.060795,0.2
G,Q-VIB+TokFT,0.4109,8330.18,58.4,259447.0,389.208178,1.0,1666.03505,-0.065226,0.2
G,Q-VIB+TokFT,0.4159,8330.18,58.4,259447.0,389.208178,1.0,1666.03505,-0.069733,0.2
G,Q-VIB+TokFT,0.4208,8330.18,58.4,259447.0,389.208178,1.0,1666.03505,-0.074317,0.2
G,Q-VIB+TokFT,0.4258,8330.18,58.4,259447.0,389.208178,1.0,1666.03505,-0.07898,0.2
G,Q-VIB+TokFT,0.4307,8330.18,58.4,259447.0,389.208178,1.0,1666.03505,-0.083724,0.2
G,Q-VIB+TokFT,0.4357,8330.18,58.4,259447.0,389.208178,1.0,1666.03505,-0.088551,0.2
G,Q-VIB+TokFT,0.4406,8330.18,58.4,259447.0,389.208178,1.0,1666.03505,-0.093463,0.2
G,Q-VIB+TokFT,0.4456,8330.18,58.4,259447.0,389.208178,1.0,1666.03505,-0.098464,0.2
G,Q-VIB+TokFT,0.4505,8330.18,58.4,259447.0,389.208178,1.0,1666.03505,-0.103554,0.2
G,Q-VIB+TokFT,0.4555,8330.18,58.4,259447.0,389.208178,1.0,1666.03505,-0.108737,0.2
G,Q-VIB+TokFT,0.4604,8330.18,58.4,259447.0,389.208178,1.0,1666.03505,-0.114015,0.2
G,Q-VIB+TokFT,0.4654,8330.18,58.4,259447.0,389.208178,1.0,1666.03505,-0.11939,0.2
G,Q-VIB+TokFT,0.4703,8330.18,58.4,259447.0,389.204845,1.0,1666.03505,-0.121907,0.2
G,Q-VIB+TokFT,0.4753,8330.18,58.4,259447.0,389.204845,1.0,1666.03505,-0.127427,0.2
G,Q-VIB+TokFT,0.4802,8330.18,58.4,259447.0,389.204845,1.0,1666.03505,-0.133052,0.2
G,Q-VIB+TokFT,0.4852,8330.18,58.4,259447.0,389.204845,1.0,1666.03505,-0.138786,0.2
G,Q-VIB+TokFT,0.4901,8330.18,58.4,259447.0,389.204845,1.0,1666.03505,-0.14463,0.2
G,Q-VIB+TokFT,0.4951,8330.18,58.4,259447.0,389.204845,1.0,1666.03505,-0.150589,0.2
G,Q-VIB+TokFT,0.5,8330.18,58.4,259447.0,389.204845,1.0,1666.03505,-0.156667,0.2
G,Q-VIB+TokFT,0.5049,8330.18,58.4,259447.0,389.204845,1.0,1666.03505,-0.162865,0.2
G,Q-VIB+TokFT,0.5099,8330.18,58.4,259447.0,389.204845,1.0,1666.03505,-0.169189,0.2
G,Q-VIB+TokFT,0.5148,8330.18,58.4,259447.0,389.204845,1.0,1666.03505,-0.175642,0.2
G,Q-VIB+TokFT,0.5198,8330.18,58.4,259447.0,416.968762,1.0,1666.03505,-0.185562,0.2
G,Q-VIB+TokFT,0.5247,8330.18,58.4,259447.0,416.968762,1.0,1666.03505,-0.192285,0.2
G,Q-VIB+TokFT,0.5297,8330.18,58.4,259447.0,416.968762,1.0,1666.03505,-0.199149,0.2
G,Q-VIB+TokFT,0.5346,8330.18,58.4,259447.0,416.968762,1.0,1666.03505,-0.20616,0.2
G,Q-VIB+TokFT,0.5396,8330.18,58.4,259447.0,416.968762,1.0,1666.03505,-0.213322,0.2
G,Q-VIB+TokFT,0.5445,8330.18,58.4,259447.0,416.968762,1.0,1666.03505,-0.220639,0.2
G,Q-VIB+TokFT,0.5495,8330.18,58.4,259447.0,416.968762,1.0,1666.03505,-0.228117,0.2
G,Q-VIB+TokFT,0.5544,8330.18,58.4,259447.0,416.968762,1.0,1666.03505,-0.235761,0.2
G,Q-VIB+TokFT,0.5594,8330.18,58.4,259447.0,416.968762,1.0,1666.03505,-0.243576,0.2
G,Q-VIB+TokFT,0.5643,8330.18,58.4,259447.0,416.968762,1.0,1666.03505,-0.25157,0.2
G,Q-VIB+TokFT,0.5693,8330.18,58.4,259447.0,416.968762,1.0,1666.03505,-0.259747,0.2
G,Q-VIB+TokFT,0.5742,8330.18,58.4,259447.0,416.968762,1.0,1666.03505,-0.268114,0.2
G,Q-VIB+TokFT,0.5792,8330.18,58.4,259447.0,416.965429,1.0,1666.03505,-0.27209,0.2
G,Q-VIB+TokFT,0.5841,8330.18,58.4,259447.0,416.965429,1.0,1666.03505,-0.280764,0.2
G,Q-VIB+TokFT,0.5891,8330.18,58.4,259447.0,416.965429,1.0,1666.03505,-0.289646,0.2
G,Q-VIB+TokFT,0.594,8330.18,58.4,259447.0,416.965429,1.0,1666.03505,-0.298745,0.2
G,Q-VIB+TokFT,0.599,8330.18,58.4,259447.0,416.965429,1.0,1666.03505,-0.308069,0.2
G,Q-VIB+TokFT,0.6039,8330.18,58.4,259447.0,416.965429,1.0,1666.03505,-0.317626,0.2
G,Q-VIB+TokFT,0.6089,8330.18,58.4,259447.0,416.965429,1.0,1666.03505,-0.327424,0.2
G,Q-VIB+TokFT,0.6138,8330.18,58.4,259447.0,416.965429,1.0,1666.03505,-0.337474,0.2
G,Q-VIB+TokFT,0.6188,8330.18,58.4,259447.0,416.965429,1.0,1666.03505,-0.347785,0.2
G,Q-VIB+TokFT,0.6237,8330.18,58.4,259447.0,416.965429,1.0,1666.03505,-0.358367,0.2
G,Q-VIB+TokFT,0.6287,8330.18,58.4,259447.0,416.965429,1.0,1666.03505,-0.369231,0.2
G,Q-VIB+TokFT,0.6336,8330.18,58.4,259447.0,416.965429,1.0,1666.03505,-0.380389,0.2
G,Q-VIB+TokFT,0.6386,8330.18,58.4,259447.0,416.965429,1.0,1666.03505,-0.391852,0.2
G,Q-VIB+TokFT,0.6435,8330.18,58.4,259447.0,444.729347,1.0,1666.03505,-0.406967,0.2
G,Q-VIB+TokFT,0.6485,8330.18,58.4,259447.0,444.729347,1.0,1666.03505,-0.41908,0.2
G,Q-VIB+TokFT,0.6534,8330.18,58.4,259447.0,444.729347,1.0,1666.03505,-0.43154,0.2
G,Q-VIB+TokFT,0.6584,8330.18,58.4,259447.0,444.729347,1.0,1666.03505,-0.44436,0.2
G,Q-VIB+TokFT,0.6633,8330.18,58.4,259447.0,444.729347,1.0,1666.03505,-0.457558,0.2
G,Q-VIB+TokFT,0.6683,8330.18,58.4,259447.0,444.729347,1.0,1666.03505,-0.471149,0.2
G,Q-VIB+TokFT,0.6732,8330.18,58.4,259447.0,444.729347,1.0,1666.03505,-0.485152,0.2
G,Q-VIB+TokFT,0.6782,8330.18,58.4,259447.0,444.729347,1.0,1666.03505,-0.499586,0.2
G,Q-VIB+TokFT,0.6831,8330.18,58.4,259447.0,444.729347,1.0,1666.03505,-0.51447,0.2
G,Q-VIB+TokFT,0.6881,8330.18,58.4,259447.0,444.729347,1.0,1666.03505,-0.529827,0.2
G,Q-VIB+TokFT,0.693,8330.18,58.4,259447.0,444.729347,1.0,1666.03505,-0.545679,0.2
G,Q-VIB+TokFT,0.698,8330.18,58.4,259447.0,444.729347,1.0,1666.03505,-0.562051,0.2
G,Q-VIB+TokFT,0.7029,8330.18,58.4,259447.0,444.729347,1.0,1666.03505,-0.578969,0.2
G,Q-VIB+TokFT,0.7079,8330.18,58.4,259447.0,444.729347,1.0,1666.03505,-0.596459,0.2
G,Q-VIB+TokFT,0.7128,8330.18,58.4,259447.0,444.729347,1.0,1666.03505,-0.614553,0.2
G,Q-VIB+TokFT,0.7178,8330.18,58.4,259447.0,444.729347,1.0,1666.03505,-0.633281,0.2
G,Q-VIB+TokFT,0.7227,8330.18,58.4,259447.0,444.729347,1.0,1666.03505,-0.652678,0.2
G,Q-VIB+TokFT,0.7277,8330.18,58.4,259447.0,444.729347,1.0,1666.03505,-0.672779,0.2
G,Q-VIB+TokFT,0.7326,8330.18,58.4,259447.0,444.729347,1.0,1666.03505,-0.693625,0.2
G,Q-VIB+TokFT,0.7376,8330.18,58.4,259447.0,444.729347,1.0,1666.03505,-0.715258,0.2
G,Q-VIB+TokFT,0.7425,8330.18,58.4,259447.0,444.729347,1.0,1666.03505,-0.737722,0.2
G,Q-VIB+TokFT,0.7475,8330.18,58.4,259447.0,444.729347,1.0,1666.03505,-0.761067,0.2
G,Q-VIB+TokFT,0.7524,8330.18,58.4,259447.0,444.726013,1.0,1666.03505,-0.775214,0.2
G,Q-VIB+TokFT,0.7574,8330.18,58.4,259447.0,444.72268,1.0,1666.03505,-0.789803,0.2
G,Q-VIB+TokFT,0.7623,8330.18,58.4,259447.0,444.72268,1.0,1666.03505,-0.815552,0.2
G,Q-VIB+TokFT,0.7673,8330.18,58.4,259447.0,444.72268,1.0,1666.03505,-0.842396,0.2
G,Q-VIB+TokFT,0.7722,8330.18,58.4,259447.0,444.72268,1.0,1666.03505,-0.870407,0.2
G,Q-VIB+TokFT,0.7772,8330.18,58.4,259447.0,444.716013,1.0,1666.03505,-0.87641,0.2
G,Q-VIB+TokFT,0.7821,8330.18,58.4,259447.0,444.716013,1.0,1666.03505,-0.906314,0.2
G,Q-VIB+TokFT,0.7871,8330.18,58.4,259447.0,444.716013,1.0,1666.03505,-0.937609,0.2
G,Q-VIB+TokFT,0.792,8330.18,58.4,259447.0,444.716013,1.0,1666.03505,-0.970393,0.2
G,Q-VIB+TokFT,0.797,8330.18,58.4,259447.0,444.716013,1.0,1666.03505,-1.004776,0.2
G,Q-VIB+TokFT,0.8019,8330.18,58.4,259447.0,444.709347,1.0,1666.03505,-1.013887,0.2
G,Q-VIB+TokFT,0.8069,8330.18,58.4,259447.0,444.709347,1.0,1666.03505,-1.050976,0.2
G,Q-VIB+TokFT,0.8118,8330.18,58.4,259447.0,444.709347,1.0,1666.03505,-1.090016,0.2
G,Q-VIB+TokFT,0.8168,8330.18,58.4,259447.0,444.70268,1.0,1666.03505,-1.101448,0.2
G,Q-VIB+TokFT,0.8217,8330.18,58.4,259447.0,444.70268,1.0,1666.03505,-1.143872,0.2
G,Q-VIB+TokFT,0.8267,8330.18,58.4,259447.0,444.696013,1.0,1666.03505,-1.156923,0.2
G,Q-VIB+TokFT,0.8316,8330.18,58.4,259447.0,444.696013,1.0,1666.03505,-1.203275,0.2
G,Q-VIB+TokFT,0.8366,8330.18,58.4,259447.0,472.459931,1.0,1666.03505,-1.255768,0.2
G,Q-VIB+TokFT,0.8415,8330.18,58.4,259447.0,472.459931,1.0,1666.03505,-1.307999,0.2
G,Q-VIB+TokFT,0.8465,8330.18,58.4,259447.0,472.456597,1.0,1666.03505,-1.345219,0.2
G,Q-VIB+TokFT,0.8514,8330.18,58.4,259447.0,472.456597,1.0,1666.03505,-1.403798,0.2
