baseline,method,threshold,cost_ratio_r,c_biopsy_anchor,c_miss_anchor_usd,exp_cost_normalized,treat_all_cost,treat_none_cost,net_benefit,prevalence
A,EfficientNet-B3,0.0397,645.37,58.4,259447.0,5.105833,1.0,129.07498,0.168117,0.2
A,EfficientNet-B3,0.0446,645.37,58.4,259447.0,5.089166,1.0,129.07498,0.165605,0.2
A,EfficientNet-B3,0.0496,645.37,58.4,259447.0,5.082499,1.0,129.07498,0.162719,0.2
A,EfficientNet-B3,0.0545,645.37,58.4,259447.0,5.082499,1.0,129.07498,0.159487,0.2
A,EfficientNet-B3,0.0595,645.37,58.4,259447.0,5.072499,1.0,129.07498,0.156854,0.2
A,EfficientNet-B3,0.0644,645.37,58.4,259447.0,5.072499,1.0,129.07498,0.15361,0.2
A,EfficientNet-B3,0.0694,645.37,58.4,259447.0,5.065833,1.0,129.07498,0.150829,0.2
A,EfficientNet-B3,0.0743,645.37,58.4,259447.0,5.062499,1.0,129.07498,0.147822,0.2
A,EfficientNet-B3,0.0793,645.37,58.4,259447.0,7.207082,1.0,129.07498,0.141485,0.2
A,EfficientNet-B3,0.0842,645.37,58.4,259447.0,7.197082,1.0,129.07498,0.139098,0.2
A,EfficientNet-B3,0.0892,645.37,58.4,259447.0,9.344999,1.0,129.07498,0.132481,0.2
A,EfficientNet-B3,0.0941,645.37,58.4,259447.0,9.344999,1.0,129.07498,0.129161,0.2
A,EfficientNet-B3,0.0991,645.37,58.4,259447.0,9.344999,1.0,129.07498,0.125806,0.2
A,EfficientNet-B3,0.104,645.37,58.4,259447.0,9.341665,1.0,129.07498,0.1228,0.2
A,EfficientNet-B3,0.109,645.37,58.4,259447.0,9.334999,1.0,129.07498,0.120205,0.2
A,EfficientNet-B3,0.1139,645.37,58.4,259447.0,11.479582,1.0,129.07498,0.113894,0.2
A,EfficientNet-B3,0.1189,645.37,58.4,259447.0,11.479582,1.0,129.07498,0.110471,0.2
A,EfficientNet-B3,0.1238,645.37,58.4,259447.0,11.472915,1.0,129.07498,0.107951,0.2
A,EfficientNet-B3,0.1288,645.37,58.4,259447.0,11.469582,1.0,129.07498,0.104986,0.2
A,EfficientNet-B3,0.1337,645.37,58.4,259447.0,11.466248,1.0,129.07498,0.102024,0.2
A,EfficientNet-B3,0.1387,645.37,58.4,259447.0,11.466248,1.0,129.07498,0.098531,0.2
A,EfficientNet-B3,0.1436,645.37,58.4,259447.0,11.462915,1.0,129.07498,0.095556,0.2
A,EfficientNet-B3,0.1486,645.37,58.4,259447.0,13.610831,1.0,129.07498,0.08867,0.2
A,EfficientNet-B3,0.1535,645.37,58.4,259447.0,13.607498,1.0,129.07498,0.08568,0.2
A,EfficientNet-B3,0.1585,645.37,58.4,259447.0,15.752081,1.0,129.07498,0.079361,0.2
A,EfficientNet-B3,0.1634,645.37,58.4,259447.0,17.896664,1.0,129.07498,0.073047,0.2
A,EfficientNet-B3,0.1684,645.37,58.4,259447.0,17.896664,1.0,129.07498,0.069395,0.2
A,EfficientNet-B3,0.1733,645.37,58.4,259447.0,17.893331,1.0,129.07498,0.066398,0.2
A,EfficientNet-B3,0.1783,645.37,58.4,259447.0,17.893331,1.0,129.07498,0.062682,0.2
A,EfficientNet-B3,0.1832,645.37,58.4,259447.0,17.893331,1.0,129.07498,0.058921,0.2
A,EfficientNet-B3,0.1882,645.37,58.4,259447.0,17.886664,1.0,129.07498,0.056659,0.2
A,EfficientNet-B3,0.1931,645.37,58.4,259447.0,17.886664,1.0,129.07498,0.052856,0.2
A,EfficientNet-B3,0.1981,645.37,58.4,259447.0,17.886664,1.0,129.07498,0.049006,0.2
A,EfficientNet-B3,0.203,645.37,58.4,259447.0,17.886664,1.0,129.07498,0.045108,0.2
A,EfficientNet-B3,0.208,645.37,58.4,259447.0,17.883331,1.0,129.07498,0.042036,0.2
A,EfficientNet-B3,0.2129,645.37,58.4,259447.0,17.873331,1.0,129.07498,0.040772,0.2
A,EfficientNet-B3,0.2179,645.37,58.4,259447.0,20.017914,1.0,129.07498,0.034427,0.2
A,EfficientNet-B3,0.2228,645.37,58.4,259447.0,20.017914,1.0,129.07498,0.030464,0.2
A,EfficientNet-B3,0.2278,645.37,58.4,259447.0,20.01458,1.0,129.07498,0.027434,0.2
A,EfficientNet-B3,0.2327,645.37,58.4,259447.0,20.01458,1.0,129.07498,0.023397,0.2
A,EfficientNet-B3,0.2377,645.37,58.4,259447.0,20.01458,1.0,129.07498,0.019307,0.2
A,EfficientNet-B3,0.2426,645.37,58.4,259447.0,20.01458,1.0,129.07498,0.015163,0.2
A,EfficientNet-B3,0.2476,645.37,58.4,259447.0,20.001247,1.0,129.07498,0.015352,0.2
A,EfficientNet-B3,0.2525,645.37,58.4,259447.0,20.001247,1.0,129.07498,0.011216,0.2
A,EfficientNet-B3,0.2575,645.37,58.4,259447.0,19.991247,1.0,129.07498,0.010492,0.2
A,EfficientNet-B3,0.2624,645.37,58.4,259447.0,19.991247,1.0,129.07498,0.006335,0.2
A,EfficientNet-B3,0.2674,645.37,58.4,259447.0,22.139163,1.0,129.07498,-0.001211,0.2
A,EfficientNet-B3,0.2723,645.37,58.4,259447.0,22.139163,1.0,129.07498,-0.005482,0.2
A,EfficientNet-B3,0.2773,645.37,58.4,259447.0,22.13583,1.0,129.07498,-0.008532,0.2
A,EfficientNet-B3,0.2822,645.37,58.4,259447.0,22.132497,1.0,129.07498,-0.011579,0.2
A,EfficientNet-B3,0.2872,645.37,58.4,259447.0,22.129163,1.0,129.07498,-0.014621,0.2
A,EfficientNet-B3,0.2921,645.37,58.4,259447.0,22.129163,1.0,129.07498,-0.019035,0.2
A,EfficientNet-B3,0.2971,645.37,58.4,259447.0,22.129163,1.0,129.07498,-0.023512,0.2
A,EfficientNet-B3,0.302,645.37,58.4,259447.0,22.129163,1.0,129.07498,-0.028051,0.2
A,EfficientNet-B3,0.307,645.37,58.4,259447.0,22.122497,1.0,129.07498,-0.029703,0.2
A,EfficientNet-B3,0.3119,645.37,58.4,259447.0,22.119163,1.0,129.07498,-0.032793,0.2
A,EfficientNet-B3,0.3169,645.37,58.4,259447.0,22.11583,1.0,129.07498,-0.03588,0.2
A,EfficientNet-B3,0.3218,645.37,58.4,259447.0,22.109163,1.0,129.07498,-0.037382,0.2
A,EfficientNet-B3,0.3268,645.37,58.4,259447.0,22.109163,1.0,129.07498,-0.042043,0.2
A,EfficientNet-B3,0.3317,645.37,58.4,259447.0,22.109163,1.0,129.07498,-0.046773,0.2
A,EfficientNet-B3,0.3367,645.37,58.4,259447.0,22.10583,1.0,129.07498,-0.049883,0.2
A,EfficientNet-B3,0.3416,645.37,58.4,259447.0,22.10583,1.0,129.07498,-0.054718,0.2
A,EfficientNet-B3,0.3466,645.37,58.4,259447.0,22.10583,1.0,129.07498,-0.059627,0.2
A,EfficientNet-B3,0.3515,645.37,58.4,259447.0,22.10583,1.0,129.07498,-0.064611,0.2
A,EfficientNet-B3,0.3565,645.37,58.4,259447.0,22.10583,1.0,129.07498,-0.069671,0.2
A,EfficientNet-B3,0.3614,645.37,58.4,259447.0,22.102497,1.0,129.07498,-0.072923,0.2
A,EfficientNet-B3,0.3664,645.37,58.4,259447.0,22.09583,1.0,129.07498,-0.074247,0.2
A,EfficientNet-B3,0.3713,645.37,58.4,259447.0,22.092497,1.0,129.07498,-0.077455,0.2
A,EfficientNet-B3,0.3763,645.37,58.4,259447.0,22.089163,1.0,129.07498,-0.080661,0.2
A,EfficientNet-B3,0.3812,645.37,58.4,259447.0,22.089163,1.0,129.07498,-0.085919,0.2
A,EfficientNet-B3,0.3862,645.37,58.4,259447.0,22.08583,1.0,129.07498,-0.089165,0.2
A,EfficientNet-B3,0.3911,645.37,58.4,259447.0,22.08583,1.0,129.07498,-0.09455,0.2
A,EfficientNet-B3,0.3961,645.37,58.4,259447.0,22.082497,1.0,129.07498,-0.097837,0.2
A,EfficientNet-B3,0.401,645.37,58.4,259447.0,22.079163,1.0,129.07498,-0.101124,0.2
A,EfficientNet-B3,0.406,645.37,58.4,259447.0,22.079163,1.0,129.07498,-0.106688,0.2
A,EfficientNet-B3,0.4109,645.37,58.4,259447.0,22.07583,1.0,129.07498,-0.110021,0.2
A,EfficientNet-B3,0.4159,645.37,58.4,259447.0,22.072497,1.0,129.07498,-0.113353,0.2
A,EfficientNet-B3,0.4208,645.37,58.4,259447.0,22.072497,1.0,129.07498,-0.119107,0.2
A,EfficientNet-B3,0.4258,645.37,58.4,259447.0,24.220413,1.0,129.07498,-0.128294,0.2
A,EfficientNet-B3,0.4307,645.37,58.4,259447.0,26.361663,1.0,129.07498,-0.132538,0.2
A,EfficientNet-B3,0.4357,645.37,58.4,259447.0,26.358329,1.0,129.07498,-0.135922,0.2
A,EfficientNet-B3,0.4406,645.37,58.4,259447.0,26.358329,1.0,129.07498,-0.141932,0.2
A,EfficientNet-B3,0.4456,645.37,58.4,259447.0,26.358329,1.0,129.07498,-0.148049,0.2
A,EfficientNet-B3,0.4505,645.37,58.4,259447.0,26.354996,1.0,129.07498,-0.151544,0.2
A,EfficientNet-B3,0.4555,645.37,58.4,259447.0,26.354996,1.0,129.07498,-0.15783,0.2
A,EfficientNet-B3,0.4604,645.37,58.4,259447.0,26.351663,1.0,129.07498,-0.161386,0.2
A,EfficientNet-B3,0.4654,645.37,58.4,259447.0,26.351663,1.0,129.07498,-0.167849,0.2
A,EfficientNet-B3,0.4703,645.37,58.4,259447.0,26.344996,1.0,129.07498,-0.168513,0.2
A,EfficientNet-B3,0.4753,645.37,58.4,259447.0,26.344996,1.0,129.07498,-0.175101,0.2
A,EfficientNet-B3,0.4802,645.37,58.4,259447.0,26.344996,1.0,129.07498,-0.181815,0.2
A,EfficientNet-B3,0.4852,645.37,58.4,259447.0,26.341663,1.0,129.07498,-0.185517,0.2
A,EfficientNet-B3,0.4901,645.37,58.4,259447.0,26.341663,1.0,129.07498,-0.19243,0.2
A,EfficientNet-B3,0.4951,645.37,58.4,259447.0,26.338329,1.0,129.07498,-0.196211,0.2
A,EfficientNet-B3,0.5,645.37,58.4,259447.0,26.334996,1.0,129.07498,-0.2,0.2
A,EfficientNet-B3,0.5049,645.37,58.4,259447.0,26.334996,1.0,129.07498,-0.207199,0.2
A,EfficientNet-B3,0.5099,645.37,58.4,259447.0,26.334996,1.0,129.07498,-0.214542,0.2
A,EfficientNet-B3,0.5148,645.37,58.4,259447.0,26.331663,1.0,129.07498,-0.218499,0.2
A,EfficientNet-B3,0.5198,645.37,58.4,259447.0,26.331663,1.0,129.07498,-0.226076,0.2
A,EfficientNet-B3,0.5247,645.37,58.4,259447.0,26.331663,1.0,129.07498,-0.233812,0.2
A,EfficientNet-B3,0.5297,645.37,58.4,259447.0,26.328329,1.0,129.07498,-0.237955,0.2
A,EfficientNet-B3,0.5346,645.37,58.4,259447.0,26.328329,1.0,129.07498,-0.245946,0.2
A,EfficientNet-B3,0.5396,645.37,58.4,259447.0,26.324996,1.0,129.07498,-0.250202,0.2
A,EfficientNet-B3,0.5445,645.37,58.4,259447.0,26.321663,1.0,129.07498,-0.254478,0.2
A,EfficientNet-B3,0.5495,645.37,58.4,259447.0,26.321663,1.0,129.07498,-0.26284,0.2
A,EfficientNet-B3,0.5544,645.37,58.4,259447.0,26.321663,1.0,129.07498,-0.271388,0.2
A,EfficientNet-B3,0.5594,645.37,58.4,259447.0,26.321663,1.0,129.07498,-0.280128,0.2
A,EfficientNet-B3,0.5643,645.37,58.4,259447.0,26.311663,1.0,129.07498,-0.276113,0.2
A,EfficientNet-B3,0.5693,645.37,58.4,259447.0,26.311663,1.0,129.07498,-0.284994,0.2
A,EfficientNet-B3,0.5742,645.37,58.4,259447.0,26.311663,1.0,129.07498,-0.294081,0.2
A,EfficientNet-B3,0.5792,645.37,58.4,259447.0,26.308329,1.0,129.07498,-0.298793,0.2
A,EfficientNet-B3,0.5841,645.37,58.4,259447.0,26.308329,1.0,129.07498,-0.308221,0.2
A,EfficientNet-B3,0.5891,645.37,58.4,259447.0,26.308329,1.0,129.07498,-0.317876,0.2
A,EfficientNet-B3,0.594,645.37,58.4,259447.0,26.308329,1.0,129.07498,-0.327766,0.2
A,EfficientNet-B3,0.599,645.37,58.4,259447.0,26.308329,1.0,129.07498,-0.337901,0.2
A,EfficientNet-B3,0.6039,645.37,58.4,259447.0,26.298329,1.0,129.07498,-0.33304,0.2
A,EfficientNet-B3,0.6089,645.37,58.4,259447.0,26.294996,1.0,129.07498,-0.338182,0.2
A,EfficientNet-B3,0.6138,645.37,58.4,259447.0,26.288329,1.0,129.07498,-0.338071,0.2
A,EfficientNet-B3,0.6188,645.37,58.4,259447.0,26.288329,1.0,129.07498,-0.348606,0.2
A,EfficientNet-B3,0.6237,645.37,58.4,259447.0,26.288329,1.0,129.07498,-0.359418,0.2
A,EfficientNet-B3,0.6287,645.37,58.4,259447.0,28.436246,1.0,129.07498,-0.373852,0.2
A,EfficientNet-B3,0.6336,645.37,58.4,259447.0,28.436246,1.0,129.07498,-0.385252,0.2
A,EfficientNet-B3,0.6386,645.37,58.4,259447.0,28.432912,1.0,129.07498,-0.391075,0.2
A,EfficientNet-B3,0.6435,645.37,58.4,259447.0,30.580829,1.0,129.07498,-0.406318,0.2
A,EfficientNet-B3,0.6485,645.37,58.4,259447.0,30.580829,1.0,129.07498,-0.418563,0.2
A,EfficientNet-B3,0.6534,645.37,58.4,259447.0,30.577495,1.0,129.07498,-0.424873,0.2
A,EfficientNet-B3,0.6584,645.37,58.4,259447.0,30.574162,1.0,129.07498,-0.431269,0.2
A,EfficientNet-B3,0.6633,645.37,58.4,259447.0,30.570829,1.0,129.07498,-0.437756,0.2
A,EfficientNet-B3,0.6683,645.37,58.4,259447.0,30.570829,1.0,129.07498,-0.451052,0.2
A,EfficientNet-B3,0.6732,645.37,58.4,259447.0,32.715412,1.0,129.07498,-0.461216,0.2
A,EfficientNet-B3,0.6782,645.37,58.4,259447.0,32.715412,1.0,129.07498,-0.475179,0.2
A,EfficientNet-B3,0.6831,645.37,58.4,259447.0,32.712078,1.0,129.07498,-0.482392,0.2
A,EfficientNet-B3,0.6881,645.37,58.4,259447.0,32.708745,1.0,129.07498,-0.489728,0.2
A,EfficientNet-B3,0.693,645.37,58.4,259447.0,32.708745,1.0,129.07498,-0.504719,0.2
A,EfficientNet-B3,0.698,645.37,58.4,259447.0,32.708745,1.0,129.07498,-0.520201,0.2
A,EfficientNet-B3,0.7029,645.37,58.4,259447.0,32.698745,1.0,129.07498,-0.512537,0.2
A,EfficientNet-B3,0.7079,645.37,58.4,259447.0,32.698745,1.0,129.07498,-0.528506,0.2
A,EfficientNet-B3,0.7128,645.37,58.4,259447.0,32.688745,1.0,129.07498,-0.520204,0.2
A,EfficientNet-B3,0.7178,645.37,58.4,259447.0,32.688745,1.0,129.07498,-0.536693,0.2
A,EfficientNet-B3,0.7227,645.37,58.4,259447.0,32.685412,1.0,129.07498,-0.545082,0.2
A,EfficientNet-B3,0.7277,645.37,58.4,259447.0,32.685412,1.0,129.07498,-0.562562,0.2
A,EfficientNet-B3,0.7326,645.37,58.4,259447.0,32.685412,1.0,129.07498,-0.580689,0.2
A,EfficientNet-B3,0.7376,645.37,58.4,259447.0,32.685412,1.0,129.07498,-0.5995,0.2
A,EfficientNet-B3,0.7425,645.37,58.4,259447.0,32.685412,1.0,129.07498,-0.619034,0.2
A,EfficientNet-B3,0.7475,645.37,58.4,259447.0,32.682078,1.0,129.07498,-0.629467,0.2
A,EfficientNet-B3,0.7524,645.37,58.4,259447.0,32.678745,1.0,129.07498,-0.640184,0.2
A,EfficientNet-B3,0.7574,645.37,58.4,259447.0,32.678745,1.0,129.07498,-0.661607,0.2
A,EfficientNet-B3,0.7623,645.37,58.4,259447.0,32.678745,1.0,129.07498,-0.683923,0.2
A,EfficientNet-B3,0.7673,645.37,58.4,259447.0,34.826661,1.0,129.07498,-0.710521,0.2
A,EfficientNet-B3,0.7722,645.37,58.4,259447.0,34.816661,1.0,129.07498,-0.700894,0.2
A,EfficientNet-B3,0.7772,645.37,58.4,259447.0,34.813328,1.0,129.07498,-0.713648,0.2
A,EfficientNet-B3,0.7821,645.37,58.4,259447.0,34.813328,1.0,129.07498,-0.738795,0.2
A,EfficientNet-B3,0.7871,645.37,58.4,259447.0,34.813328,1.0,129.07498,-0.765111,0.2
A,EfficientNet-B3,0.792,645.37,58.4,259447.0,34.809995,1.0,129.07498,-0.779985,0.2
A,EfficientNet-B3,0.797,645.37,58.4,259447.0,34.809995,1.0,129.07498,-0.808507,0.2
A,EfficientNet-B3,0.8019,645.37,58.4,259447.0,34.806661,1.0,129.07498,-0.82496,0.2
A,EfficientNet-B3,0.8069,645.37,58.4,259447.0,36.954578,1.0,129.07498,-0.859344,0.2
A,EfficientNet-B3,0.8118,645.37,58.4,259447.0,36.954578,1.0,129.07498,-0.892029,0.2
A,EfficientNet-B3,0.8168,645.37,58.4,259447.0,39.099161,1.0,129.07498,-0.914954,0.2
A,EfficientNet-B3,0.8217,645.37,58.4,259447.0,39.092494,1.0,129.07498,-0.920085,0.2
A,EfficientNet-B3,0.8267,645.37,58.4,259447.0,41.237077,1.0,129.07498,-0.944359,0.2
A,EfficientNet-B3,0.8316,645.37,58.4,259447.0,41.23041,1.0,129.07498,-0.949872,0.2
A,EfficientNet-B3,0.8366,645.37,58.4,259447.0,43.374993,1.0,129.07498,-0.975711,0.2
A,EfficientNet-B3,0.8415,645.37,58.4,259447.0,43.37166,1.0,129.07498,-0.999414,0.2
A,EfficientNet-B3,0.8465,645.37,58.4,259447.0,43.368327,1.0,129.07498,-1.02443,0.2
A,EfficientNet-B3,0.8514,645.37,58.4,259447.0,43.364993,1.0,129.07498,-1.050891,0.2
A,EfficientNet-B3,0.8564,645.37,58.4,259447.0,43.36166,1.0,129.07498,-1.078945,0.2
A,EfficientNet-B3,0.8613,645.37,58.4,259447.0,45.509576,1.0,129.07498,-1.132799,0.2
A,EfficientNet-B3,0.8663,645.37,58.4,259447.0,45.509576,1.0,129.07498,-1.187059,0.2
A,EfficientNet-B3,0.8712,645.37,58.4,259447.0,45.496243,1.0,129.07498,-1.155294,0.2
A,EfficientNet-B3,0.8762,645.37,58.4,259447.0,45.49291,1.0,129.07498,-1.190674,0.2
A,EfficientNet-B3,0.8811,645.37,58.4,259447.0,45.49291,1.0,129.07498,-1.253427,0.2
A,EfficientNet-B3,0.8861,645.37,58.4,259447.0,47.637493,1.0,129.07498,-1.299043,0.2
A,EfficientNet-B3,0.891,645.37,58.4,259447.0,47.637493,1.0,129.07498,-1.372113,0.2
A,EfficientNet-B3,0.896,645.37,58.4,259447.0,47.634159,1.0,129.07498,-1.42343,0.2
A,EfficientNet-B3,0.9009,645.37,58.4,259447.0,47.630826,1.0,129.07498,-1.479541,0.2
A,EfficientNet-B3,0.9059,645.37,58.4,259447.0,49.778742,1.0,129.07498,-1.576609,0.2
A,EfficientNet-B3,0.9108,645.37,58.4,259447.0,54.071242,1.0,129.07498,-1.653375,0.2
A,EfficientNet-B3,0.9158,645.37,58.4,259447.0,56.215825,1.0,129.07498,-1.734652,0.2
A,EfficientNet-B3,0.9207,645.37,58.4,259447.0,56.209158,1.0,129.07498,-1.783206,0.2
A,EfficientNet-B3,0.9257,645.37,58.4,259447.0,56.205825,1.0,129.07498,-1.878841,0.2
A,EfficientNet-B3,0.9306,645.37,58.4,259447.0,56.202491,1.0,129.07498,-1.987642,0.2
A,EfficientNet-B3,0.9356,645.37,58.4,259447.0,56.195825,1.0,129.07498,-2.064253,0.2
A,EfficientNet-B3,0.9405,645.37,58.4,259447.0,60.481657,1.0,129.07498,-2.106474,0.2
A,EfficientNet-B3,0.9455,645.37,58.4,259447.0,64.774157,1.0,129.07498,-2.268889,0.2
A,EfficientNet-B3,0.9504,645.37,58.4,259447.0,64.76749,1.0,129.07498,-2.391181,0.2
A,EfficientNet-B3,0.9554,645.37,58.4,259447.0,66.90874,1.0,129.07498,-2.542443,0.2
A,EfficientNet-B3,0.9603,645.37,58.4,259447.0,66.90874,1.0,129.07498,-2.88687,0.2
A,EfficientNet-B3,0.9653,645.37,58.4,259447.0,69.049989,1.0,129.07498,-3.147558,0.2
A,EfficientNet-B3,0.9702,645.37,58.4,259447.0,71.194572,1.0,129.07498,-3.600056,0.2
A,EfficientNet-B3,0.9752,645.37,58.4,259447.0,75.490405,1.0,129.07498,-4.364309,0.2
A,EfficientNet-B3,0.9801,645.37,58.4,259447.0,79.779571,1.0,129.07498,-5.177073,0.2
A,EfficientNet-B3,0.9851,645.37,58.4,259447.0,81.914154,1.0,129.07498,-6.076577,0.2
A,EfficientNet-B3,0.99,645.37,58.4,259447.0,90.485819,1.0,129.07498,-7.2,0.2
A,EfficientNet-B3,0.01,774.74,58.4,259447.0,6.05829,1.0,154.948697,0.186263,0.2
A,EfficientNet-B3,0.0149,774.74,58.4,259447.0,6.044957,1.0,154.948697,0.182912,0.2
A,EfficientNet-B3,0.0199,774.74,58.4,259447.0,6.014957,1.0,154.948697,0.180001,0.2
A,EfficientNet-B3,0.0248,774.74,58.4,259447.0,5.99829,1.0,154.948697,0.177025,0.2
A,EfficientNet-B3,0.0298,774.74,58.4,259447.0,5.991623,1.0,154.948697,0.173882,0.2
A,EfficientNet-B3,0.0347,774.74,58.4,259447.0,5.97829,1.0,154.948697,0.171014,0.2
A,EfficientNet-B3,0.0397,774.74,58.4,259447.0,5.96829,1.0,154.948697,0.168117,0.2
A,EfficientNet-B3,0.0446,774.74,58.4,259447.0,5.951623,1.0,154.948697,0.165605,0.2
A,EfficientNet-B3,0.0496,774.74,58.4,259447.0,5.944957,1.0,154.948697,0.162719,0.2
A,EfficientNet-B3,0.0545,774.74,58.4,259447.0,5.944957,1.0,154.948697,0.159487,0.2
A,EfficientNet-B3,0.0595,774.74,58.4,259447.0,5.934957,1.0,154.948697,0.156854,0.2
A,EfficientNet-B3,0.0644,774.74,58.4,259447.0,5.934957,1.0,154.948697,0.15361,0.2
A,EfficientNet-B3,0.0694,774.74,58.4,259447.0,5.92829,1.0,154.948697,0.150829,0.2
A,EfficientNet-B3,0.0743,774.74,58.4,259447.0,5.924957,1.0,154.948697,0.147822,0.2
A,EfficientNet-B3,0.0793,774.74,58.4,259447.0,8.500768,1.0,154.948697,0.141485,0.2
A,EfficientNet-B3,0.0842,774.74,58.4,259447.0,8.490768,1.0,154.948697,0.139098,0.2
A,EfficientNet-B3,0.0892,774.74,58.4,259447.0,11.069913,1.0,154.948697,0.132481,0.2
A,EfficientNet-B3,0.0941,774.74,58.4,259447.0,11.069913,1.0,154.948697,0.129161,0.2
A,EfficientNet-B3,0.0991,774.74,58.4,259447.0,11.069913,1.0,154.948697,0.125806,0.2
A,EfficientNet-B3,0.104,774.74,58.4,259447.0,11.06658,1.0,154.948697,0.1228,0.2
A,EfficientNet-B3,0.109,774.74,58.4,259447.0,11.059913,1.0,154.948697,0.120205,0.2
A,EfficientNet-B3,0.1139,774.74,58.4,259447.0,13.635725,1.0,154.948697,0.113894,0.2
A,EfficientNet-B3,0.1189,774.74,58.4,259447.0,13.635725,1.0,154.948697,0.110471,0.2
A,EfficientNet-B3,0.1238,774.74,58.4,259447.0,13.629058,1.0,154.948697,0.107951,0.2
A,EfficientNet-B3,0.1288,774.74,58.4,259447.0,13.625725,1.0,154.948697,0.104986,0.2
A,EfficientNet-B3,0.1337,774.74,58.4,259447.0,13.622391,1.0,154.948697,0.102024,0.2
A,EfficientNet-B3,0.1387,774.74,58.4,259447.0,13.622391,1.0,154.948697,0.098531,0.2
A,EfficientNet-B3,0.1436,774.74,58.4,259447.0,13.619058,1.0,154.948697,0.095556,0.2
A,EfficientNet-B3,0.1486,774.74,58.4,259447.0,16.198203,1.0,154.948697,0.08867,0.2
A,EfficientNet-B3,0.1535,774.74,58.4,259447.0,16.19487,1.0,154.948697,0.08568,0.2
A,EfficientNet-B3,0.1585,774.74,58.4,259447.0,18.770681,1.0,154.948697,0.079361,0.2
A,EfficientNet-B3,0.1634,774.74,58.4,259447.0,21.346493,1.0,154.948697,0.073047,0.2
A,EfficientNet-B3,0.1684,774.74,58.4,259447.0,21.346493,1.0,154.948697,0.069395,0.2
A,EfficientNet-B3,0.1733,774.74,58.4,259447.0,21.34316,1.0,154.948697,0.066398,0.2
A,EfficientNet-B3,0.1783,774.74,58.4,259447.0,21.34316,1.0,154.948697,0.062682,0.2
A,EfficientNet-B3,0.1832,774.74,58.4,259447.0,21.34316,1.0,154.948697,0.058921,0.2
A,EfficientNet-B3,0.1882,774.74,58.4,259447.0,21.336493,1.0,154.948697,0.056659,0.2
A,EfficientNet-B3,0.1931,774.74,58.4,259447.0,21.336493,1.0,154.948697,0.052856,0.2
A,EfficientNet-B3,0.1981,774.74,58.4,259447.0,21.336493,1.0,154.948697,0.049006,0.2
A,EfficientNet-B3,0.203,774.74,58.4,259447.0,21.336493,1.0,154.948697,0.045108,0.2
A,EfficientNet-B3,0.208,774.74,58.4,259447.0,21.33316,1.0,154.948697,0.042036,0.2
A,EfficientNet-B3,0.2129,774.74,58.4,259447.0,21.32316,1.0,154.948697,0.040772,0.2
A,EfficientNet-B3,0.2179,774.74,58.4,259447.0,23.898971,1.0,154.948697,0.034427,0.2
A,EfficientNet-B3,0.2228,774.74,58.4,259447.0,23.898971,1.0,154.948697,0.030464,0.2
A,EfficientNet-B3,0.2278,774.74,58.4,259447.0,23.895638,1.0,154.948697,0.027434,0.2
A,EfficientNet-B3,0.2327,774.74,58.4,259447.0,23.895638,1.0,154.948697,0.023397,0.2
A,EfficientNet-B3,0.2377,774.74,58.4,259447.0,23.895638,1.0,154.948697,0.019307,0.2
A,EfficientNet-B3,0.2426,774.74,58.4,259447.0,23.895638,1.0,154.948697,0.015163,0.2
A,EfficientNet-B3,0.2476,774.74,58.4,259447.0,23.882305,1.0,154.948697,0.015352,0.2
A,EfficientNet-B3,0.2525,774.74,58.4,259447.0,23.882305,1.0,154.948697,0.011216,0.2
A,EfficientNet-B3,0.2575,774.74,58.4,259447.0,23.872305,1.0,154.948697,0.010492,0.2
A,EfficientNet-B3,0.2624,774.74,58.4,259447.0,23.872305,1.0,154.948697,0.006335,0.2
A,EfficientNet-B3,0.2674,774.74,58.4,259447.0,26.45145,1.0,154.948697,-0.001211,0.2
A,EfficientNet-B3,0.2723,774.74,58.4,259447.0,26.45145,1.0,154.948697,-0.005482,0.2
A,EfficientNet-B3,0.2773,774.74,58.4,259447.0,26.448116,1.0,154.948697,-0.008532,0.2
A,EfficientNet-B3,0.2822,774.74,58.4,259447.0,26.444783,1.0,154.948697,-0.011579,0.2
A,EfficientNet-B3,0.2872,774.74,58.4,259447.0,26.44145,1.0,154.948697,-0.014621,0.2
A,EfficientNet-B3,0.2921,774.74,58.4,259447.0,26.44145,1.0,154.948697,-0.019035,0.2
A,EfficientNet-B3,0.2971,774.74,58.4,259447.0,26.44145,1.0,154.948697,-0.023512,0.2
A,EfficientNet-B3,0.302,774.74,58.4,259447.0,26.44145,1.0,154.948697,-0.028051,0.2
A,EfficientNet-B3,0.307,774.74,58.4,259447.0,26.434783,1.0,154.948697,-0.029703,0.2
A,EfficientNet-B3,0.3119,774.74,58.4,259447.0,26.43145,1.0,154.948697,-0.032793,0.2
A,EfficientNet-B3,0.3169,774.74,58.4,259447.0,26.428116,1.0,154.948697,-0.03588,0.2
A,EfficientNet-B3,0.3218,774.74,58.4,259447.0,26.42145,1.0,154.948697,-0.037382,0.2
A,EfficientNet-B3,0.3268,774.74,58.4,259447.0,26.42145,1.0,154.948697,-0.042043,0.2
A,EfficientNet-B3,0.3317,774.74,58.4,259447.0,26.42145,1.0,154.948697,-0.046773,0.2
A,EfficientNet-B3,0.3367,774.74,58.4,259447.0,26.418116,1.0,154.948697,-0.049883,0.2
