Tool,Aggregation,Threshold,fpr,tpr,auc
IMPROVE,mean,>10,0.8918918918918919,0.921875,0.6149
IMPROVE,mean,>10,0.8918918918918919,0.953125,0.6149
IMPROVE,mean,>10,0.918918918918919,0.953125,0.6149
IMPROVE,mean,>10,0.918918918918919,0.984375,0.6149
IMPROVE,mean,>10,1.0,0.984375,0.6149
IMPROVE,mean,>10,1.0,1.0,0.6149
NeoTImmuML,max,>0,0.0,0.0,0.6551
NeoTImmuML,max,>0,0.0,0.011111111111111112,0.6551
NeoTImmuML,max,>0,0.0,0.13333333333333333,0.6551
NeoTImmuML,max,>0,0.09090909090909091,0.13333333333333333,0.6551
NeoTImmuML,max,>0,0.09090909090909091,0.28888888888888886,0.6551
NeoTImmuML,max,>0,0.09090909090909091,0.3111111111111111,0.6551
NeoTImmuML,max,>0,0.09090909090909091,0.4444444444444444,0.6551
NeoTImmuML,max,>0,0.18181818181818182,0.4444444444444444,0.6551
NeoTImmuML,max,>0,0.18181818181818182,0.5333333333333333,0.6551
NeoTImmuML,max,>0,0.2727272727272727,0.5333333333333333,0.6551
NeoTImmuML,max,>0,0.2727272727272727,0.5555555555555556,0.6551
NeoTImmuML,max,>0,0.36363636363636365,0.5666666666666667,0.6551
NeoTImmuML,max,>0,0.36363636363636365,0.6222222222222222,0.6551
NeoTImmuML,max,>0,0.36363636363636365,0.6555555555555556,0.6551
NeoTImmuML,max,>0,0.36363636363636365,0.6888888888888889,0.6551
NeoTImmuML,max,>0,0.45454545454545453,0.6888888888888889,0.6551
NeoTImmuML,max,>0,0.45454545454545453,0.7111111111111111,0.6551
NeoTImmuML,max,>0,0.5454545454545454,0.7111111111111111,0.6551
NeoTImmuML,max,>0,0.5454545454545454,0.7333333333333333,0.6551
NeoTImmuML,max,>0,0.6363636363636364,0.7333333333333333,0.6551
NeoTImmuML,max,>0,0.6363636363636364,0.7555555555555555,0.6551
NeoTImmuML,max,>0,0.7272727272727273,0.7555555555555555,0.6551
NeoTImmuML,max,>0,0.7272727272727273,0.7777777777777778,0.6551
NeoTImmuML,max,>0,0.7272727272727273,0.8111111111111111,0.6551
NeoTImmuML,max,>0,0.8181818181818182,0.8111111111111111,0.6551
NeoTImmuML,max,>0,0.8181818181818182,0.8666666666666667,0.6551
NeoTImmuML,max,>0,0.9090909090909091,0.8666666666666667,0.6551
NeoTImmuML,max,>0,0.9090909090909091,0.9,0.6551
NeoTImmuML,max,>0,0.9090909090909091,0.9222222222222223,0.6551
NeoTImmuML,max,>0,0.9090909090909091,0.9666666666666667,0.6551
NeoTImmuML,max,>0,1.0,0.9666666666666667,0.6551
NeoTImmuML,max,>0,1.0,1.0,0.6551
NeoTImmuML,max,>10,0.0,0.0,0.5046
NeoTImmuML,max,>10,0.0,0.015625,0.5046
NeoTImmuML,max,>10,0.05405405405405406,0.015625,0.5046
NeoTImmuML,max,>10,0.05405405405405406,0.03125,0.5046
NeoTImmuML,max,>10,0.08108108108108109,0.03125,0.5046
NeoTImmuML,max,>10,0.08108108108108109,0.078125,0.5046
NeoTImmuML,max,>10,0.10810810810810811,0.078125,0.5046
NeoTImmuML,max,>10,0.10810810810810811,0.125,0.5046
NeoTImmuML,max,>10,0.13513513513513514,0.125,0.5046
NeoTImmuML,max,>10,0.13513513513513514,0.140625,0.5046
NeoTImmuML,max,>10,0.16216216216216217,0.140625,0.5046
NeoTImmuML,max,>10,0.16216216216216217,0.1875,0.5046
NeoTImmuML,max,>10,0.21621621621621623,0.1875,0.5046
NeoTImmuML,max,>10,0.21621621621621623,0.203125,0.5046
NeoTImmuML,max,>10,0.2702702702702703,0.203125,0.5046
NeoTImmuML,max,>10,0.2702702702702703,0.21875,0.5046
NeoTImmuML,max,>10,0.2972972972972973,0.21875,0.5046
NeoTImmuML,max,>10,0.2972972972972973,0.25,0.5046
NeoTImmuML,max,>10,0.35135135135135137,0.25,0.5046
NeoTImmuML,max,>10,0.35135135135135137,0.375,0.5046
NeoTImmuML,max,>10,0.3783783783783784,0.375,0.5046
NeoTImmuML,max,>10,0.3783783783783784,0.421875,0.5046
NeoTImmuML,max,>10,0.40540540540540543,0.421875,0.5046
NeoTImmuML,max,>10,0.40540540540540543,0.46875,0.5046
NeoTImmuML,max,>10,0.43243243243243246,0.46875,0.5046
NeoTImmuML,max,>10,0.43243243243243246,0.484375,0.5046
NeoTImmuML,max,>10,0.4594594594594595,0.484375,0.5046
NeoTImmuML,max,>10,0.4594594594594595,0.515625,0.5046
NeoTImmuML,max,>10,0.4864864864864865,0.515625,0.5046
NeoTImmuML,max,>10,0.4864864864864865,0.546875,0.5046
NeoTImmuML,max,>10,0.5135135135135135,0.5625,0.5046
NeoTImmuML,max,>10,0.5135135135135135,0.578125,0.5046
NeoTImmuML,max,>10,0.5405405405405406,0.578125,0.5046
NeoTImmuML,max,>10,0.5405405405405406,0.625,0.5046
NeoTImmuML,max,>10,0.5945945945945946,0.640625,0.5046
NeoTImmuML,max,>10,0.5945945945945946,0.65625,0.5046
NeoTImmuML,max,>10,0.6216216216216216,0.65625,0.5046
NeoTImmuML,max,>10,0.6216216216216216,0.671875,0.5046
NeoTImmuML,max,>10,0.6486486486486487,0.671875,0.5046
NeoTImmuML,max,>10,0.6486486486486487,0.6875,0.5046
NeoTImmuML,max,>10,0.7027027027027027,0.6875,0.5046
NeoTImmuML,max,>10,0.7027027027027027,0.71875,0.5046
NeoTImmuML,max,>10,0.7297297297297297,0.71875,0.5046
NeoTImmuML,max,>10,0.7297297297297297,0.75,0.5046
NeoTImmuML,max,>10,0.7567567567567568,0.75,0.5046
NeoTImmuML,max,>10,0.7567567567567568,0.78125,0.5046
NeoTImmuML,max,>10,0.7567567567567568,0.828125,0.5046
NeoTImmuML,max,>10,0.8108108108108109,0.828125,0.5046
NeoTImmuML,max,>10,0.8108108108108109,0.859375,0.5046
NeoTImmuML,max,>10,0.8378378378378378,0.859375,0.5046
NeoTImmuML,max,>10,0.8378378378378378,0.875,0.5046
NeoTImmuML,max,>10,0.8648648648648649,0.875,0.5046
NeoTImmuML,max,>10,0.8648648648648649,0.890625,0.5046
NeoTImmuML,max,>10,0.918918918918919,0.890625,0.5046
NeoTImmuML,max,>10,0.9459459459459459,0.90625,0.5046
NeoTImmuML,max,>10,0.972972972972973,0.90625,0.5046
NeoTImmuML,max,>10,0.972972972972973,0.953125,0.5046
NeoTImmuML,max,>10,1.0,0.953125,0.5046
NeoTImmuML,max,>10,1.0,1.0,0.5046
NeoTImmuML,mean,>0,0.0,0.0,0.5758
NeoTImmuML,mean,>0,0.0,0.011111111111111112,0.5758
NeoTImmuML,mean,>0,0.0,0.1111111111111111,0.5758
NeoTImmuML,mean,>0,0.09090909090909091,0.1111111111111111,0.5758
NeoTImmuML,mean,>0,0.09090909090909091,0.3333333333333333,0.5758
NeoTImmuML,mean,>0,0.18181818181818182,0.3333333333333333,0.5758
NeoTImmuML,mean,>0,0.18181818181818182,0.4111111111111111,0.5758
NeoTImmuML,mean,>0,0.2727272727272727,0.4111111111111111,0.5758
NeoTImmuML,mean,>0,0.2727272727272727,0.43333333333333335,0.5758
NeoTImmuML,mean,>0,0.36363636363636365,0.43333333333333335,0.5758
NeoTImmuML,mean,>0,0.36363636363636365,0.4666666666666667,0.5758
NeoTImmuML,mean,>0,0.45454545454545453,0.4666666666666667,0.5758
NeoTImmuML,mean,>0,0.45454545454545453,0.5555555555555556,0.5758
NeoTImmuML,mean,>0,0.5454545454545454,0.5555555555555556,0.5758
NeoTImmuML,mean,>0,0.5454545454545454,0.6,0.5758
NeoTImmuML,mean,>0,0.6363636363636364,0.6,0.5758
NeoTImmuML,mean,>0,0.6363636363636364,0.8,0.5758
NeoTImmuML,mean,>0,0.7272727272727273,0.8,0.5758
NeoTImmuML,mean,>0,0.7272727272727273,0.8444444444444444,0.5758
NeoTImmuML,mean,>0,0.9090909090909091,0.8444444444444444,0.5758
NeoTImmuML,mean,>0,0.9090909090909091,0.9333333333333333,0.5758
NeoTImmuML,mean,>0,1.0,0.9333333333333333,0.5758
NeoTImmuML,mean,>0,1.0,1.0,0.5758
NeoTImmuML,mean,>10,0.0,0.0,0.5503
NeoTImmuML,mean,>10,0.0,0.015625,0.5503
NeoTImmuML,mean,>10,0.02702702702702703,0.015625,0.5503
NeoTImmuML,mean,>10,0.02702702702702703,0.109375,0.5503
NeoTImmuML,mean,>10,0.05405405405405406,0.109375,0.5503
NeoTImmuML,mean,>10,0.05405405405405406,0.125,0.5503
NeoTImmuML,mean,>10,0.08108108108108109,0.125,0.5503
NeoTImmuML,mean,>10,0.08108108108108109,0.171875,0.5503
NeoTImmuML,mean,>10,0.10810810810810811,0.171875,0.5503
NeoTImmuML,mean,>10,0.10810810810810811,0.21875,0.5503
NeoTImmuML,mean,>10,0.16216216216216217,0.21875,0.5503
NeoTImmuML,mean,>10,0.16216216216216217,0.234375,0.5503
NeoTImmuML,mean,>10,0.1891891891891892,0.234375,0.5503
NeoTImmuML,mean,>10,0.1891891891891892,0.28125,0.5503
NeoTImmuML,mean,>10,0.21621621621621623,0.28125,0.5503
NeoTImmuML,mean,>10,0.21621621621621623,0.296875,0.5503
NeoTImmuML,mean,>10,0.24324324324324326,0.296875,0.5503
NeoTImmuML,mean,>10,0.24324324324324326,0.34375,0.5503
NeoTImmuML,mean,>10,0.2702702702702703,0.34375,0.5503
NeoTImmuML,mean,>10,0.2702702702702703,0.390625,0.5503
NeoTImmuML,mean,>10,0.2972972972972973,0.390625,0.5503
NeoTImmuML,mean,>10,0.2972972972972973,0.421875,0.5503
NeoTImmuML,mean,>10,0.35135135135135137,0.421875,0.5503
NeoTImmuML,mean,>10,0.35135135135135137,0.453125,0.5503
NeoTImmuML,mean,>10,0.3783783783783784,0.453125,0.5503
NeoTImmuML,mean,>10,0.3783783783783784,0.5,0.5503
NeoTImmuML,mean,>10,0.43243243243243246,0.5,0.5503
NeoTImmuML,mean,>10,0.43243243243243246,0.53125,0.5503
NeoTImmuML,mean,>10,0.4594594594594595,0.53125,0.5503
NeoTImmuML,mean,>10,0.4594594594594595,0.59375,0.5503
NeoTImmuML,mean,>10,0.5135135135135135,0.59375,0.5503
NeoTImmuML,mean,>10,0.5135135135135135,0.609375,0.5503
NeoTImmuML,mean,>10,0.6216216216216216,0.609375,0.5503
NeoTImmuML,mean,>10,0.6216216216216216,0.625,0.5503
NeoTImmuML,mean,>10,0.6486486486486487,0.625,0.5503
NeoTImmuML,mean,>10,0.6486486486486487,0.765625,0.5503
NeoTImmuML,mean,>10,0.7027027027027027,0.765625,0.5503
NeoTImmuML,mean,>10,0.7027027027027027,0.8125,0.5503
NeoTImmuML,mean,>10,0.8108108108108109,0.8125,0.5503
NeoTImmuML,mean,>10,0.8108108108108109,0.84375,0.5503
NeoTImmuML,mean,>10,0.8648648648648649,0.84375,0.5503
NeoTImmuML,mean,>10,0.8648648648648649,0.859375,0.5503
NeoTImmuML,mean,>10,0.918918918918919,0.859375,0.5503
NeoTImmuML,mean,>10,0.918918918918919,0.890625,0.5503
NeoTImmuML,mean,>10,0.972972972972973,0.890625,0.5503
NeoTImmuML,mean,>10,0.972972972972973,0.90625,0.5503
NeoTImmuML,mean,>10,1.0,0.90625,0.5503
NeoTImmuML,mean,>10,1.0,1.0,0.5503
