# robustness_subsample_results.csv
# QuantImmuBench §3.3.4 图 3: 病人内随机删突变子采样鲁棒性 (长表)
# 主分析集 DS2 病人=[101, 102, 104, 105, 106, 107, 108, 109, 110]; 维度集=7 维 ['MT_PredIG', 'MT_IMPROVE_mean_prediction_rf', 'MT_pTuneos', 'MT_PRIME', 'MT_ImmuneApp', 'MT_deepHLApan', 'pool_netAffneg_top20']
# kind=fusion(12 法)/single(单工具对照=各维列); drop_frac=删除比例(0=满数据)
# seed=-1 表 0% 满数据确定性对照; 子采样 seed=0..29; fisherz_rho=DS2 per-patient Fisher-z 加权 rho
# 病人内随机删, 保每病人>=min_pep; 只删整行不碰标签
method,kind,drop_frac,seed,fisherz_rho,n_pat
ridge,fusion,0.1,22,0.2842962428835451,9
gbdt,fusion,0.1,22,0.08829347105377683,9
MT_PredIG,single,0.1,22,0.29524255398630633,9
MT_IMPROVE_mean_prediction_rf,single,0.1,22,0.2873346827811329,9
MT_pTuneos,single,0.1,22,0.2394374368605985,9
MT_PRIME,single,0.1,22,0.2852690730031186,9
MT_ImmuneApp,single,0.1,22,0.1709106933759139,9
MT_deepHLApan,single,0.1,22,0.2524626100575785,9
pool_netAffneg_top20,single,0.1,22,0.24727027614147978,9
mean_rank,fusion,0.1,23,0.30109777186945413,9
geomean,fusion,0.1,23,0.30945560957688967,9
median,fusion,0.1,23,0.31623382359844404,9
powmean,fusion,0.1,23,0.2724549194792574,9
max,fusion,0.1,23,0.17798714989796477,9
min,fusion,0.1,23,0.2770534177534759,9
weighted_mean_rank,fusion,0.1,23,0.30408586686714506,9
softmax_rank,fusion,0.1,23,0.13728878328187913,9
stacking,fusion,0.1,23,0.1973869644686758,9
constrained,fusion,0.1,23,0.30123177008861496,9
ridge,fusion,0.1,23,0.20983901567673777,9
gbdt,fusion,0.1,23,-0.02904093964178825,9
MT_PredIG,single,0.1,23,0.1714352283566978,9
MT_IMPROVE_mean_prediction_rf,single,0.1,23,0.2941460496471929,9
MT_pTuneos,single,0.1,23,0.17323488727163674,9
MT_PRIME,single,0.1,23,0.25675736440650915,9
MT_ImmuneApp,single,0.1,23,0.16276379280559602,9
MT_deepHLApan,single,0.1,23,0.23592656088027117,9
pool_netAffneg_top20,single,0.1,23,0.1918588857612836,9
mean_rank,fusion,0.1,24,0.33149784449042524,9
geomean,fusion,0.1,24,0.34331706385857913,9
median,fusion,0.1,24,0.3707672110083354,9
powmean,fusion,0.1,24,0.3151137215439981,9
max,fusion,0.1,24,0.2595958993378297,9
min,fusion,0.1,24,0.2541012569818122,9
weighted_mean_rank,fusion,0.1,24,0.3300844200060177,9
softmax_rank,fusion,0.1,24,0.23273051568571718,9
stacking,fusion,0.1,24,0.19399012902068377,9
constrained,fusion,0.1,24,0.21985430526742542,9
ridge,fusion,0.1,24,0.2000775909222441,9
gbdt,fusion,0.1,24,0.13538354243007603,9
MT_PredIG,single,0.1,24,0.2673357036191754,9
MT_IMPROVE_mean_prediction_rf,single,0.1,24,0.2364907070158571,9
MT_pTuneos,single,0.1,24,0.18322327484803558,9
MT_PRIME,single,0.1,24,0.2267138151134875,9
MT_ImmuneApp,single,0.1,24,0.21682660476737214,9
MT_deepHLApan,single,0.1,24,0.27256658025861796,9
pool_netAffneg_top20,single,0.1,24,0.1987382732705581,9
mean_rank,fusion,0.1,25,0.3398966055099528,9
geomean,fusion,0.1,25,0.3598703035657805,9
median,fusion,0.1,25,0.34696174352239895,9
powmean,fusion,0.1,25,0.32123811693007503,9
max,fusion,0.1,25,0.2308632994734083,9
min,fusion,0.1,25,0.2601891262318717,9
weighted_mean_rank,fusion,0.1,25,0.3447448090637627,9
softmax_rank,fusion,0.1,25,0.19821414392492323,9
stacking,fusion,0.1,25,0.20494348596510964,9
constrained,fusion,0.1,25,0.20922489533498628,9
ridge,fusion,0.1,25,0.2227930221160533,9
gbdt,fusion,0.1,25,0.057965554944439536,9
MT_PredIG,single,0.1,25,0.2764695609891912,9
MT_IMPROVE_mean_prediction_rf,single,0.1,25,0.21761431894329045,9
MT_pTuneos,single,0.1,25,0.20557792771321842,9
MT_PRIME,single,0.1,25,0.21398975082846902,9
MT_ImmuneApp,single,0.1,25,0.1832625571756826,9
MT_deepHLApan,single,0.1,25,0.27432148330656425,9
pool_netAffneg_top20,single,0.1,25,0.22436053266843528,9
mean_rank,fusion,0.1,26,0.34718373009597586,9
geomean,fusion,0.1,26,0.36666689202513264,9
median,fusion,0.1,26,0.35420048972746526,9
powmean,fusion,0.1,26,0.3279951099092057,9
max,fusion,0.1,26,0.28398077885911005,9
min,fusion,0.1,26,0.29834899054601816,9
weighted_mean_rank,fusion,0.1,26,0.3483825699248416,9
softmax_rank,fusion,0.1,26,0.25200086219944196,9
stacking,fusion,0.1,26,0.18705402769408494,9
constrained,fusion,0.1,26,0.2402664397232141,9
ridge,fusion,0.1,26,0.24732158949344996,9
gbdt,fusion,0.1,26,0.09741372833251444,9
MT_PredIG,single,0.1,26,0.27367309051033806,9
MT_IMPROVE_mean_prediction_rf,single,0.1,26,0.2675204404515392,9
MT_pTuneos,single,0.1,26,0.1576096000295124,9
MT_PRIME,single,0.1,26,0.2547882354547955,9
MT_ImmuneApp,single,0.1,26,0.1757667833721609,9
MT_deepHLApan,single,0.1,26,0.23027412414396042,9
pool_netAffneg_top20,single,0.1,26,0.22723657950752976,9
mean_rank,fusion,0.1,27,0.33046098303040605,9
geomean,fusion,0.1,27,0.32549633295369795,9
median,fusion,0.1,27,0.3456685362982738,9
powmean,fusion,0.1,27,0.28578880031023884,9
max,fusion,0.1,27,0.1868856636858807,9
min,fusion,0.1,27,0.21744149301156604,9
weighted_mean_rank,fusion,0.1,27,0.3233239544503037,9
softmax_rank,fusion,0.1,27,0.16042805092786097,9
stacking,fusion,0.1,27,0.20645650107002544,9
constrained,fusion,0.1,27,0.2629195559503214,9
ridge,fusion,0.1,27,0.23152117488760077,9
gbdt,fusion,0.1,27,0.011161445763041384,9
MT_PredIG,single,0.1,27,0.20606565747192312,9
MT_IMPROVE_mean_prediction_rf,single,0.1,27,0.2579444684453148,9
MT_pTuneos,single,0.1,27,0.1366665448939311,9
MT_PRIME,single,0.1,27,0.2560097505578441,9
MT_ImmuneApp,single,0.1,27,0.1547222206086883,9
MT_deepHLApan,single,0.1,27,0.24505959962809873,9
pool_netAffneg_top20,single,0.1,27,0.14575516282908788,9
mean_rank,fusion,0.1,28,0.2952508923623665,9
geomean,fusion,0.1,28,0.30915561938139285,9
median,fusion,0.1,28,0.32250936993113827,9
powmean,fusion,0.1,28,0.27057145249042014,9
max,fusion,0.1,28,0.20213709741646405,9
min,fusion,0.1,28,0.21479564761544198,8
weighted_mean_rank,fusion,0.1,28,0.29296976481702774,9
softmax_rank,fusion,0.1,28,0.16709365186558797,9
stacking,fusion,0.1,28,0.19690489111213205,9
constrained,fusion,0.1,28,0.19598192013632598,9
ridge,fusion,0.1,28,0.20047139008403972,9
gbdt,fusion,0.1,28,-0.02897432099542303,9
MT_PredIG,single,0.1,28,0.2500527337415851,9
MT_IMPROVE_mean_prediction_rf,single,0.1,28,0.20571420024570486,9
MT_pTuneos,single,0.1,28,0.11980687671822991,9
MT_PRIME,single,0.1,28,0.17506323965651424,9
MT_ImmuneApp,single,0.1,28,0.1778523555082864,9
MT_deepHLApan,single,0.1,28,0.23835322339257373,9
pool_netAffneg_top20,single,0.1,28,0.17350457713862827,9
mean_rank,fusion,0.1,29,0.36110447164540943,9
geomean,fusion,0.1,29,0.37481328291652144,9
median,fusion,0.1,29,0.3806172758673998,9
powmean,fusion,0.1,29,0.32738562140371363,9
max,fusion,0.1,29,0.25072709211221644,9
min,fusion,0.1,29,0.2971191735373898,9
weighted_mean_rank,fusion,0.1,29,0.3558620162751431,9
softmax_rank,fusion,0.1,29,0.21111366848552773,9
stacking,fusion,0.1,29,0.22376382142178375,9
constrained,fusion,0.1,29,0.19527343303138256,9
ridge,fusion,0.1,29,0.24984517736590908,9
gbdt,fusion,0.1,29,0.06470661690616766,9
MT_PredIG,single,0.1,29,0.220047861970854,9
MT_IMPROVE_mean_prediction_rf,single,0.1,29,0.2595016201019768,9
MT_pTuneos,single,0.1,29,0.17771334533553648,9
MT_PRIME,single,0.1,29,0.2859904851687631,9
MT_ImmuneApp,single,0.1,29,0.1957177124190957,9
MT_deepHLApan,single,0.1,29,0.2925440886520273,9
pool_netAffneg_top20,single,0.1,29,0.22210737583585496,9
mean_rank,fusion,0.2,0,0.31997883100685487,9
geomean,fusion,0.2,0,0.3109200419481925,9
median,fusion,0.2,0,0.3203815363481059,9
powmean,fusion,0.2,0,0.32384608102284584,9
max,fusion,0.2,0,0.2059819817881962,9
min,fusion,0.2,0,0.29651015907443007,9
weighted_mean_rank,fusion,0.2,0,0.31825713085783763,9
softmax_rank,fusion,0.2,0,0.19838449170770067,9
stacking,fusion,0.2,0,0.2103922279221552,9
constrained,fusion,0.2,0,0.17735094959963163,9
ridge,fusion,0.2,0,0.22106639623781224,9
gbdt,fusion,0.2,0,-0.056263901953942465,9
MT_PredIG,single,0.2,0,0.1901596777020655,9
MT_IMPROVE_mean_prediction_rf,single,0.2,0,0.27194629732779724,9
MT_pTuneos,single,0.2,0,0.20571320285251632,9
MT_PRIME,single,0.2,0,0.28961650269298367,9
MT_ImmuneApp,single,0.2,0,0.0916992809775548,9
MT_deepHLApan,single,0.2,0,0.17225498062910674,9
pool_netAffneg_top20,single,0.2,0,0.2590496573549245,9
mean_rank,fusion,0.2,1,0.36945530646512886,9
geomean,fusion,0.2,1,0.35359553125775045,9
median,fusion,0.2,1,0.400498985143865,9
powmean,fusion,0.2,1,0.35352242120642446,9
max,fusion,0.2,1,0.33136916614493184,9
min,fusion,0.2,1,0.255936342650601,9
weighted_mean_rank,fusion,0.2,1,0.36945530646512886,9
softmax_rank,fusion,0.2,1,0.3135282032730103,9
stacking,fusion,0.2,1,0.2513064108014767,9
constrained,fusion,0.2,1,0.29558167492562765,9
ridge,fusion,0.2,1,0.26749106957657165,9
gbdt,fusion,0.2,1,0.0715506802125152,9
MT_PredIG,single,0.2,1,0.06526868624578594,9
MT_IMPROVE_mean_prediction_rf,single,0.2,1,0.29558167492562765,9
MT_pTuneos,single,0.2,1,0.24007988127445232,9
MT_PRIME,single,0.2,1,0.2695755299612065,9
MT_ImmuneApp,single,0.2,1,0.20206903798118228,9
MT_deepHLApan,single,0.2,1,0.24713409167921,9
pool_netAffneg_top20,single,0.2,1,0.2786065603074417,9
mean_rank,fusion,0.2,2,0.262939768195768,9
geomean,fusion,0.2,2,0.23955793115391272,9
median,fusion,0.2,2,0.261204791445518,9
powmean,fusion,0.2,2,0.2235241522057345,9
max,fusion,0.2,2,0.16377548051138138,9
min,fusion,0.2,2,0.2509060294173358,9
weighted_mean_rank,fusion,0.2,2,0.26201720529013356,9
softmax_rank,fusion,0.2,2,0.12572688135107352,9
stacking,fusion,0.2,2,0.12722687838943483,9
constrained,fusion,0.2,2,0.19028539908667189,9
ridge,fusion,0.2,2,0.1790380745702512,9
gbdt,fusion,0.2,2,-0.11693861716441298,9
MT_PredIG,single,0.2,2,0.13841952570786376,9
MT_IMPROVE_mean_prediction_rf,single,0.2,2,0.1902227925030137,9
MT_pTuneos,single,0.2,2,0.18937557219298579,9
MT_PRIME,single,0.2,2,0.2061791678955399,9
MT_ImmuneApp,single,0.2,2,0.21895851313134518,9
MT_deepHLApan,single,0.2,2,0.22461865205639386,9
pool_netAffneg_top20,single,0.2,2,0.13246574811756856,9
mean_rank,fusion,0.2,3,0.42595386702257454,9
geomean,fusion,0.2,3,0.4058434379592495,9
median,fusion,0.2,3,0.46114025966273786,9
powmean,fusion,0.2,3,0.44660830052011385,9
max,fusion,0.2,3,0.3435697491150681,9
min,fusion,0.2,3,0.25399614767636514,8
weighted_mean_rank,fusion,0.2,3,0.42753086949344415,9
softmax_rank,fusion,0.2,3,0.3426790536996233,9
stacking,fusion,0.2,3,0.24954687270231363,9
constrained,fusion,0.2,3,0.32423508263487405,9
ridge,fusion,0.2,3,0.3044203777136599,9
gbdt,fusion,0.2,3,0.10878727406758956,9
MT_PredIG,single,0.2,3,0.36314488399224276,9
MT_IMPROVE_mean_prediction_rf,single,0.2,3,0.3318745409952504,9
MT_pTuneos,single,0.2,3,0.13892655272036167,9
MT_PRIME,single,0.2,3,0.289874212462266,9
MT_ImmuneApp,single,0.2,3,0.20476882529434515,9
MT_deepHLApan,single,0.2,3,0.23910915769698773,9
pool_netAffneg_top20,single,0.2,3,0.27676349405623135,9
mean_rank,fusion,0.2,4,0.3240518143338837,9
geomean,fusion,0.2,4,0.3377033985697685,9
median,fusion,0.2,4,0.3180205020608337,9
powmean,fusion,0.2,4,0.29452843031976417,9
max,fusion,0.2,4,0.1459903521179529,9
min,fusion,0.2,4,0.315964581534253,9
weighted_mean_rank,fusion,0.2,4,0.3188102555111931,9
softmax_rank,fusion,0.2,4,0.17685876198578188,9
stacking,fusion,0.2,4,0.2665445549406863,9
constrained,fusion,0.2,4,0.255703659487841,9
ridge,fusion,0.2,4,0.30067492330077694,9
gbdt,fusion,0.2,4,-0.07713292646552126,9
MT_PredIG,single,0.2,4,0.1289804511046247,9
MT_IMPROVE_mean_prediction_rf,single,0.2,4,0.26741991441984175,9
MT_pTuneos,single,0.2,4,0.13651205005565753,9
MT_PRIME,single,0.2,4,0.3281038517192132,9
MT_ImmuneApp,single,0.2,4,0.16797652640297842,9
MT_deepHLApan,single,0.2,4,0.20720088528529476,9
pool_netAffneg_top20,single,0.2,4,0.2799862627836316,9
mean_rank,fusion,0.2,5,0.23503466063218267,9
geomean,fusion,0.2,5,0.25055288554949345,9
median,fusion,0.2,5,0.26051194228203856,9
powmean,fusion,0.2,5,0.20650889225120833,9
max,fusion,0.2,5,0.1736547269628149,9
min,fusion,0.2,5,0.1532832537037717,9
weighted_mean_rank,fusion,0.2,5,0.23729246847704086,9
softmax_rank,fusion,0.2,5,0.1671058138280156,9
stacking,fusion,0.2,5,0.1471779909025022,9
constrained,fusion,0.2,5,0.158728082019198,9
ridge,fusion,0.2,5,0.2538594846556709,9
gbdt,fusion,0.2,5,0.14643071070842545,9
MT_PredIG,single,0.2,5,0.09803200567346121,9
MT_IMPROVE_mean_prediction_rf,single,0.2,5,0.184374597448325,9
MT_pTuneos,single,0.2,5,0.06658997288752899,9
MT_PRIME,single,0.2,5,0.23938091633529318,9
MT_ImmuneApp,single,0.2,5,0.10666453263202473,9
MT_deepHLApan,single,0.2,5,0.181937166857794,9
pool_netAffneg_top20,single,0.2,5,0.2303586458132456,9
mean_rank,fusion,0.2,6,0.27960084893223464,9
geomean,fusion,0.2,6,0.3176067296083706,9
median,fusion,0.2,6,0.26709990014748164,9
powmean,fusion,0.2,6,0.27868266340982106,9
max,fusion,0.2,6,0.18381506885077642,9
min,fusion,0.2,6,0.2119518590866326,9
weighted_mean_rank,fusion,0.2,6,0.27575802177024517,9
softmax_rank,fusion,0.2,6,0.20194426079117486,9
stacking,fusion,0.2,6,0.17053663747227302,9
constrained,fusion,0.2,6,0.16052740398299267,9
ridge,fusion,0.2,6,0.1875093249395193,9
gbdt,fusion,0.2,6,-0.06945727140004818,9
MT_PredIG,single,0.2,6,0.17113955679888002,9
MT_IMPROVE_mean_prediction_rf,single,0.2,6,0.2089028568250256,9
MT_pTuneos,single,0.2,6,0.16373064139579455,9
MT_PRIME,single,0.2,6,0.1932643349656814,9
MT_ImmuneApp,single,0.2,6,0.18595233550394205,9
MT_deepHLApan,single,0.2,6,0.25861287287619,9
pool_netAffneg_top20,single,0.2,6,0.16005986818857385,9
mean_rank,fusion,0.2,7,0.28515825045547444,9
geomean,fusion,0.2,7,0.3053887378932352,9
median,fusion,0.2,7,0.29429383147762195,9
powmean,fusion,0.2,7,0.3042303510241611,9
max,fusion,0.2,7,0.21100436506412637,9
min,fusion,0.2,7,0.2489456141887592,9
weighted_mean_rank,fusion,0.2,7,0.2917883433906641,9
softmax_rank,fusion,0.2,7,0.20834257413226287,9
stacking,fusion,0.2,7,0.2826525789333683,9
constrained,fusion,0.2,7,0.2130069867465969,9
ridge,fusion,0.2,7,0.308079895139768,9
gbdt,fusion,0.2,7,0.026651987539068302,9
MT_PredIG,single,0.2,7,0.25009930479446885,9
MT_IMPROVE_mean_prediction_rf,single,0.2,7,0.23914165877625695,9
MT_pTuneos,single,0.2,7,0.10862607939157909,9
MT_PRIME,single,0.2,7,0.23803047524819002,9
MT_ImmuneApp,single,0.2,7,0.18920185044292193,9
MT_deepHLApan,single,0.2,7,0.17495909612016525,9
pool_netAffneg_top20,single,0.2,7,0.1839679714783191,9
mean_rank,fusion,0.2,8,0.3276713134875711,9
geomean,fusion,0.2,8,0.33793193732496296,9
median,fusion,0.2,8,0.29129506270084154,9
powmean,fusion,0.2,8,0.32683053720766053,9
max,fusion,0.2,8,0.1546878933830319,9
min,fusion,0.2,8,0.3645838134310913,9
weighted_mean_rank,fusion,0.2,8,0.32935655333728225,9
softmax_rank,fusion,0.2,8,0.14584959345901963,9
stacking,fusion,0.2,8,0.18448706110391702,9
constrained,fusion,0.2,8,0.23462372504141954,9
ridge,fusion,0.2,8,0.1957608897836694,9
gbdt,fusion,0.2,8,-0.13127203207210308,9
MT_PredIG,single,0.2,8,0.18651918414983326,9
MT_IMPROVE_mean_prediction_rf,single,0.2,8,0.23572124605048075,9
MT_pTuneos,single,0.2,8,0.2638963332313975,9
MT_PRIME,single,0.2,8,0.29832455957847565,9
MT_ImmuneApp,single,0.2,8,0.1022657989448954,9
MT_deepHLApan,single,0.2,8,0.22582905129690503,9
pool_netAffneg_top20,single,0.2,8,0.18073273665040784,9
mean_rank,fusion,0.2,9,0.289476683033385,9
geomean,fusion,0.2,9,0.3025736538386022,9
median,fusion,0.2,9,0.3122905870596558,9
powmean,fusion,0.2,9,0.28534357503957913,9
max,fusion,0.2,9,0.2562248020700856,9
min,fusion,0.2,9,0.2378906175463013,8
weighted_mean_rank,fusion,0.2,9,0.2890646324330569,9
softmax_rank,fusion,0.2,9,0.30935422309429467,9
stacking,fusion,0.2,9,0.1612663224496016,9
constrained,fusion,0.2,9,0.1615297258944091,9
ridge,fusion,0.2,9,0.21648350420212872,9
gbdt,fusion,0.2,9,0.04023865850438,9
MT_PredIG,single,0.2,9,0.24279793976432154,9
MT_IMPROVE_mean_prediction_rf,single,0.2,9,0.22850972384328772,9
MT_pTuneos,single,0.2,9,0.14700570457957676,9
MT_PRIME,single,0.2,9,0.1797389668977297,9
MT_ImmuneApp,single,0.2,9,0.17213483554251366,9
MT_deepHLApan,single,0.2,9,0.24720340656654605,9
pool_netAffneg_top20,single,0.2,9,0.14589033053562636,9
mean_rank,fusion,0.2,10,0.3900413343708008,9
geomean,fusion,0.2,10,0.34727569738971115,9
median,fusion,0.2,10,0.3729835247093947,9
powmean,fusion,0.2,10,0.38819088218187264,9
max,fusion,0.2,10,0.4125117617946994,9
min,fusion,0.2,10,0.2406934726211073,9
weighted_mean_rank,fusion,0.2,10,0.4039209807179973,9
softmax_rank,fusion,0.2,10,0.4238505874470545,9
stacking,fusion,0.2,10,0.3134427284388177,9
constrained,fusion,0.2,10,0.2746049094303542,9
ridge,fusion,0.2,10,0.32420130971628636,9
gbdt,fusion,0.2,10,0.1936317788295839,9
MT_PredIG,single,0.2,10,0.302003726000349,9
MT_IMPROVE_mean_prediction_rf,single,0.2,10,0.3291330953080666,9
MT_pTuneos,single,0.2,10,0.18634981839123288,9
MT_PRIME,single,0.2,10,0.3308460237534944,9
MT_ImmuneApp,single,0.2,10,0.16792446470260622,9
MT_deepHLApan,single,0.2,10,0.22110138620280104,9
pool_netAffneg_top20,single,0.2,10,0.2757267698644374,9
mean_rank,fusion,0.2,11,0.2580284589992551,9
geomean,fusion,0.2,11,0.2621337933874681,9
median,fusion,0.2,11,0.28401519494029437,9
powmean,fusion,0.2,11,0.27765988452716495,9
max,fusion,0.2,11,0.2649322934811328,9
min,fusion,0.2,11,0.1510510194800989,9
weighted_mean_rank,fusion,0.2,11,0.252846742870967,9
softmax_rank,fusion,0.2,11,0.2834971347732449,9
stacking,fusion,0.2,11,0.32060365150436615,9
constrained,fusion,0.2,11,0.11330579920871019,9
ridge,fusion,0.2,11,0.29604280775777636,9
gbdt,fusion,0.2,11,0.07383026387510155,9
MT_PredIG,single,0.2,11,0.317938565555998,9
MT_IMPROVE_mean_prediction_rf,single,0.2,11,0.2121267529051745,9
MT_pTuneos,single,0.2,11,0.04882150121754365,9
MT_PRIME,single,0.2,11,0.15802302752551492,9
MT_ImmuneApp,single,0.2,11,0.030457618270898063,9
MT_deepHLApan,single,0.2,11,0.25891911738115264,9
pool_netAffneg_top20,single,0.2,11,0.18293191103340248,9
mean_rank,fusion,0.2,12,0.2649539695003096,9
geomean,fusion,0.2,12,0.26631166333458556,9
median,fusion,0.2,12,0.2699383910393688,9
powmean,fusion,0.2,12,0.2526443370567534,9
max,fusion,0.2,12,0.18851969236903282,9
min,fusion,0.2,12,0.16099460831641582,9
weighted_mean_rank,fusion,0.2,12,0.2602692965351038,9
softmax_rank,fusion,0.2,12,0.24404640899577823,9
stacking,fusion,0.2,12,0.1404054326537566,9
constrained,fusion,0.2,12,0.1624710297573351,9
ridge,fusion,0.2,12,0.1621557884077947,9
gbdt,fusion,0.2,12,0.06456589139293056,9
MT_PredIG,single,0.2,12,0.09744775028692104,9
MT_IMPROVE_mean_prediction_rf,single,0.2,12,0.15725058695001382,9
MT_pTuneos,single,0.2,12,0.20999675634857398,9
MT_PRIME,single,0.2,12,0.20982315953336472,9
MT_ImmuneApp,single,0.2,12,0.1294049202753797,9
MT_deepHLApan,single,0.2,12,0.22669014887601774,9
pool_netAffneg_top20,single,0.2,12,0.17620532436198694,9
mean_rank,fusion,0.2,13,0.2359459785728225,9
geomean,fusion,0.2,13,0.25964038498634034,9
median,fusion,0.2,13,0.2591681059510696,9
powmean,fusion,0.2,13,0.22254505637367714,9
max,fusion,0.2,13,0.16745906318608314,9
min,fusion,0.2,13,0.22570005060488196,9
weighted_mean_rank,fusion,0.2,13,0.2359459785728225,9
softmax_rank,fusion,0.2,13,0.23387043535070529,9
stacking,fusion,0.2,13,0.23479313971471696,9
constrained,fusion,0.2,13,0.13202195584712367,9
ridge,fusion,0.2,13,0.22458407692430654,9
gbdt,fusion,0.2,13,-0.008222787448496286,9
MT_PredIG,single,0.2,13,0.18661197965005819,9
MT_IMPROVE_mean_prediction_rf,single,0.2,13,0.21487837054741696,9
MT_pTuneos,single,0.2,13,0.09485027669929491,9
MT_PRIME,single,0.2,13,0.23416143710673326,9
MT_ImmuneApp,single,0.2,13,0.09138169463572575,9
MT_deepHLApan,single,0.2,13,0.22899097008570318,9
pool_netAffneg_top20,single,0.2,13,0.2029054584342286,9
mean_rank,fusion,0.2,14,0.3221287209155346,9
geomean,fusion,0.2,14,0.3170483619484712,9
median,fusion,0.2,14,0.3474857076191942,9
powmean,fusion,0.2,14,0.32313952109511235,9
max,fusion,0.2,14,0.1149586949453003,9
min,fusion,0.2,14,0.16443864308479192,9
weighted_mean_rank,fusion,0.2,14,0.3221287209155346,9
softmax_rank,fusion,0.2,14,0.09881772346882345,9
stacking,fusion,0.2,14,0.04347286681738756,9
constrained,fusion,0.2,14,0.20894769237268318,9
ridge,fusion,0.2,14,0.1427101533543379,9
gbdt,fusion,0.2,14,-0.007330236988669695,9
MT_PredIG,single,0.2,14,0.1164446153195141,9
MT_IMPROVE_mean_prediction_rf,single,0.2,14,0.19769346611144334,9
MT_pTuneos,single,0.2,14,0.26382628235086153,9
MT_PRIME,single,0.2,14,0.3253020039260717,9
MT_ImmuneApp,single,0.2,14,0.1887539634984149,9
MT_deepHLApan,single,0.2,14,0.20877607489333247,9
pool_netAffneg_top20,single,0.2,14,0.2290341339611945,9
mean_rank,fusion,0.2,15,0.32627069916750895,9
geomean,fusion,0.2,15,0.3370913732455699,9
median,fusion,0.2,15,0.31201054166969755,9
powmean,fusion,0.2,15,0.30267338460075927,9
max,fusion,0.2,15,0.21855076093523232,9
min,fusion,0.2,15,0.23146121803711292,9
weighted_mean_rank,fusion,0.2,15,0.32627069916750895,9
softmax_rank,fusion,0.2,15,0.2302812675744324,9
stacking,fusion,0.2,15,0.07366688289556338,9
constrained,fusion,0.2,15,0.1685654533170574,9
ridge,fusion,0.2,15,0.13699632639806014,9
gbdt,fusion,0.2,15,-0.0240925947538935,9
MT_PredIG,single,0.2,15,0.19255318160582943,9
MT_IMPROVE_mean_prediction_rf,single,0.2,15,0.18768075150493196,9
MT_pTuneos,single,0.2,15,0.19859843061338708,9
MT_PRIME,single,0.2,15,0.22277442343760454,9
MT_ImmuneApp,single,0.2,15,0.13817928886079078,9
MT_deepHLApan,single,0.2,15,0.19489034818984013,9
pool_netAffneg_top20,single,0.2,15,0.17087300504367287,9
mean_rank,fusion,0.2,16,0.3912666740120575,9
geomean,fusion,0.2,16,0.3577446898470558,9
median,fusion,0.2,16,0.37997412854062235,9
powmean,fusion,0.2,16,0.37820157664171355,9
max,fusion,0.2,16,0.22107911824389542,9
min,fusion,0.2,16,0.3200951625659523,9
weighted_mean_rank,fusion,0.2,16,0.39669717106064545,9
softmax_rank,fusion,0.2,16,0.1692049755234814,9
stacking,fusion,0.2,16,0.2753263296713375,9
constrained,fusion,0.2,16,0.39061293351470083,9
ridge,fusion,0.2,16,0.30202958064026103,9
gbdt,fusion,0.2,16,0.02902549159785006,9
MT_PredIG,single,0.2,16,0.18651417636938253,9
MT_IMPROVE_mean_prediction_rf,single,0.2,16,0.39061293351470083,9
MT_pTuneos,single,0.2,16,0.15581680451074137,9
MT_PRIME,single,0.2,16,0.23630271581370738,9
MT_ImmuneApp,single,0.2,16,0.14038590173528195,9
MT_deepHLApan,single,0.2,16,0.2547011527277558,9
pool_netAffneg_top20,single,0.2,16,0.19172699191699785,9
mean_rank,fusion,0.2,17,0.299793477603381,9
geomean,fusion,0.2,17,0.29853815914596743,9
median,fusion,0.2,17,0.31311152992286656,9
powmean,fusion,0.2,17,0.3061977622392354,9
max,fusion,0.2,17,0.30177964188765155,9
min,fusion,0.2,17,0.17501688529898626,9
weighted_mean_rank,fusion,0.2,17,0.30986563238165304,9
softmax_rank,fusion,0.2,17,0.3388410689435858,9
stacking,fusion,0.2,17,0.10892801525966518,9
constrained,fusion,0.2,17,0.14863567423158447,9
ridge,fusion,0.2,17,0.15085937362133386,9
gbdt,fusion,0.2,17,-0.16531112701902229,9
MT_PredIG,single,0.2,17,0.20242031573246275,9
MT_IMPROVE_mean_prediction_rf,single,0.2,17,0.1563700037750009,9
MT_pTuneos,single,0.2,17,0.1445909114181127,9
MT_PRIME,single,0.2,17,0.27038186610259374,9
MT_ImmuneApp,single,0.2,17,0.17892037828288854,9
MT_deepHLApan,single,0.2,17,0.2079157235497283,9
pool_netAffneg_top20,single,0.2,17,0.2462617811850836,9
mean_rank,fusion,0.2,18,0.33737956392432844,9
geomean,fusion,0.2,18,0.39351564480297396,9
median,fusion,0.2,18,0.33391191470599196,9
powmean,fusion,0.2,18,0.3403697927882179,9
max,fusion,0.2,18,0.24185945002466303,9
min,fusion,0.2,18,0.32545208699035444,9
weighted_mean_rank,fusion,0.2,18,0.33737956392432844,9
softmax_rank,fusion,0.2,18,0.2780459356704249,9
stacking,fusion,0.2,18,0.23962291580289172,9
constrained,fusion,0.2,18,0.21699360931120665,9
ridge,fusion,0.2,18,0.2391176272824574,9
gbdt,fusion,0.2,18,0.24318800359079296,9
MT_PredIG,single,0.2,18,0.36040257146691385,9
MT_IMPROVE_mean_prediction_rf,single,0.2,18,0.2839415854918001,9
MT_pTuneos,single,0.2,18,0.23111352223319565,9
MT_PRIME,single,0.2,18,0.2320083536248126,9
