method,dataset,label_ratio,seed,dice_head,dice_mean,hd95_head,hd95_mean,n_labeled,n_unlabeled,n_test,epochs,train_time_min
fixmatch,hc18,0.05,0,0.70,0.8797,0.8797,15.78,15.78,31,593,155,5,0.35
freematch_sat,hc18,0.05,0,adaptive,0.8772,0.8772,16.22,16.22,31,593,155,5,0.35
supervised,fugc,0.10,0,0.80,0.0000,0.0000,0.0000,362.04,147.08,254.56,50,450,300,5,0.37
supervised,fugc,0.10,1,0.80,0.6664,0.5053,0.5858,31.58,50.89,41.23,50,450,300,25,0.83
freematch_sat,psfhs,0.01,0,adaptive,0.0046,0.8313,0.4179,34.34,14.12,24.23,10,1077,271,100,0.87
freematch_sat,psfhs,0.01,1,adaptive,0.6349,0.8224,0.7287,18.81,16.91,17.86,10,1077,271,100,0.89
freematch_sat,psfhs,0.01,2,adaptive,0.5631,0.7702,0.6667,24.17,23.47,23.82,10,1077,271,100,0.86
freematch_sat,psfhs,0.01,3,adaptive,0.6227,0.8349,0.7288,51.70,14.35,33.03,10,1077,271,100,0.90
freematch_sat,psfhs,0.01,4,adaptive,0.6314,0.8431,0.7373,18.49,14.08,16.28,10,1077,271,100,0.90
freematch_sat,psfhs,0.02,0,adaptive,0.6435,0.8752,0.7594,13.57,9.34,11.45,21,1066,271,100,1.60
freematch_sat,psfhs,0.02,1,adaptive,0.6749,0.8652,0.7701,19.96,11.08,15.52,21,1066,271,100,1.60
freematch_sat,psfhs,0.02,2,adaptive,0.6972,0.8551,0.7762,12.33,13.94,13.13,21,1066,271,100,1.63
freematch_sat,psfhs,0.02,3,adaptive,0.6878,0.8648,0.7763,15.50,13.32,14.41,21,1066,271,100,1.61
freematch_sat,psfhs,0.02,4,adaptive,0.7221,0.8809,0.8015,14.13,8.70,11.42,21,1066,271,100,1.63
freematch_sat,psfhs,0.05,0,adaptive,0.8030,0.9256,0.8643,5.82,4.30,5.06,54,1033,271,100,3.42
freematch_sat,psfhs,0.05,1,adaptive,0.8066,0.9194,0.8630,6.44,5.28,5.86,54,1033,271,100,3.37
freematch_sat,psfhs,0.05,2,adaptive,0.7965,0.9075,0.8520,6.77,6.79,6.78,54,1033,271,100,3.29
freematch_sat,psfhs,0.05,3,adaptive,0.8207,0.9274,0.8740,7.40,5.09,6.25,54,1033,271,100,3.30
freematch_sat,psfhs,0.05,4,adaptive,0.8349,0.9296,0.8822,6.60,3.48,5.04,54,1033,271,100,3.32
freematch_sat,psfhs,0.10,0,adaptive,0.8628,0.9439,0.9033,4.17,2.62,3.39,108,979,271,100,6.39
freematch_sat,psfhs,0.10,1,adaptive,0.8553,0.9405,0.8979,5.65,2.44,4.05,108,979,271,100,6.38
freematch_sat,psfhs,0.10,2,adaptive,0.8318,0.9401,0.8860,4.73,2.96,3.85,108,979,271,100,6.35
freematch_sat,psfhs,0.10,3,adaptive,0.8555,0.9403,0.8979,4.12,2.67,3.39,108,979,271,100,6.38
freematch_sat,psfhs,0.10,4,adaptive,0.8682,0.9405,0.9043,4.23,2.54,3.38,108,979,271,100,6.38
freematch_sat,psfhs,0.20,0,adaptive,0.8924,0.9506,0.9215,3.34,1.51,2.42,217,870,271,100,12.60
freematch_sat,psfhs,0.20,1,adaptive,0.8954,0.9489,0.9222,3.01,2.24,2.62,217,870,271,100,12.93
freematch_sat,psfhs,0.20,2,adaptive,0.8862,0.9523,0.9192,3.05,1.63,2.34,217,870,271,100,12.51
freematch_sat,psfhs,0.20,3,adaptive,0.8556,0.9504,0.9030,3.62,1.74,2.68,217,870,271,100,12.41
freematch_sat,psfhs,0.20,4,adaptive,0.8693,0.9476,0.9085,3.47,1.71,2.59,217,870,271,100,12.44
fixmatch,psfhs,0.01,0,0.70,0.0000,0.8175,0.4087,59.46,14.95,37.21,10,1077,271,100,0.81
fixmatch,psfhs,0.01,1,0.70,0.6425,0.8257,0.7341,18.78,16.10,17.44,10,1077,271,100,0.89
fixmatch,psfhs,0.01,2,0.70,0.6280,0.7743,0.7012,20.84,22.68,21.76,10,1077,271,100,0.87
fixmatch,psfhs,0.01,3,0.70,0.5183,0.8125,0.6654,21.17,18.88,20.03,10,1077,271,100,0.88
fixmatch,psfhs,0.01,4,0.70,0.6355,0.8386,0.7370,16.30,15.94,16.12,10,1077,271,100,0.92
fixmatch,psfhs,0.02,0,0.70,0.6219,0.8801,0.7510,13.30,8.83,11.06,21,1066,271,100,1.55
fixmatch,psfhs,0.02,1,0.70,0.6784,0.8653,0.7718,16.87,10.92,13.90,21,1066,271,100,1.56
fixmatch,psfhs,0.02,2,0.70,0.7061,0.8605,0.7833,13.19,13.23,13.21,21,1066,271,100,1.53
fixmatch,psfhs,0.02,3,0.70,0.7339,0.8749,0.8044,9.83,11.50,10.67,21,1066,271,100,1.54
fixmatch,psfhs,0.02,4,0.70,0.7337,0.8759,0.8048,11.74,9.36,10.55,21,1066,271,100,1.57
fixmatch,psfhs,0.05,0,0.70,0.8038,0.9266,0.8652,5.90,4.18,5.04,54,1033,271,100,3.30
fixmatch,psfhs,0.05,1,0.70,0.7989,0.9196,0.8593,6.29,4.99,5.64,54,1033,271,100,3.31
fixmatch,psfhs,0.05,2,0.70,0.8017,0.9165,0.8591,6.39,5.76,6.08,54,1033,271,100,3.32
fixmatch,psfhs,0.05,3,0.70,0.8296,0.9279,0.8788,6.49,5.34,5.91,54,1033,271,100,3.33
fixmatch,psfhs,0.05,4,0.70,0.8342,0.9292,0.8817,5.26,3.35,4.30,54,1033,271,100,3.33
fixmatch,psfhs,0.10,0,0.70,0.8579,0.9445,0.9012,4.04,2.54,3.29,108,979,271,100,6.38
fixmatch,psfhs,0.10,1,0.70,0.8536,0.9405,0.8971,5.74,2.83,4.28,108,979,271,100,6.42
fixmatch,psfhs,0.10,2,0.70,0.8385,0.9437,0.8911,5.15,2.20,3.68,108,979,271,100,6.41
fixmatch,psfhs,0.10,3,0.70,0.8674,0.9387,0.9031,3.86,3.03,3.44,108,979,271,100,6.39
fixmatch,psfhs,0.10,4,0.70,0.8735,0.9429,0.9082,4.13,2.37,3.25,108,979,271,100,6.41
fixmatch,psfhs,0.20,0,0.70,0.8906,0.9518,0.9212,2.96,1.40,2.18,217,870,271,100,12.28
fixmatch,psfhs,0.20,1,0.70,0.8881,0.9527,0.9204,2.62,1.62,2.12,217,870,271,100,12.55
fixmatch,psfhs,0.20,2,0.70,0.8727,0.9518,0.9122,2.87,1.70,2.29,217,870,271,100,12.38
fixmatch,psfhs,0.20,3,0.70,0.8868,0.9503,0.9185,2.77,1.84,2.30,217,870,271,100,12.31
fixmatch,psfhs,0.20,4,0.70,0.8834,0.9469,0.9152,3.81,2.27,3.04,217,870,271,100,12.30
fixmatch,psfhs,0.01,0,0.80,0.0000,0.8224,0.4112,362.04,14.58,188.31,10,1077,271,100,0.83
fixmatch,psfhs,0.01,1,0.80,0.6161,0.8257,0.7209,19.88,16.18,18.03,10,1077,271,100,0.90
fixmatch,psfhs,0.01,2,0.80,0.6364,0.7824,0.7094,18.92,22.15,20.54,10,1077,271,100,0.86
fixmatch,psfhs,0.01,3,0.80,0.6028,0.8337,0.7183,40.44,14.73,27.58,10,1077,271,100,0.89
fixmatch,psfhs,0.01,4,0.80,0.6268,0.8412,0.7340,16.25,15.06,15.66,10,1077,271,100,0.90
fixmatch,psfhs,0.02,0,0.80,0.6458,0.8774,0.7616,11.54,8.79,10.16,21,1066,271,100,1.52
fixmatch,psfhs,0.02,1,0.80,0.6663,0.8630,0.7647,20.21,11.50,15.86,21,1066,271,100,1.57
fixmatch,psfhs,0.02,2,0.80,0.7104,0.8595,0.7849,12.05,13.18,12.61,21,1066,271,100,1.55
fixmatch,psfhs,0.02,3,0.80,0.7218,0.8809,0.8013,9.73,10.96,10.34,21,1066,271,100,1.55
fixmatch,psfhs,0.02,4,0.80,0.7147,0.8715,0.7931,14.44,9.38,11.91,21,1066,271,100,1.56
fixmatch,psfhs,0.05,0,0.80,0.7997,0.9240,0.8619,6.70,4.52,5.61,54,1033,271,100,3.37
fixmatch,psfhs,0.05,1,0.80,0.8024,0.9195,0.8609,6.87,4.64,5.76,54,1033,271,100,3.32
fixmatch,psfhs,0.05,2,0.80,0.7947,0.9104,0.8525,7.90,6.37,7.13,54,1033,271,100,3.32
fixmatch,psfhs,0.05,3,0.80,0.8240,0.9251,0.8746,7.53,5.59,6.56,54,1033,271,100,3.32
fixmatch,psfhs,0.05,4,0.80,0.8400,0.9286,0.8843,6.62,3.48,5.05,54,1033,271,100,3.32
fixmatch,psfhs,0.10,0,0.80,0.8655,0.9453,0.9054,4.11,2.50,3.30,108,979,271,100,6.40
fixmatch,psfhs,0.10,1,0.80,0.8586,0.9426,0.9006,4.89,2.21,3.55,108,979,271,100,6.39
fixmatch,psfhs,0.10,2,0.80,0.7955,0.9444,0.8699,5.86,2.24,4.05,108,979,271,100,6.38
fixmatch,psfhs,0.10,3,0.80,0.8389,0.9405,0.8897,5.41,2.65,4.03,108,979,271,100,6.39
fixmatch,psfhs,0.10,4,0.80,0.8723,0.9418,0.9070,3.89,2.67,3.28,108,979,271,100,6.39
fixmatch,psfhs,0.20,0,0.80,0.8879,0.9506,0.9193,2.93,1.68,2.31,217,870,271,100,12.30
fixmatch,psfhs,0.20,1,0.80,0.8940,0.9524,0.9232,3.28,1.38,2.33,217,870,271,100,12.24
fixmatch,psfhs,0.20,2,0.80,0.8971,0.9513,0.9242,2.09,1.82,1.96,217,870,271,100,12.26
fixmatch,psfhs,0.20,3,0.80,0.8721,0.9504,0.9113,3.19,1.45,2.32,217,870,271,100,12.32
