channel,band,tau_lo,tau_hi,n,n_pos,direct_acc,agent_acc,direct_risk,agent_risk,risk_delta,risk_delta_ci_lo,risk_delta_ci_hi,ci_excludes_zero,salvage_rate,salvage_n,damage_rate,damage_n,acceptance_threshold,salvage_acceptance,retake_rate,retake_rate_ci_lo,retake_rate_ci_hi,agent_risk_ci_lo,agent_risk_ci_hi,quality_gain_retake_cases,n_retake,thm2_expectation
enhancement,severe,0.25,0.25,154,10,0.6168831168831169,0.922077922077922,0.38311688311688313,0.07792207792207792,-0.3051948051948052,-0.37142857142857144,-0.25470779220779216,True,0.8983050847457628,59.0,0.06315789473684208,95.0,<25%,NUANCE: 0.898 (see ACCEPTANCE E5 note; criterion conflicts with per-sample salvage method),,,,,,,,
enhancement,moderate,0.35,0.5,3253,109,0.7396249615739318,0.9289886258837996,0.26037503842606824,0.07101137411620043,-0.1893636643098678,-0.20451122041192746,-0.17666769136181987,True,0.7780401416765053,847.0,0.017871986699916853,2406.0,>55%,PASS,,,,,,,,
enhancement,high,,,7090,210,0.8002820874471086,0.9272214386459803,0.1997179125528914,0.07277856135401975,-0.12693935119887165,-0.13129055007052187,-0.11831452750352608,True,0.6822033898305084,1416.0,0.011632005639760301,5674.0,N/A,N/A,,,,,,,,
enhancement,all,,,10881,351,0.7730907085745795,0.9256502159727966,0.22690929142542046,0.07434978402720338,-0.15255950739821708,-0.1565917654627332,-0.14835722819593788,True,0.7237748076144188,2469.0,0.015097479790775137,8412.0,N/A,N/A,,,,,,,,
retake,severe,0.25,0.25,45,14,,,,0.4222222222222222,,,,,,,,,,,0.8888888888888888,0.8494444444444444,0.9333333333333333,0.24944444444444444,0.5111111111111111,0.323154210413456,40.0,P3: retake_rate~1.0 expected
retake,moderate,0.35,0.5,295,58,,,,0.2983050847457627,,,,,,,,,,,0.6508474576271186,0.6150847457627119,0.7197457627118644,0.2599152542372881,0.3411864406779661,0.13055792520682016,192.0,P1: high retake_rate expected
retake,high,,,290,57,,,,0.29310344827586204,,,,,,,,,,,0.05517241379310345,0.037586206896551726,0.07241379310344828,0.21775862068965518,0.33482758620689657,-0.12338210945487026,16.0,N/A
retake,all,,,725,147,,,,0.2993103448275862,,,,,,,,,,,0.45379310344827584,0.429,0.48700000000000004,0.2919655172413793,0.32182758620689655,0.16977403742613403,329.0,N/A
