sample_id,group,final_norm,is_monotone,max_rebound,K,trained_S,extrapolated,sim_k1,sim_k2,sim_k3,sim_k4,sim_k5,sim_k6,sim_k7,sim_k8,sim_k9,sim_k10,sim_k11,sim_k12,sim_k13,sim_k14,sim_k15,sim_k16
nih_17815,medium,103.73822784423828,True,0.0,16,16,False,0.7910295724868774,0.9004333019256592,0.9328607320785522,0.9655170440673828,0.967486560344696,0.9793661832809448,0.9900106191635132,0.9921520948410034,0.9957350492477417,0.9964026808738708,0.9984753131866455,0.9989629983901978,0.9992932677268982,0.9997585415840149,0.9998841285705566,1.0
nih_5863,hard,95.84102630615234,True,0.0,16,16,False,0.7001685500144958,0.8045732975006104,0.9076055288314819,0.956035315990448,0.9654914736747742,0.9845852255821228,0.9883389472961426,0.991327166557312,0.9941760301589966,0.9958693385124207,0.9972653985023499,0.9981893301010132,0.9988784790039062,0.9994926452636719,0.9998198747634888,0.9999999403953552
nih_23931,medium,100.21448516845703,True,0.0,16,16,False,0.5638381838798523,0.6835917830467224,0.8329473733901978,0.9332354664802551,0.9593114256858826,0.9841169118881226,0.988341212272644,0.9895751476287842,0.9912865161895752,0.9960803985595703,0.9972366690635681,0.9980701804161072,0.9990456700325012,0.9993706941604614,0.9998061060905457,1.0
nih_5600,medium,101.67716979980469,True,0.0,16,16,False,0.598944902420044,0.7582848072052002,0.8768019080162048,0.9599748849868774,0.9706884026527405,0.9776185154914856,0.9913609623908997,0.9930629730224609,0.9944619536399841,0.9967957139015198,0.9977767467498779,0.9982153177261353,0.9990120530128479,0.9994807243347168,0.9998401403427124,1.0000001192092896
nih_4301,medium,101.4327163696289,True,0.0,16,16,False,0.5387163758277893,0.813471794128418,0.9245133996009827,0.9594639539718628,0.9840644001960754,0.9889487028121948,0.9902746677398682,0.9938356876373291,0.9956547021865845,0.997096061706543,0.9981178045272827,0.9989497065544128,0.9993595480918884,0.9997367858886719,0.9998136758804321,1.0
nih_24891,hard,96.87603759765625,True,0.0,16,16,False,0.6402838230133057,0.7551921606063843,0.8595556020736694,0.9117660522460938,0.9799062609672546,0.984894871711731,0.9892593622207642,0.9925374984741211,0.9943007826805115,0.9954579472541809,0.9972079992294312,0.9984104633331299,0.9989809989929199,0.9993664026260376,0.9998164176940918,0.9999999403953552
nih_21332,easy,107.1241226196289,True,0.0,16,16,False,0.7565081119537354,0.8745294809341431,0.9446344971656799,0.9680169820785522,0.9787136316299438,0.9846643209457397,0.9886873364448547,0.9910051822662354,0.9923154711723328,0.9937293529510498,0.9966143369674683,0.998279333114624,0.9991446137428284,0.9994665384292603,0.9998007416725159,0.9999998807907104
nih_3052,easy,110.47408294677734,True,0.0,16,16,False,0.6534186601638794,0.8351143002510071,0.9298615455627441,0.9576826691627502,0.9798431396484375,0.9828892350196838,0.9872632026672363,0.9907610416412354,0.993320643901825,0.995956540107727,0.9971259832382202,0.9981368184089661,0.9989718198776245,0.999548077583313,0.9998806118965149,1.0
nih_2477,medium,106.40921020507812,True,0.0,16,16,False,0.6909781098365784,0.8430013656616211,0.9277940392494202,0.9329432249069214,0.9595932960510254,0.9712420701980591,0.9739890098571777,0.9886470437049866,0.9945517778396606,0.9963825941085815,0.9971766471862793,0.9983259439468384,0.9991206526756287,0.9995765089988708,0.9998980760574341,1.0
nih_19520,medium,100.87230682373047,True,0.0,16,16,False,0.6370382308959961,0.8329358696937561,0.89528489112854,0.9556307792663574,0.9834560751914978,0.9864057898521423,0.9911468029022217,0.9928858280181885,0.9948806762695312,0.9964121580123901,0.9975636601448059,0.9984052777290344,0.9992868900299072,0.9995725750923157,0.9998010396957397,0.9999999403953552
nih_9522,easy,109.67245483398438,True,0.0,16,16,False,0.7807905673980713,0.8427125215530396,0.916528046131134,0.9498475193977356,0.9568527936935425,0.9754624366760254,0.9809280633926392,0.9829899668693542,0.9933777451515198,0.9966760873794556,0.9977432489395142,0.9983993172645569,0.9992201328277588,0.9995622634887695,0.9998078942298889,1.0
nih_6660,hard,96.92772674560547,True,0.0,16,16,False,0.6870381832122803,0.8383331298828125,0.9451858401298523,0.952022910118103,0.9568920135498047,0.9650093913078308,0.9866103529930115,0.9907791614532471,0.9933812618255615,0.9950423240661621,0.9964784383773804,0.9978129267692566,0.9987397789955139,0.9994467496871948,0.9998612403869629,1.0
nih_11636,medium,101.00559997558594,True,0.0,16,16,False,0.7293574810028076,0.8371024131774902,0.8957901000976562,0.9582921266555786,0.9806535840034485,0.9854387044906616,0.9887945652008057,0.9910352826118469,0.9942733645439148,0.9960185289382935,0.997040331363678,0.9981110692024231,0.9989452362060547,0.9996315240859985,0.9998066425323486,1.0
nih_15581,hard,91.98186492919922,True,0.0,16,16,False,0.6596312522888184,0.7873557806015015,0.8849197626113892,0.917851448059082,0.9702532887458801,0.9741725921630859,0.9845825433731079,0.9901057481765747,0.9922174215316772,0.9935590624809265,0.9956108927726746,0.9970035552978516,0.9983654618263245,0.9992480278015137,0.999805212020874,0.9999999403953552
