tau,coverage,risk,n_kept,melanoma_miss_rate,method,key
0.05134348917752501,0.86,0.7209302325581395,43,0.0,"MC-Dropout (T=30, mean-conf proxy)",mcdropout
0.0543230631947517,0.88,0.7045454545454546,44,0.0,"MC-Dropout (T=30, mean-conf proxy)",mcdropout
0.062058440297842014,0.88,0.7045454545454546,44,0.0,"MC-Dropout (T=30, mean-conf proxy)",mcdropout
0.07188595905900007,0.9,0.6888888888888889,45,0.0,"MC-Dropout (T=30, mean-conf proxy)",mcdropout
0.08987283028662217,0.9,0.6888888888888889,45,0.0,"MC-Dropout (T=30, mean-conf proxy)",mcdropout
0.1064141058921815,0.92,0.6956521739130435,46,0.0,"MC-Dropout (T=30, mean-conf proxy)",mcdropout
0.1155467039346695,0.92,0.6956521739130435,46,0.0,"MC-Dropout (T=30, mean-conf proxy)",mcdropout
0.12435897827148432,0.94,0.7021276595744681,47,0.0,"MC-Dropout (T=30, mean-conf proxy)",mcdropout
0.13087559938430782,0.94,0.7021276595744681,47,0.0,"MC-Dropout (T=30, mean-conf proxy)",mcdropout
0.14469356775283798,0.96,0.7083333333333334,48,0.0,"MC-Dropout (T=30, mean-conf proxy)",mcdropout
0.24065169274806997,0.96,0.7083333333333334,48,0.0,"MC-Dropout (T=30, mean-conf proxy)",mcdropout
0.3355759418010706,0.98,0.6938775510204082,49,0.0,"MC-Dropout (T=30, mean-conf proxy)",mcdropout
0.40620410621166203,0.98,0.6938775510204082,49,0.0,"MC-Dropout (T=30, mean-conf proxy)",mcdropout
0.4768322706222534,1.0,0.7,50,0.0,"MC-Dropout (T=30, mean-conf proxy)",mcdropout
0.55054,0.02,0.0,1,1.0,Query-for-Retake (qbar threshold),retake
0.5506086,0.02,0.0,1,1.0,Query-for-Retake (qbar threshold),retake
0.5506772000000001,0.02,0.0,1,1.0,Query-for-Retake (qbar threshold),retake
0.5518456,0.04,0.0,2,1.0,Query-for-Retake (qbar threshold),retake
0.5530608,0.04,0.0,2,1.0,Query-for-Retake (qbar threshold),retake
0.554915,0.06,0.0,3,1.0,Query-for-Retake (qbar threshold),retake
0.556826,0.06,0.0,3,1.0,Query-for-Retake (qbar threshold),retake
0.560285,0.08,0.25,4,1.0,Query-for-Retake (qbar threshold),retake
0.5639599999999999,0.08,0.25,4,1.0,Query-for-Retake (qbar threshold),retake
0.5672332,0.1,0.2,5,1.0,Query-for-Retake (qbar threshold),retake
0.570428,0.1,0.2,5,1.0,Query-for-Retake (qbar threshold),retake
0.571119,0.12,0.16666666666666666,6,1.0,Query-for-Retake (qbar threshold),retake
0.571168,0.12,0.16666666666666666,6,1.0,Query-for-Retake (qbar threshold),retake
0.5717794,0.14,0.14285714285714285,7,1.0,Query-for-Retake (qbar threshold),retake
0.5725732000000001,0.14,0.14285714285714285,7,1.0,Query-for-Retake (qbar threshold),retake
0.5736050000000001,0.16,0.25,8,1.0,Query-for-Retake (qbar threshold),retake
0.5747320000000001,0.16,0.25,8,1.0,Query-for-Retake (qbar threshold),retake
0.5757468000000001,0.18,0.2222222222222222,9,1.0,Query-for-Retake (qbar threshold),retake
0.5767072000000001,0.18,0.2222222222222222,9,1.0,Query-for-Retake (qbar threshold),retake
0.5777296000000001,0.2,0.2,10,1.0,Query-for-Retake (qbar threshold),retake
0.5787880000000001,0.2,0.2,10,1.0,Query-for-Retake (qbar threshold),retake
0.5798348,0.22,0.18181818181818182,11,1.0,Query-for-Retake (qbar threshold),retake
0.5808736,0.22,0.18181818181818182,11,1.0,Query-for-Retake (qbar threshold),retake
0.5813832,0.24,0.16666666666666666,12,1.0,Query-for-Retake (qbar threshold),retake
0.5814616,0.24,0.16666666666666666,12,1.0,Query-for-Retake (qbar threshold),retake
0.58448,0.26,0.15384615384615385,13,1.0,Query-for-Retake (qbar threshold),retake
0.5903208000000001,0.26,0.15384615384615385,13,1.0,Query-for-Retake (qbar threshold),retake
0.5934292000000001,0.28,0.14285714285714285,14,1.0,Query-for-Retake (qbar threshold),retake
0.5934488000000001,0.28,0.14285714285714285,14,1.0,Query-for-Retake (qbar threshold),retake
0.5941278000000001,0.3,0.13333333333333333,15,1.0,Query-for-Retake (qbar threshold),retake
0.595686,0.3,0.13333333333333333,15,1.0,Query-for-Retake (qbar threshold),retake
0.5967958000000001,0.32,0.125,16,1.0,Query-for-Retake (qbar threshold),retake
0.5971976000000001,0.32,0.125,16,1.0,Query-for-Retake (qbar threshold),retake
0.5978272000000001,0.34,0.11764705882352941,17,1.0,Query-for-Retake (qbar threshold),retake
0.5988856,0.34,0.11764705882352941,17,1.0,Query-for-Retake (qbar threshold),retake
0.599917,0.36,0.1111111111111111,18,1.0,Query-for-Retake (qbar threshold),retake
0.6008872000000001,0.36,0.1111111111111111,18,1.0,Query-for-Retake (qbar threshold),retake
0.6020914,0.38,0.10526315789473684,19,1.0,Query-for-Retake (qbar threshold),retake
0.6039436,0.38,0.10526315789473684,19,1.0,Query-for-Retake (qbar threshold),retake
0.6054856000000001,0.4,0.1,20,1.0,Query-for-Retake (qbar threshold),retake
0.605956,0.4,0.1,20,1.0,Query-for-Retake (qbar threshold),retake
0.6064138,0.42,0.09523809523809523,21,1.0,Query-for-Retake (qbar threshold),retake
0.6068155999999999,0.42,0.09523809523809523,21,1.0,Query-for-Retake (qbar threshold),retake
0.6077773999999999,0.44,0.09090909090909091,22,1.0,Query-for-Retake (qbar threshold),retake
0.6120992,0.44,0.09090909090909091,22,1.0,Query-for-Retake (qbar threshold),retake
0.616005,0.46,0.08695652173913043,23,1.0,Query-for-Retake (qbar threshold),retake
0.6162500000000001,0.46,0.08695652173913043,23,1.0,Query-for-Retake (qbar threshold),retake
0.6165484000000001,0.48,0.125,24,1.0,Query-for-Retake (qbar threshold),retake
0.6176656000000001,0.48,0.125,24,1.0,Query-for-Retake (qbar threshold),retake
0.6187640000000001,0.5,0.12,25,1.0,Query-for-Retake (qbar threshold),retake
0.6189600000000002,0.5,0.12,25,1.0,Query-for-Retake (qbar threshold),retake
0.6191560000000002,0.5,0.12,25,1.0,Query-for-Retake (qbar threshold),retake
0.6197648000000001,0.52,0.11538461538461539,26,1.0,Query-for-Retake (qbar threshold),retake
0.6203822000000001,0.52,0.11538461538461539,26,1.0,Query-for-Retake (qbar threshold),retake
0.6215516000000001,0.54,0.1111111111111111,27,1.0,Query-for-Retake (qbar threshold),retake
0.622757,0.54,0.1111111111111111,27,1.0,Query-for-Retake (qbar threshold),retake
0.623232,0.56,0.10714285714285714,28,1.0,Query-for-Retake (qbar threshold),retake
0.623624,0.56,0.10714285714285714,28,1.0,Query-for-Retake (qbar threshold),retake
0.6244948,0.58,0.13793103448275862,29,1.0,Query-for-Retake (qbar threshold),retake
0.6254454,0.58,0.13793103448275862,29,1.0,Query-for-Retake (qbar threshold),retake
0.6263960000000001,0.6,0.13333333333333333,30,1.0,Query-for-Retake (qbar threshold),retake
0.6273466,0.6,0.13333333333333333,30,1.0,Query-for-Retake (qbar threshold),retake
0.6276056,0.62,0.16129032258064516,31,1.0,Query-for-Retake (qbar threshold),retake
0.6276644,0.62,0.16129032258064516,31,1.0,Query-for-Retake (qbar threshold),retake
0.6294512,0.64,0.15625,32,1.0,Query-for-Retake (qbar threshold),retake
0.631862,0.64,0.15625,32,1.0,Query-for-Retake (qbar threshold),retake
0.6342592,0.66,0.15151515151515152,33,1.0,Query-for-Retake (qbar threshold),retake
0.6366504000000001,0.66,0.15151515151515152,33,1.0,Query-for-Retake (qbar threshold),retake
0.6378256,0.68,0.14705882352941177,34,1.0,Query-for-Retake (qbar threshold),retake
0.6383548,0.68,0.14705882352941177,34,1.0,Query-for-Retake (qbar threshold),retake
0.638866,0.7,0.17142857142857143,35,1.0,Query-for-Retake (qbar threshold),retake
0.6393658,0.7,0.17142857142857143,35,1.0,Query-for-Retake (qbar threshold),retake
0.6434664,0.72,0.16666666666666666,36,1.0,Query-for-Retake (qbar threshold),retake
0.6502676,0.72,0.16666666666666666,36,1.0,Query-for-Retake (qbar threshold),retake
0.6553319999999999,0.74,0.16216216216216217,37,1.0,Query-for-Retake (qbar threshold),retake
0.65886,0.74,0.16216216216216217,37,1.0,Query-for-Retake (qbar threshold),retake
0.6625032000000001,0.76,0.15789473684210525,38,1.0,Query-for-Retake (qbar threshold),retake
0.6662664000000001,0.76,0.15789473684210525,38,1.0,Query-for-Retake (qbar threshold),retake
0.6717456,0.78,0.15384615384615385,39,1.0,Query-for-Retake (qbar threshold),retake
0.6793308,0.78,0.15384615384615385,39,1.0,Query-for-Retake (qbar threshold),retake
0.685908,0.8,0.175,40,1.0,Query-for-Retake (qbar threshold),retake
0.6910236000000001,0.8,0.175,40,1.0,Query-for-Retake (qbar threshold),retake
0.6944688,0.82,0.17073170731707318,41,1.0,Query-for-Retake (qbar threshold),retake
0.6950372000000001,0.82,0.17073170731707318,41,1.0,Query-for-Retake (qbar threshold),retake
0.6980088000000001,0.84,0.16666666666666666,42,1.0,Query-for-Retake (qbar threshold),retake
0.705937,0.84,0.16666666666666666,42,1.0,Query-for-Retake (qbar threshold),retake
0.7131428,0.86,0.18604651162790697,43,1.0,Query-for-Retake (qbar threshold),retake
0.7185426,0.86,0.18604651162790697,43,1.0,Query-for-Retake (qbar threshold),retake
0.7231024,0.88,0.20454545454545456,44,1.0,Query-for-Retake (qbar threshold),retake
0.7250722,0.88,0.20454545454545456,44,1.0,Query-for-Retake (qbar threshold),retake
0.72668,0.9,0.2,45,1.0,Query-for-Retake (qbar threshold),retake
0.726876,0.9,0.2,45,1.0,Query-for-Retake (qbar threshold),retake
0.7299472000000002,0.92,0.1956521739130435,46,1.0,Query-for-Retake (qbar threshold),retake
0.7477538,0.92,0.1956521739130435,46,1.0,Query-for-Retake (qbar threshold),retake
0.764322,0.94,0.19148936170212766,47,1.0,Query-for-Retake (qbar threshold),retake
0.772015,0.94,0.19148936170212766,47,1.0,Query-for-Retake (qbar threshold),retake
0.7791048,0.96,0.20833333333333334,48,1.0,Query-for-Retake (qbar threshold),retake
0.7794086,0.96,0.20833333333333334,48,1.0,Query-for-Retake (qbar threshold),retake
0.7799088000000001,0.98,0.20408163265306123,49,0.9,Query-for-Retake (qbar threshold),retake
0.7850244000000001,0.98,0.20408163265306123,49,0.9,Query-for-Retake (qbar threshold),retake
0.7901400000000001,1.0,0.22,50,0.9,Query-for-Retake (qbar threshold),retake
