auc_ref,auc_deg,auc_enh,dAUC,dAUC_ci_lo,dAUC_ci_hi,consistency,kl,dangerous_flip,pass
0.9169,0.8172,0.861,-0.0559,-0.0846,-0.0284,0.92,0.2487,0.4595,FAIL
