sev,target,qbar_route,correct_deg,correct_enh,qband
mild,0,0.6042782664299011,1,1,high
mild,0,0.5777680277824402,0,0,high
mild,0,0.8084587454795837,1,1,high
mild,0,0.5091007351875305,1,1,mid
mild,0,0.554150402545929,1,1,high
mild,0,0.5340380668640137,1,1,mid
mild,0,0.5532779693603516,1,1,high
mild,1,0.563866376876831,1,1,high
mild,0,0.47507116198539734,1,1,low
mild,0,0.5500920414924622,1,1,high
mild,0,0.4770534634590149,0,1,low
mild,0,0.588451087474823,0,1,high
mild,0,0.5696337819099426,1,1,high
mild,0,0.5321078300476074,1,1,mid
mild,0,0.4877788722515106,0,1,low
mild,0,0.5193876028060913,0,0,mid
mild,0,0.5614898800849915,1,1,high
mild,0,0.5775743722915649,1,1,high
mild,0,0.6316562294960022,1,1,high
mild,0,0.5436691641807556,1,1,mid
mild,0,0.4943442940711975,1,1,low
mild,0,0.6359367370605469,1,1,high
mild,0,0.5386475920677185,1,1,mid
mild,0,0.49111849069595337,1,1,low
mild,0,0.5756959915161133,1,1,high
mild,0,0.5696963667869568,1,1,high
mild,0,0.5618646740913391,1,1,high
mild,0,0.48444539308547974,1,1,low
mild,0,0.4169876277446747,1,1,low
mild,0,0.5338562726974487,1,1,mid
mild,0,0.5402045249938965,1,1,mid
mild,0,0.5532487034797668,1,1,high
mild,0,0.5067216157913208,1,1,mid
mild,0,0.5474185347557068,1,1,mid
mild,0,0.5374433398246765,1,1,mid
mild,0,0.5129660964012146,1,1,mid
mild,0,0.48003169894218445,1,1,low
mild,0,0.5872334241867065,1,1,high
mild,0,0.47949036955833435,1,1,low
mild,0,0.5191463828086853,1,1,mid
mild,0,0.38656923174858093,1,1,low
mild,0,0.5271316766738892,1,1,mid
mild,0,0.49793490767478943,1,1,mid
mild,0,0.5676150321960449,1,1,high
mild,0,0.5618253350257874,1,0,high
mild,0,0.6603384017944336,1,1,high
mild,0,0.5699240565299988,1,1,high
mild,0,0.621259868144989,0,0,high
mild,0,0.5092426538467407,1,1,mid
mild,0,0.5696300864219666,0,1,high
mild,0,0.42988845705986023,0,0,low
mild,0,0.5816300511360168,0,1,high
mild,1,0.4829219877719879,0,0,low
mild,0,0.5772790312767029,0,0,high
mild,0,0.5804057121276855,1,1,high
mild,0,0.5456997752189636,1,1,mid
mild,0,0.503009021282196,1,1,mid
mild,0,0.6332022547721863,0,1,high
mild,0,0.5116071105003357,1,1,mid
mild,0,0.5297159552574158,1,1,mid
mild,0,0.5065483450889587,1,1,mid
mild,0,0.49152490496635437,1,1,low
mild,0,0.5547370910644531,1,1,high
mild,0,0.5452060103416443,1,1,mid
mild,0,0.4915102422237396,1,1,low
mild,0,0.655539333820343,1,1,high
mild,0,0.5400480628013611,0,0,mid
mild,0,0.5128137469291687,1,1,mid
mild,0,0.6133040189743042,0,0,high
mild,0,0.50715571641922,1,1,mid
mild,0,0.5557169914245605,1,1,high
mild,0,0.47801390290260315,1,1,low
mild,0,0.43338537216186523,1,1,low
mild,0,0.5090646743774414,1,1,mid
mild,0,0.3671552836894989,0,0,low
mild,0,0.5031210780143738,1,1,mid
mild,0,0.5631577372550964,1,1,high
mild,0,0.48826953768730164,1,1,low
mild,0,0.5185985565185547,1,1,mid
mild,0,0.6165370941162109,1,1,high
mild,0,0.5390157103538513,1,1,mid
mild,0,0.46947646141052246,1,1,low
mild,0,0.5754460692405701,1,1,high
mild,0,0.5252996683120728,1,1,mid
mild,0,0.5049645304679871,1,1,mid
mild,0,0.5569325685501099,0,0,high
mild,0,0.4921742081642151,1,1,low
mild,0,0.6438934206962585,1,1,high
mild,0,0.5520665645599365,1,1,high
mild,0,0.5401977896690369,1,1,mid
mild,0,0.5132516026496887,1,1,mid
mild,0,0.5732046961784363,1,1,high
mild,0,0.49745187163352966,1,1,low
mild,0,0.4977371394634247,1,1,mid
mild,0,0.6274465918540955,1,1,high
mild,0,0.5151440501213074,1,1,mid
mild,0,0.6042351126670837,1,1,high
mild,0,0.5515668988227844,1,1,high
mild,0,0.6214928030967712,1,1,high
mild,0,0.4968576431274414,1,1,low
mild,0,0.6329600214958191,1,1,high
mild,0,0.4973694384098053,1,1,low
mild,0,0.779595673084259,0,0,high
mild,0,0.6047735214233398,0,1,high
mild,0,0.5798317193984985,1,1,high
mild,0,0.5589099526405334,1,1,high
mild,0,0.48598119616508484,1,1,low
mild,0,0.5637149810791016,1,1,high
mild,0,0.5379473567008972,1,1,mid
mild,0,0.46105581521987915,1,1,low
mild,0,0.5387223362922668,1,1,mid
mild,0,0.5768182873725891,1,1,high
mild,0,0.5087909698486328,1,1,mid
mild,0,0.5144420266151428,1,1,mid
mild,0,0.5220462679862976,0,1,mid
mild,0,0.5203803181648254,1,1,mid
mild,0,0.5192468166351318,1,1,mid
mild,0,0.5546292662620544,0,0,high
mild,0,0.5851640105247498,1,1,high
mild,0,0.6354063749313354,1,1,high
mild,0,0.5393889546394348,1,1,mid
mild,0,0.6178809404373169,0,1,high
mild,0,0.5274044871330261,1,1,mid
mild,0,0.5852215886116028,1,1,high
mild,0,0.530691385269165,1,1,mid
mild,0,0.5699610710144043,1,1,high
mild,0,0.5886946320533752,1,1,high
mild,0,0.6207071542739868,1,1,high
mild,0,0.5593239068984985,1,1,high
mild,0,0.5573775172233582,1,1,high
mild,0,0.509117603302002,1,1,mid
mild,0,0.5027209520339966,1,1,mid
mild,0,0.545896053314209,1,1,mid
mild,0,0.5152745246887207,1,1,mid
mild,0,0.5420369505882263,1,1,mid
mild,0,0.5220391154289246,1,1,mid
