baseline,baseline_name,subset,n,auc,acc,f1,ece,mean_entropy,sensitivity_at_95spec,qcdi,rho
A+QCTS-softplus,A + QCTS (softplus),ITB-Diverse,1500,0.6092826833703779,0.6813333333333333,0.19798657718120805,0.1640039203485521,0.3776726515309549,0.13673469387755102,0.2749273071185322,-0.12340688291997247
A+QCTS-softplus,A + QCTS (softplus),ITB-Edge,660,0.8771952479338843,0.7818181818181819,0.5977653631284916,0.17320674036207406,0.33105346560599463,0.4166666666666667,0.2749273071185322,-0.12340688291997247
A+QCTS-softplus,A + QCTS (softplus),ITB-HQ,360,0.9376929012345678,0.8916666666666667,0.706766917293233,0.04594390206631013,0.20142936319861188,0.6527777777777778,0.2749273071185322,-0.12340688291997247
A+QCTS-softplus,A + QCTS (softplus),ITB-LQ,300,0.7513888888888889,0.6,0.4444444444444444,0.3208712091848423,0.4478582213943078,0.25,0.2749273071185322,-0.12340688291997247
