dAUC_S2_S1,dAUC_ci_lo,dAUC_ci_hi,dKL_S2_S1,dKL_ci_lo,dKL_ci_hi,mcnemar_b,mcnemar_c,mcnemar_p
0.0205,0.0051,0.0349,-0.1482,-0.1733,-0.1236,39,277,2.273030393977418e-45
