model,mode,psnr_perimg,ssim,dAUC,dAUC_ci_lo,dAUC_ci_hi,consistency,kl,dKL,dKL_ci_lo,dKL_ci_hi,dangerous_flip,mcnemar_enh_ref_p,mcnemar_b,mcnemar_c,mcnemar_p,n_pos,mel_salvage,mel_damage,mel_salvage_rate,mel_damage_rate,mel_net_change,mel_psnr_mean
restormer_ft_r1,r1,32.6,0.9141,-0.0567,-0.0691,-0.0447,0.8185,0.4474,0.4475,0.4278,0.467,0.0811,0.0,1821.0,154.0,0.0,,,,,,,
restormer_ft_r1 [mel_perclass],r1,,,,,,,,,,,,,,,,351.0,69.0,18.0,0.1966,0.0513,51.0,30.22
