dAUC_S2_S1,dAUC_ci_lo,dAUC_ci_hi,dKL_S2_S1,dKL_ci_lo,dKL_ci_hi,mcnemar_b,mcnemar_c,mcnemar_p
0.0016,-0.0057,0.0086,0.0026,-0.0053,0.0111,49,44,0.6785320136533252
