bb_idx,MT_Repitope,WT_Repitope
120,0.3492,0.38128
121,0.3492,0.38128
122,0.3492,0.38128
123,0.3492,0.38128
124,0.372,0.41504
125,0.372,0.41504
126,0.372,0.41504
127,0.372,0.41504
128,0.37664,0.3948
129,0.37664,0.3948
130,0.37664,0.3948
131,0.37664,0.3948
132,0.33616,0.33296
133,0.33616,0.33296
134,0.33616,0.33296
135,0.33616,0.33296
136,0.25624,0.2984
137,0.25624,0.2984
138,0.25624,0.2984
139,0.25624,0.2984
140,0.36048,0.37736
141,0.36048,0.37736
142,0.36048,0.37736
143,0.36048,0.37736
144,0.44272,0.44088
145,0.44272,0.44088
146,0.44272,0.44088
147,0.44272,0.44088
148,0.44328,0.4284
149,0.44328,0.4284
150,0.44328,0.4284
151,0.44328,0.4284
152,0.46536,0.41496
153,0.46536,0.41496
154,0.46536,0.41496
155,0.46536,0.41496
156,0.42968,0.40752
157,0.42968,0.40752
158,0.42968,0.40752
159,0.42968,0.40752
160,0.39056,0.38192
161,0.39056,0.38192
162,0.39056,0.38192
163,0.39056,0.38192
164,0.22304,0.23968
165,0.22304,0.23968
166,0.22304,0.23968
167,0.22304,0.23968
168,0.12704,0.16456
169,0.12704,0.16456
170,0.12704,0.16456
171,0.12704,0.16456
172,0.21976,0.22424
173,0.21976,0.22424
174,0.21976,0.22424
175,0.21976,0.22424
176,0.32744,0.29496
177,0.32744,0.29496
178,0.32744,0.29496
179,0.32744,0.29496
180,0.29232,0.36792
181,0.29232,0.36792
182,0.29232,0.36792
183,0.29232,0.36792
184,0.3316,0.32456
185,0.3316,0.32456
186,0.3316,0.32456
187,0.3316,0.32456
188,0.26008,0.29048
189,0.26008,0.29048
190,0.26008,0.29048
191,0.26008,0.29048
192,0.198,0.162
193,0.198,0.162
194,0.198,0.162
195,0.198,0.162
196,0.15232,0.16032
197,0.15232,0.16032
198,0.15232,0.16032
199,0.15232,0.16032
200,0.1616,0.18968
201,0.1616,0.18968
202,0.1616,0.18968
203,0.1616,0.18968
204,0.24936,0.20944
205,0.24936,0.20944
206,0.24936,0.20944
207,0.24936,0.20944
208,0.28744,0.29184
209,0.28744,0.29184
210,0.28744,0.29184
211,0.28744,0.29184
212,0.28288,0.28632
213,0.28288,0.28632
214,0.28288,0.28632
215,0.28288,0.28632
216,0.41288,0.41672
217,0.41288,0.41672
218,0.41288,0.41672
219,0.41288,0.41672
220,0.37296,0.37576
221,0.37296,0.37576
222,0.37296,0.37576
223,0.37296,0.37576
224,0.33512,0.35704
225,0.33512,0.35704
226,0.33512,0.35704
227,0.33512,0.35704
228,0.2232,0.26344
229,0.2232,0.26344
230,0.2232,0.26344
231,0.2232,0.26344
232,0.18448,0.26008
233,0.18448,0.26008
234,0.18448,0.26008
235,0.18448,0.26008
236,0.16272,0.20776
237,0.16272,0.20776
238,0.16272,0.20776
239,0.16272,0.20776
240,0.09936,0.1612
241,0.09936,0.1612
242,0.09936,0.1612
243,0.09936,0.1612
244,0.1532,0.20656
245,0.1532,0.20656
246,0.1532,0.20656
247,0.1532,0.20656
248,0.30936,0.3428
249,0.30936,0.3428
250,0.30936,0.3428
251,0.30936,0.3428
252,0.31032,0.27072
253,0.31032,0.27072
254,0.31032,0.27072
255,0.31032,0.27072
256,0.33448,0.23296
257,0.33448,0.23296
258,0.33448,0.23296
259,0.33448,0.23296
260,0.3236,0.27888
261,0.3236,0.27888
262,0.3236,0.27888
263,0.3236,0.27888
264,0.34672,0.2156
265,0.34672,0.2156
266,0.34672,0.2156
267,0.34672,0.2156
268,0.32616,0.21368
269,0.32616,0.21368
270,0.32616,0.21368
271,0.32616,0.21368
272,0.37936,0.26824
273,0.37936,0.26824
274,0.37936,0.26824
275,0.37936,0.26824
276,0.37968,0.23336
277,0.37968,0.23336
278,0.37968,0.23336
279,0.37968,0.23336
280,0.35016,0.21088
281,0.35016,0.21088
282,0.35016,0.21088
283,0.35016,0.21088
284,0.42216,0.31728
285,0.42216,0.31728
286,0.42216,0.31728
287,0.42216,0.31728
288,0.35064,0.37656
289,0.35064,0.37656
290,0.35064,0.37656
291,0.35064,0.37656
292,0.39624,0.3576
293,0.39624,0.3576
294,0.39624,0.3576
295,0.39624,0.3576
296,0.45568,0.42208
297,0.45568,0.42208
298,0.45568,0.42208
299,0.45568,0.42208
300,0.4328,0.41416
301,0.4328,0.41416
302,0.4328,0.41416
303,0.4328,0.41416
304,0.4532,0.4364
305,0.4532,0.4364
306,0.4532,0.4364
307,0.4532,0.4364
308,0.3808,0.42584
309,0.3808,0.42584
310,0.3808,0.42584
311,0.3808,0.42584
312,0.35144,0.3964
313,0.35144,0.3964
314,0.35144,0.3964
315,0.35144,0.3964
316,0.39136,0.38568
317,0.39136,0.38568
318,0.39136,0.38568
319,0.39136,0.38568
320,0.45224,0.4108
321,0.45224,0.4108
322,0.45224,0.4108
323,0.45224,0.4108
324,0.15912,0.17816
325,0.15912,0.17816
326,0.15912,0.17816
327,0.20432,0.188
328,0.20432,0.188
329,0.20432,0.188
330,0.18856,0.20656
331,0.18856,0.20656
332,0.18856,0.20656
333,0.21912,0.20392
334,0.21912,0.20392
335,0.21912,0.20392
336,0.30912,0.29712
337,0.30912,0.29712
338,0.30912,0.29712
339,0.27152,0.25632
340,0.27152,0.25632
341,0.27152,0.25632
342,0.23912,0.27576
343,0.23912,0.27576
344,0.23912,0.27576
345,0.27424,0.28008
346,0.27424,0.28008
347,0.27424,0.28008
348,0.23488,0.26496
349,0.23488,0.26496
350,0.23488,0.26496
351,0.41488,0.40336
352,0.41488,0.40336
353,0.41488,0.40336
354,0.32248,0.28128
355,0.32248,0.28128
356,0.32248,0.28128
357,0.35928,0.3276
358,0.35928,0.3276
359,0.35928,0.3276
360,0.34104,0.36768
361,0.34104,0.36768
362,0.34104,0.36768
363,0.31704,0.33304
364,0.31704,0.33304
365,0.31704,0.33304
366,0.36496,0.3308
367,0.36496,0.3308
368,0.36496,0.3308
369,0.39824,0.3576
370,0.39824,0.3576
371,0.39824,0.3576
372,0.4304,0.32304
373,0.4304,0.32304
374,0.4304,0.32304
375,0.45904,0.36376
376,0.45904,0.36376
377,0.45904,0.36376
378,0.42584,0.394
379,0.42584,0.394
380,0.42584,0.394
381,0.40712,0.362
382,0.40712,0.362
383,0.40712,0.362
384,0.42976,0.37632
385,0.42976,0.37632
386,0.42976,0.37632
387,0.464,0.40584
388,0.464,0.40584
389,0.464,0.40584
390,0.45552,0.42824
391,0.45552,0.42824
392,0.45552,0.42824
393,0.42216,0.39376
394,0.42216,0.39376
395,0.42216,0.39376
396,0.56176,0.44168
397,0.56176,0.44168
398,0.56176,0.44168
399,0.53512,0.43112
400,0.53512,0.43112
401,0.53512,0.43112
402,0.5292,0.45656
403,0.5292,0.45656
404,0.5292,0.45656
405,0.35688,0.34872
406,0.35688,0.34872
