bb_idx,MT_MHCSeqNet,WT_MHCSeqNet
0,0.0146923065,0.00011005998
1,6.392598e-05,0.001614362
2,0.16515845,0.05020517
3,0.77483994,0.7269112
4,0.58029646,0.27272582
5,3.6358833e-06,3.0875206e-05
6,0.06983715,0.072149515
7,0.8686553,0.58015984
8,0.0053495765,0.0037777424
9,2.104044e-05,1.7940998e-05
10,0.44932312,0.27570444
11,0.93860126,0.8978358
12,0.018701285,0.019136697
13,5.158782e-05,4.3958426e-05
14,0.25909913,0.48808584
15,0.71491253,0.8775357
16,0.0010820627,0.0067509413
17,0.14801854,0.5247773
18,0.120645285,0.489399
19,0.93265843,0.9792149
20,0.0022090077,0.0035019815
21,2.3841858e-07,2.3841858e-07
22,0.017093241,0.0054306984
23,0.54587907,0.5032205
24,0.008174837,0.00011014938
25,0.011341155,0.0062102377
26,0.9647535,0.26058125
27,0.83046794,0.63942415
28,4.8577785e-06,8.821487e-06
29,2.4974346e-05,0.085508555
30,0.96450543,0.8966174
31,0.4638226,0.5416101
32,4.4345856e-05,0.001411289
33,0.031455696,0.004227519
34,0.059548527,0.044339597
35,0.55744904,0.75825
36,0.0034737587,0.0054900646
37,0.0012817979,0.00041610003
38,0.056511074,0.055775136
39,0.97248006,0.9812717
40,0.0005444288,0.00038746
41,0.0037782192,0.0026585758
42,0.23826364,0.5354614
43,0.84581727,0.9357102
44,0.015417904,0.01376915
45,0.001241535,0.0019317865
46,0.0074610114,0.018418163
47,0.8507906,0.8720149
48,0.0006673038,0.0005288124
49,0.62719864,0.6560447
50,0.014175683,0.018007815
51,0.8771093,0.8838539
52,0.0025060177,0.0034235418
53,5.90086e-06,6.8843365e-06
54,0.19573453,0.2283032
55,0.9864445,0.98376524
56,0.00011637807,0.00010532141
57,0.07645881,0.078050494
58,0.0021179914,0.0020461977
59,0.34008443,0.34204364
60,0.014172763,0.011513144
61,3.0517578e-05,3.2395124e-05
62,0.003160715,0.0027484894
63,0.7464031,0.74388635
64,0.0059470832,0.011054575
65,6.2286854e-05,8.85725e-05
66,0.18863189,0.20391122
67,0.8033156,0.6885337
68,7.200241e-05,0.00033789873
