bb_idx,MT_MUNIS,WT_MUNIS
0,0.0168772190809249,0.0151759553700685
1,0.0099556911736726,0.0018107757205143
2,0.0101420935243368,0.0075116367079317
3,0.052247304469347,0.0357484966516494
4,0.0278310887515544,0.0162163041532039
5,0.002768252743408,0.0007493384764529
6,0.0108311586081981,0.0041710808873176
7,0.0382743552327156,0.010425585322082
8,0.0069544641301035,0.0045918989926576
9,0.0012243579840287,0.0008762410725466
10,0.0114762922748923,0.0070452862419188
11,0.0182838663458824,0.0102911759167909
12,0.0482331551611423,0.1938856244087219
13,0.0211945790797472,0.0366778820753097
14,0.0767453834414482,0.1522139012813568
15,0.0834500715136528,0.6597587466239929
16,0.1514609009027481,0.1030974388122558
17,0.3293256163597107,0.3313565254211426
18,0.0773147642612457,0.0668603777885437
19,0.1143412962555885,0.1123225688934326
20,0.0709747448563575,0.1446255892515182
21,0.0312173962593078,0.0418893806636333
22,0.2081964015960693,0.1985369622707367
23,0.0361426807940006,0.2337629348039627
24,0.0590562596917152,0.0138104679062962
25,0.2172326147556305,0.4403892159461975
26,0.9791141748428344,0.2900599539279938
27,0.2767735123634338,0.1682487726211547
28,0.0022494154982268,0.0038486637640744
29,0.0019180389354005,0.438237726688385
30,0.979174017906189,0.8219074010848999
31,0.032527282834053,0.0230413880199193
32,0.0011233340483158,0.0012581860646605
33,0.0053347935900092,0.0054936306551098
34,0.1295567750930786,0.0209923256188631
35,0.0119598284363746,0.0103966128081083
36,0.0036025620065629,0.0025963496882468
37,0.0182218998670578,0.0132985366508364
38,0.0025872713886201,0.0034065011423081
39,0.0056329877115786,0.0073114028200507
40,0.0277465786784887,0.0359581783413887
41,0.6043277978897095,0.5953413248062134
42,0.8010987043380737,0.9622610211372375
43,0.8454955816268921,0.9246371984481812
44,0.017996659502387,0.014345034956932
45,0.0568231157958507,0.0662834569811821
46,0.0314131304621696,0.0393452048301696
47,0.2623561322689056,0.2774606049060821
48,0.019016396254301,0.006249388679862
49,0.3288635909557342,0.2335987538099289
50,0.0100257471203804,0.0096112955361604
51,0.159968301653862,0.0863530784845352
52,0.0299454592168331,0.0128411101177334
53,0.1971298456192016,0.0659931153059005
54,0.0201789811253547,0.0114477649331092
55,0.0941535383462905,0.0488701462745666
56,0.0061366907320916,0.0045442683622241
57,0.6428630948066711,0.5307199954986572
58,0.0220167320221662,0.0053091561421751
59,0.0334107317030429,0.0169171672314405
60,0.0899579972028732,0.0663289874792099
61,0.0133272213861346,0.008786461316049
62,0.0131466090679168,0.0121771106496453
63,0.0753393918275833,0.0140885543078184
64,0.0051662581972777,0.0080589111894369
65,0.0062294309027493,0.004147277213633
66,0.0807816758751869,0.2034586369991302
67,0.0057747801765799,0.004662787541747
68,0.0116295972838997,0.0527462549507617
69,0.1643138378858566,0.186130553483963
70,0.1266008764505386,0.5354858636856079
71,0.1914494782686233,0.2197149097919464
72,0.0168772190809249,0.0151759553700685
73,0.0099556911736726,0.0018107757205143
74,0.0101420935243368,0.0075116367079317
75,0.052247304469347,0.0357484966516494
76,0.0278310887515544,0.0162163041532039
77,0.002768252743408,0.0007493384764529
78,0.0108311586081981,0.0041710808873176
79,0.0382743552327156,0.010425585322082
80,0.0069544641301035,0.0045918989926576
81,0.0012243579840287,0.0008762410725466
82,0.0114762922748923,0.0070452862419188
83,0.0182838663458824,0.0102911759167909
84,0.0482331551611423,0.1938856244087219
85,0.0211945790797472,0.0366778820753097
86,0.0767453834414482,0.1522139012813568
87,0.0834500715136528,0.6597587466239929
88,0.1514609009027481,0.1030974388122558
89,0.3293256163597107,0.3313565254211426
90,0.0773147642612457,0.0668603777885437
91,0.1143412962555885,0.1123225688934326
92,0.0709747448563575,0.1446255892515182
93,0.0312173962593078,0.0418893806636333
94,0.2081964015960693,0.1985369622707367
95,0.0361426807940006,0.2337629348039627
96,0.0590562596917152,0.0138104679062962
97,0.2172326147556305,0.4403892159461975
98,0.9791141748428344,0.2900599539279938
99,0.2767735123634338,0.1682487726211547
100,0.0022494154982268,0.0038486637640744
101,0.0019180389354005,0.438237726688385
102,0.979174017906189,0.8219074010848999
103,0.032527282834053,0.0230413880199193
104,0.0011233340483158,0.0012581860646605
105,0.0053347935900092,0.0054936306551098
106,0.1295567750930786,0.0209923256188631
107,0.0119598284363746,0.0103966128081083
108,0.0007949285209178,0.0008312173886224
109,0.0001468766276957,0.0002024174609687
110,0.0013525271788239,0.0010262696305289
111,0.0008470319444313,0.0009572667768225
112,0.0012052486417815,0.000699236174114
113,0.0001993577170651,0.0001269466883968
114,0.0041616493836045,0.0026009669527411
115,0.0038492386229336,0.0025401900056749
116,0.0029795286245644,0.0017628049245104
117,0.0002708158863242,0.0002040412218775
118,0.0107249412685632,0.0057599251158535
119,0.0034311811905354,0.0025903363712131
120,0.0009360341355204,0.0005479612736962
121,0.0002772425650618,0.0001946599659277
122,0.0047156987711787,0.0026255014818161
123,0.0021630162373185,0.0011706246295943
124,0.0091470088809728,0.0037438631989061
125,0.0044569382444024,0.0009108985541388
126,0.0105149187147617,0.0031993475276976
127,0.0048917732201516,0.0026185871101915
128,0.0194129142910242,0.0107007538899779
129,0.0026752213016152,0.0008269009413197
130,0.0130170108750462,0.0057885251007974
131,0.009350448846817,0.0060224048793315
132,0.0170355252921581,0.006492129061371
133,0.0029273550026118,0.0015498184366151
134,0.0064372001215815,0.0033428352326154
135,0.0046602827496826,0.0026258861180394
136,0.0191770363599061,0.0026597881224006
137,0.0029221582226455,0.0011219508014619
138,0.0779726356267929,0.0088629955425858
139,0.0309877879917621,0.0166843421757221
140,0.0046611288562417,0.0026856330223381
141,0.0028209495358169,0.0019316559191793
142,0.0086865276098251,0.0041151097975671
143,0.0218770019710063,0.0168273374438285
144,0.0039848163723945,0.0046509434469044
145,0.0007724183378741,0.0009132156264968
146,0.0020635016262531,0.0021807353477925
147,0.0065608220174908,0.0122832860797643
148,0.0038925453554838,0.0133572425693273
149,0.7005216479301453,0.9849144220352172
150,0.0025802247691899,0.0051432396285235
151,0.0985414087772369,0.5218805074691772
152,0.0385947041213512,0.0691028162837028
153,0.0101518649607896,0.0238164905458688
154,0.0021193563006818,0.0045182951726019
155,0.0042585446499288,0.0076879234984517
156,0.0094859218224883,0.0124225709587335
157,0.0012273453176021,0.0016793680842965
158,0.0086908722296357,0.0086351260542869
159,0.0212475173175334,0.0281227473169565
160,0.0022690561600029,0.002697966992855
161,0.0005956382374279,0.0006777305970899
162,0.007358998991549,0.0050497162155807
163,0.0247685220092535,0.0171601995825767
164,0.0091054663062095,0.0193390604108572
165,0.0028360723517835,0.0026377248577773
166,0.1534599959850311,0.1614632904529571
167,0.0677181035280227,0.1019545942544937
168,0.0023861969821155,0.0047961217351257
169,0.0001693149388302,0.0003592572466004
170,0.0030125449411571,0.0082610035315155
171,0.0095901535823941,0.0134073216468095
172,0.002627337584272,0.0060416301712393
173,0.2988733351230621,0.9637306332588196
174,0.0036460205446928,0.002874793484807
175,0.0211013294756412,0.06140798330307
176,0.0058927126228809,0.0140742901712656
177,0.0007972754538059,0.0008667277288623
178,0.0012850089697167,0.002066517714411
179,0.0052636861801147,0.0053452290594577
180,0.0168772190809249,0.0151759553700685
181,0.0099556911736726,0.0018107757205143
182,0.0101420935243368,0.0075116367079317
183,0.052247304469347,0.0357484966516494
184,0.0278310887515544,0.0162163041532039
185,0.002768252743408,0.0007493384764529
186,0.0108311586081981,0.0041710808873176
187,0.0382743552327156,0.010425585322082
188,0.0069544641301035,0.0045918989926576
189,0.0012243579840287,0.0008762410725466
190,0.0114762922748923,0.0070452862419188
191,0.0182838663458824,0.0102911759167909
192,0.0482331551611423,0.1938856244087219
193,0.0211945790797472,0.0366778820753097
194,0.0767453834414482,0.1522139012813568
195,0.0834500715136528,0.6597587466239929
196,0.1514609009027481,0.1030974388122558
197,0.3293256163597107,0.3313565254211426
198,0.0773147642612457,0.0668603777885437
199,0.1143412962555885,0.1123225688934326
200,0.0709747448563575,0.1446255892515182
