run_id,dataset,ur,fire_rate,clip_norm,seed,step,dice_proxy,fg_ratio,diverged,sigma_t,dfront_t,rho_t
brats_080_clip1,brats,0.8,0.2,1.0,42,0,0.0610888,0.0,0,0.24013887,0.0,1.00000495
brats_080_clip1,brats,0.8,0.2,1.0,42,1,0.07186627,1.0,0,nan,nan,nan
brats_080_clip1,brats,0.8,0.2,1.0,42,2,0.10749012,0.40490723,0,nan,nan,nan
brats_080_clip1,brats,0.8,0.2,1.0,42,3,0.10952038,0.39471436,0,nan,nan,nan
brats_080_clip1,brats,0.8,0.2,1.0,42,4,0.11915505,0.79370117,0,nan,nan,nan
brats_080_clip1,brats,0.8,0.2,1.0,42,5,0.14306211,0.35345459,0,nan,nan,nan
brats_080_clip1,brats,0.8,0.2,1.0,42,6,0.19423854,0.41125488,0,nan,nan,nan
brats_080_clip1,brats,0.8,0.2,1.0,42,7,0.18301684,0.40386963,0,nan,nan,nan
brats_080_clip1,brats,0.8,0.2,1.0,42,8,0.17180836,0.36712646,0,nan,nan,nan
brats_080_clip1,brats,0.8,0.2,1.0,42,9,0.23085415,0.30963135,0,nan,nan,nan
brats_080_clip1,brats,0.8,0.2,1.0,42,10,0.50164878,0.11364746,0,0.53912738,1.41421354,1.29832021
brats_080_clip1,brats,0.8,0.2,1.0,42,11,0.00213981,0.0,0,nan,nan,nan
brats_080_clip1,brats,0.8,0.2,1.0,42,12,0.0009461,0.0,0,nan,nan,nan
brats_080_clip1,brats,0.8,0.2,1.0,42,13,0.00146413,0.0,0,nan,nan,nan
brats_080_clip1,brats,0.8,0.2,1.0,42,14,0.00075018,0.0,0,nan,nan,nan
brats_080_clip1,brats,0.8,0.2,1.0,42,15,0.00123155,0.0,0,nan,nan,nan
brats_080_clip1,brats,0.8,0.2,1.0,42,16,0.00121212,0.0,0,nan,nan,nan
brats_080_clip1,brats,0.8,0.2,1.0,42,17,0.00098425,0.0,0,nan,nan,nan
brats_080_clip1,brats,0.8,0.2,1.0,42,18,0.0011338,0.0,0,nan,nan,nan
brats_080_clip1,brats,0.8,0.2,1.0,42,19,0.00091159,0.0,0,nan,nan,nan
brats_080_clip1,brats,0.8,0.2,1.0,42,20,0.0011062,0.0,0,0.53132291,2.23606801,1.59476726
brats_080_clip1,brats,0.8,0.2,1.0,42,21,0.00119334,0.0,0,nan,nan,nan
brats_080_clip1,brats,0.8,0.2,1.0,42,22,0.00151974,0.0,0,nan,nan,nan
