run_id,dataset,ur,fire_rate,clip_norm,seed,step,dice_proxy,fg_ratio,diverged,sigma_t,dfront_t,rho_t
hippo_030,hippo,0.3,0.7,None,42,0,0.08886665,0.0,0,0.69846497,0.0,0.9999963
hippo_030,hippo,0.3,0.7,None,42,1,0.07356346,0.0,0,nan,nan,nan
hippo_030,hippo,0.3,0.7,None,42,2,0.05894351,0.0,0,nan,nan,nan
hippo_030,hippo,0.3,0.7,None,42,3,0.03168732,0.01177979,0,nan,nan,nan
hippo_030,hippo,0.3,0.7,None,42,4,0.12044138,0.10144043,0,nan,nan,nan
hippo_030,hippo,0.3,0.7,None,42,5,0.14891469,0.14813232,0,nan,nan,nan
hippo_030,hippo,0.3,0.7,None,42,6,0.00814652,0.22845459,0,nan,nan,nan
hippo_030,hippo,0.3,0.7,None,42,7,0.07969099,0.1394043,0,nan,nan,nan
hippo_030,hippo,0.3,0.7,None,42,8,0.15179288,0.25787354,0,nan,nan,nan
hippo_030,hippo,0.3,0.7,None,42,9,0.11922085,0.14770508,0,nan,nan,nan
hippo_030,hippo,0.3,0.7,None,42,10,0.2013818,0.17321777,0,0.87683279,0.0,1.26560589
hippo_030,hippo,0.3,0.7,None,42,11,0.10948735,0.16589355,0,nan,nan,nan
hippo_030,hippo,0.3,0.7,None,42,12,0.05239761,0.20465088,0,nan,nan,nan
hippo_030,hippo,0.3,0.7,None,42,13,0.00336212,0.42913818,0,nan,nan,nan
hippo_030,hippo,0.3,0.7,None,42,14,0.10093957,0.56536865,0,nan,nan,nan
hippo_030,hippo,0.3,0.7,None,42,15,0.20732009,0.48626709,0,nan,nan,nan
hippo_030,hippo,0.3,0.7,None,42,16,0.04080653,0.19903564,0,nan,nan,nan
hippo_030,hippo,0.3,0.7,None,42,17,0.13169628,0.13952637,0,nan,nan,nan
hippo_030,hippo,0.3,0.7,None,42,18,0.1423924,0.26141357,0,nan,nan,nan
hippo_030,hippo,0.3,0.7,None,42,19,0.12421489,0.62438965,0,nan,nan,nan
hippo_030,hippo,0.3,0.7,None,42,20,0.06286883,0.5168457,0,0.81622786,0.0,1.33953774
hippo_030,hippo,0.3,0.7,None,42,21,0.1583249,0.4788208,0,nan,nan,nan
hippo_030,hippo,0.3,0.7,None,42,22,0.07003033,0.34051514,0,nan,nan,nan
hippo_030,hippo,0.3,0.7,None,42,23,0.17932469,0.40673828,0,nan,nan,nan
hippo_030,hippo,0.3,0.7,None,42,24,0.15495133,0.27758789,0,nan,nan,nan
hippo_030,hippo,0.3,0.7,None,42,25,0.09628916,0.4085083,0,nan,nan,nan
hippo_030,hippo,0.3,0.7,None,42,26,0.22897667,0.2121582,0,nan,nan,nan
hippo_030,hippo,0.3,0.7,None,42,27,0.09682196,0.31658936,0,nan,nan,nan
hippo_030,hippo,0.3,0.7,None,42,28,0.17973304,0.35076904,0,nan,nan,nan
hippo_030,hippo,0.3,0.7,None,42,29,0.0955025,0.27160645,0,nan,nan,nan
hippo_030,hippo,0.3,0.7,None,42,30,0.07803172,0.13214111,0,0.85111864,0.0,1.32536594
hippo_030,hippo,0.3,0.7,None,42,31,0.16112614,0.13726807,0,nan,nan,nan
hippo_030,hippo,0.3,0.7,None,42,32,0.25759208,0.08972168,0,nan,nan,nan
hippo_030,hippo,0.3,0.7,None,42,33,0.01472199,0.02349854,0,nan,nan,nan
hippo_030,hippo,0.3,0.7,None,42,34,0.1029042,0.02307129,0,nan,nan,nan
hippo_030,hippo,0.3,0.7,None,42,35,0.16610634,0.06262207,0,nan,nan,nan
hippo_030,hippo,0.3,0.7,None,42,36,0.27066517,0.28656006,0,nan,nan,nan
