run_id,dataset,ur,fire_rate,clip_norm,seed,step,dice_proxy,fg_ratio,diverged,sigma_t,dfront_t,rho_t
brats_080,brats,0.8,0.2,None,42,0,0.0610888,0.0,0,0.19948678,0.0,1.00000656
brats_080,brats,0.8,0.2,None,42,1,0.07186961,1.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,2,0.10750991,0.40533447,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,3,0.10952377,0.40209961,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,4,0.11918479,0.8614502,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,5,0.14315963,0.35394287,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,6,0.19433808,0.41235352,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,7,0.18292648,0.40380859,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,8,0.17178005,0.36639404,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,9,0.23008347,0.30926514,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,10,0.49972808,0.11572266,0,0.50866514,0.0,1.30431493
brats_080,brats,0.8,0.2,None,42,11,0.00461197,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,12,0.00094718,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,13,0.00146413,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,14,0.00075018,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,15,0.00123155,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,16,0.00121212,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,17,0.00098425,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,18,0.0011338,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,19,0.00091159,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,20,0.0011062,0.0,0,0.71814439,2.23606801,1.60174224
brats_080,brats,0.8,0.2,None,42,21,0.00119334,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,22,0.00151974,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,23,0.00104713,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,24,0.0017007,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,25,0.00105822,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,26,0.00127554,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,27,0.00132275,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,28,0.00090337,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,29,0.00114286,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,30,0.00133508,0.0,0,0.71607462,2.23606801,1.60641689
brats_080,brats,0.8,0.2,None,42,31,0.00121212,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,32,0.00183487,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,33,0.00116277,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,34,0.00090992,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,35,0.00078678,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,36,0.00105709,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,37,0.00104821,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,38,0.00099307,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,39,0.00103736,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,40,0.00129533,0.0,0,0.71389054,1.41421354,1.61296117
brats_080,brats,0.8,0.2,None,42,41,0.00146842,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,42,0.00098133,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,43,0.00127554,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,44,0.00103521,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,45,0.00077522,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,46,0.00105822,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,47,0.00110251,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,48,0.00171524,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,49,0.00180507,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,50,0.00083542,0.0,0,0.71654399,2.0,1.60793085
brats_080,brats,0.8,0.2,None,42,51,0.00107414,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,52,0.00104058,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,53,0.00073802,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,54,0.00102043,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,55,0.00125945,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,56,0.00129366,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,57,0.0013755,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,58,0.00107759,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,59,0.00116414,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,60,0.00102043,0.0,0,0.71757757,1.41421354,1.61044002
brats_080,brats,0.8,0.2,None,42,61,0.00118345,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,62,0.00213218,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,63,0.00097847,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,64,0.00148809,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,65,0.00104058,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,66,0.00124222,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,67,0.00118905,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,68,0.00096524,0.0,0,nan,nan,nan
brats_080,brats,0.8,0.2,None,42,69,0.00188327,0.0,0,nan,nan,nan
