run_id,dataset,ur,fire_rate,clip_norm,seed,step,dice_proxy,fg_ratio,diverged,sigma_t,dfront_t,rho_t
brats_050,brats,0.5,0.5,None,42,0,0.0610888,0.0,0,0.49394412,0.0,1.00000286
brats_050,brats,0.5,0.5,None,42,1,0.07166129,0.99371338,0,nan,nan,nan
brats_050,brats,0.5,0.5,None,42,2,0.10643172,0.46142578,0,nan,nan,nan
brats_050,brats,0.5,0.5,None,42,3,0.10714,0.62982178,0,nan,nan,nan
brats_050,brats,0.5,0.5,None,42,4,0.11379969,0.9151001,0,nan,nan,nan
brats_050,brats,0.5,0.5,None,42,5,0.12845147,0.75482178,0,nan,nan,nan
brats_050,brats,0.5,0.5,None,42,6,0.16463614,0.42163086,0,nan,nan,nan
brats_050,brats,0.5,0.5,None,42,7,0.17320061,0.40020752,0,nan,nan,nan
brats_050,brats,0.5,0.5,None,42,8,0.15879452,0.38519287,0,nan,nan,nan
brats_050,brats,0.5,0.5,None,42,9,0.17214078,0.37646484,0,nan,nan,nan
brats_050,brats,0.5,0.5,None,42,10,0.22939461,0.37011719,0,0.61369039,0.0,1.27204451
brats_050,brats,0.5,0.5,None,42,11,0.25253427,0.14294434,0,nan,nan,nan
brats_050,brats,0.5,0.5,None,42,12,0.46060425,0.10186768,0,nan,nan,nan
brats_050,brats,0.5,0.5,None,42,13,0.40762222,0.11486816,0,nan,nan,nan
brats_050,brats,0.5,0.5,None,42,14,0.05138636,0.00201416,0,nan,nan,nan
brats_050,brats,0.5,0.5,None,42,15,0.27458274,0.00769043,0,nan,nan,nan
brats_050,brats,0.5,0.5,None,42,16,0.53439856,0.13153076,0,nan,nan,nan
brats_050,brats,0.5,0.5,None,42,17,0.63502705,0.12567139,0,nan,nan,nan
brats_050,brats,0.5,0.5,None,42,18,0.54712015,0.02038574,0,nan,nan,nan
brats_050,brats,0.5,0.5,None,42,19,0.6636045,0.0513916,0,nan,nan,nan
brats_050,brats,0.5,0.5,None,42,20,0.26532876,0.2713623,0,0.62777323,2.23606801,1.6358635
brats_050,brats,0.5,0.5,None,42,21,0.25520754,0.34869385,0,nan,nan,nan
brats_050,brats,0.5,0.5,None,42,22,0.20603836,0.3480835,0,nan,nan,nan
brats_050,brats,0.5,0.5,None,42,23,0.38734353,0.19915771,0,nan,nan,nan
brats_050,brats,0.5,0.5,None,42,24,0.22589016,0.28106689,0,nan,nan,nan
brats_050,brats,0.5,0.5,None,42,25,0.26688194,0.37408447,0,nan,nan,nan
brats_050,brats,0.5,0.5,None,42,26,0.30456579,0.26263428,0,nan,nan,nan
brats_050,brats,0.5,0.5,None,42,27,0.3027544,0.19018555,0,nan,nan,nan
brats_050,brats,0.5,0.5,None,42,28,0.62673801,0.0425415,0,nan,nan,nan
brats_050,brats,0.5,0.5,None,42,29,0.55009621,0.12145996,0,nan,nan,nan
brats_050,brats,0.5,0.5,None,42,30,0.35335934,0.03155518,0,0.58928066,0.0,1.54802442
brats_050,brats,0.5,0.5,None,42,31,0.04635859,0.00115967,0,nan,nan,nan
brats_050,brats,0.5,0.5,None,42,32,0.62656897,0.01623535,0,nan,nan,nan
brats_050,brats,0.5,0.5,None,42,33,0.51133031,0.09344482,0,nan,nan,nan
brats_050,brats,0.5,0.5,None,42,34,0.45548415,0.20874023,0,nan,nan,nan
brats_050,brats,0.5,0.5,None,42,35,0.51431656,0.20117188,0,nan,nan,nan
brats_050,brats,0.5,0.5,None,42,36,0.33161449,0.28125,0,nan,nan,nan
brats_050,brats,0.5,0.5,None,42,37,0.47631741,0.17150879,0,nan,nan,nan
brats_050,brats,0.5,0.5,None,42,38,0.79398805,0.05969238,0,nan,nan,nan
brats_050,brats,0.5,0.5,None,42,39,0.04527974,0.00134277,0,nan,nan,nan
brats_050,brats,0.5,0.5,None,42,40,0.20176291,0.00531006,0,0.57618687,0.0,1.58066985
brats_050,brats,0.5,0.5,None,42,41,0.67686516,0.02453613,0,nan,nan,nan
brats_050,brats,0.5,0.5,None,42,42,0.40591437,0.21356201,0,nan,nan,nan
brats_050,brats,0.5,0.5,None,42,43,0.26402104,0.29840088,0,nan,nan,nan
brats_050,brats,0.5,0.5,None,42,44,0.30895025,0.31768799,0,nan,nan,nan
