arm,config,k,Q,full_k,L_f,stability_margin,anytime_gain,k_early
scp_nca,a2_scp_nca_vits_nih10k.yaml,1,1.0,16,0.9999999999989999,1.000088900582341e-12,0.9999999999989999,4
scp_nca,a2_scp_nca_vits_nih10k.yaml,2,1.0,16,0.9999999999989999,1.000088900582341e-12,0.9999999999989999,4
scp_nca,a2_scp_nca_vits_nih10k.yaml,4,1.0,16,0.9999999999989999,1.000088900582341e-12,0.9999999999989999,4
scp_nca,a2_scp_nca_vits_nih10k.yaml,8,1.0,16,0.9999999999989999,1.000088900582341e-12,0.9999999999989999,4
scp_nca,a2_scp_nca_vits_nih10k.yaml,16,1.0,16,0.9999999999989999,1.000088900582341e-12,0.9999999999989999,4
