epoch,loss,elapsed_s
1,0.14253281632868142,23.2
2,0.02173214165064005,47.0
3,0.01737098266872076,71.1
4,0.01565391028729769,91.5
5,0.01444373414493524,109.9
6,0.014597429951223043,128.1
7,0.013878636735563095,147.1
8,0.013458637792903643,165.4
9,0.013161779166414188,183.4
10,nan,202.2
11,nan,221.4
12,nan,243.1
13,nan,261.8
14,nan,282.7
15,nan,302.4
