bb_idx,MT_TSCAPE
1184,0.087170
1187,0.092386
1188,0.060716
1189,0.168145
1190,0.177694
1191,0.050125
1192,0.025951
1193,0.264427
1194,0.174467
1195,0.056164
1196,0.030355
1199,0.065986
1200,0.057044
1203,0.079637
1204,0.040096
1207,0.095254
1208,0.049313
1211,0.189298
1212,0.150227
1215,0.081714
1216,0.040665
1219,0.066031
1220,0.036491
1223,0.046493
1224,0.021464
1227,0.088437
1228,0.043246
1231,0.065491
1232,0.044258
1235,0.153412
1236,0.100472
1237,0.165329
1238,0.221369
1239,0.055594
1240,0.027250
1241,0.244135
1242,0.156069
1243,0.055693
1244,0.030914
1247,0.078622
1248,0.066222
1251,0.076308
1252,0.037893
1255,0.094871
1256,0.049409
1259,0.185996
1260,0.128465
1263,0.090753
1264,0.050244
1267,0.077322
1268,0.039802
1271,0.056128
1272,0.023826
1275,0.096937
1276,0.048037
1279,0.049478
1280,0.035910
1281,0.118130
1282,0.172508
1283,0.043378
1284,0.024665
1285,0.219630
1286,0.157913
1287,0.052390
1288,0.027937
1291,0.096294
1292,0.076129
1295,0.081556
1296,0.040687
1299,0.100310
1300,0.055950
1303,0.183105
1304,0.132693
1307,0.082646
1308,0.047170
1311,0.080260
1312,0.043225
1315,0.063429
1316,0.025607
1319,0.105491
1320,0.050597
1321,0.121678
1322,0.188536
1323,0.046336
1324,0.028216
1325,0.205772
1326,0.147835
1327,0.050641
1328,0.026322
1331,0.088274
1332,0.063364
1335,0.081281
1336,0.040448
1339,0.103891
1340,0.059394
1343,0.175324
1344,0.111211
1347,0.094502
1348,0.042854
1351,0.083341
1352,0.041809
1355,0.054655
1356,0.021993
1357,0.135307
1358,0.207383
1359,0.052095
1360,0.028602
1361,0.230283
1362,0.166532
1363,0.054004
1364,0.030181
1367,0.083393
1368,0.058359
1371,0.086042
1372,0.035499
1375,0.095721
1376,0.049127
1379,0.176589
1380,0.117739
1383,0.087071
1384,0.046554
1387,0.085514
1388,0.038893
1389,0.112200
1390,0.116207
1391,0.034348
1392,0.017648
1393,0.189252
1394,0.196786
1395,0.039268
1396,0.032316
1397,0.491912
1398,0.353013
1399,0.091308
1400,0.059296
1401,0.242524
1402,0.212222
1403,0.044519
1404,0.031166
1405,0.267077
1406,0.355188
1407,0.058596
1408,0.043150
1409,0.288183
1410,0.271105
1411,0.051612
1412,0.028128
1413,0.294387
1414,0.288520
1415,0.063399
1416,0.036353
1417,0.449292
1418,0.345396
1419,0.096480
1420,0.081688
1421,0.107186
1422,0.104448
1423,0.034016
1424,0.016240
1425,0.216489
1426,0.207138
1427,0.042204
1428,0.030637
1429,0.448632
1430,0.345447
1431,0.094607
1432,0.057008
1433,0.380649
1434,0.340972
1435,0.090094
1436,0.069654
1437,0.257994
1438,0.344571
1439,0.065195
1440,0.039556
1441,0.320893
1442,0.300501
1443,0.068431
1444,0.038962
1445,0.205276
1446,0.198337
1447,0.047974
1448,0.025710
1449,0.094025
1450,0.095803
1451,0.033962
1452,0.013963
1453,0.165179
1454,0.171186
1455,0.034255
1456,0.026672
1457,0.414162
1458,0.330433
1459,0.087283
1460,0.068188
1461,0.351284
1462,0.292091
1463,0.086730
1464,0.065324
1465,0.173488
1466,0.268754
1467,0.052252
1468,0.032041
1469,0.344506
1470,0.275664
1471,0.072422
1472,0.039876
1473,0.121403
1474,0.118533
1475,0.040925
1476,0.016106
1477,0.235625
1478,0.173494
1479,0.054604
1480,0.043017
1481,0.458011
1482,0.396281
1483,0.113861
1484,0.083726
1485,0.361567
1486,0.299285
1487,0.089649
1488,0.066554
1489,0.207577
1490,0.260747
1491,0.052792
1492,0.033524
1493,0.113361
1494,0.111180
1495,0.045848
1496,0.019040
1497,0.221692
1498,0.178324
1499,0.059916
1500,0.044295
1501,0.452120
1502,0.378588
1503,0.118105
1504,0.091934
1505,0.333112
1506,0.327959
1507,0.106139
1508,0.064267
1509,0.131759
1510,0.109562
1511,0.055183
1512,0.020441
1513,0.228651
1514,0.172369
1515,0.053674
1516,0.043001
1517,0.428881
1518,0.359980
1519,0.111746
1520,0.093688
1521,0.131698
1522,0.118185
1523,0.050018
1524,0.020487
1525,0.245777
1526,0.183624
1527,0.062158
1528,0.040962
1529,0.419152
1530,0.321890
1531,0.077638
1532,0.067355
1533,0.231005
1534,0.301179
1535,0.048187
1536,0.042587
1537,0.315369
1538,0.266661
1539,0.055445
1540,0.070443
