corruption,severity,raw_auc,raw_ece,raw_rho,raw_rho_pval,ts_auc,ts_ece,ts_rho,ts_rho_pval,qcts_auc,qcts_ece,qcts_rho,qcts_rho_pval,n
contrast,5,0.5506944444444444,0.06582419171929359,-0.2477882792607284,1.4131958155806616e-05,0.5506944444444444,0.07263087955613932,-0.2477882792607284,1.4131958155806616e-05,0.5631944444444444,0.10359955489635468,-0.3292376920482162,5.143901288748437e-09,300
elastic_transform,1,0.7238194444444445,0.2305449829871456,-0.11126598949568654,0.054214381074968274,0.7238194444444445,0.242088413015008,-0.11126598949568654,0.054214381074968274,0.7264583333333333,0.2491588114698728,-0.16143258592079257,0.0050656631560555875,300
elastic_transform,2,0.7272916666666667,0.26630725629627705,-0.09009329333140353,0.1194431166652038,0.7272916666666667,0.27158027295023207,-0.09009329333140353,0.1194431166652038,0.7281944444444445,0.2745710144440333,-0.1354884996966485,0.018886246494832865,300
elastic_transform,3,0.6859722222222222,0.2970336997012297,-0.1175562995645098,0.04188159646446778,0.6859722222222222,0.2967092525834839,-0.1175562995645098,0.04188159646446778,0.6861111111111111,0.2960049379368623,-0.16548954143008954,0.004049998719825166,300
elastic_transform,4,0.6878472222222223,0.3169271603723367,-0.13371536750496524,0.020516660701097644,0.6878472222222223,0.3130810497701168,-0.13371536750496524,0.020516660701097644,0.6872222222222223,0.3102980146557093,-0.1789759056024874,0.0018571192704106294,300
elastic_transform,5,0.6973611111111111,0.32512032111485795,-0.14465283087258857,0.012134575926719335,0.6973611111111111,0.3195308398827911,-0.14465283087258857,0.012134575926719335,0.6970833333333333,0.31534336487452186,-0.19362496865246365,0.0007472065118277954,300
pixelate,1,0.7318749999999999,0.10548278626054525,-0.10667682382449328,0.06500089406368018,0.7318749999999999,0.12253300731380784,-0.10667682382449328,0.06500089406368018,0.7358333333333335,0.14496243874231973,-0.1645639564826435,0.004263985168393098,300
pixelate,2,0.7084027777777777,0.1289474892616272,-0.0825167588103797,0.15395552885817257,0.7084027777777777,0.1427538438886404,-0.0825167588103797,0.15395552885817257,0.7136111111111112,0.15979683332145217,-0.13718763100854348,0.017430853849843272,300
pixelate,3,0.7149305555555556,0.07478048206617435,-0.1831426218067813,0.0014432001256280485,0.7149305555555556,0.06820914248625438,-0.1831426218067813,0.0014432001256280485,0.7224305555555556,0.09405703571935495,-0.2438246765823398,1.9533485960467916e-05,300
pixelate,4,0.694375,0.06341221526265145,-0.23701615119209143,3.36347345328269e-05,0.694375,0.052309599928557875,-0.23701615119209143,3.36347345328269e-05,0.7033333333333333,0.07366365537047387,-0.3105985815610081,3.935190780380331e-08,300
pixelate,5,0.6465277777777778,0.07543009772896768,-0.26011087020709117,4.9885929429819585e-06,0.6465277777777778,0.060860569961369036,-0.26011087020709117,4.9885929429819585e-06,0.6548611111111111,0.08063119875888031,-0.3255538704738919,7.77570376994785e-09,300
jpeg_compression,1,0.6618749999999999,0.09494322054088115,-0.05071949188730779,0.38136526397584114,0.6618749999999999,0.12187713844080768,-0.05071949188730779,0.38136526397584114,0.6661111111111112,0.14742605676253637,-0.11072509417615314,0.05540290262856617,300
jpeg_compression,2,0.5914583333333333,0.10799720689654348,-0.02471562717468611,0.6698417294538705,0.5914583333333333,0.12421639951566854,-0.02471562717468611,0.6698417294538705,0.5975,0.1456743948409955,-0.08376810702085327,0.1477865606633713,300
jpeg_compression,3,0.5647916666666666,0.09703524582087991,-0.1112348780146945,0.05428216452246303,0.5647916666666666,0.13133697852492332,-0.1112348780146945,0.05428216452246303,0.5743055555555556,0.14972284778952602,-0.17260494096990597,0.002702721423739217,300
jpeg_compression,4,0.5688194444444444,0.15120179278155166,-0.08428433538045724,0.1452970961067133,0.5688194444444444,0.16636406441529591,-0.08428433538045724,0.1452970961067133,0.5776388888888889,0.18942132368683814,-0.15717564642162168,0.006372483787760896,300
jpeg_compression,5,0.5790277777777777,0.14088974436124166,-0.1852619803369334,0.0012668563090777567,0.5790277777777777,0.17456660772363347,-0.1852619803369334,0.0012668563090777567,0.5948611111111111,0.20054932912190757,-0.2653749327909479,3.1455669166158152e-06,300
speckle_noise,1,0.5938888888888889,0.10769157665471236,3.777822691893146e-05,0.9994800933247303,0.5938888888888889,0.09943295426666739,3.777822691893146e-05,0.9994800933247303,0.6011111111111112,0.11522660891215007,-0.06946149248665391,0.2303199430819551,300
speckle_noise,2,0.5561805555555556,0.11742365228633085,-0.027551883116840946,0.6345655678482396,0.5561805555555556,0.09693656362593174,-0.027551883116840946,0.6345655678482396,0.564375,0.10937577885886032,-0.10736505422901053,0.06327904012362838,300
speckle_noise,3,0.5582638888888889,0.05993948305646578,-0.09825561259453502,0.08934829877821286,0.5582638888888889,0.0684276819229126,-0.09825561259453502,0.08934829877821286,0.5756944444444444,0.10822415788968404,-0.20056549561206405,0.00047410974810440423,300
speckle_noise,4,0.5439583333333333,0.04257184568792582,-0.08681858773212485,0.1335370838296923,0.5439583333333333,0.07442430980503559,-0.08681858773212485,0.1335370838296923,0.5653472222222222,0.11284730153779189,-0.20458576563083106,0.0003617358724645013,300
speckle_noise,5,0.593125,0.05195569614569348,-0.24786450238915897,1.40435147553809e-05,0.593125,0.07591311474641164,-0.24786450238915897,1.40435147553809e-05,0.6102083333333334,0.11151612679163615,-0.37022684603039263,3.53047790149202e-11,300
gaussian_blur,1,0.7425694444444445,0.2710999177147945,-0.15804099004292943,0.006084675027795214,0.7425694444444445,0.2757745883117119,-0.15804099004292943,0.006084675027795214,0.7417361111111112,0.27718348483244576,-0.21079761726062451,0.00023573037812438954,300
gaussian_blur,2,0.7434722222222222,0.3095017345249653,-0.057847132182589,0.3179907379754249,0.7434722222222222,0.3077604827781519,-0.057847132182589,0.3179907379754249,0.7433333333333333,0.30439833859602605,-0.11913452748830729,0.03918812424458492,300
gaussian_blur,3,0.7370138888888887,0.3147822569062312,-0.05045326649996143,0.3838727722311609,0.7370138888888887,0.3121484295030435,-0.05045326649996143,0.3838727722311609,0.7349305555555556,0.3080812042703231,-0.11059087035815882,0.055701158112456094,300
gaussian_blur,4,0.7292361111111111,0.3029972688357035,-0.07957761275608684,0.1692084367747152,0.7292361111111111,0.3006705644726753,-0.07957761275608684,0.1692084367747152,0.7273611111111111,0.297957554111878,-0.13554316701324884,0.01883782403315453,300
gaussian_blur,5,0.7093749999999999,0.23555783276756603,-0.15575518508946987,0.006871419101535177,0.7093749999999999,0.24474669704834623,-0.15575518508946987,0.006871419101535177,0.709375,0.24975148399670918,-0.21483877641662905,0.00017721820898706548,300
spatter,1,0.6970833333333333,0.15169222277899586,-0.026666983707481037,0.645488006192662,0.6970833333333333,0.16247712009896836,-0.026666983707481037,0.645488006192662,0.7029861111111111,0.17487639985978606,-0.09117575064506303,0.11504847129207801,300
spatter,2,0.6584027777777778,0.1745325970649719,-0.0072811976764634665,0.9000570946951547,0.6584027777777778,0.19053264814118545,-0.0072811976764634665,0.9000570946951547,0.6648611111111111,0.2065929398437341,-0.06030560585555453,0.2978240250611165,300
spatter,3,0.6331249999999999,0.17431847788393498,0.049572144913293405,0.39224317897382877,0.6331249999999999,0.1884307998418808,0.049572144913293405,0.39224317897382877,0.6366666666666666,0.20610475910206638,-0.003040702817245525,0.958172705839978,300
spatter,4,0.5871527777777777,0.2172872021794319,0.06112383780564574,0.291304961964552,0.5871527777777777,0.23492477317651114,0.06112383780564574,0.291304961964552,0.5890972222222223,0.24501203184326495,0.010993019583680598,0.849610411970769,300
spatter,5,0.5678472222222222,0.22724086513121922,0.08928439482560994,0.12281174818736453,0.5678472222222222,0.24014616698026658,0.08928439482560994,0.12281174818736453,0.5731944444444446,0.25075649241606396,0.03655821241431421,0.5281881250737512,300
saturate,1,0.6959722222222222,0.09535731494426727,-0.14004077604037973,0.015206437133023908,0.6959722222222222,0.11663405970980724,-0.14004077604037973,0.015206437133023908,0.69875,0.1302149696275592,-0.1882657938267169,0.0010506723701600008,300
saturate,2,0.6195833333333334,0.13216664284467697,-0.12765818438067514,0.02704086899489561,0.6195833333333334,0.12506107987215123,-0.12765818438067514,0.02704086899489561,0.6235416666666667,0.14082355176409087,-0.1843190802380097,0.0013427128102950318,300
saturate,3,0.7311805555555556,0.23289793154845634,-0.0856230179625728,0.13899035003857618,0.7311805555555556,0.2451952380190293,-0.0856230179625728,0.13899035003857618,0.7329166666666667,0.2521086933712164,-0.1383198666917903,0.016516250444541438,300
saturate,4,0.6831944444444444,0.28016904165347417,0.08500945511243649,0.14185440431662683,0.6831944444444444,0.28526851460337643,0.08500945511243649,0.14185440431662683,0.6859722222222222,0.28736711087326205,0.034943971000554686,0.5465720333670998,300
saturate,5,0.685,0.2813571033005913,0.10605081638196016,0.066600294603542,0.685,0.28624127266307675,0.10605081638196016,0.066600294603542,0.6870833333333334,0.28822898954153064,0.05625044653310357,0.3315542623873915,300
