# WS5 退化审计覆盖统计: 每 工具×变体 一行 (共 30×51)
# n_patients_valid=能算出有效 ρ 的患者数(<=9); n_degenerate=中招退化的患者数
# smallk_or_softmax=该变体是否属小 k topk(k<=5)/softmax 类
tool,pooling,non_null_total,n_patients_valid,n_degenerate,smallk_or_softmax
MHCflurry,topk_k20_a2,130,9,0,False
MHCflurry,topk_k50_a0,130,9,0,False
MHCflurry,topk_k50_a0p5,130,9,0,False
MHCflurry,topk_k50_a1,130,9,0,False
MHCflurry,topk_k50_a2,130,9,0,False
MHCflurry,topk_k100_a0,130,9,0,False
MHCflurry,topk_k100_a0p5,130,9,0,False
MHCflurry,topk_k100_a1,130,9,0,False
MHCflurry,topk_k100_a2,130,9,0,False
MHCflurry,softmax_T0p03,130,9,0,True
MHCflurry,softmax_T0p05,130,9,0,True
MHCflurry,softmax_T0p1,130,9,0,True
MHCflurry,softmax_T0p2,130,9,0,True
MHCflurry,softmax_T0p5,130,9,0,True
MHCflurry,softmax_T1,130,9,0,True
MHCflurry,softmax_T2,130,9,0,True
MHCflurry,rankdecay_g1,130,9,0,False
MHCflurry,rankdecay_g1p5,130,9,0,False
MHCflurry,rankdecay_g2,130,9,0,False
MHCflurry,rankdecay_g3,130,9,0,False
MHCflurry,rankdecay_g5,130,9,0,False
MHCflurry,rankdecay_g10,130,9,0,False
MHCflurry,rankdecay_g20,130,9,0,False
MHCnuggets,max,130,9,0,False
MHCnuggets,topk_k1_a0,130,9,0,True
MHCnuggets,topk_k1_a0p5,130,9,0,True
MHCnuggets,topk_k1_a1,130,9,0,True
MHCnuggets,topk_k1_a2,130,9,0,True
MHCnuggets,topk_k2_a0,130,9,0,True
MHCnuggets,topk_k2_a0p5,130,9,0,True
MHCnuggets,topk_k2_a1,130,9,0,True
MHCnuggets,topk_k2_a2,130,9,0,True
MHCnuggets,topk_k3_a0,130,9,0,True
MHCnuggets,topk_k3_a0p5,130,9,0,True
MHCnuggets,topk_k3_a1,130,9,0,True
MHCnuggets,topk_k3_a2,130,9,0,True
MHCnuggets,topk_k5_a0,130,9,0,True
MHCnuggets,topk_k5_a0p5,130,9,0,True
MHCnuggets,topk_k5_a1,130,9,0,True
MHCnuggets,topk_k5_a2,130,9,0,True
MHCnuggets,topk_k8_a0,130,9,0,False
MHCnuggets,topk_k8_a0p5,130,9,0,False
MHCnuggets,topk_k8_a1,130,9,0,False
MHCnuggets,topk_k8_a2,130,9,0,False
MHCnuggets,topk_k10_a0,130,9,0,False
MHCnuggets,topk_k10_a0p5,130,9,0,False
MHCnuggets,topk_k10_a1,130,9,0,False
MHCnuggets,topk_k10_a2,130,9,0,False
MHCnuggets,topk_k20_a0,130,9,0,False
MHCnuggets,topk_k20_a0p5,130,9,0,False
MHCnuggets,topk_k20_a1,130,9,0,False
MHCnuggets,topk_k20_a2,130,9,0,False
MHCnuggets,topk_k50_a0,130,9,0,False
MHCnuggets,topk_k50_a0p5,130,9,0,False
MHCnuggets,topk_k50_a1,130,9,0,False
MHCnuggets,topk_k50_a2,130,9,0,False
MHCnuggets,topk_k100_a0,130,9,0,False
MHCnuggets,topk_k100_a0p5,130,9,0,False
MHCnuggets,topk_k100_a1,130,9,0,False
MHCnuggets,topk_k100_a2,130,9,0,False
MHCnuggets,softmax_T0p03,130,9,0,True
MHCnuggets,softmax_T0p05,130,9,0,True
MHCnuggets,softmax_T0p1,130,9,0,True
MHCnuggets,softmax_T0p2,130,9,0,True
MHCnuggets,softmax_T0p5,130,9,0,True
MHCnuggets,softmax_T1,130,9,0,True
MHCnuggets,softmax_T2,130,9,0,True
MHCnuggets,rankdecay_g1,130,9,0,False
MHCnuggets,rankdecay_g1p5,130,9,0,False
MHCnuggets,rankdecay_g2,130,9,0,False
MHCnuggets,rankdecay_g3,130,9,0,False
MHCnuggets,rankdecay_g5,130,9,0,False
MHCnuggets,rankdecay_g10,130,9,0,False
MHCnuggets,rankdecay_g20,130,9,0,False
MHCseqNet,max,130,9,0,False
MHCseqNet,topk_k1_a0,130,9,0,True
MHCseqNet,topk_k1_a0p5,130,9,0,True
MHCseqNet,topk_k1_a1,130,9,0,True
MHCseqNet,topk_k1_a2,130,9,0,True
MHCseqNet,topk_k2_a0,130,9,0,True
MHCseqNet,topk_k2_a0p5,130,9,0,True
MHCseqNet,topk_k2_a1,130,9,0,True
MHCseqNet,topk_k2_a2,130,9,0,True
MHCseqNet,topk_k3_a0,130,9,0,True
MHCseqNet,topk_k3_a0p5,130,9,0,True
MHCseqNet,topk_k3_a1,130,9,0,True
MHCseqNet,topk_k3_a2,130,9,0,True
MHCseqNet,topk_k5_a0,130,9,0,True
MHCseqNet,topk_k5_a0p5,130,9,0,True
MHCseqNet,topk_k5_a1,130,9,0,True
MHCseqNet,topk_k5_a2,130,9,0,True
MHCseqNet,topk_k8_a0,130,9,0,False
MHCseqNet,topk_k8_a0p5,130,9,0,False
MHCseqNet,topk_k8_a1,130,9,0,False
MHCseqNet,topk_k8_a2,130,9,0,False
MHCseqNet,topk_k10_a0,130,9,0,False
MHCseqNet,topk_k10_a0p5,130,9,0,False
MHCseqNet,topk_k10_a1,130,9,0,False
MHCseqNet,topk_k10_a2,130,9,0,False
MHCseqNet,topk_k20_a0,130,9,0,False
MHCseqNet,topk_k20_a0p5,130,9,0,False
MHCseqNet,topk_k20_a1,130,9,0,False
MHCseqNet,topk_k20_a2,130,9,0,False
MHCseqNet,topk_k50_a0,130,9,0,False
MHCseqNet,topk_k50_a0p5,130,9,0,False
MHCseqNet,topk_k50_a1,130,9,0,False
MHCseqNet,topk_k50_a2,130,9,0,False
MHCseqNet,topk_k100_a0,130,9,0,False
MHCseqNet,topk_k100_a0p5,130,9,0,False
MHCseqNet,topk_k100_a1,130,9,0,False
MHCseqNet,topk_k100_a2,130,9,0,False
MHCseqNet,softmax_T0p03,130,9,0,True
MHCseqNet,softmax_T0p05,130,9,0,True
MHCseqNet,softmax_T0p1,130,9,0,True
MHCseqNet,softmax_T0p2,130,9,0,True
MHCseqNet,softmax_T0p5,130,9,0,True
MHCseqNet,softmax_T1,130,9,0,True
MHCseqNet,softmax_T2,130,9,0,True
MHCseqNet,rankdecay_g1,130,9,0,False
MHCseqNet,rankdecay_g1p5,130,9,0,False
MHCseqNet,rankdecay_g2,130,9,0,False
MHCseqNet,rankdecay_g3,130,9,0,False
MHCseqNet,rankdecay_g5,130,9,0,False
MHCseqNet,rankdecay_g10,130,9,0,False
MHCseqNet,rankdecay_g20,130,9,0,False
MUNIS,max,130,9,0,False
MUNIS,topk_k1_a0,130,9,0,True
MUNIS,topk_k1_a0p5,130,9,0,True
MUNIS,topk_k1_a1,130,9,0,True
MUNIS,topk_k1_a2,130,9,0,True
MUNIS,topk_k2_a0,130,9,0,True
MUNIS,topk_k2_a0p5,130,9,0,True
MUNIS,topk_k2_a1,130,9,0,True
MUNIS,topk_k2_a2,130,9,0,True
MUNIS,topk_k3_a0,130,9,0,True
MUNIS,topk_k3_a0p5,130,9,0,True
MUNIS,topk_k3_a1,130,9,0,True
MUNIS,topk_k3_a2,130,9,0,True
MUNIS,topk_k5_a0,130,9,0,True
MUNIS,topk_k5_a0p5,130,9,0,True
MUNIS,topk_k5_a1,130,9,0,True
MUNIS,topk_k5_a2,130,9,0,True
MUNIS,topk_k8_a0,130,9,0,False
MUNIS,topk_k8_a0p5,130,9,0,False
MUNIS,topk_k8_a1,130,9,0,False
MUNIS,topk_k8_a2,130,9,0,False
MUNIS,topk_k10_a0,130,9,0,False
MUNIS,topk_k10_a0p5,130,9,0,False
MUNIS,topk_k10_a1,130,9,0,False
MUNIS,topk_k10_a2,130,9,0,False
MUNIS,topk_k20_a0,130,9,0,False
MUNIS,topk_k20_a0p5,130,9,0,False
MUNIS,topk_k20_a1,130,9,0,False
MUNIS,topk_k20_a2,130,9,0,False
MUNIS,topk_k50_a0,130,9,0,False
MUNIS,topk_k50_a0p5,130,9,0,False
MUNIS,topk_k50_a1,130,9,0,False
MUNIS,topk_k50_a2,130,9,0,False
MUNIS,topk_k100_a0,130,9,0,False
MUNIS,topk_k100_a0p5,130,9,0,False
MUNIS,topk_k100_a1,130,9,0,False
MUNIS,topk_k100_a2,130,9,0,False
MUNIS,softmax_T0p03,130,9,0,True
MUNIS,softmax_T0p05,130,9,0,True
MUNIS,softmax_T0p1,130,9,0,True
MUNIS,softmax_T0p2,130,9,0,True
MUNIS,softmax_T0p5,130,9,0,True
MUNIS,softmax_T1,130,9,0,True
MUNIS,softmax_T2,130,9,0,True
MUNIS,rankdecay_g1,130,9,0,False
MUNIS,rankdecay_g1p5,130,9,0,False
MUNIS,rankdecay_g2,130,9,0,False
MUNIS,rankdecay_g3,130,9,0,False
MUNIS,rankdecay_g5,130,9,0,False
MUNIS,rankdecay_g10,130,9,0,False
MUNIS,rankdecay_g20,130,9,0,False
NeoTImmuML,max,130,9,0,False
NeoTImmuML,topk_k1_a0,130,9,0,True
NeoTImmuML,topk_k1_a0p5,130,9,0,True
NeoTImmuML,topk_k1_a1,130,9,0,True
NeoTImmuML,topk_k1_a2,130,9,0,True
NeoTImmuML,topk_k2_a0,130,9,0,True
NeoTImmuML,topk_k2_a0p5,130,9,0,True
NeoTImmuML,topk_k2_a1,130,9,0,True
NeoTImmuML,topk_k2_a2,130,9,0,True
NeoTImmuML,topk_k3_a0,130,9,0,True
NeoTImmuML,topk_k3_a0p5,130,9,0,True
NeoTImmuML,topk_k3_a1,130,9,0,True
NeoTImmuML,topk_k3_a2,130,9,0,True
NeoTImmuML,topk_k5_a0,130,9,0,True
NeoTImmuML,topk_k5_a0p5,130,9,0,True
NeoTImmuML,topk_k5_a1,130,9,0,True
NeoTImmuML,topk_k5_a2,130,9,0,True
NeoTImmuML,topk_k8_a0,130,9,0,False
NeoTImmuML,topk_k8_a0p5,130,9,0,False
NeoTImmuML,topk_k8_a1,130,9,0,False
NeoTImmuML,topk_k8_a2,130,9,0,False
NeoTImmuML,topk_k10_a0,130,9,0,False
NeoTImmuML,topk_k10_a0p5,130,9,0,False
NeoTImmuML,topk_k10_a1,130,9,0,False
NeoTImmuML,topk_k10_a2,130,9,0,False
NeoTImmuML,topk_k20_a0,130,9,0,False
NeoTImmuML,topk_k20_a0p5,130,9,0,False
NeoTImmuML,topk_k20_a1,130,9,0,False
NeoTImmuML,topk_k20_a2,130,9,0,False
NeoTImmuML,topk_k50_a0,130,9,0,False
NeoTImmuML,topk_k50_a0p5,130,9,0,False
NeoTImmuML,topk_k50_a1,130,9,0,False
NeoTImmuML,topk_k50_a2,130,9,0,False
NeoTImmuML,topk_k100_a0,130,9,0,False
NeoTImmuML,topk_k100_a0p5,130,9,0,False
NeoTImmuML,topk_k100_a1,130,9,0,False
NeoTImmuML,topk_k100_a2,130,9,0,False
NeoTImmuML,softmax_T0p03,130,9,0,True
NeoTImmuML,softmax_T0p05,130,9,0,True
NeoTImmuML,softmax_T0p1,130,9,0,True
NeoTImmuML,softmax_T0p2,130,9,0,True
NeoTImmuML,softmax_T0p5,130,9,0,True
NeoTImmuML,softmax_T1,130,9,0,True
NeoTImmuML,softmax_T2,130,9,0,True
NeoTImmuML,rankdecay_g1,130,9,0,False
NeoTImmuML,rankdecay_g1p5,130,9,0,False
NeoTImmuML,rankdecay_g2,130,9,0,False
NeoTImmuML,rankdecay_g3,130,9,0,False
NeoTImmuML,rankdecay_g5,130,9,0,False
NeoTImmuML,rankdecay_g10,130,9,0,False
NeoTImmuML,rankdecay_g20,130,9,0,False
NeoaG,max,102,9,0,False
NeoaG,topk_k1_a0,102,9,0,True
NeoaG,topk_k1_a0p5,102,9,0,True
NeoaG,topk_k1_a1,102,9,0,True
NeoaG,topk_k1_a2,102,9,0,True
NeoaG,topk_k2_a0,102,9,0,True
NeoaG,topk_k2_a0p5,102,9,0,True
NeoaG,topk_k2_a1,102,9,0,True
NeoaG,topk_k2_a2,102,9,0,True
NeoaG,topk_k3_a0,102,9,0,True
NeoaG,topk_k3_a0p5,102,9,0,True
NeoaG,topk_k3_a1,102,9,0,True
NeoaG,topk_k3_a2,102,9,0,True
NeoaG,topk_k5_a0,102,9,0,True
NeoaG,topk_k5_a0p5,102,9,0,True
NeoaG,topk_k5_a1,102,9,0,True
NeoaG,topk_k5_a2,102,9,0,True
NeoaG,topk_k8_a0,102,9,0,False
NeoaG,topk_k8_a0p5,102,9,0,False
NeoaG,topk_k8_a1,102,9,0,False
NeoaG,topk_k8_a2,102,9,0,False
NeoaG,topk_k10_a0,102,9,0,False
NeoaG,topk_k10_a0p5,102,9,0,False
NeoaG,topk_k10_a1,102,9,0,False
NeoaG,topk_k10_a2,102,9,0,False
NeoaG,topk_k20_a0,102,9,0,False
NeoaG,topk_k20_a0p5,102,9,0,False
NeoaG,topk_k20_a1,102,9,0,False
NeoaG,topk_k20_a2,102,9,0,False
NeoaG,topk_k50_a0,102,9,0,False
NeoaG,topk_k50_a0p5,102,9,0,False
NeoaG,topk_k50_a1,102,9,0,False
NeoaG,topk_k50_a2,102,9,0,False
NeoaG,topk_k100_a0,102,9,0,False
NeoaG,topk_k100_a0p5,102,9,0,False
NeoaG,topk_k100_a1,102,9,0,False
NeoaG,topk_k100_a2,102,9,0,False
NeoaG,softmax_T0p03,102,9,0,True
NeoaG,softmax_T0p05,102,9,0,True
NeoaG,softmax_T0p1,102,9,0,True
NeoaG,softmax_T0p2,102,9,0,True
NeoaG,softmax_T0p5,102,9,0,True
NeoaG,softmax_T1,102,9,0,True
NeoaG,softmax_T2,102,9,0,True
NeoaG,rankdecay_g1,102,9,0,False
NeoaG,rankdecay_g1p5,102,9,0,False
NeoaG,rankdecay_g2,102,9,0,False
NeoaG,rankdecay_g3,102,9,0,False
NeoaG,rankdecay_g5,102,9,0,False
NeoaG,rankdecay_g10,102,9,0,False
NeoaG,rankdecay_g20,102,9,0,False
NeoaPred,max,14,1,0,False
NeoaPred,topk_k1_a0,14,1,0,True
NeoaPred,topk_k1_a0p5,14,1,0,True
NeoaPred,topk_k1_a1,14,1,0,True
NeoaPred,topk_k1_a2,14,1,0,True
NeoaPred,topk_k2_a0,14,1,0,True
NeoaPred,topk_k2_a0p5,14,1,0,True
NeoaPred,topk_k2_a1,14,1,0,True
NeoaPred,topk_k2_a2,14,1,0,True
NeoaPred,topk_k3_a0,14,1,0,True
NeoaPred,topk_k3_a0p5,14,1,0,True
NeoaPred,topk_k3_a1,14,1,0,True
NeoaPred,topk_k3_a2,14,1,0,True
NeoaPred,topk_k5_a0,14,1,0,True
NeoaPred,topk_k5_a0p5,14,1,0,True
NeoaPred,topk_k5_a1,14,1,0,True
NeoaPred,topk_k5_a2,14,1,0,True
NeoaPred,topk_k8_a0,14,1,0,False
NeoaPred,topk_k8_a0p5,14,1,0,False
NeoaPred,topk_k8_a1,14,1,0,False
NeoaPred,topk_k8_a2,14,1,0,False
NeoaPred,topk_k10_a0,14,1,0,False
NeoaPred,topk_k10_a0p5,14,1,0,False
NeoaPred,topk_k10_a1,14,1,0,False
NeoaPred,topk_k10_a2,14,1,0,False
NeoaPred,topk_k20_a0,14,1,0,False
NeoaPred,topk_k20_a0p5,14,1,0,False
NeoaPred,topk_k20_a1,14,1,0,False
NeoaPred,topk_k20_a2,14,1,0,False
NeoaPred,topk_k50_a0,14,1,0,False
NeoaPred,topk_k50_a0p5,14,1,0,False
NeoaPred,topk_k50_a1,14,1,0,False
NeoaPred,topk_k50_a2,14,1,0,False
NeoaPred,topk_k100_a0,14,1,0,False
NeoaPred,topk_k100_a0p5,14,1,0,False
NeoaPred,topk_k100_a1,14,1,0,False
NeoaPred,topk_k100_a2,14,1,0,False
NeoaPred,softmax_T0p03,14,1,0,True
NeoaPred,softmax_T0p05,14,1,0,True
NeoaPred,softmax_T0p1,14,1,0,True
NeoaPred,softmax_T0p2,14,1,0,True
NeoaPred,softmax_T0p5,14,1,0,True
NeoaPred,softmax_T1,14,1,0,True
NeoaPred,softmax_T2,14,1,0,True
NeoaPred,rankdecay_g1,14,1,0,False
NeoaPred,rankdecay_g1p5,14,1,0,False
NeoaPred,rankdecay_g2,14,1,0,False
NeoaPred,rankdecay_g3,14,1,0,False
NeoaPred,rankdecay_g5,14,1,0,False
NeoaPred,rankdecay_g10,14,1,0,False
NeoaPred,rankdecay_g20,14,1,0,False
NetTepi,max,125,9,1,False
NetTepi,topk_k1_a0,125,9,1,True
NetTepi,topk_k1_a0p5,125,9,1,True
NetTepi,topk_k1_a1,125,9,1,True
NetTepi,topk_k1_a2,125,9,1,True
NetTepi,topk_k2_a0,125,9,1,True
NetTepi,topk_k2_a0p5,125,9,1,True
NetTepi,topk_k2_a1,125,9,1,True
NetTepi,topk_k2_a2,125,9,1,True
NetTepi,topk_k3_a0,125,9,0,True
NetTepi,topk_k3_a0p5,125,9,0,True
NetTepi,topk_k3_a1,125,9,1,True
NetTepi,topk_k3_a2,125,9,1,True
NetTepi,topk_k5_a0,125,9,0,True
NetTepi,topk_k5_a0p5,125,9,0,True
NetTepi,topk_k5_a1,125,9,1,True
NetTepi,topk_k5_a2,125,9,1,True
NetTepi,topk_k8_a0,125,9,0,False
NetTepi,topk_k8_a0p5,125,9,0,False
NetTepi,topk_k8_a1,125,9,1,False
NetTepi,topk_k8_a2,125,9,1,False
NetTepi,topk_k10_a0,125,9,0,False
NetTepi,topk_k10_a0p5,125,9,1,False
NetTepi,topk_k10_a1,125,9,1,False
NetTepi,topk_k10_a2,125,9,1,False
NetTepi,topk_k20_a0,125,9,1,False
NetTepi,topk_k20_a0p5,125,9,1,False
NetTepi,topk_k20_a1,125,9,1,False
NetTepi,topk_k20_a2,125,9,1,False
NetTepi,topk_k50_a0,125,9,1,False
NetTepi,topk_k50_a0p5,125,9,1,False
NetTepi,topk_k50_a1,125,9,1,False
NetTepi,topk_k50_a2,125,9,1,False
NetTepi,topk_k100_a0,125,9,1,False
NetTepi,topk_k100_a0p5,125,9,1,False
NetTepi,topk_k100_a1,125,9,1,False
NetTepi,topk_k100_a2,125,9,1,False
NetTepi,softmax_T0p03,125,9,1,True
NetTepi,softmax_T0p05,125,9,1,True
NetTepi,softmax_T0p1,125,9,1,True
NetTepi,softmax_T0p2,125,9,1,True
NetTepi,softmax_T0p5,125,9,1,True
NetTepi,softmax_T1,125,9,1,True
NetTepi,softmax_T2,125,9,1,True
NetTepi,rankdecay_g1,125,9,1,False
NetTepi,rankdecay_g1p5,125,9,1,False
NetTepi,rankdecay_g2,125,9,1,False
NetTepi,rankdecay_g3,125,9,1,False
NetTepi,rankdecay_g5,125,9,1,False
NetTepi,rankdecay_g10,125,9,1,False
NetTepi,rankdecay_g20,125,9,1,False
PRIME,max,130,9,0,False
PRIME,topk_k1_a0,130,9,0,True
PRIME,topk_k1_a0p5,130,9,0,True
PRIME,topk_k1_a1,130,9,0,True
PRIME,topk_k1_a2,130,9,0,True
PRIME,topk_k2_a0,130,9,0,True
PRIME,topk_k2_a0p5,130,9,0,True
PRIME,topk_k2_a1,130,9,0,True
PRIME,topk_k2_a2,130,9,0,True
PRIME,topk_k3_a0,130,9,0,True
PRIME,topk_k3_a0p5,130,9,0,True
PRIME,topk_k3_a1,130,9,0,True
PRIME,topk_k3_a2,130,9,0,True
PRIME,topk_k5_a0,130,9,0,True
PRIME,topk_k5_a0p5,130,9,0,True
PRIME,topk_k5_a1,130,9,0,True
PRIME,topk_k5_a2,130,9,0,True
PRIME,topk_k8_a0,130,9,0,False
PRIME,topk_k8_a0p5,130,9,0,False
PRIME,topk_k8_a1,130,9,0,False
PRIME,topk_k8_a2,130,9,0,False
PRIME,topk_k10_a0,130,9,0,False
PRIME,topk_k10_a0p5,130,9,0,False
PRIME,topk_k10_a1,130,9,0,False
PRIME,topk_k10_a2,130,9,0,False
PRIME,topk_k20_a0,130,9,0,False
PRIME,topk_k20_a0p5,130,9,0,False
PRIME,topk_k20_a1,130,9,0,False
PRIME,topk_k20_a2,130,9,0,False
PRIME,topk_k50_a0,130,9,0,False
PRIME,topk_k50_a0p5,130,9,0,False
PRIME,topk_k50_a1,130,9,0,False
PRIME,topk_k50_a2,130,9,0,False
PRIME,topk_k100_a0,130,9,0,False
PRIME,topk_k100_a0p5,130,9,0,False
PRIME,topk_k100_a1,130,9,0,False
PRIME,topk_k100_a2,130,9,0,False
PRIME,softmax_T0p03,130,9,0,True
PRIME,softmax_T0p05,130,9,0,True
PRIME,softmax_T0p1,130,9,0,True
PRIME,softmax_T0p2,130,9,0,True
PRIME,softmax_T0p5,130,9,0,True
PRIME,softmax_T1,130,9,0,True
PRIME,softmax_T2,130,9,0,True
PRIME,rankdecay_g1,130,9,0,False
PRIME,rankdecay_g1p5,130,9,0,False
PRIME,rankdecay_g2,130,9,0,False
PRIME,rankdecay_g3,130,9,0,False
PRIME,rankdecay_g5,130,9,0,False
PRIME,rankdecay_g10,130,9,0,False
PRIME,rankdecay_g20,130,9,0,False
PredIG,max,130,9,0,False
PredIG,topk_k1_a0,130,9,0,True
PredIG,topk_k1_a0p5,130,9,0,True
PredIG,topk_k1_a1,130,9,0,True
PredIG,topk_k1_a2,130,9,0,True
PredIG,topk_k2_a0,130,9,0,True
PredIG,topk_k2_a0p5,130,9,0,True
PredIG,topk_k2_a1,130,9,0,True
PredIG,topk_k2_a2,130,9,0,True
PredIG,topk_k3_a0,130,9,0,True
PredIG,topk_k3_a0p5,130,9,0,True
PredIG,topk_k3_a1,130,9,0,True
PredIG,topk_k3_a2,130,9,0,True
PredIG,topk_k5_a0,130,9,0,True
PredIG,topk_k5_a0p5,130,9,0,True
PredIG,topk_k5_a1,130,9,0,True
PredIG,topk_k5_a2,130,9,0,True
PredIG,topk_k8_a0,130,9,0,False
PredIG,topk_k8_a0p5,130,9,0,False
PredIG,topk_k8_a1,130,9,0,False
PredIG,topk_k8_a2,130,9,0,False
PredIG,topk_k10_a0,130,9,0,False
PredIG,topk_k10_a0p5,130,9,0,False
PredIG,topk_k10_a1,130,9,0,False
PredIG,topk_k10_a2,130,9,0,False
PredIG,topk_k20_a0,130,9,0,False
PredIG,topk_k20_a0p5,130,9,0,False
PredIG,topk_k20_a1,130,9,0,False
PredIG,topk_k20_a2,130,9,0,False
PredIG,topk_k50_a0,130,9,0,False
PredIG,topk_k50_a0p5,130,9,0,False
PredIG,topk_k50_a1,130,9,0,False
PredIG,topk_k50_a2,130,9,0,False
PredIG,topk_k100_a0,130,9,0,False
PredIG,topk_k100_a0p5,130,9,0,False
PredIG,topk_k100_a1,130,9,0,False
PredIG,topk_k100_a2,130,9,0,False
PredIG,softmax_T0p03,130,9,0,True
PredIG,softmax_T0p05,130,9,0,True
PredIG,softmax_T0p1,130,9,0,True
PredIG,softmax_T0p2,130,9,0,True
PredIG,softmax_T0p5,130,9,0,True
PredIG,softmax_T1,130,9,0,True
PredIG,softmax_T2,130,9,0,True
PredIG,rankdecay_g1,130,9,0,False
PredIG,rankdecay_g1p5,130,9,0,False
PredIG,rankdecay_g2,130,9,0,False
PredIG,rankdecay_g3,130,9,0,False
PredIG,rankdecay_g5,130,9,0,False
PredIG,rankdecay_g10,130,9,0,False
PredIG,rankdecay_g20,130,9,0,False
Repitope,max,130,9,0,False
Repitope,topk_k1_a0,130,9,0,True
Repitope,topk_k1_a0p5,130,9,0,True
Repitope,topk_k1_a1,130,9,0,True
Repitope,topk_k1_a2,130,9,0,True
Repitope,topk_k2_a0,130,9,0,True
Repitope,topk_k2_a0p5,130,9,0,True
Repitope,topk_k2_a1,130,9,0,True
Repitope,topk_k2_a2,130,9,0,True
Repitope,topk_k3_a0,130,9,0,True
Repitope,topk_k3_a0p5,130,9,0,True
Repitope,topk_k3_a1,130,9,0,True
Repitope,topk_k3_a2,130,9,0,True
Repitope,topk_k5_a0,130,9,0,True
Repitope,topk_k5_a0p5,130,9,0,True
Repitope,topk_k5_a1,130,9,0,True
Repitope,topk_k5_a2,130,9,0,True
Repitope,topk_k8_a0,130,9,0,False
Repitope,topk_k8_a0p5,130,9,0,False
Repitope,topk_k8_a1,130,9,0,False
Repitope,topk_k8_a2,130,9,0,False
Repitope,topk_k10_a0,130,9,0,False
Repitope,topk_k10_a0p5,130,9,0,False
Repitope,topk_k10_a1,130,9,0,False
Repitope,topk_k10_a2,130,9,0,False
Repitope,topk_k20_a0,130,9,0,False
Repitope,topk_k20_a0p5,130,9,0,False
Repitope,topk_k20_a1,130,9,0,False
Repitope,topk_k20_a2,130,9,0,False
Repitope,topk_k50_a0,130,9,0,False
Repitope,topk_k50_a0p5,130,9,0,False
Repitope,topk_k50_a1,130,9,0,False
Repitope,topk_k50_a2,130,9,0,False
Repitope,topk_k100_a0,130,9,0,False
Repitope,topk_k100_a0p5,130,9,0,False
Repitope,topk_k100_a1,130,9,0,False
Repitope,topk_k100_a2,130,9,0,False
Repitope,softmax_T0p03,130,9,0,True
Repitope,softmax_T0p05,130,9,0,True
Repitope,softmax_T0p1,130,9,0,True
Repitope,softmax_T0p2,130,9,0,True
Repitope,softmax_T0p5,130,9,0,True
Repitope,softmax_T1,130,9,0,True
Repitope,softmax_T2,130,9,0,True
Repitope,rankdecay_g1,130,9,0,False
Repitope,rankdecay_g1p5,130,9,0,False
Repitope,rankdecay_g2,130,9,0,False
Repitope,rankdecay_g3,130,9,0,False
Repitope,rankdecay_g5,130,9,0,False
Repitope,rankdecay_g10,130,9,0,False
Repitope,rankdecay_g20,130,9,0,False
Seq2Neo,max,130,9,0,False
Seq2Neo,topk_k1_a0,130,9,0,True
Seq2Neo,topk_k1_a0p5,130,9,0,True
Seq2Neo,topk_k1_a1,130,9,0,True
Seq2Neo,topk_k1_a2,130,9,0,True
Seq2Neo,topk_k2_a0,130,9,0,True
Seq2Neo,topk_k2_a0p5,130,9,0,True
Seq2Neo,topk_k2_a1,130,9,0,True
Seq2Neo,topk_k2_a2,130,9,0,True
Seq2Neo,topk_k3_a0,130,9,0,True
Seq2Neo,topk_k3_a0p5,130,9,0,True
Seq2Neo,topk_k3_a1,130,9,0,True
Seq2Neo,topk_k3_a2,130,9,0,True
Seq2Neo,topk_k5_a0,130,9,0,True
Seq2Neo,topk_k5_a0p5,130,9,0,True
Seq2Neo,topk_k5_a1,130,9,0,True
Seq2Neo,topk_k5_a2,130,9,0,True
Seq2Neo,topk_k8_a0,130,9,0,False
Seq2Neo,topk_k8_a0p5,130,9,0,False
Seq2Neo,topk_k8_a1,130,9,0,False
Seq2Neo,topk_k8_a2,130,9,0,False
Seq2Neo,topk_k10_a0,130,9,0,False
Seq2Neo,topk_k10_a0p5,130,9,0,False
Seq2Neo,topk_k10_a1,130,9,0,False
Seq2Neo,topk_k10_a2,130,9,0,False
Seq2Neo,topk_k20_a0,130,9,0,False
Seq2Neo,topk_k20_a0p5,130,9,0,False
Seq2Neo,topk_k20_a1,130,9,0,False
Seq2Neo,topk_k20_a2,130,9,0,False
Seq2Neo,topk_k50_a0,130,9,0,False
Seq2Neo,topk_k50_a0p5,130,9,0,False
Seq2Neo,topk_k50_a1,130,9,0,False
Seq2Neo,topk_k50_a2,130,9,0,False
Seq2Neo,topk_k100_a0,130,9,0,False
Seq2Neo,topk_k100_a0p5,130,9,0,False
Seq2Neo,topk_k100_a1,130,9,0,False
Seq2Neo,topk_k100_a2,130,9,0,False
Seq2Neo,softmax_T0p03,130,9,0,True
Seq2Neo,softmax_T0p05,130,9,0,True
Seq2Neo,softmax_T0p1,130,9,0,True
Seq2Neo,softmax_T0p2,130,9,0,True
Seq2Neo,softmax_T0p5,130,9,0,True
Seq2Neo,softmax_T1,130,9,0,True
Seq2Neo,softmax_T2,130,9,0,True
Seq2Neo,rankdecay_g1,130,9,0,False
Seq2Neo,rankdecay_g1p5,130,9,0,False
Seq2Neo,rankdecay_g2,130,9,0,False
Seq2Neo,rankdecay_g3,130,9,0,False
