dice_A,dice_B,dice_C_ensemble,neg_jac_pct_A,neg_jac_pct_B,neg_jac_pct_C,rho_B_brats,p_rho_B,rho_C_brats,p_rho_C,dice_A_top40,dice_B_top40,dice_C_top40,neg_jac_A_top40,neg_jac_B_top40,neg_jac_C_top40,brats_mean_disp_top40,n_top40,dip_B_synth,dip_C_synth,dip_diff_mean,dip_ci_low,dip_ci_high,bimodal_coeff_B,bimodal_coeff_C,bc_sig,cluster_sep_B_UNRELIABLE,cluster_sep_C_UNRELIABLE,disp_spread_B,disp_spread_C,rho_B_synth,rho_C_synth,n_train_steps,k_samples,sigma_p,prior_lambda,smoke,verdict
0.9461,0.9468,0.9444,0.0000,0.0000,0.0000,-0.3890,0.0000,0.5161,0.0000,0.9259,0.9244,0.9255,0.0000,0.0000,0.0000,0.0623,40,0.1575,0.1630,0.0052,-0.0038,0.0156,0.4179,0.4466,False,0.4238,0.8239,0.001624,0.003720,-0.6954,0.9073,2000,48,0.080083,10,False,YELLOW: rho_C > rho_B+0.02 但 dip_C not wins(CI≤0) → 校准改善但多模态性未达显著，部分证据（当前 K0v2 full run 命中此分支）
