dice_A,dice_B,dice_C_ensemble,neg_jac_pct_A,neg_jac_pct_B,neg_jac_pct_C,rho_B_brats,p_rho_B,rho_C_brats,p_rho_C,dice_A_top40,dice_B_top40,dice_C_top40,neg_jac_A_top40,neg_jac_B_top40,neg_jac_C_top40,brats_mean_disp_top40,n_top40,dip_B_synth,dip_C_synth,dip_diff_mean,dip_ci_low,dip_ci_high,bimodal_coeff_B,bimodal_coeff_C,bc_sig,cluster_sep_B_UNRELIABLE,cluster_sep_C_UNRELIABLE,disp_spread_B,disp_spread_C,rho_B_synth,rho_C_synth,n_train_steps,k_samples,sigma_p,prior_lambda,smoke,verdict
0.8671,0.8682,0.8669,0.0000,0.0000,0.0000,-0.0116,0.9840,-0.0003,0.9996,0.8301,0.8302,0.8307,0.0000,0.0000,0.0000,0.0018,2,0.0198,0.0347,0.0140,-0.0142,0.0588,0.6607,0.7156,True,1.0000,-0.9606,0.000659,0.000203,-0.0012,0.0000,10,4,0.001931,10,True,RED: dip_C not wins(CI≤0) AND rho_C 不优于 rho_B(+0.02) → FM 后验与 cVAE 后验无可区分，多解后验假设不成立，报主线拍板降级
