dice_A,dice_B,dice_C_ensemble,neg_jac_pct_A,neg_jac_pct_B,neg_jac_pct_C,rho_B_brats,p_rho_B,rho_C_brats,p_rho_C,dice_A_top40,dice_B_top40,dice_C_top40,neg_jac_A_top40,neg_jac_B_top40,neg_jac_C_top40,brats_mean_disp_top40,n_top40,dip_B_synth,dip_C_synth,dip_diff_mean,dip_ci_low,dip_ci_high,bimodal_coeff_B,bimodal_coeff_C,cluster_sep_B,cluster_sep_C,disp_spread_B,disp_spread_C,rho_B_synth,rho_C_synth,n_train_steps,k_samples,sigma_p,prior_lambda,smoke,verdict
0.9535,0.9486,0.9505,0.0000,0.0000,0.0000,-0.1064,0.2894,0.5726,0.0000,0.9557,0.9551,0.9521,0.0000,0.0000,0.0000,0.0651,40,0.0848,0.0806,-0.0043,-0.0153,0.0065,0.6470,0.5962,1.0000,1.0000,0.003216,0.004315,-0.9534,0.9142,2000,8,0.077959,10,False,"AMBIGUOUS: 指标混合信号，需人工解读 (dip_C=0.0806, dip_diff_ci_low=-0.0153, dice_ok=True, rho_C=0.9142, rho_B=-0.9534)"
