bb_idx,MT_MHCSeqNet,WT_MHCSeqNet
0,0.0008331239,
1,0.00053295493,
2,0.00028952956,
3,0.6845002,
4,1.9311905e-05,
5,1.7553568e-05,
6,0.00031241775,
7,0.7951597,
8,0.014732242,
9,3.287196e-05,
10,0.0016981661,
11,0.34546387,
12,0.0013309717,
13,2.989173e-05,
14,0.005976826,
15,0.86187243,
16,0.040184557,
17,6.67572e-06,
18,0.0061712563,
19,0.5754628,
20,0.0007392764,
21,0.0,
22,0.00038170815,
23,0.37634712,
24,9.119511e-06,
25,2.9802322e-07,
26,0.008857846,
27,0.8416332,
28,0.0858129,
29,0.00020191073,
30,0.15045983,
31,0.9286722,
32,0.0041744113,
33,0.006323695,
34,0.0040507913,
35,0.45968693,
36,0.011156768,
37,2.2411346e-05,
38,0.0069586635,
39,0.006830126,
40,0.057766438,
41,0.00013488531,
42,0.16720095,
43,0.85614717,
44,0.021844655,
45,0.000444144,
46,0.010462135,
47,0.3483929,
48,0.4531665,
49,2.7418137e-06,
50,0.8054689,
51,0.33069456,
52,0.0076889694,
53,0.00034058094,
54,0.015188813,
55,0.56641656,
56,0.009275138,
57,2.1338463e-05,
58,0.0101213455,
59,0.3419609,
60,0.98298407,
61,6.496906e-05,
62,0.14784619,
63,0.4307313,
64,0.023776025,
65,1.2636185e-05,
66,0.012454271,
67,0.8572283,
68,0.023562938,
69,1.4007092e-06,
70,0.04172927,
71,0.13804719,
72,0.040673018,
73,7.4356794e-05,
74,0.26903254,
75,0.9056573,
76,0.018862188,
77,5.7816505e-06,
78,0.15084213,
79,0.6568606,
80,0.033203274,
81,0.00011590123,
82,0.030475408,
83,0.5535387,
84,4.5776367e-05,
85,0.009049714,
86,0.0001231134,
87,0.69398373,
88,0.0043250024,
89,0.00019553304,
90,0.0558832,
91,0.82844377,
92,0.00026342273,
93,0.0003362,
94,0.18236658,
95,0.51420146,
96,0.00952509,
97,1.6629696e-05,
98,0.087766856,
99,0.9088057,
100,0.02214095,
101,4.5001507e-06,
102,0.005659163,
103,0.41140303,
104,0.0014237165,
105,2.0861626e-07,
106,0.018017858,
107,0.36681783,
108,0.0006183088,
109,1.731515e-05,
110,0.11706376,
111,0.90347844,
112,0.0028701425,
113,9.268522e-06,
114,0.0009785593,
115,0.972101,
116,0.019702733,
117,4.735589e-05,
118,0.15183216,
119,0.70558345,
120,0.002974987,
121,5.197525e-05,
122,0.046874225,
123,0.6544883,
124,0.0031503737,
125,8.314848e-06,
126,0.015561521,
127,0.7869897,
128,0.0053457916,
129,8.59499e-05,
130,0.09671554,
131,0.80756265,
132,0.0007893145,
133,0.00014290214,
134,0.042543292,
135,0.6136729,
136,1.66893e-06,
137,5.9604645e-07,
138,0.30265284,
139,0.5604732,
140,3.528595e-05,
141,3.0219555e-05,
142,0.007947773,
143,0.7538293,
144,1.5795231e-06,
145,5.9604645e-08,
146,0.00018417835,
147,0.00093093514,
148,0.54841834,
149,0.0069765747,
150,0.00029197335,
151,0.14515421,
152,0.3834991,
153,0.003219068,
154,0.024913818,
155,0.3470452,
156,0.0004774034,
157,0.73525214,
158,0.14570677,
159,0.00031363964,
160,0.015628219,
161,0.25587827,
162,0.59254247,
163,0.13778654,
164,0.011260569,
165,0.6484531,
166,0.051359296,
167,0.16791582,
168,0.2948171,
169,0.06356099,
170,0.05374244,
171,1.2755394e-05,
172,0.015297681,
173,0.09168914,
174,0.00023725629,
175,0.003188759,
176,0.58088446,
177,0.14514789,
178,0.10115519,
179,0.2700253,
180,0.0004579723,
181,0.47718647,
182,0.7284722,
183,0.0616951,
184,0.3380348,
185,0.3717689,
186,0.000713855,
187,0.6593151,
188,0.005033046,
189,1.0877848e-05,
190,0.8033106,
191,0.013905793,
192,0.00015550852,
193,0.061837077,
194,0.7838422,
195,0.017094761,
196,0.10092932,
197,0.006144494,
198,8.523464e-06,
199,0.10350397,
200,0.7386465,
201,0.00037121773,
