bb_idx,MT_Seq2Neo
780,0.90352035
781,0.7081462
782,0.70963675
783,0.8085523
784,0.7518866
785,0.8141853
786,0.7165607
787,0.7072512
788,0.74274504
789,0.7357184
790,0.7458315
791,0.75963825
792,0.7717513
793,0.8623657
794,0.8103528
795,0.87334013
796,0.7403979
797,0.73934054
798,0.89831156
799,0.7873173
800,0.8999076
801,0.79763097
802,0.8009108
803,0.90142125
804,0.80728424
805,0.904663
806,0.8224653
807,0.82153517
808,0.9023317
809,0.8082756
810,0.88575256
811,0.7854527
812,0.7898079
813,0.8703581
814,0.78436935
815,0.88545066
816,0.65990525
817,0.6798803
818,0.7721406
819,0.6845552
820,0.8137611
821,0.738668
822,0.76023716
823,0.7849507
824,0.7325915
825,0.8072612
826,0.67817825
827,0.69134605
828,0.8116658
829,0.7019062
830,0.8013103
831,0.75258994
832,0.7636591
833,0.913219
834,0.8254666
835,0.910636
836,0.7138118
837,0.7203089
838,0.89535254
839,0.6779007
840,0.88174117
841,0.76757455
842,0.8077035
843,0.6525129
844,0.89124507
845,0.61284244
846,0.737681
847,0.44134834
848,0.8194742
849,0.73199904
850,0.8182486
851,0.82867575
852,0.9031289
853,0.682174
854,0.67268026
855,0.43943384
856,0.8459282
857,0.86208975
858,0.8252871
859,0.37076357
860,0.9171612
861,0.78630614
862,0.77158254
863,0.19677639
864,0.8954865
865,0.77174026
866,0.7961188
867,0.4401457
868,0.91820383
869,0.6184948
870,0.6562187
871,0.3658346
872,0.8048556
873,0.5973743
874,0.6234074
875,0.2176972
876,0.77391577
877,0.7029494
878,0.684337
879,0.26101923
880,0.89112675
881,0.7137544
882,0.6797951
883,0.11554131
884,0.8214178
885,0.46967542
886,0.54156464
887,0.093633324
888,0.7347388
889,0.3371851
890,0.49809006
891,0.17954266
892,0.675896
893,0.6513694
894,0.74255574
895,0.6990949
896,0.8863709
897,0.6320942
898,0.68208337
899,0.39787787
900,0.9001019
901,0.59823394
902,0.70845485
903,0.20023674
904,0.88039047
905,0.68180996
906,0.70529044
907,0.22412208
908,0.8496704
909,0.6963341
910,0.7337111
911,0.5583452
912,0.8333467
913,0.66359085
914,0.7035635
915,0.34002268
916,0.8551749
917,0.5214073
918,0.64705485
919,0.12634471
920,0.7941203
921,0.6438966
922,0.6572474
923,0.18377993
924,0.80131847
925,0.6431665
926,0.67155844
927,0.370807
928,0.8917743
929,0.6005557
930,0.6282987
931,0.595639
932,0.7988506
933,0.6843105
934,0.7184268
935,0.50702566
936,0.82570535
937,0.71468407
938,0.75970554
939,0.5153689
940,0.8958283
941,0.73087436
942,0.77327514
943,0.29407102
944,0.9079207
945,0.7754866
946,0.8430376
947,0.8298145
948,0.9338558
949,0.7523792
950,0.7880975
951,0.79214525
952,0.83990043
953,0.6448727
954,0.6413442
955,0.4439972
956,0.73519903
957,0.4972239
958,0.58736354
959,0.37383538
960,0.72547984
961,0.5032389
962,0.6228776
963,0.30358052
964,0.73638964
965,0.8062305
966,0.7358378
967,0.12010953
968,0.91304445
969,0.80360895
970,0.74507606
971,0.22743464
972,0.8925377
973,0.7406907
974,0.7942575
975,0.53862774
976,0.89973485
977,0.75107807
978,0.75792134
979,0.31568825
980,0.8757983
981,0.57048887
982,0.6789017
983,0.11627871
984,0.8204206
985,0.6856651
986,0.7211813
987,0.13391921
988,0.8552828
989,0.7495614
990,0.8048103
991,0.7958164
992,0.91534734
993,0.7790273
994,0.7580998
995,0.5291303
996,0.8813011
997,0.7181245
998,0.69658387
999,0.060706675
1000,0.86042947
1001,0.4887685
1002,0.51167506
1003,0.055084974
1004,0.72119766
1005,0.44475108
1006,0.5515432
1007,0.19500798
1008,0.71785074
1009,0.774445
1010,0.69145465
1011,0.19971746
1012,0.84143543
1013,0.6496258
1014,0.57670754
1015,0.046128333
1016,0.7977375
1017,0.7146726
1018,0.7299176
1019,0.7478859
1020,0.648603
1021,0.6697459
1022,0.6969766
1023,0.50821286
1024,0.63115513
1025,0.6800549
1026,0.48460814
1027,0.63561547
1028,0.6692395
1029,0.54146796
1030,0.6443081
1031,0.65500414
1032,0.82453454
1033,0.83725476
1034,0.8569623
1035,0.74819094
1036,0.7873007
1037,0.80308205
1038,0.37274742
1039,0.6145213
1040,0.6627935
1041,0.42798704
1042,0.582853
1043,0.615016
1044,0.69211257
1045,0.62944853
1046,0.67200285
1047,0.5887718
1048,0.6109892
1049,0.61979455
1050,0.67833817
1051,0.7394485
1052,0.7486733
1053,0.7349994
1054,0.7665104
1055,0.80744886
1056,0.59204227
