bb_idx,MT_TSCAPE
1102,0.322522
1103,0.110874
1104,0.226618
1105,0.319822
1106,0.134182
1107,0.279112
1108,0.413455
1109,0.199595
1110,0.180743
1111,0.275925
1112,0.129545
1113,0.242118
1114,0.353238
1115,0.167288
1116,0.363504
1117,0.393282
1118,0.246663
1119,0.173646
1120,0.341099
1121,0.129016
1122,0.083641
1123,0.176029
1124,0.087879
1125,0.499942
1126,0.525623
1127,0.323595
1176,0.162264
1396,0.162264
1177,0.061161
1397,0.061161
1178,0.055173
1398,0.055173
1179,0.121637
1399,0.121637
1180,0.080331
1400,0.080331
1181,0.201774
1401,0.201774
1182,0.103603
1402,0.103603
1183,0.054119
1403,0.054119
1184,0.106987
1404,0.106987
1185,0.081933
1405,0.081933
1186,0.550047
1406,0.550047
1187,0.144098
1407,0.144098
1188,0.158937
1408,0.158937
1189,0.270854
1409,0.270854
1190,0.203160
1410,0.203160
1191,0.397550
1256,0.397550
1411,0.397550
1192,0.118884
1257,0.118884
1412,0.118884
1193,0.076295
1258,0.076295
1413,0.076295
1194,0.146745
1259,0.146745
1414,0.146745
1195,0.096962
1260,0.096962
1415,0.096962
1196,0.111087
1261,0.111087
1416,0.111087
1197,0.072945
1262,0.072945
1417,0.072945
1198,0.041573
1263,0.041573
1418,0.041573
1199,0.070845
1264,0.070845
1419,0.070845
1200,0.055239
1265,0.055239
1420,0.055239
1201,0.202516
1266,0.202516
1421,0.202516
1202,0.112402
1267,0.112402
1422,0.112402
1203,0.053751
1268,0.053751
1423,0.053751
1204,0.140076
1269,0.140076
1424,0.140076
1205,0.079757
1270,0.079757
1425,0.079757
1206,0.688234
1271,0.688234
1426,0.688234
1207,0.222675
1272,0.222675
1427,0.222675
1208,0.100255
1273,0.100255
1428,0.100255
1209,0.217677
1274,0.217677
1429,0.217677
1210,0.197662
1275,0.197662
1430,0.197662
1211,0.149707
1276,0.149707
1431,0.149707
1212,0.057025
1277,0.057025
1432,0.057025
1213,0.039792
1278,0.039792
1433,0.039792
1214,0.067589
1279,0.067589
1434,0.067589
1215,0.057436
1280,0.057436
1435,0.057436
1216,0.439866
1281,0.439866
1436,0.439866
1217,0.139043
1282,0.139043
1437,0.139043
1218,0.061224
1283,0.061224
1438,0.061224
1219,0.137623
1284,0.137623
1439,0.137623
1220,0.085072
1285,0.085072
1440,0.085072
1221,0.189849
1286,0.189849
1441,0.189849
1222,0.057294
1287,0.057294
1442,0.057294
1223,0.055065
1288,0.055065
1443,0.055065
1224,0.102244
1289,0.102244
1444,0.102244
1225,0.062828
1290,0.062828
1445,0.062828
1226,0.216010
1291,0.216010
1446,0.216010
1227,0.075711
1292,0.075711
1447,0.075711
1228,0.033782
1293,0.033782
1448,0.033782
1229,0.105074
1294,0.105074
1449,0.105074
1230,0.049744
1295,0.049744
1450,0.049744
1231,0.672315
1296,0.672315
1451,0.672315
1232,0.273130
1297,0.273130
1452,0.273130
1233,0.128011
1298,0.128011
1453,0.128011
1234,0.327729
1299,0.327729
1454,0.327729
1235,0.246965
1300,0.246965
1455,0.246965
1236,0.326509
1301,0.326509
1456,0.326509
1237,0.074748
1302,0.074748
1457,0.074748
1238,0.065620
1303,0.065620
1458,0.065620
1239,0.122922
1304,0.122922
1459,0.122922
1240,0.090883
1305,0.090883
1460,0.090883
1241,0.076843
1306,0.076843
1461,0.076843
1242,0.045103
1307,0.045103
1462,0.045103
1243,0.019764
1308,0.019764
1463,0.019764
1244,0.058581
1309,0.058581
1464,0.058581
1245,0.040996
1310,0.040996
1465,0.040996
1246,0.229140
1311,0.229140
1466,0.229140
1247,0.111310
1312,0.111310
1467,0.111310
1248,0.056851
1313,0.056851
1468,0.056851
1249,0.130465
1314,0.130465
1469,0.130465
1250,0.114077
1315,0.114077
1470,0.114077
1251,0.548515
1316,0.548515
1252,0.224243
1317,0.224243
1253,0.108173
1318,0.108173
1254,0.188322
1319,0.188322
1255,0.124637
1320,0.124637
1321,0.167460
1322,0.047500
1323,0.046089
1324,0.084333
1325,0.069157
1326,0.432962
1327,0.128431
1328,0.067541
1329,0.115225
1330,0.107169
1331,0.176601
1476,0.176601
1332,0.102819
