bb_idx,MT_CNNeo,WT_CNNeo
1414,0.6550704,
1415,0.89838326,
1416,0.2747861,
1417,0.7241483,
1418,0.94728315,
1419,0.6451889,
1420,0.90135294,
1421,0.42667055,
1422,0.77850074,
1423,0.9077356,
1424,0.70163786,
1425,0.9252421,
1426,0.27022436,
1427,0.71607435,
1428,0.94544655,
1429,0.637673,
1430,0.89687353,
1431,0.2877017,
1432,0.7333334,
1433,0.9344428,
1434,0.6540227,
1435,0.9065238,
1436,0.42667055,
1437,0.77850074,
1438,0.9294529,
1439,0.70163786,
1440,0.9252421,
1441,0.42667055,
1442,0.77850074,
1443,0.9294529,
1444,0.70163786,
1445,0.9252421,
1446,0.42667055,
1447,0.77850074,
1448,0.9077356,
1449,0.70163786,
1450,0.9252421,
1451,0.27022436,
1452,0.71607435,
1453,0.94544655,
1454,0.637673,
1455,0.89687353,
1456,0.2877017,
1457,0.7333334,
1458,0.9344428,
1459,0.6540227,
1460,0.9065238,
1461,0.4798369,
1462,0.7798715,
1463,0.95643276,
1464,0.7067832,
1465,0.9217009,
1466,0.5600773,
1467,0.80305904,
1468,0.9303857,
1469,0.73412025,
1470,0.92954034,
1471,0.3806502,
1472,0.7615025,
1473,0.93317,
1474,0.6847888,
1475,0.91786945,
1476,0.24044779,
1477,0.6857053,
1478,0.9294529,
1479,0.6082778,
1480,0.87823546,
1481,0.46201548,
1482,0.787862,
1483,0.92638063,
1484,0.71171695,
1485,0.92877996,
1486,0.34692413,
1487,0.75255466,
1488,0.92016643,
1489,0.6731423,
1490,0.91409117,
1491,0.31676367,
1492,0.7297928,
1493,0.92464185,
1494,0.65078616,
1495,0.9010699,
1496,0.29208583,
1497,0.7315713,
1498,0.94062686,
1499,0.65249544,
1500,0.90512043,
1501,0.17250457,
1502,0.64107007,
1503,0.94728315,
1504,0.5684269,
1505,0.8558695,
1506,0.2877017,
1507,0.7333334,
1508,0.9344428,
1509,0.6540227,
1510,0.9065238,
1511,0.35605276,
1512,0.7486679,
1513,0.9383223,
1514,0.67078376,
1515,0.9110314,
1516,0.43466648,
1517,0.7773232,
1518,0.93540907,
1519,0.7010121,
1520,0.92396766,
1521,0.2826638,
1522,0.69485724,
1523,0.93389225,
1524,0.6181835,
1525,0.8797157,
1526,0.38148093,
1527,0.76528895,
1528,0.9303857,
1529,0.686139,
1530,0.9199151,
1531,0.17250457,
1532,0.64107007,
1533,0.94728315,
1534,0.5684269,
1535,0.8558695,
1536,0.2877017,
1537,0.7333334,
1538,0.9344428,
1539,0.6540227,
1540,0.9065238,
1541,0.35605276,
1542,0.7486679,
1543,0.9383223,
1544,0.67078376,
1545,0.9110314,
1546,0.43466648,
1547,0.7773232,
1548,0.93540907,
1549,0.7010121,
1550,0.92396766,
1551,0.2826638,
1552,0.69485724,
1553,0.93389225,
1554,0.6181835,
1555,0.8797157,
1556,0.38148093,
1557,0.76528895,
1558,0.9303857,
1559,0.686139,
1560,0.9199151,
1561,0.3425645,
1562,0.7236881,
1563,0.92464185,
1564,0.6516277,
1565,0.8965572,
1566,0.31676367,
1567,0.7297928,
1568,0.92464185,
1569,0.65078616,
1570,0.9010699,
1571,0.38148093,
1572,0.76528895,
1573,0.9303857,
1574,0.686139,
1575,0.9199151,
1576,0.5883261,
1577,0.81247747,
1578,0.92638063,
1579,0.7437398,
1580,0.9344035,
1581,0.74918497,0.74918497
1582,0.56764215,0.56764215
1583,0.89412266,0.89412266
1584,0.6146306,0.6146306
1585,0.9366166,0.9366166
1586,0.44624376,0.44624376
1587,0.6778392,0.6778392
1588,0.5014534,0.5014534
1589,0.8723682,0.8723682
1590,0.5373143,0.5373143
1591,0.9279443,0.9279443
1592,0.4562227,0.4562227
1593,0.75448394,0.75448394
1594,0.5722468,0.5722468
1595,0.8840471,0.8840471
1596,0.61967623,0.61967623
1597,0.9318416,0.9318416
1598,0.5218938,0.5218938
1599,0.6793532,0.6793532
1600,0.49880585,0.49880585
1601,0.9049156,0.9049156
1602,0.5354294,0.5354294
1603,0.9430042,0.9430042
1604,0.4458626,0.4458626
1605,0.5598184,0.5598184
1606,0.4147239,0.4147239
1607,0.8723682,0.8723682
1608,0.4353482,0.4353482
1609,0.9279443,0.9279443
1610,0.41391236,0.41391236
1611,0.74918497,0.74918497
1612,0.56764215,0.56764215
1613,0.89412266,0.89412266
1614,0.6146306,0.6146306
1615,0.9366166,0.9366166
1616,0.44624376,0.44624376
1617,0.64671296,0.64671296
1618,0.4824993,0.4824993
1619,0.8723682,0.8723682
1620,0.51347905,0.51347905
1621,0.9279443,0.9279443
1622,0.4562227,0.4562227
1623,0.57862043,0.57862043
1624,0.42679057,0.42679057
1625,0.9049156,0.9049156
1626,0.44806045,0.44806045
1627,0.9430042,0.9430042
1628,0.4458626,0.4458626
1629,0.6588329,0.6588329
1630,0.49025342,0.49025342
1631,0.8835335,0.8835335
1632,0.52270484,0.52270484
1633,0.9336079,0.9336079
1634,0.39236337,0.39236337
1635,0.68268764,0.68268764
1636,0.50844574,0.50844574
1637,0.8940737,0.8940737
1638,0.54705733,0.54705733
1639,0.93799317,0.93799317
1640,0.5104507,0.5104507
1641,0.76794577,0.76794577
1642,0.5860954,0.5860954
1643,0.9183439,0.9183439
1644,0.634766,0.634766
1645,0.94903535,0.94903535
1646,0.4458626,0.4458626
1647,0.68107086,0.68107086
1648,0.5000503,0.5000503
1649,0.9056086,0.9056086
1650,0.53720987,0.53720987
1651,0.9433617,0.9433617
1652,0.39665598,0.39665598
1653,0.73989874,0.73989874
1654,0.55177903,0.55177903
1655,0.8940737,0.8940737
1656,0.59814066,0.59814066
1657,0.93799317,0.93799317
1658,0.5104507,0.5104507
1659,0.63875705,0.59394366
1660,0.46739542,0.43874234
1661,0.83336574,0.83336574
1662,0.49836504,0.46441418
1663,0.90323216,0.90323216
1664,0.4562227,0.4562227
1665,0.7235006,0.6416541
1666,0.5438592,0.4746487
1667,0.87439543,0.89412266
1668,0.5867886,0.5061859
1669,0.92849934,0.9366166
1670,0.4562227,0.44624376
1671,0.7065164,
1672,0.5218649,
1673,0.8650407,
1674,0.5626442,
1675,0.9232254,
1676,0.4562227,
1677,0.7065164,
1678,0.5218649,
1679,0.87468785,
1680,0.5626442,
1681,0.9263406,
1682,0.4562227,
1683,0.7219583,
1684,0.5386135,
1685,0.87439543,
1686,0.58167166,
1687,0.92849934,
1688,0.4562227,
1689,0.6833149,
1690,0.5007825,
1691,0.891311,
1692,0.5385272,
1693,0.93725944,
1694,0.53813803,
1695,0.6521372,
1696,0.48021087,
1697,0.8650407,
1698,0.5134962,
1699,0.9232254,
1700,0.4562227,
1701,0.6833149,
1702,0.5007825,
1703,0.9105851,
1704,0.5385272,
1705,0.94562954,
1706,0.53813803,
1707,0.7504482,
1708,0.56984603,
1709,0.89635164,
1710,0.61719686,
1711,0.94019806,
1712,0.3724643,
1713,0.67947555,
1714,0.503515,
1715,0.8723682,
1716,0.5418338,
1717,0.9279443,
1718,0.4562227,
1719,0.6881442,
1720,0.51216125,
1721,0.89412266,
1722,0.5511558,
1723,0.9366166,
1724,0.44624376,
1725,0.752497,
1726,0.5633592,
1727,0.8852562,
1728,0.61118144,
1729,0.9330353,
1730,0.4562227,
1731,0.67163664,
1732,0.49168375,
1733,0.9176195,
1734,0.52837425,
1735,0.9497904,
1736,0.48279336,
1737,0.62223834,
1738,0.45580214,
1739,0.8723682,
1740,0.48418444,
1741,0.9279443,
1742,0.41391236,
1743,0.6826254,
1744,0.5008831,
1745,0.8723682,
1746,0.5389311,
1747,0.9279443,
1748,0.4562227,
1749,0.67163664,
1750,0.49168375,
1751,0.9176195,
1752,0.52837425,
1753,0.9497904,
1754,0.48279336,
1755,0.78116417,
1756,0.60306275,
1757,0.87439543,
1758,0.65325534,
1759,0.92849934,
1760,0.4562227,
