bb_idx,MT_CNNeo,WT_CNNeo
1376,0.2826638,
1377,0.69485724,
1378,0.93389225,
1379,0.6181835,
1380,0.8797157,
1381,0.38148093,
1382,0.76528895,
1383,0.9303857,
1384,0.686139,
1385,0.9199151,
1386,0.3425645,
1387,0.7236881,
1388,0.92464185,
1389,0.6516277,
1390,0.8965572,
1391,0.27683577,
1392,0.7319431,
1393,0.94544655,
1394,0.6514778,
1395,0.9059805,
1396,0.15777409,
1397,0.57732826,
1398,0.92464185,
1399,0.5145036,
1400,0.8096144,
1401,0.2877017,
1402,0.7333334,
1403,0.9344428,
1404,0.6540227,
1405,0.9065238,
1406,0.4327043,
1407,0.7650539,
1408,0.92638063,
1409,0.6896412,
1410,0.91521406,
1411,0.35306492,
1412,0.7290266,
1413,0.93317,
