bb_idx,MT_DeepImmuno,WT_DeepImmuno
0,0.8780829,
1,0.9316485,
2,0.9440999,
3,0.995672,
4,0.8585421,
5,0.95357215,
6,0.97562075,
7,0.99708134,
8,0.18752035,
9,0.65560156,
10,0.78542995,
11,0.8275977,
12,0.31710052,
13,0.82236886,
14,0.5009063,
15,0.92724943,
16,0.52284765,
17,0.85822874,
18,0.7141969,
19,0.9486003,
20,0.85557127,
21,0.89985234,
22,0.934549,
23,0.98495495,
24,0.3882628,
25,0.7602514,
26,0.8842311,
27,0.8751626,
28,0.81842804,
29,0.81088233,
30,0.8094636,
31,0.9733267,
32,0.61562157,
33,0.7257672,
34,0.7692466,
35,0.9638305,
36,0.85161203,
37,0.6632513,
38,0.8129092,
39,0.9674587,
40,0.9316929,
41,0.75854504,
42,0.89105856,
43,0.9859358,
44,0.70108193,
45,0.4475192,
46,0.6091279,
47,0.8679062,
48,0.9295226,
49,0.8501593,
50,0.90957814,
51,0.9898892,
52,0.9482914,
53,0.8615674,
54,0.9309385,
55,0.9953356,
56,0.8436328,
57,0.86759466,
58,0.8765348,
59,0.9773575,
60,0.9211388,
61,0.9238776,
62,0.8772129,
63,0.98984754,
64,0.8097229,
65,0.8132473,
66,0.8503537,
67,0.9779564,
68,0.64656484,
69,0.658221,
70,0.8070183,
71,0.97345936,
72,0.76553375,
73,0.6945343,
74,0.9348554,
75,0.93749744,
76,0.38937223,
77,0.81819445,
78,0.51791346,
79,0.89523286,
80,0.39709133,
81,0.7363325,
82,0.8142524,
83,0.96864355,
84,0.8073603,
85,0.9059593,
86,0.93183726,
87,0.9874338,
88,0.5871123,
89,0.61756074,
90,0.90314656,
91,0.9678316,
92,0.40171447,
93,0.8567435,
94,0.9050734,
95,0.97776216,
96,0.48508316,
97,0.722042,
98,0.88388646,
99,0.95192146,
100,0.5897304,
101,0.7082189,
102,0.94115967,
103,0.9775927,
104,0.16930047,
105,0.56107396,
106,0.6751498,
107,0.93229437,
108,0.5105562,
109,0.8214182,
110,0.96086395,
111,0.9773085,
112,0.7042186,
113,0.706373,
114,0.8869978,
115,0.9406431,
116,0.551701,
117,0.7011623,
118,0.79909873,
119,0.961355,
120,0.4413755,
121,0.64961976,
122,0.90987766,
123,0.96130484,
124,0.43993384,
125,0.9123306,
126,0.9512062,
127,0.9560968,
128,0.23191038,
129,0.6760401,
130,0.7257943,
131,0.9215138,
132,0.51568633,
133,0.7947364,
134,0.95393634,
135,0.98021924,
136,0.5351811,
137,0.5596546,
138,0.8779397,
139,0.93319345,
140,0.8160856,
141,0.87805724,
142,0.9162127,
143,0.9824399,
144,0.7326732,
145,0.70155907,
146,0.8426417,
147,0.9672345,
148,0.43308207,
149,0.8785732,
150,0.52214205,
151,0.805078,
152,0.8443022,
153,0.74416417,
154,0.4983582,
155,0.8492099,
156,0.69571006,
157,0.71294963,
158,0.9521514,
159,0.9096569,
160,0.5296803,
161,0.91114265,
162,0.96525544,
163,0.3537466,
164,0.9476687,
165,0.7364886,
166,0.8716402,
167,0.9823043,
168,0.9266921,
169,0.57715446,
170,0.9111434,
171,0.9313017,
172,0.6911278,
173,0.85458547,
174,0.61138535,
175,0.44026506,
176,0.7516211,
177,0.47123104,
178,0.5453388,
179,0.8606222,
180,0.8804852,
181,0.8154983,
182,0.89301825,
183,0.56786764,
184,0.88540316,
185,0.9497707,
186,0.92021453,
187,0.87902164,
188,0.9864998,
189,0.96526146,
190,0.71069837,
191,0.9532237,
192,0.7499708,
193,0.6883417,
194,0.94158745,
195,0.72260106,
196,0.7533896,
197,0.886551,
198,0.8409003,
199,0.64296013,
200,0.8280597,
201,0.9174336,
202,0.291961,
203,0.8728442,
204,0.87490726,
205,0.5129135,
206,0.86617374,
207,0.6406752,
208,0.4826567,
209,0.7859128,
210,0.8349777,
211,0.68618226,
212,0.94028056,
213,0.76293945,
214,0.8030788,
215,0.9424018,
216,0.95205116,
217,0.5570815,
218,0.7249489,
219,0.61569524,
220,0.5799812,
221,0.86112714,
222,0.8798033,
223,0.31073973,
224,0.94181025,
225,0.85564095,
226,0.83958197,0.8249273
227,0.9023521,0.82809293
228,0.9246013,0.9186505
229,0.9226941,0.82364297
230,0.85305774,0.8245019
231,0.66049784,0.7610173
232,0.865801,0.9187472
233,0.9621586,0.97086716
234,0.9333202,0.9333202
235,0.61148983,0.61148983
236,0.55025977,0.55025977
237,0.9309734,0.9309734
238,0.947475,0.947475
239,0.89518106,0.89518106
240,0.67814744,0.67814744
241,0.9024658,0.9024658
242,0.93400216,0.93400216
243,0.36080956,
244,0.8879752,
245,0.87031496,
246,0.71480846,
247,0.99502236,
248,0.930536,
249,0.41330734,
250,0.95245385,
251,0.93077517,
252,0.92332745,
253,0.99434847,
254,0.9799291,
255,0.4026511,
256,0.9738196,
257,0.9403128,
258,0.9207884,
259,0.9924201,
260,0.96716326,
261,0.54634356,
262,0.97606987,
263,0.9328953,
264,0.91094744,
265,0.99543285,
266,0.9639993,
267,0.36275887,
268,0.91667676,
269,0.84216285,
270,0.8233845,
271,0.98506993,
