bb_idx,MT_IMPROVE
0,0.28583663544947346
1,0.2875145705427669
2,0.28555809448151626
3,0.2814490275731251
4,0.28065766048025015
5,0.28258639416648723
6,0.281000433066734
7,0.31394055846949487
8,0.2790678326264066
9,0.27905954698423374
10,0.27210866306026277
11,0.2803642700212188
12,0.28443292342414683
13,0.2834433175520581
14,0.284429211522388
15,0.284429211522388
16,0.28161909319619505
17,0.29288993164298766
18,0.2921899506324787
19,0.2844422681229548
20,0.2796259023628955
21,0.28859852410116077
22,0.2834747806755297
23,0.2893559387347009
24,0.27331467149296795
25,0.2851787025996306
26,0.2808350135923762
27,0.33275719508840196
28,0.36942809287157174
29,0.360975220286433
30,0.3654213662594168
31,0.3641733130242915
32,0.4257943755538663
33,0.42124913669020686
34,0.42566887128640774
35,0.4579150765302956
36,0.3726973889453643
37,0.3963538419969781
38,0.38221394550266796
39,0.3746062302166537
40,0.368013862861478
41,0.37211376564359905
42,0.37105195638816124
43,0.3696831862912484
44,0.32453656147046306
45,0.3165081905994771
46,0.3178055149792399
47,0.3729605122658106
48,0.45321465180657716
49,0.4499896658784929
50,0.4931504568245944
51,0.48403032690916065
52,0.37949127415939854
53,0.3796990419643756
54,0.3773531423843153
55,0.39815103264378426
56,0.3952227210790224
57,0.38726643313189635
58,0.393644576360485
59,0.3881613104940376
60,0.40585408221553954
61,0.3021744266748127
62,0.2984740165021366
63,0.3073647243511143
64,0.30569339048476796
65,0.3071477216425966
66,0.305082568755972
67,0.3030495472065283
68,0.3203257573712408
69,0.3206602737740121
70,0.3221714339863139
71,0.31214214552532504
72,0.3080068804918729
73,0.3103094861140095
74,0.3103378080990984
75,0.31031456235846433
76,0.30926838211693986
77,0.3103318077649864
78,0.3103110007830206
79,0.30602985692615253
80,0.31911021782022486
81,0.321654696187177
82,0.321639782319972
83,0.31930495802633685
84,0.3172890304165641
85,0.29981265370954374
86,0.3163495895916059
87,0.3156977477295147
88,0.3131445846547008
89,0.31910093142434925
