bb_idx,MT_DeepNetBim,WT_DeepNetBim
0,0.0345595180988311,
1,0.0565335154533386,
2,0.0343535244464874,
3,1.0,
4,0.0805095136165618,
5,0.0815525949001312,
6,0.080496996641159,
7,1.0,
8,0.8178019523620605,
9,0.3940961360931396,
10,0.43164724111557,
11,1.0,
12,0.8169195652008057,
13,0.3937178254127502,
14,0.3870943784713745,
15,1.0,
16,0.0831643939018249,
17,0.0845401883125305,
18,0.0831480622291565,
19,1.0,
20,0.0182240903377532,
21,0.0182370245456695,
22,0.0182239413261413,
23,1.0,
24,0.0318588614463806,
25,0.0398569107055664,
26,0.0317813754081726,
27,1.0,
28,0.9257363080978394,
29,0.6476988196372986,
30,0.5030426979064941,
31,1.0,
32,0.9247051477432252,
33,0.640400767326355,
34,0.6689456105232239,
35,1.0,
36,0.0025780200958251,
37,0.0025998950004577,
38,0.0025778710842132,
39,1.0,
40,0.180349051952362,
41,0.1831247508525848,
42,0.180316150188446,
43,1.0,
44,0.0373176634311676,
45,0.5716109871864319,
46,0.0185198187828063,
47,1.0,
48,0.1635069549083709,
49,0.1637899875640869,
50,0.1635035574436187,
51,1.0,
52,0.1692919135093689,
53,0.1694930791854858,
54,0.1793248951435089,
55,1.0,
56,0.9199662208557128,
57,0.625686764717102,
58,0.6272797584533691,
59,1.0,
60,0.0346091985702514,
61,0.0346315205097198,
62,0.0346088707447052,
63,1.0,
64,0.1957213580608368,
65,0.1960458755493164,
66,0.2069293558597564,
67,1.0,
68,0.0653325319290161,
69,0.085055410861969,
70,0.0651412904262542,
71,1.0,
72,0.1615104377269745,
73,0.1640065014362335,
74,0.1614808142185211,
75,1.0,
76,0.0398869812488555,
77,0.0399146974086761,
78,0.0398867130279541,
79,1.0,
80,0.0659788846969604,
81,0.0963786840438842,
82,0.0656875073909759,
83,1.0,
84,0.9089857339859008,
85,0.591544508934021,
86,0.6216764450073242,
87,1.0,
88,0.1849110722541809,
89,0.1876351833343505,
90,0.1848786771297454,
91,1.0,
92,0.0772167444229126,
93,0.1052215993404388,
94,0.0769461393356323,
95,1.0,
96,0.2395386695861816,
97,0.2399141788482666,
98,0.2524681985378265,
99,1.0,
100,0.9080358743667604,
101,0.5895876884460449,
102,0.5859547853469849,
103,1.0,
104,0.91677987575531,
105,0.6157988905906677,
106,0.6122453808784485,
107,1.0,
108,0.9083774089813232,
109,0.589808464050293,
110,0.6185144782066345,
111,1.0,
112,0.8794366121292114,
113,0.514674723148346,
114,0.5378086566925049,
115,1.0,
116,0.0405297577381134,
117,0.0551871061325073,
118,0.0403923690319061,
119,1.0,
120,0.0529720485210418,
121,0.0660803318023681,
122,0.0528439581394195,
123,1.0,
124,0.0476100444793701,
125,0.0624387264251709,
126,0.0474671423435211,
127,1.0,
128,0.0440972447395324,
129,0.0652137994766235,
130,0.0438971221446991,
131,1.0,
132,0.0280320346355438,
133,0.0280517041683197,
134,0.0280317962169647,
135,1.0,
136,0.8770155906677246,
137,0.5084030032157898,
138,0.5387726426124573,
139,1.0,
140,0.0264348089694976,
141,0.0264533460140228,
142,0.0264346301555633,
143,1.0,
144,0.0498498380184173,
145,0.0665288865566253,
146,0.0496895909309387,
147,1.0,
148,0.0696245729923248,
149,1.0,
150,0.02553591132164,
151,0.071805328130722,
152,1.0,
153,0.0510896742343902,
154,0.0693293809890747,
155,1.0,
156,0.0254224836826324,
157,0.0025170147418975,
158,0.1447588205337524,
159,0.1457707285881042,
160,0.0723606050014495,
161,0.0112838745117187,
162,0.5030925273895264,
163,0.0723592042922973,
164,1.0,
165,0.0532781779766082,
166,0.0811341702938079,
167,1.0,
168,0.0295679867267608,
169,0.1159476339817047,
170,0.5570809841156006,
171,0.7246858477592468,
172,0.1052582263946533,
173,0.5229595303535461,
174,0.7024673223495483,
175,0.0687759816646575,
176,1.0,
177,0.0038946270942687,
178,0.1137963831424713,
179,1.0,
180,0.0430302023887634,
181,0.0042884051799774,
182,0.2241421341896057,
183,0.225562572479248,
184,0.1339400112628936,
185,1.0,
186,0.1984107792377472,
187,0.1252400875091552,
188,1.0,
189,0.008988082408905,
190,0.1235546469688415,
191,0.5305005311965942,
192,0.7388412952423096,
193,0.1267464160919189,
194,0.8881493210792542,
195,0.7445789575576782,
196,0.0725589096546173,
197,1.0,
198,0.108458399772644,
199,0.0541392862796783,
200,1.0,
201,0.0383098721504211,
202,0.018052339553833,
203,0.0968705415725708,
204,0.096912533044815,
205,0.0502078235149383,
206,1.0,
207,0.0181742906570434,
208,0.0519896745681762,
209,1.0,
210,0.0971023738384246,
211,0.0017886757850646,
212,0.1072979569435119,
213,0.108081042766571,
214,0.0506900250911712,
215,0.0077517032623291,
216,0.4093492925167084,
217,0.0504936575889587,
218,1.0,
219,0.036016047000885,
220,0.0523974597454071,
221,0.3387253880500793,
222,0.5260051488876343,
223,0.0041545629501342,
224,0.2186487317085266,
225,0.2200442552566528,
226,0.9599218368530272,0.1424493491649627
227,0.9659337997436525,0.038886547088623
228,0.0067978203296661,0.0613398849964141
229,0.0629277229309082,0.063247799873352
230,0.1478822529315948,0.0036620497703552
231,0.0042180716991424,0.007018893957138
232,0.0063056349754333,0.9615732431411744
233,0.0334044992923736,0.0081844925880432
234,0.9635409116744996,0.9635409116744996
235,0.5836440324783325,0.5836440324783325
236,0.0097968876361846,0.0097968876361846
237,0.9622483253479004,0.9622483253479004
238,0.5955538153648376,0.5955538153648376
239,0.0684665143489837,0.0684665143489837
240,0.0588089823722839,0.0588089823722839
241,0.9630911350250244,0.9630911350250244
242,0.0352305769920349,0.0352305769920349
243,0.0627680122852325,
244,0.0627732574939727,
245,0.0625880360603332,
246,0.0626076459884643,
247,1.0,
248,1.0,
249,0.0809686183929443,
250,0.0809735655784607,
251,0.0808031558990478,
252,0.0808211863040924,
253,1.0,
254,1.0,
255,0.0580917596817016,
256,0.0580970346927642,
257,0.0579102635383605,
258,0.0579301118850708,
259,1.0,
260,1.0,
261,0.002434492111206,
262,0.0024344623088836,
263,0.0024343132972717,
264,0.0024343729019165,
265,1.0,
266,1.0,
267,0.0020772218704223,
268,0.0020772218704223,
269,0.002077043056488,
270,0.0020771324634552,
271,1.0,
272,1.0,
273,0.0031686723232269,
274,0.0031686723232269,
275,0.003168374300003,
276,0.0031684637069702,
277,1.0,
278,1.0,
279,0.0041867494583129,
280,0.0041867494583129,
281,0.0041866302490234,
282,0.0041867196559906,
283,1.0,
284,1.0,
285,0.2130063474178314,
286,0.2130078375339508,
287,0.212975263595581,
288,0.2129787802696228,
289,1.0,
290,1.0,
291,0.0522153973579406,0.0522153973579406
292,0.1297605633735656,0.1297605633735656
293,0.1677892506122589,0.1677892506122589
294,0.0030315518379211,0.0030315518379211
295,0.0442826747894287,0.0442826747894287
296,0.004934012889862,0.004934012889862
297,0.0361520946025848,0.0361520946025848
298,0.0929737389087677,0.0933223068714141
299,0.1227174699306488,0.0935628414154052
300,0.1141171157360076,0.9401537775993348
301,0.0228564143180847,0.0228564441204071
302,0.0021725296974182,0.1231743693351745
303,0.0260330140590667,0.0260330140590667
304,0.0527462363243103,0.0527462363243103
305,0.1201056838035583,0.1201056838035583
306,0.9526966214179992,0.9526966214179992
307,0.1519104242324829,0.1519104242324829
308,0.9522541761398317,0.9522607922554016
309,0.1164015233516693,0.1164020597934722
310,0.9524027109146118,0.9524028301239014
311,0.9592844247817992,0.9592856168746948
312,0.0438489615917205,0.0438489913940429
313,0.0496138334274292,0.0496156215667724
314,0.0854685306549072,
315,0.0396279990673065,
316,0.0414051413536071,
317,0.9676085710525512,
318,0.0645466148853302,
319,0.1530579030513763,
320,0.0435338914394378,
321,0.14804208278656,
322,0.0259076654911041,
323,0.0543623566627502,
324,0.957749366760254,
325,0.0030767023563385,
326,0.0305677652359008,
327,0.0534048378467559,
328,0.9596505761146544,0.9596505761146544
329,0.9678785800933838,0.9678785800933838
330,0.1633770167827606,0.1633770167827606
331,0.0750273168087005,0.0750273168087005
332,0.2332606613636016,0.2332606613636016
333,0.9685324430465698,0.9685324430465698
334,0.9683079719543456,0.9708566665649414
335,0.1336926221847534,0.1532164216041565
336,0.1252458095550537,0.0869816541671752
337,0.0792882740497589,0.2471386194229126
338,0.0504867136478424,0.0769553184509277
339,0.2408529222011566,0.2408529222011566
340,0.1478844583034515,0.1478844583034515
341,0.0082421600818634,0.0082421600818634
342,0.0089251399040222,0.0089251399040222
